Date,Open,High,Low,Close,Adj Close,Volume,GTLB.csv_MA_5,GTLB.csv_MA_20,GTLB.csv_MA_250,GTLB.csv_realVolatility20,GTLB.csv_realVolatility60,GTLB.csv_realVolatility250,GTLB.csv_avgVolume_20,GTLB.csv_avgVolume_60,GTLB.csv_avgVolume_250,GTLB.csv_log1DayRet,GTLB.csv_logMA5_20,GTLB.csv_logMA20_250,GTLB.csv_logMA5_250,GTLB.csv_log1DayRange,GTLB.csv_HL_20_realVol_20,GTLB.csv_HL_5_realVol_20,GTLB.csv_logD2,GTLB.csv_logD5,GTLB.csv_Mean,GTLB.csv_Variance,GTLB.csv_Skewness,GTLB.csv_Kurtosis,GTLB.csv_Shape,GTLB.csv_Location,GTLB.csv_Scale
2023-03-07,4.041972182664907,3.6475351974334345,4.662903887773339,3.0785581273663354,3.0785581273663354,-780275.3559799192,4.947892388566094,2.415516594407153,2.530352037287902,3.010282242868299,2.7323691583454797,3.518935434411503,220245.0166395979,40415.721658907394,130241.49345698887,-0.2722713899776812,0.7170485308663637,-0.046445263276222774,0.6706032675901409,0.015251788251642725,1.0900167310165834,1.170395898781351,1.4986956936565867,-0.1262296626719128,2.611280242664387,9.944908320998454,0.040052599543052944,1.5920483523336042,0.013922179690756615,-223.95322016023056,226.54141656640275
2023-03-08,2.889866533403854,2.4621058869810355,3.8294235654269,3.7104872772869086,3.7104872772869086,-685330.2915171664,5.513827505058201,2.3720046413429055,2.557032342746272,2.983508482915433,2.6738810166107543,3.5023910634980098,161386.46616625902,31288.127967483222,131584.38858583095,0.24995289073685026,0.8435235911704073,-0.07511190708216546,0.7684116840882419,0.3128509217058086,1.091664178019377,1.1401034207578336,-0.17081838565338126,1.0401620699110767,2.611280242664387,9.944908320998454,0.040052599543052944,1.5920483523336042,0.013922179690756615,-223.95322016023056,226.54141656640275
2023-03-09,4.205361981482042,3.504152310487015,1.5580497665308997,0.9509191346611274,0.9509191346611274,23486.57017371687,3.969566397037029,2.369748595317872,2.577138535507654,2.984620562721162,2.6836317677785995,3.4785085347293934,116629.67887072735,68066.3406717259,131533.7026584658,-1.4866866252608628,0.5158729972488251,-0.08389581707288117,0.431977180175944,0.6658286771114222,1.1031629696425576,0.7377915148396444,0.7550129108026926,2.043983461151638,2.611280242664387,9.944908320998454,0.040052599543052944,1.5920483523336042,0.013922179690756615,-223.95322016023056,226.54141656640275
2023-03-10,0.1353862557971723,-0.7340747997276367,-1.7508257862344117,-0.8052437006994566,-0.8052437006994566,822452.937524602,2.2976365543526773,2.5584782723938093,2.6014134944978546,2.618986275473428,2.683188589020141,3.433168516349426,-189582.92458200926,91306.71327912227,134867.51492697172,1.783013118211168,-0.1075316473612578,-0.016642292127505745,-0.12417393948876349,0.01661223605972983,1.097619950463715,0.5192546422885537,1.5075670736508147,2.1234164660992456,2.611280242664387,9.944908320998454,0.040052599543052944,1.5920483523336042,0.013922179690756615,-223.95322016023056,226.54141656640275
2023-03-13,-2.090713751885488,0.0097061496659947,-0.4041993658757548,1.218753782805834,1.218753782805834,4373140.36681404,1.6306949242841502,2.6968324208518677,2.633670913437402,2.458806406070128,2.676079764895505,3.381547137658196,158410.58827089143,134726.08541060993,142562.14838173892,-0.5396766685895023,-0.5030716489557815,0.02369924927180573,-0.4793723996839757,-0.8821175545328372,1.0921294855978838,0.5737039390887724,-1.3173854734192412,1.204385164396625,2.611280242664387,9.944908320998454,0.040052599543052944,1.5920483523336042,0.013922179690756615,-223.95322016023056,226.54141656640275
2023-03-14,-11.573112958495042,-10.086974176833689,-9.965185468088634,-9.051929803310514,-9.051929803310514,16081651.377211189,-0.7954026618512199,2.1697089786040555,2.6063167819074136,3.5974401536585576,3.062112933561307,3.4479215177803244,1008023.9648956598,412544.1150076074,190785.3069806287,-0.24570658642333368,-1.003499846973701,-0.1833449826738552,-1.1868448296475562,-2.105467631246128,1.1645154068757466,1.1134134743990582,2.1098114351177544,2.49572194726458,2.611280242664387,9.944908320998454,0.040052599543052944,1.5920483523336042,0.013922179690756615,-223.95322016023056,226.54141656640275
2023-03-15,-2.3244985632656,-4.1922808682523005,-3.3316655123539327,-4.024830261372124,-4.024830261372124,-5485993.107877447,-2.3424661695830262,1.7047249625281822,2.5725155276066505,3.771752001664559,3.1720145524624304,3.4713570650766084,740142.7578182437,334848.4089205402,167023.4939287358,0.5489783948285195,0.3178005075894387,-0.41148043928348377,-0.09367993169404507,-0.1501076154898271,1.1326420260269134,1.0573089720272946,1.6570052424232322,2.0457965353684533,2.611280242664387,9.944908320998454,0.040052599543052944,1.5920483523336042,0.013922179690756615,-223.95322016023056,226.54141656640275
2023-03-16,-1.1836409563664994,-0.3590577052396995,0.1499570692946221,-0.5327242239449284,-0.5327242239449284,-905141.4384871498,-2.6391948413042376,1.4087718256843846,2.53919380206151,3.69919113080668,3.1808529408054844,3.4609653169674592,734065.906580378,305748.32693110517,158883.1124757004,-0.7983466363573719,0.6277556070910857,-0.5891283506894796,0.03862725640160599,-0.6752782362628548,1.1340960377696405,0.8377747691537879,2.1423230946354326,0.3945007914732048,2.611280242664387,9.944908320998454,0.040052599543052944,1.5920483523336042,0.013922179690756615,-223.95322016023056,226.54141656640275
2023-03-17,-0.0088900355565684,0.6742408821244616,-0.0828657984416167,1.1056592288322342,1.1056592288322342,-968585.6800526693,-2.257014255397899,1.3610998156633265,2.4746316944108995,3.6965117573061894,3.161622941246309,3.3337204283182245,693820.7362316522,292091.60404597555,148663.10985691883,4.823265974111154,0.5057497529740672,-0.5977985136845153,-0.09204876071044815,-0.2782511100231809,1.129898437356824,0.7777310375282366,1.6352010718245793,0.647575868327853,2.611280242664387,9.944908320998454,0.040052599543052944,1.5920483523336042,0.013922179690756615,-223.95322016023056,226.54141656640275
2023-03-20,1.268262007356281,0.4966787578494092,1.1813233251398003,-0.1185723577639272,-0.1185723577639272,-1789453.2165958332,-2.5244794835118514,1.3119206945101003,2.4590201816589805,3.7099775658805814,3.176208557925358,3.3366997936565896,638610.4120555052,270373.32580440043,147954.49145032698,-2.3698793557913445,0.6545426538952681,-0.6282707280256734,0.026271925869594523,-0.37885545525269787,1.115106091874763,0.7996547088313011,-0.8815225458970657,0.29067220297974855,2.611280242664387,9.944908320998454,0.040052599543052944,1.5920483523336042,0.013922179690756615,-223.95322016023056,226.54141656640275
2023-03-21,0.7641255976944663,1.8013382399485778,1.737582215734026,1.9880394949602689,1.9880394949602689,-1506352.0346063008,-0.31648562385769485,1.3830986851843676,2.4492523074315433,3.708538367808404,3.1657620063274776,3.334480318435977,587600.1283513634,264116.7160624666,145367.87984452813,0.9561720831561886,-1.4748038666986913,-0.5714563913207668,-2.046260258019458,-2.7526916019250414,1.2357740789751996,1.082756026216297,-0.12513217515507397,2.401522259891349,2.611280242664387,9.944908320998454,0.040052599543052944,1.5920483523336042,0.013922179690756615,-223.95322016023056,226.54141656640275
2023-03-22,2.051133245065767,0.0707216641606649,0.4367973668477596,-0.5046143561227758,-0.5046143561227758,287772.34754559724,0.38755755719217466,1.279756326976513,2.4419629638929137,3.7320070677218156,3.1822581210056327,3.3389526964931777,616713.4649640896,275246.6388913203,148766.0574043244,-1.4023532355613681,-1.1945605967887811,-0.6461325190131413,-1.8406931158019224,-1.0049151290259073,1.188705876700272,1.0102621620481245,-0.9518091113975684,1.2585223244475507,2.611280242664387,9.944908320998454,0.040052599543052944,1.5920483523336042,0.013922179690756615,-223.95322016023056,226.54141656640275
2023-03-23,0.608515621222061,0.777981282098505,0.7366825405829402,1.0876618049072526,1.0876618049072526,231988.8246619753,0.7116347629626109,1.2230804585033765,2.4423965171139823,3.7255592202164554,3.1852422180093973,3.338769039699571,651285.4080043419,288268.5162314691,151600.4638998144,0.5807629542309668,-0.5415631149138471,-0.6916070940671281,-1.233170208980975,-3.1869232512575163,1.3388682311101172,1.3608476014467512,-0.1049409480741536,0.482664410272806,2.611280242664387,9.944908320998454,0.040052599543052944,1.5920483523336042,0.013922179690756615,-223.95322016023056,226.54141656640275
2023-03-24,0.7712578559741949,-0.0512335964299488,-1.2862804410566326,-2.2447715887771764,-2.2447715887771764,986115.9167692788,0.04154859944072875,1.074812004036517,2.434968425295962,3.8047745390735295,3.2264747185019966,3.3471460753311626,727318.601723798,299238.8613511675,155060.74690041412,1.0683362916116224,-3.2530372323734738,-0.8177880231059238,-4.070825255479398,0.21110890023239193,1.2382863452481359,1.4844905015348417,0.5539754727383771,1.2090889398398776,2.611280242664387,9.944908320998454,0.040052599543052944,1.5920483523336042,0.013922179690756615,-223.95322016023056,226.54141656640275
2023-03-27,-1.7196874035765362,-2.0457816894678054,-0.4382491621193658,-0.3975671076750728,-0.3975671076750728,-1220702.99708655,-0.014250350541500367,0.9658937498986884,2.416896298157057,3.8146676540487165,3.239052819949148,3.350204714141681,690781.8559558103,286175.1139955561,149056.6437101642,-1.4645340669987685,-4.216272332594658,-0.9171856361832706,-5.133457968777928,0.4747004116673374,1.2525306993324568,1.6717682139028787,0.3955689102618778,-1.276562314860599,2.611280242664387,9.944908320998454,0.040052599543052944,1.5920483523336042,0.013922179690756615,-223.95322016023056,226.54141656640275
2023-03-28,-0.9260454900160652,-1.0583309766646103,-0.486315824801764,-0.0754462890040805,-0.0754462890040805,-322958.8616244497,-0.42694750733437026,0.852264148880702,2.389629238426326,3.8099058616377732,3.241682060941068,3.3425991527230146,667322.9482022268,281299.6588023807,146667.12152286278,-2.507502359559229,-0.691235440647772,-1.0309969898497668,-1.7222324304975387,-0.5585897986824635,1.252831541631659,1.452931427393898,0.7744161974426248,0.724396680903681,2.611280242664387,9.944908320998454,0.040052599543052944,1.5920483523336042,0.013922179690756615,-223.95322016023056,226.54141656640275
2023-03-29,0.0796905457612808,-0.3034905650727815,0.1748154136376953,-0.1415909074731942,-0.1415909074731942,-704378.3625567565,-0.35434281760445396,0.8011440187657236,2.3856278290262174,3.816356338687029,3.2532588950089187,3.3450369765514627,623758.3312705553,274923.6981891866,147007.13099236423,0.5747910104976008,-0.8157758737772083,-1.0911768797472676,-1.9069527535244757,-0.7375046284566419,1.2522104636513418,1.4490138562543604,-1.3626708067857751,-1.0132878499727682,2.611280242664387,9.944908320998454,0.040052599543052944,1.5920483523336042,0.013922179690756615,-223.95322016023056,226.54141656640275
