Date,Open,High,Low,Close,Adj Close,Volume,ZI.csv_MA_5,ZI.csv_MA_20,ZI.csv_MA_250,ZI.csv_realVolatility20,ZI.csv_realVolatility60,ZI.csv_realVolatility250,ZI.csv_avgVolume_20,ZI.csv_avgVolume_60,ZI.csv_avgVolume_250,ZI.csv_log1DayRet,ZI.csv_logMA5_20,ZI.csv_logMA20_250,ZI.csv_logMA5_250,ZI.csv_log1DayRange,ZI.csv_HL_20_realVol_20,ZI.csv_HL_5_realVol_20,ZI.csv_logD2,ZI.csv_logD5,ZI.csv_Mean,ZI.csv_Variance,ZI.csv_Skewness,ZI.csv_Kurtosis,ZI.csv_Shape,ZI.csv_Location,ZI.csv_Scale
2021-10-21,4.259364508669641,5.142595640928093,5.726816163191266,6.469371746838711,6.469371746838711,-1434565.7100448206,5.96848012841693,4.119712495445834,3.4425323985661516,1.9561292939442643,1.9324618217058913,2.1828154609453,-195580.3241895733,377406.96747602586,174434.74100300085,0.41795902851542643,0.37070893186976583,0.17957601534315543,0.5502849472129212,-0.5374767608143228,1.1053918534561178,1.209658744329604,-0.9575291948157331,-1.5659424756332725,2.1293969024376938,5.58728163197359,0.06208972425311308,1.297546503925119,0.012780259435866977,-182.82893220187725,184.94217837405404
2021-10-22,6.52250502795809,5.329424703945776,5.724563677680877,5.092241441737542,5.092241441737542,162969.4716720397,5.837759319546794,4.127243806646255,3.4598180621763595,1.9597468758600516,1.9290320514138868,2.1786799867134903,-124249.50046598373,388961.0489375073,176249.3200961821,-0.24754041342598726,0.3467372200329081,0.1763938205230692,0.523131040555977,-0.9285177437187031,1.0766295056667432,1.2139867806871238,-0.7763283628891827,-0.4252535476484516,2.1293969024376938,5.58728163197359,0.06208972425311308,1.297546503925119,0.012780259435866977,-182.82893220187725,184.94217837405404
2021-10-25,5.035382596996492,5.101541233557477,5.050915449185219,5.401755043185119,5.401755043185119,-842508.9700699847,5.689745864856083,4.300625750594698,3.467353939599271,1.9082217210595767,1.9188202710879505,2.1821368035040054,-230430.26761613454,374718.4320435393,175055.69123087157,0.07023439799330167,0.2799050481647338,0.2153687858687238,0.4952738340334577,-2.9832942599024643,1.0519271583081815,1.1182073771011172,0.06542878441084003,-0.3010141868436206,2.1293969024376938,5.58728163197359,0.06208972425311308,1.297546503925119,0.012780259435866977,-182.82893220187725,184.94217837405404
2021-10-26,5.683189886675457,5.843299672135444,5.100162768769707,4.697087722093642,4.697087722093642,621921.3147225291,5.258521038022427,4.560837238596617,3.4847319875747162,1.5367985043129455,1.9183533723674484,2.1745178471301574,-234070.43193667327,344263.9330859053,176336.16936928083,-0.19056999179505438,0.14234360410651478,0.26911507494285253,0.41145867904936734,-0.2968749936795236,1.0536036874527905,1.175726211791477,-0.9284804261301057,0.7683122275341505,2.1293969024376938,5.58728163197359,0.06208972425311308,1.297546503925119,0.012780259435866977,-182.82893220187725,184.94217837405404
2021-10-27,4.292050871798516,4.189051173703476,2.5288576268692324,1.7542336227100606,1.7542336227100606,-51070.84485838679,4.682937915313015,4.549142922948335,3.4866736342049025,1.5581476453570189,1.9589649975402448,2.1727472882491115,-155048.14187230234,3006.856277491121,178583.6260807304,-0.8947325980726722,0.028986826016652336,0.26599067833188916,0.2949775043485417,0.5069341900503037,1.0658742908422016,1.3040297809814658,1.2940478740432235,1.0570662868216316,2.1293969024376938,5.58728163197359,0.06208972425311308,1.297546503925119,0.012780259435866977,-182.82893220187725,184.94217837405404
2021-10-28,2.2354609284515874,2.1180102777398915,2.5219461373096337,4.304589754681793,4.304589754681793,29726.79474683921,4.249981516881631,4.6433434439879635,3.5063623066549487,1.4775549886652022,1.889655061988852,2.1576557032240644,-80458.10749180263,-133366.13675308265,170922.11388640795,0.6552343994870734,-0.08852004261952331,0.28085555638293375,0.1923355137634105,-0.9064991770664683,1.0529847312656508,1.2924637678008406,-0.9352239203416205,0.7723196599209067,2.1293969024376938,5.58728163197359,0.06208972425311308,1.297546503925119,0.012780259435866977,-182.82893220187725,184.94217837405404
2021-10-29,3.762410247380842,4.0632361295679615,5.156407667673904,4.179343304177451,4.179343304177451,-937135.5769371736,4.067401889369613,4.699784247420988,3.52445748876406,1.4344396946835336,1.599922213204433,2.144158335781798,-165091.59099885437,-178078.24999484184,171733.3855505095,0.10509435465697868,-0.14451216366025998,0.2877900823352186,0.1432779186749588,0.08908313933762665,1.0779469575732263,1.368967053440378,0.8858767528377135,-0.09113097354891365,2.1293969024376938,5.58728163197359,0.06208972425311308,1.297546503925119,0.012780259435866977,-182.82893220187725,184.94217837405404
2021-11-01,5.639984140472016,5.3878726506003645,5.526468275853134,5.296926689547988,5.296926689547988,1085686.230721166,4.046436218642187,4.868049862058532,3.540717406224166,1.2819039283505576,1.578230909120916,2.1421157158120923,-119798.36540801675,-51904.56717314295,178199.41311679935,-0.06275447106106744,-0.1848568701706229,0.31836405415606384,0.13350718398544095,-1.976194756557317,1.0962244683600104,0.9676248682569387,-0.0076925772831172535,-2.2554309937146106,2.1293969024376938,5.58728163197359,0.06208972425311308,1.297546503925119,0.012780259435866977,-182.82893220187725,184.94217837405404
2021-11-02,8.757817947350532,8.637114521809345,2.4572781971643565,6.078427502719954,6.078427502719954,13135773.291392056,4.322704174767449,5.010885331207318,3.5548811025909073,1.247499443122197,1.5813693423574242,2.1471561998409845,592708.4628483116,-20800.74543582322,230278.6708715914,-0.36520075304597394,-0.1477314394985972,0.3432909947269388,0.1955595552283415,1.821291786433597,1.2619922123384768,1.4375144971638858,0.6413717692055813,0.3230538837200084,2.1293969024376938,5.58728163197359,0.06208972425311308,1.297546503925119,0.012780259435866977,-182.82893220187725,184.94217837405404
2021-11-03,3.292377929489774,3.3568878185522664,5.396884381505473,5.399100022550115,5.399100022550115,-4463437.763979364,5.05167745473546,5.045879399187758,3.559690331562645,1.2481127898973925,1.5665801891612134,2.149944397838217,355348.3260912165,44275.94280006438,211288.7987438891,0.4946221985675898,0.0011484077324455894,0.3488983940890074,0.3500468018214531,0.7129481230278459,1.2842236302495977,1.4617597635950264,-2.2810845647896483,1.2933197117957578,2.1293969024376938,5.58728163197359,0.06208972425311308,1.297546503925119,0.012780259435866977,-182.82893220187725,184.94217837405404
2021-11-04,5.129783420047808,7.3827519474312595,7.17580077413615,7.233145353101399,7.233145353101399,2222707.442877165,5.637388574419381,5.190771898830764,3.5742379195428384,1.3269920702870963,1.5930371707293958,2.162460849762511,448417.3040688593,55224.36097755575,219970.0547390401,0.34361054351291853,0.08253852534644897,0.373130430153776,0.45566895550022507,-1.5752723913417133,1.2753815973780491,1.5849190146662806,0.143856028747192,1.0745093316567444,2.1293969024376938,5.58728163197359,0.06208972425311308,1.297546503925119,0.012780259435866977,-182.82893220187725,184.94217837405404
2021-11-05,7.867499732169875,6.905162073193949,7.751411496834407,7.654323804262901,7.654323804262901,329502.6932788929,6.332384674436471,5.404266944315669,3.6100596847379345,1.3640466058194847,1.6309322668009125,2.1555384957515704,541175.5245974142,124998.37564772437,215781.37743343555,-0.027469624570915164,0.1584880746123844,0.4034645110431725,0.561952585655557,-0.16694113583067632,1.285894712444683,1.5779453424736003,0.8132492060409807,1.2455888675148097,2.1293969024376938,5.58728163197359,0.06208972425311308,1.297546503925119,0.012780259435866977,-182.82893220187725,184.94217837405404
