Date,Open,High,Low,Close,Adj Close,Volume,TWLO.csv_MA_5,TWLO.csv_MA_20,TWLO.csv_MA_250,TWLO.csv_realVolatility20,TWLO.csv_realVolatility60,TWLO.csv_realVolatility250,TWLO.csv_avgVolume_20,TWLO.csv_avgVolume_60,TWLO.csv_avgVolume_250,TWLO.csv_log1DayRet,TWLO.csv_logMA5_20,TWLO.csv_logMA20_250,TWLO.csv_logMA5_250,TWLO.csv_log1DayRange,TWLO.csv_HL_20_realVol_20,TWLO.csv_HL_5_realVol_20,TWLO.csv_logD2,TWLO.csv_logD5,TWLO.csv_Mean,TWLO.csv_Variance,TWLO.csv_Skewness,TWLO.csv_Kurtosis,TWLO.csv_Shape,TWLO.csv_Location,TWLO.csv_Scale
2020-05-15,27.03236735721447,27.251520201790413,29.777882414178563,24.11450229320839,24.11450229320839,-1242929.3591245618,31.674359287146682,19.45559511939424,6.887157940048497,15.679358029645842,12.942782874053615,7.324084830787287,1207070.1193065706,524043.0024432686,252767.31179525162,-0.11422152461643724,0.48737280278503486,1.038476186134259,1.5258489889192939,0.9267804073095949,1.4813165583614736,0.2774709977926875,1.2287448378123138,3.0131331182962464,9.502451307309503,147.63355176405608,1.0147743538986216,1.6423075299192593,0.14642861496989498,-70.62034051382653,79.25530850300254
2020-05-18,25.8861236645884,23.540780299939986,21.243110735046315,17.746571545558112,17.746571545558112,-1844719.7457695168,27.1717579091944,19.81084636217221,6.920306180761081,15.549094302892884,12.993192029598408,7.354464150899119,1125464.3389068886,495199.46209552884,248903.63157571005,-0.3775147143834983,0.31594853793618716,1.0517695693588127,1.367718107295,0.8318953766129661,1.4781806147967127,0.299689041691787,2.551547574459777,3.1140932261735883,9.502451307309503,147.63355176405608,1.0147743538986216,1.6423075299192593,0.14642861496989498,-70.62034051382653,79.25530850300254
2020-05-19,17.309321952323828,17.728332815571832,19.219390193564763,19.49576279712342,19.49576279712342,-971737.5414761296,23.89235751610879,20.481795968565837,6.959899914597094,15.211116631201943,13.03707028486018,7.395464618501512,1030043.1967157216,454107.84073814924,249634.4474529355,0.11895195194732085,0.15402214849586227,1.0793713959477518,1.2333935444436142,0.3994855179347969,1.4557830230107378,0.30578753124471886,1.530121831521796,2.797098511132824,9.502451307309503,147.63355176405608,1.0147743538986216,1.6423075299192593,0.14642861496989498,-70.62034051382653,79.25530850300254
2020-05-20,23.435204064522978,23.634791847968916,25.535128880842336,28.06808283592341,28.06808283592341,477830.04055498727,23.999686018217677,21.383344811308678,7.053867552597134,15.093372033296417,13.206140138893668,7.513360813713364,1137464.759675805,443926.96090703836,250634.32783500472,0.18039374962562374,0.11542840852267797,1.1090362837403263,1.2244646922630043,0.6420312561642603,1.445685053511317,0.30615206406447387,2.3342301921965616,-0.6224231220926789,9.502451307309503,147.63355176405608,1.0147743538986216,1.6423075299192593,0.14642861496989498,-70.62034051382653,79.25530850300254
2020-05-21,27.03563705443183,26.083892853908324,23.97879138137006,25.426636241208016,25.426636241208016,-928206.4315126432,22.970311142604267,22.24349006788734,7.124171225053072,14.791113055401869,13.344999175023492,7.6025479493978745,1101507.2174509917,447206.0211336203,247389.383422307,-0.061358591151960205,0.03215317763329809,1.1385559844851634,1.1707091621184618,0.7443636714538593,0.8900418767663141,0.20252540367324773,1.780171494588903,1.638389613546855,9.502451307309503,147.63355176405608,1.0147743538986216,1.6423075299192593,0.14642861496989498,-70.62034051382653,79.25530850300254
2020-05-22,30.514623830411097,35.08441009925437,29.96535056877302,37.476722628330805,37.476722628330805,2368491.8121030293,25.642755209628753,23.59718822112356,7.246298993140332,14.88899626269427,13.780711659639826,7.8411440576726665,1230865.8322174866,478408.7564436792,245239.79260021407,0.20551397177864406,0.08313352199242667,1.180636706940087,1.2637702289325135,1.6329707367263164,0.8808893004453385,0.466568368880571,2.24162839398937,2.5924313470486986,9.502451307309503,147.63355176405608,1.0147743538986216,1.6423075299192593,0.14642861496989498,-70.62034051382653,79.25530850300254
2020-05-26,34.30285507157896,28.185964115194395,23.758530545091503,16.71361599885782,16.71361599885782,344638.2185204532,25.436164100288693,24.01200909678767,7.298199145483904,14.555649898687431,13.790452027284623,7.860749443310936,1268622.7799452464,473383.5458521383,253107.4989161587,-0.7190048724509607,0.057617860648860195,1.1909264589116177,1.248544319560478,1.4878200866329616,0.8788788600673451,0.5456618772809504,2.164818486481869,0.03242415600757113,9.502451307309503,147.63355176405608,1.0147743538986216,1.6423075299192593,0.14642861496989498,-70.62034051382653,79.25530850300254
2020-05-27,8.372006318802335,8.637373012274992,4.651115050865258,16.074265141210233,16.074265141210233,879979.6915046079,24.751864569106054,24.64759213469421,7.348254425138684,13.867801562958572,13.782473120771058,7.876679069566681,1290210.2730877758,491007.65410981677,253246.12786181006,0.6523259953528937,0.004221608747593779,1.2102164217146152,1.2144380304622089,1.3828529365580058,0.8885897373952732,0.45283952524030974,3.0635057512814305,1.230078366305164,9.502451307309503,147.63355176405608,1.0147743538986216,1.6423075299192593,0.14642861496989498,-70.62034051382653,79.25530850300254
2020-05-28,16.920692435460012,21.354331276263608,24.872251110931288,17.071009424228222,17.071009424228222,-2897754.6532231807,22.55244988676702,24.888561308994248,7.375340588738998,13.681693086148398,13.714402233910072,7.8984811470439515,1129713.876906693,406828.5703392754,217167.4357771369,0.00884439203689323,-0.09856461026379056,1.2162662300565275,1.117701619792737,1.2578698588663313,0.8861707880541878,0.34040794476599595,-1.028918072143965,2.3976291839176085,9.502451307309503,147.63355176405608,1.0147743538986216,1.6423075299192593,0.14642861496989498,-70.62034051382653,79.25530850300254
2020-05-29,24.62954360337659,18.76235300927732,22.781815701879,23.86619889061636,23.86619889061636,-1390337.839813227,22.240362416648686,25.566208566330605,7.467270969956724,13.250635151722571,13.756648816381869,7.956156986028584,1012794.8888610734,386542.2763208958,215141.16920999106,-0.031483496298953015,-0.13936273670740132,1.2307419012753358,1.0913791645679345,1.3911482351410331,0.7976525762611792,0.1395528179604078,2.053089063917811,0.4449661349132717,9.502451307309503,147.63355176405608,1.0147743538986216,1.6423075299192593,0.14642861496989498,-70.62034051382653,79.25530850300254
