Date,Open,High,Low,Close,Adj Close,Volume,ALLY.csv_MA_5,ALLY.csv_MA_20,ALLY.csv_MA_250,ALLY.csv_realVolatility20,ALLY.csv_realVolatility60,ALLY.csv_realVolatility250,ALLY.csv_avgVolume_20,ALLY.csv_avgVolume_60,ALLY.csv_avgVolume_250,ALLY.csv_log1DayRet,ALLY.csv_logMA5_20,ALLY.csv_logMA20_250,ALLY.csv_logMA5_250,ALLY.csv_log1DayRange,ALLY.csv_HL_20_realVol_20,ALLY.csv_HL_5_realVol_20,ALLY.csv_logD2,ALLY.csv_logD5,ALLY.csv_Mean,ALLY.csv_Variance,ALLY.csv_Skewness,ALLY.csv_Kurtosis,ALLY.csv_Shape,ALLY.csv_Location,ALLY.csv_Scale
2020-05-15,1.265843505096175,0.9085340750951848,1.3670674028336336,0.7699946188136426,0.7089487207408993,-1055278.667240343,0.2782197672709653,0.3594490422987842,1.153529842176355,0.7449607030776385,1.3369444000514332,1.1767392949470774,117894.34690922654,487646.48291064764,343628.50160072884,-0.5797107836551972,-0.2561610899363926,-1.1660095271853232,-1.4221706171217159,-0.7797223012938321,1.1056039853281168,1.5131260094857073,0.1140658172135792,-0.9976291774582356,1.8012024469952894,1.5077528538039824,-0.3690427321941954,1.9260371057657855,0.006567833197169883,-184.8976518917384,186.6987957620728
2020-05-18,1.6255433178545555,1.6835495129889608,1.9838116213606105,1.9710220654973405,1.781167749356733,1046950.3408051534,0.6031529081603729,0.4386819751378545,1.1535590362491122,0.8082971065057468,1.3641104175232543,1.1767548373710857,-9022.334381134879,529647.3504677489,343064.7753090489,0.09142707882062293,0.3183960232813037,-0.9668325360685005,-0.6484365127871967,-1.2030994912027093,1.0337001574556142,0.9414600220234045,-0.22074956388529418,0.48530207427808464,1.8012024469952894,1.5077528538039824,-0.3690427321941954,1.9260371057657855,0.006567833197169883,-184.8976518917384,186.6987957620728
2020-05-19,1.4160881105425442,1.1268880202247242,1.002413725077803,0.6631997993032464,0.6112360481244128,-2431685.088069371,0.7337451223964138,0.49628183590314007,1.1491370217659416,0.7751961108475549,1.3692102571553408,1.1767071476429711,-48315.19585901953,507144.8954103794,331981.2163368486,-0.8401702819029474,0.39101774072246454,-0.8396225409015579,-0.4486048001790933,-2.0836560490775047,0.9927438348010093,1.0113571697188892,-2.325724018861974,-0.42623776682702197,1.8012024469952894,1.5077528538039824,-0.3690427321941954,1.9260371057657855,0.006567833197169883,-184.8976518917384,186.6987957620728
2020-05-20,1.1676703104398651,1.1975014971838045,1.5125952726702714,1.2914315685068871,1.171744243981717,602820.8256424898,1.0504694054633124,0.569705340115999,1.149898781352156,0.7656170289732096,1.3796630169754927,1.1766597033726367,-51365.27694996407,488419.66712574597,323410.6306134889,0.0034828693805871534,0.6118731160750008,-0.7023099212676951,-0.09043680519269424,-1.1548849845033058,0.9752890001473172,0.759956444290424,-0.495241841833694,0.4597142593552265,1.8012024469952894,1.5077528538039824,-0.3690427321941954,1.9260371057657855,0.006567833197169883,-184.8976518917384,186.6987957620728
2020-05-21,1.0233228227803988,0.8732112861808066,0.9445037803918908,0.7027566600172612,0.6447318543172287,-59996.609110564925,0.9835657233041981,0.5956944059550128,1.1458083382690243,0.7585142256090243,1.3845897003298697,1.1766311397004592,-36119.997554407615,504925.84873724246,327428.30304518586,-0.46197578034627873,0.5014566676462782,-0.6541378453123249,-0.15268117766604697,-2.6409642276349965,0.9701914036123382,0.7652208542139874,-3.396335036261975,-1.095063361180889,1.8012024469952894,1.5077528538039824,-0.3690427321941954,1.9260371057657855,0.006567833197169883,-184.8976518917384,186.6987957620728
2020-05-22,0.7168402920050632,0.383942847180835,0.4947082252811867,0.5537602982640131,0.5107558777433177,-1587051.3979657514,0.9439271547046818,0.6173522859434449,1.1420492350532419,0.7490675768478182,1.3878428679235697,1.1771547814388725,-77262.9602014407,460607.4610431096,320048.36755684245,-0.33896132933071926,0.42460916970253204,-0.615139675453883,-0.19053050575135091,-2.2003410255169933,0.9584489601859384,0.6527645940581187,-0.414019039529816,-1.618514767740342,1.8012024469952894,1.5077528538039824,-0.3690427321941954,1.9260371057657855,0.006567833197169883,-184.8976518917384,186.6987957620728
2020-05-26,1.397512204778014,1.6015073992316378,1.4417703062494116,1.7058516711916667,1.5396789682619012,2489110.132250553,0.8956293984857154,0.6496431104685697,1.1425347781255661,0.7750829203442078,1.4065023421488811,1.1772942077095008,19872.008091161646,463271.5180338282,334568.87300818163,0.09688027322395243,0.32110355836702176,-0.5645814113945382,-0.24347785302751654,-1.8342259840920287,0.9528811598100768,0.5473101727997067,-0.11099065301780958,-1.420932262062445,1.8012024469952894,1.5077528538039824,-0.3690427321941954,1.9260371057657855,0.006567833197169883,-184.8976518917384,186.6987957620728
2020-05-27,2.242363186878292,2.568182138989677,2.270554784321664,2.8973042977905887,2.60382804573292,695304.2212141287,1.2941477980074167,0.7087248310855288,1.1472479602569896,0.8755902848424082,1.4492047185290942,1.1807851312170412,-33608.30278811486,507318.52067545074,339209.7822110873,0.14945238360734006,0.6021403437576048,-0.4816539326166861,0.12048641114091883,-1.211913062680113,0.9456487911814422,0.6384211897842891,0.7386329235142362,0.6894363025654041,1.8012024469952894,1.5077528538039824,-0.3690427321941954,1.9260371057657855,0.006567833197169883,-184.8976518917384,186.6987957620728
2020-05-28,3.525446646924655,3.017191253905917,2.3536565488356995,1.7104644727272618,1.5424512385297788,3727269.0967360064,1.3682891969170292,0.6614947936844857,1.1487138123366452,0.7965236083079021,1.4655318365053405,1.1810483914740133,147309.80012277473,558802.2984956064,350742.0761680797,-0.8266342722613017,0.7268143640409087,-0.5518960583446655,0.17491830569624314,-0.4101741205186819,0.9841240295423535,0.8728487027146867,-5.888088703172867,-0.9923433005166443,1.8012024469952894,1.5077528538039824,-0.3690427321941954,1.9260371057657855,0.006567833197169883,-184.8976518917384,186.6987957620728
2020-05-29,0.398305240195576,0.4954599173168148,0.8414308054773336,0.6285944991316299,0.5749256542575782,3611523.777031025,1.3543279569050992,0.6770450971880874,1.1456099404212796,0.7913725333128138,1.4585194112236162,1.1815344629764257,404934.3058656187,641329.8328314858,364508.9458339824,0.36702208898972855,0.6933227535448057,-0.5259545892423938,0.16736816430241205,-1.0614006457286316,0.9367935519726398,0.6969542377312282,0.7074949529715505,-2.6620324470891217,1.8012024469952894,1.5077528538039824,-0.3690427321941954,1.9260371057657855,0.006567833197169883,-184.8976518917384,186.6987957620728
