Date,Open,High,Low,Close,Adj Close,Volume,KO.csv_MA_5,KO.csv_MA_20,KO.csv_MA_250,KO.csv_realVolatility20,KO.csv_realVolatility60,KO.csv_realVolatility250,KO.csv_avgVolume_20,KO.csv_avgVolume_60,KO.csv_avgVolume_250,KO.csv_log1DayRet,KO.csv_logMA5_20,KO.csv_logMA20_250,KO.csv_logMA5_250,KO.csv_log1DayRange,KO.csv_HL_20_realVol_20,KO.csv_HL_5_realVol_20,KO.csv_logD2,KO.csv_logD5,KO.csv_Mean,KO.csv_Variance,KO.csv_Skewness,KO.csv_Kurtosis,KO.csv_Shape,KO.csv_Location,KO.csv_Scale
2020-05-15,1.8388820031869173,2.0548213526286503,1.5120092688726992,1.1509611090666674,1.0370675701840284,15436159.186330942,1.2658618757750333,1.623744538056647,2.5948076953474613,0.6485432741413787,1.7735302283357406,1.16349078773851,835807.8185650231,2301143.525895263,984194.9302441718,-0.57276069357444,-0.24898171030706825,-0.46877748281917053,-0.7177591931262387,-0.6109920893754217,0.8863178143088793,0.4491983652531107,-2.039522608818993,0.6548235276229155,3.0330225917536136,0.8345604709078327,-1.594098635541709,8.335895118452243,0.001726378936342459,-527.4175981689953,530.4483541277009
2020-05-18,2.6405860365821923,2.617694585734391,2.596799530689797,3.204288819764127,2.864773305978304,2812386.251233309,1.4672897470230404,1.7092209507057805,2.5970697543485786,0.6945689872585419,1.7579990379535884,1.1634636100128122,958542.2358896487,2299871.824066551,1003791.018279698,0.08148834564576529,-0.15262069276373308,-0.41834610958544954,-0.5709668023491826,-3.8682427487428663,1.0466082619968444,1.2519688505896684,0.5245906802026926,0.007113991689099002,3.0330225917536136,0.8345604709078327,-1.594098635541709,8.335895118452243,0.001726378936342459,-527.4175981689953,530.4483541277009
2020-05-19,2.456220069131092,2.2338121110407307,2.342428802020546,2.053261492590245,1.8395982906199464,-4618315.006351078,1.5646844381976877,1.7645924151090857,2.5910994821220443,0.655629197317879,1.7557436213926143,1.1635058680885313,304015.44864902634,2141178.3902926985,965805.9983196162,-0.28907638349540665,-0.12023557070760418,-0.3841625586703239,-0.5043981293779279,-2.2199301910282565,0.992803226223006,1.265798883307198,-0.21998514379362996,-0.7195456627787844,3.0330225917536136,0.8345604709078327,-1.594098635541709,8.335895118452243,0.001726378936342459,-527.4175981689953,530.4483541277009
2020-05-20,2.494058007432521,3.050483936629835,3.000409503745143,3.4899576106829144,3.1183303862251286,3701876.5038600434,2.0069551614574195,1.8383825797311393,2.5912506379476064,0.7209624425216995,1.7673495109935797,1.1635721616357253,814197.2190032356,2131597.610242166,986034.3241742755,0.22338662018519997,0.08773257619688837,-0.343254478670592,-0.2555219024737035,-2.994244722812569,0.9403093774489543,1.3154148020401735,-1.3721663126710228,0.7936048240932474,3.0330225917536136,0.8345604709078327,-1.594098635541709,8.335895118452243,0.001726378936342459,-527.4175981689953,530.4483541277009
2020-05-21,3.243649868222562,2.546134965542528,2.601872336644494,2.104787053273128,1.8847139548183804,-6853689.526417822,2.1488967015651577,1.8748700619379313,2.5880519211495026,0.7027917774173195,1.7640653501992685,1.164413954096269,475615.65679552936,1969767.4429876462,979651.611947924,-0.5429231370360881,0.13641519164291338,-0.3223660819841506,-0.1859508903412372,-2.8871044216220976,0.9266698584049852,1.2157003513021925,-3.098525771302606,-0.34290208309624237,3.0330225917536136,0.8345604709078327,-1.594098635541709,8.335895118452243,0.001726378936342459,-527.4175981689953,530.4483541277009
2020-05-22,1.910078068599411,1.706059485126321,2.117103494862917,2.1659145563123943,1.9387814323533163,-2734365.650769416,2.329239473999015,1.8810907613749273,2.586713593449798,0.7027786774510483,1.758443715427543,1.164969240957965,468459.6776667048,1752186.5171093747,931256.0620866916,0.014915533231993634,0.21369000747043568,-0.31853638634392856,-0.10484637887349282,-0.8890549905674341,0.9038739820012476,1.1083865882846855,0.16513212292277926,-0.10345803522271621,3.0330225917536136,0.8345604709078327,-1.594098635541709,8.335895118452243,0.001726378936342459,-527.4175981689953,530.4483541277009
2020-05-26,3.91802455934894,3.682261003245312,3.5415124422305624,3.312812512013096,2.9595342585288336,7591238.201833814,2.348191664509121,1.8804307043221797,2.5903482028064317,0.7017048099950721,1.7617506909426803,1.1647082073024007,706436.3465167015,1491614.4520388106,968892.7241737766,-0.2805556769765493,0.2221446788247107,-0.3202914592664165,-0.09814678044170584,-1.9607802357108721,0.896451054911262,0.8483306157699702,0.07215348826783329,-2.356397847499257,3.0330225917536136,0.8345604709078327,-1.594098635541709,8.335895118452243,0.001726378936342459,-527.4175981689953,530.4483541277009
2020-05-27,3.197326218278977,3.1122231619096468,3.1651658137085548,3.4443493850138047,3.0763087562750577,-279181.8176473696,2.595533757640143,1.915899612331232,2.5912522117109478,0.7442298905147275,1.7563801807908324,1.1649984605377643,725536.3535868992,1515454.2588859138,981009.2580361714,-0.03858448123747887,0.3036048986421907,-0.3019539545211173,0.0016509441210732665,-2.938545992789622,0.9314194604011122,0.9130282732228363,0.12885689258457042,0.2124550042958561,3.0330225917536136,0.8345604709078327,-1.594098635541709,8.335895118452243,0.001726378936342459,-527.4175981689953,530.4483541277009
2020-05-28,3.2650857189816485,3.239348102165142,3.545545923604138,3.3635908714314877,3.004083104349842,-1454065.719588479,2.572684301265086,1.9359324925783867,2.593132199358955,0.7687005306242684,1.759230642559229,1.1652850275360835,723688.4372498216,1415932.924102299,971340.1261949908,-0.08331361820010617,0.2843607103123759,-0.2922773697161284,-0.007916659403752515,-1.1835239106140536,0.9274593954580347,0.9442215553766016,-3.1111690328979247,-2.1693900405167734,3.0330225917536136,0.8345604709078327,-1.594098635541709,8.335895118452243,0.001726378936342459,-527.4175981689953,530.4483541277009
2020-05-29,2.391731446505318,2.689326683996057,2.438119785240957,2.6364092591612405,2.356334457153789,34652604.26988748,2.6670084017321676,1.9889926810645266,2.5894396382405223,0.758700856247864,1.6958171914636895,1.1645638099514393,2231533.0560886483,2032488.7014835468,1097383.509322318,-0.014910342800884152,0.2933290752917514,-0.26381317625249917,0.029515899039252155,-1.3814783815681462,0.9328045753728667,0.8098670584233914,-0.328539763274046,-0.7515806372702311,3.0330225917536136,0.8345604709078327,-1.594098635541709,8.335895118452243,0.001726378936342459,-527.4175981689953,530.4483541277009
