Date,Open,High,Low,Close,Adj Close,Volume,MSFT.csv_MA_5,MSFT.csv_MA_20,MSFT.csv_MA_250,MSFT.csv_realVolatility20,MSFT.csv_realVolatility60,MSFT.csv_realVolatility250,MSFT.csv_avgVolume_20,MSFT.csv_avgVolume_60,MSFT.csv_avgVolume_250,MSFT.csv_log1DayRet,MSFT.csv_logMA5_20,MSFT.csv_logMA20_250,MSFT.csv_logMA5_250,MSFT.csv_log1DayRange,MSFT.csv_HL_20_realVol_20,MSFT.csv_HL_5_realVol_20,MSFT.csv_logD2,MSFT.csv_logD5,MSFT.csv_Mean,MSFT.csv_Variance,MSFT.csv_Skewness,MSFT.csv_Kurtosis,MSFT.csv_Shape,MSFT.csv_Location,MSFT.csv_Scale
2020-05-15,10.92787985362996,16.50759818950654,11.325435324610368,13.99487335573815,13.529786153984844,7836391.139481328,11.761263571268508,12.179504707720275,9.336114360485132,3.1235884828862095,6.824075367710102,3.996795450910684,-486413.7483417999,4604364.412429144,2262571.617981758,0.21357632832752987,-0.034943213829197226,0.2658644527456287,0.23092123891643146,1.64522251061095,1.0922041235830255,0.8590545148024745,1.5555793675817235,-0.05365992451687246,14.862512738963499,44.47941230316222,0.1615033989345771,0.18553755098411218,0.046482231912869085,-128.4842721880175,143.19399374440337
2020-05-18,17.489139548652105,12.893431457315016,17.95584651557732,14.45431590093142,13.973475280662456,-6219070.893201016,11.459120257549769,12.329447237255293,9.360270020065876,3.1346638744855486,6.843806106958734,4.006527797987374,-167738.03537693835,4224499.04612886,2271607.9286353295,-0.22441918132198893,-0.07320454347100186,0.27551634708296113,0.2023118036119593,1.6218436536770415,1.1468169696783583,0.9740542729652115,1.0768431096426219,0.4125840870017345,14.862512738963499,44.47941230316222,0.1615033989345771,0.18553755098411218,0.046482231912869085,-128.4842721880175,143.19399374440337
2020-05-19,13.506918571911228,13.105488114837186,13.996413961429354,11.9658476125567,11.56865386678382,-9832074.004831351,11.780389576399854,12.661161685034036,9.372697928272297,2.6196334512609036,6.783573271049717,4.008547524233866,-1388677.6107312168,3566192.9394265027,2247305.437598497,-0.1549028534033187,-0.07210292409927231,0.3007381853921098,0.22863526129283734,-0.11549407989932886,1.1160538145949543,0.9616268851461153,0.6735220039909766,0.4739624043515853,14.862512738963499,44.47941230316222,0.1615033989345771,0.18553755098411218,0.046482231912869085,-128.4842721880175,143.19399374440337
2020-05-20,12.856495041840418,11.949987520285106,13.809259529359451,14.231444367357298,14.25727803471149,-166473.61976358294,12.873454087674764,12.680316719292195,9.403277115996424,2.6303486966454024,6.7695815957217045,4.016557805423754,-651297.4887310801,3267882.21130998,2223971.1076357365,0.10341838123882738,0.015116441921205754,0.29899266867911384,0.3141091106003197,0.6201850181401076,1.100197211114405,0.9366801369383198,-1.2594758101135886,1.6984231420961944,14.862512738963499,44.47941230316222,0.1615033989345771,0.18553755098411218,0.046482231912869085,-128.4842721880175,143.19399374440337
2020-05-21,13.247495887151745,12.941026516981395,12.548158083615704,10.904457268272267,10.786408393345909,-3060968.0775242783,12.823120345897701,12.728866281677469,9.41741968322132,2.5832257377648227,6.769139961538116,4.015172610519811,-431114.03364148457,3173980.275290587,2240796.8964299937,-0.2055216854435471,0.007377468773065666,0.30131121773218483,0.30868868650525066,-0.9342804983134979,0.9016458351022153,1.1177799022220145,-0.24558668304252362,-1.379641703658045,14.862512738963499,44.47941230316222,0.1615033989345771,0.18553755098411218,0.046482231912869085,-128.4842721880175,143.19399374440337
2020-05-22,10.556190171165568,10.266398089666753,11.807464233822827,11.750972576194217,11.544928531040838,-10072286.964635955,12.426148821308901,12.633581737782519,9.434629992315873,2.590338802950259,6.554527391440417,4.01503323843595,-784940.471120566,2278273.0238293717,2177025.800339714,0.08953381838282812,-0.01655545767226765,0.2919715242974477,0.27541606662518003,0.43247447829551683,0.883202624099803,0.9434392950299024,0.997815234809634,0.6855471850901155,14.862512738963499,44.47941230316222,0.1615033989345771,0.18553755098411218,0.046482231912869085,-128.4842721880175,143.19399374440337
2020-05-26,14.588302700402764,13.236069466703398,10.602220499280037,9.83485754732419,9.657423423459504,9799239.773250757,11.562938449868309,12.541591215441219,9.448728852422459,2.6644268059325085,6.538885262760798,4.009576758982341,-115887.85609426237,1952861.0023552673,2208323.113871314,-0.41249313639353685,-0.08124539623007014,0.2831701988514778,0.20192480262140747,0.9684462620504439,0.8818964105352253,0.742811192909813,0.1213189723122175,1.4623410624309716,14.862512738963499,44.47941230316222,0.1615033989345771,0.18553755098411218,0.046482231912869085,-128.4842721880175,143.19399374440337
2020-05-27,6.990186842625462,7.8599400400322,6.785563276410784,11.015838787694918,10.782418140711854,6964266.622801572,11.405691304653917,12.718705567055697,9.461920489229028,2.397872463234699,6.480217023745277,4.008513431744198,296276.27577933314,2124143.3100719894,2253785.2464892925,0.4334095717678763,-0.10896132106412161,0.29579841513131944,0.18683709406719765,0.07174073868606995,0.8705228861461431,0.7278604849069231,-0.27113914393244976,-0.24049862557175306,14.862512738963499,44.47941230316222,0.1615033989345771,0.18553755098411218,0.046482231912869085,-128.4842721880175,143.19399374440337
2020-05-28,10.21707326152216,12.05882046640437,12.927873158848255,10.682507379378292,10.445935825557145,-1625577.5706262777,10.643422862823048,12.416914673259182,9.482549134998271,2.2760706076955595,6.433096531507463,4.000212622707189,-563890.0395496372,1974668.5539178238,2214522.164091301,0.022152816413835222,-0.15411749982963624,0.2696064534255721,0.11548895359593585,-0.14035151983132774,0.8579827033759545,0.7055072959836626,-0.23760714398030242,1.3379814129677954,14.862512738963499,44.47941230316222,0.1615033989345771,0.18553755098411218,0.046482231912869085,-128.4842721880175,143.19399374440337
2020-05-29,12.486375402329289,11.536158497207964,11.648375531399507,12.778839882920664,12.467022832294788,8666320.495585758,10.979545750612825,12.2953653279493,9.522154962226749,2.2002469245527054,6.431073250130167,3.980420871477982,-629113.6979396114,2343774.785049925,2188120.2661919408,-0.001551097268001091,-0.11318832415722697,0.2556012039988868,0.14241287984165982,-2.1873204775280377,1.012633216446078,1.202905845617815,0.5215309318785875,0.5191594640190933,14.862512738963499,44.47941230316222,0.1615033989345771,0.18553755098411218,0.046482231912869085,-128.4842721880175,143.19399374440337
