Date,Open,High,Low,Close,Adj Close,Volume,KDP.csv_MA_5,KDP.csv_MA_20,KDP.csv_MA_250,KDP.csv_realVolatility20,KDP.csv_realVolatility60,KDP.csv_realVolatility250,KDP.csv_avgVolume_20,KDP.csv_avgVolume_60,KDP.csv_avgVolume_250,KDP.csv_log1DayRet,KDP.csv_logMA5_20,KDP.csv_logMA20_250,KDP.csv_logMA5_250,KDP.csv_log1DayRange,KDP.csv_HL_20_realVol_20,KDP.csv_HL_5_realVol_20,KDP.csv_logD2,KDP.csv_logD5,KDP.csv_Mean,KDP.csv_Variance,KDP.csv_Skewness,KDP.csv_Kurtosis,KDP.csv_Shape,KDP.csv_Location,KDP.csv_Scale
2020-05-15,1.6846359196938714,1.555249645225793,1.727572826036365,1.4054108351159087,1.3099456837254877,-1771917.2499444336,1.4506629132936595,1.4341658902849885,1.4074720787859678,0.3654655247867584,1.0232796527616945,0.6234654036807791,171562.15635272374,407719.47956598003,200074.86524705187,-0.25156379551075836,0.011437214450257496,0.018788175705701498,0.030225390155958976,-1.758383607001545,0.9264564504796363,0.7995711557593016,-4.323259847998296,-2.650252780146186,1.7952107778955675,0.3231178931867051,-1.0310759104805929,6.836285473790774,0.002382014230451991,-237.34556922059573,239.13896715752094
2020-05-18,1.820660989590316,1.8207223648053985,1.9352609541770995,2.1140401107749938,1.966474129768404,1321737.3132801242,1.454280748115964,1.4734255492766446,1.409015623905187,0.37880079465743577,1.0233769622703714,0.6243727354385994,316524.3871147449,434288.8452917077,205777.63305326639,0.07704254108527965,-0.013078548259862066,0.0446986739664222,0.031620125706560115,-2.1668434876876796,0.9023907845521308,0.6836447027136133,-0.4583271597903091,-4.0124416350381775,1.7952107778955675,0.3231178931867051,-1.0310759104805929,6.836285473790774,0.002382014230451991,-237.34556922059573,239.13896715752094
2020-05-19,1.9167680840863848,2.117113309822628,2.151063153380779,2.059268566952003,1.9154207252097957,245133.8433360448,1.5645326375416766,1.5214218734432807,1.4100577906821943,0.3704438839755102,1.0273652875627886,0.6250018880640162,318224.6372554419,440828.497303805,206525.49424718838,-0.0007031798270684671,0.027941804574599854,0.0760146508091936,0.1039564553837935,-3.3828710329953795,0.9574738558170277,0.7839410891096931,-0.5017419365176394,-0.5955497147197443,1.7952107778955675,0.3231178931867051,-1.0310759104805929,6.836285473790774,0.002382014230451991,-237.34556922059573,239.13896715752094
2020-05-20,2.2237333287770973,2.2299479298753404,2.34279308149355,2.324784778141833,2.161248460068673,-1334176.5133814611,1.737444512516975,1.5300884455740054,1.4127834613067314,0.38372158934361267,1.0352360593404337,0.6267906861252253,267204.81212414487,387730.186687947,201523.20286286972,-0.02850141757733912,0.12708982140658004,0.07976369682231663,0.20685351822889678,-2.1817387397056907,0.9540076829746301,0.7794497672557709,-1.6359136710960196,-0.145535295041421,1.7952107778955675,0.3231178931867051,-1.0310759104805929,6.836285473790774,0.002382014230451991,-237.34556922059573,239.13896715752094
2020-05-21,1.3391059591463126,1.285327448842324,1.3187341875113283,1.210986817530209,1.1286266063124906,6640836.270265039,1.6963431210169702,1.5219220831072497,1.4101592857446967,0.39073026369555947,1.0350348393211235,0.6266007550972763,639948.5178444736,486326.5276222986,226907.4366066181,-0.17100069573067825,0.1085007644521983,0.07627139775273582,0.1847721622049341,-3.3989976427925863,0.9848940719903195,0.7615277298384124,-0.23978866720627065,-1.5822753891711594,1.7952107778955675,0.3231178931867051,-1.0310759104805929,6.836285473790774,0.002382014230451991,-237.34556922059573,239.13896715752094
2020-05-22,1.6534013111020194,1.6589610410882578,1.6888904776405802,1.7985649500163703,1.672991498057531,6529171.093287646,1.7689522838833789,1.5304933377474554,1.4114742378278156,0.39213792731739133,1.036867722057974,0.6268067955799789,937941.9251988176,512056.35391855973,252243.43434193384,0.011778773327936995,0.14479731491364087,0.0809554094856075,0.22575272439924843,-3.5089127828101883,1.0339733410512708,0.6896504769227503,-0.7169134502156067,-1.013226242400023,1.7952107778955675,0.3231178931867051,-1.0310759104805929,6.836285473790774,0.002382014230451991,-237.34556922059573,239.13896715752094
2020-05-26,2.1713572815436706,1.915438945016952,1.7368325515447367,1.4746783414829956,1.3725387132628448,-2035731.078216792,1.6501652005822671,1.546281435399171,1.412505781740684,0.3781692682694412,1.0365949914721448,0.6265284922131739,647298.8412800807,491567.0243645796,243648.36920090302,-0.4586903470015837,0.06502242985937454,0.0904876973084733,0.15551012716784773,-1.7225708134636903,0.9243290234634708,0.827130988449584,-1.410947335999394,-0.5209846919522554,1.7952107778955675,0.3231178931867051,-1.0310759104805929,6.836285473790774,0.002382014230451991,-237.34556922059573,239.13896715752094
2020-05-27,1.4652290271247177,2.010502414867005,1.6443063695467224,2.408090088456156,2.2375137960370672,96719.27863703202,1.7145838147477215,1.5380636208344398,1.4163596238470761,0.35994498844000067,1.0448502962103756,0.6286330744726678,605185.2878390412,480143.93004080915,246712.61047802033,0.4233537742157698,0.10864614137133122,0.08243430151047139,0.19108044288180265,-1.0045864460346576,0.8981125144924519,1.0810526282394008,-0.571775395765922,-1.1329147353654476,1.7952107778955675,0.3231178931867051,-1.0310759104805929,6.836285473790774,0.002382014230451991,-237.34556922059573,239.13896715752094
2020-05-28,2.5171552040665226,2.4808621975497687,2.553045784055332,2.01358330396263,1.871658484281028,-818199.2964530885,1.6566658195901922,1.5578745724327219,1.4190637231944285,0.36714845482512276,1.046789691416769,0.6291335761246858,643675.9477745927,436603.0955878856,244808.957487336,-0.2963044487731468,0.06148460141760965,0.09332513442554662,0.15480973584315605,-2.6285425926455455,0.905443662765528,1.0807528372034034,-0.6949091899507821,-1.2392892330625924,1.7952107778955675,0.3231178931867051,-1.0310759104805929,6.836285473790774,0.002382014230451991,-237.34556922059573,239.13896715752094
2020-05-29,1.8870811525459457,1.783999937069254,1.8078482685646728,2.047907098404877,1.9032917989337608,18475762.742172588,1.8115988581144464,1.5864801794252856,1.4214269587087769,0.370825439946981,1.0505924199076866,0.6298408552626097,1590519.3759233668,667144.0862333623,318347.8050676952,0.008553641255132548,0.1326919636890148,0.109856571154095,0.24254853484310998,-3.7360410223583447,0.9231588510711803,1.1619872219725766,-1.0959498448094385,-0.25532435249272917,1.7952107778955675,0.3231178931867051,-1.0310759104805929,6.836285473790774,0.002382014230451991,-237.34556922059573,239.13896715752094
