Date,Open,High,Low,Close,Adj Close,Volume,AAPL.csv_MA_5,AAPL.csv_MA_20,AAPL.csv_MA_250,AAPL.csv_realVolatility20,AAPL.csv_realVolatility60,AAPL.csv_realVolatility250,AAPL.csv_avgVolume_20,AAPL.csv_avgVolume_60,AAPL.csv_avgVolume_250,AAPL.csv_log1DayRet,AAPL.csv_logMA5_20,AAPL.csv_logMA20_250,AAPL.csv_logMA5_250,AAPL.csv_log1DayRange,AAPL.csv_HL_20_realVol_20,AAPL.csv_HL_5_realVol_20,AAPL.csv_logD2,AAPL.csv_logD5,AAPL.csv_Mean,AAPL.csv_Variance,AAPL.csv_Skewness,AAPL.csv_Kurtosis,AAPL.csv_Shape,AAPL.csv_Location,AAPL.csv_Scale
2020-05-15,3.698903480839298,4.432435116252357,4.578936635336952,5.000088847514618,4.933966142533791,10965501.491309153,5.711215382269016,5.235597915517699,4.009382835045876,1.4548957160334872,3.045157716545178,1.9619898929211042,966132.0607623399,17430256.627586994,8569942.88698357,0.28810673681303567,0.08695079975490508,0.26684372979775806,0.3537945295526631,-1.9207194814006543,1.1351532886346398,0.9132102380685491,-2.119461681672638,0.9274102163618656,7.927025683585367,15.114695023434006,0.06460340287297567,-0.3300030933496787,0.026670228175292014,-137.83328669998156,145.70848276881847
2020-05-18,7.559841711498706,6.916230839882175,7.3047098967076,6.946478774550286,6.835810658253216,-21746117.53131148,5.573055871625231,5.422760489623506,4.0270032435091,1.4046010586776292,3.0762872002635344,1.9675281034824346,2627304.4830757314,16584844.91551348,8572682.488467038,-0.10067518520948093,0.02733853272672531,0.29758251391362156,0.32492104664034677,-0.9455160184127767,1.1167098503413004,0.7945950880744491,0.20164574396784096,-0.36990847466879834,7.927025683585367,15.114695023434006,0.06460340287297567,-0.3300030933496787,0.026670228175292014,-137.83328669998156,145.70848276881847
2020-05-19,6.581140255220426,6.417246388058018,6.745500071442827,5.568975975388824,5.483792247163848,-39853377.19944404,5.535967011649642,5.613171498866106,4.043699091147659,1.093578271055319,3.059892964074237,1.962080344641563,-951974.7976889636,14119649.923551967,8409198.381688122,-0.18241114385786014,-0.013849629942898943,0.32795599968963396,0.314106369746735,-1.1139685445832606,1.0767449568988998,0.7582998995803243,-0.5981532241488642,-1.6850007122245365,7.927025683585367,15.114695023434006,0.06460340287297567,-0.3300030933496787,0.026670228175292014,-137.83328669998156,145.70848276881847
2020-05-20,6.421680866797559,6.162573735827763,6.969225853804318,7.059101217509543,6.940324562021381,-9618624.27512534,5.96125794777353,5.723925747547391,4.0673145620814575,1.1109487971277938,3.0533874156876104,1.9612691273705116,1087848.3840997596,12838877.63857036,8253671.309555538,0.07766863959514851,0.04062663438536016,0.341671920557604,0.38229855494296416,-0.21486278422841226,1.0705639755141139,0.6117897599666877,-2.25843516601463,0.7544561237607,7.927025683585367,15.114695023434006,0.06460340287297567,-0.3300030933496787,0.026670228175292014,-137.83328669998156,145.70848276881847
2020-05-21,6.477039653568369,6.179522009813454,6.112689137276398,5.610351363531997,5.519572474076206,-17309473.293032974,5.942693216809689,5.809198282396504,4.083819409361547,1.0182264849335085,3.060556211612558,1.9560312371223054,887047.5297905195,12259688.66546103,8322233.710726848,-0.15996315545317408,0.022719862039631243,0.3524098918165663,0.3751297538561974,-2.705560215634787,0.9795745120393652,0.9574159442616924,-3.3303598590446986,-2.3770537706027093,7.927025683585367,15.114695023434006,0.06460340287297567,-0.3300030933496787,0.026670228175292014,-137.83328669998156,145.70848276881847
2020-05-22,5.309218015354347,5.434853931520458,5.795332744263064,6.150082063858633,6.046217834157623,-31794044.47280199,6.1651435551344544,5.822320768135656,4.102090851340761,1.019571785755568,2.9888451455199023,1.9529275784390765,-254037.67968120723,9251871.709207768,8173258.849329045,0.1299883671777701,0.05721248217721332,0.35020213220777047,0.4074146143849838,-1.0203220958494372,0.9771151151007011,0.914009647610103,-0.11193012853619518,0.10638651160538173,7.927025683585367,15.114695023434006,0.06460340287297567,-0.3300030933496787,0.026670228175292014,-137.83328669998156,145.70848276881847
2020-05-26,7.408869938862331,6.742625647949978,5.998369199415443,5.269524266205195,5.1823895047016535,24931839.902462043,5.8344593244241425,5.838671758217987,4.116861333708541,1.005777428083251,2.965283400603985,1.947045834585957,1802619.5409081292,6455152.717215365,8255413.480533186,-0.357411678549253,-0.0007217316325628849,0.34941227148234505,0.3486905398497823,-0.2953696146501084,0.9871727154889381,1.0013453745286254,-1.0871295601365731,0.5028465677255421,7.927025683585367,15.114695023434006,0.06460340287297567,-0.3300030933496787,0.026670228175292014,-137.83328669998156,145.70848276881847
2020-05-27,4.562546460151154,4.680396534522757,4.904564438507435,5.743467230259583,5.645055701710199,-5230304.62063916,5.8667120153334125,5.947966239174364,4.131750151523413,0.838441872811826,2.9323346531907095,1.9444309948698604,2299233.568615837,5731745.94146134,8335702.514303701,0.21289916309137052,-0.013755009353061929,0.36434826987382396,0.35059326052076195,-1.4953599365552315,0.9927452246945525,1.0198852262890947,-0.9133896130732367,-1.8247158877399572,7.927025683585367,15.114695023434006,0.06460340287297567,-0.3300030933496787,0.026670228175292014,-137.83328669998156,145.70848276881847
2020-05-28,5.344414427803557,6.341623700128416,5.84682245891009,5.575038775347203,5.478906127547575,18735753.710426558,5.5744283284386515,5.916030377305339,4.149144778048237,0.8437867830620491,2.9349264808211637,1.9369088333426687,2486139.0327597945,5430810.750967806,8359599.091467691,0.02485348593302249,-0.059475909502092444,0.3547634441794209,0.29528753467732843,-0.7035991299416352,0.9935756534065979,0.9275376792753464,-1.2156519985545744,0.37940749455148154,7.927025683585367,15.114695023434006,0.06460340287297567,-0.3300030933496787,0.026670228175292014,-137.83328669998156,145.70848276881847
2020-05-29,5.9425994323568005,5.221281802346347,5.756904762590494,5.393327825274525,5.299828800209617,29001251.465827823,5.5304795936653335,5.85421371015343,4.1658064879879095,0.841247868218547,2.9192429490545755,1.9287700616926955,1420792.2595527484,6819137.169919131,8241886.486051278,-0.1144721343348544,-0.056887156719450306,0.34025180284668305,0.2833646461272327,-0.6243247978162987,0.7482551157120088,0.45359981135229294,-1.0635533926221776,-1.515293530696583,7.927025683585367,15.114695023434006,0.06460340287297567,-0.3300030933496787,0.026670228175292014,-137.83328669998156,145.70848276881847
2020-06-01,5.229987936610691,5.65142110360474,5.738498285527633,6.340377888863962,6.226174011722591,-55887983.060876906,5.566470829178327,5.947049310866836,4.178634099429042,0.7680378068492838,2.9294941327735544,1.9317758938601686,-5537659.86927621,6488059.97743211,8045651.78088716,0.17435304933061185,-0.0661339326627966,0.3529107597473854,0.28677682708458874,-2.4409604050722296,0.7610195640694267,0.8638003428388871,-0.29133154478228357,-1.7150419157050307,7.927025683585367,15.114695023434006,0.06460340287297567,-0.3300030933496787,0.026670228175292014,-137.83328669998156,145.70848276881847
2020-06-02,6.05600812616715,5.7504689975194765,5.981925748409758,6.178071700772712,6.066309974788936,-16081197.241636746,5.743254923195783,5.969534790909928,4.190537054358763,0.7644287186495085,2.935723904833142,1.934210907944208,-3405682.113908282,5728440.19925635,7979481.872012642,0.0016996503500401438,-0.038642890493509406,0.3538400989126224,0.315197208419113,-1.4633622441173928,0.7606871161118189,0.7362936583339381,-0.2659451412075982,-0.1233881863562861,7.927025683585367,15.114695023434006,0.06460340287297567,-0.3300030933496787,0.026670228175292014,-137.83328669998156,145.70848276881847
2020-06-03,6.632716390231046,6.231980907670483,6.51887571897953,6.272242350291137,6.157672656432823,4726292.836087301,5.845778314140309,5.969994573535272,4.2020354079902456,0.7645447687442456,2.82383164457547,1.9373364795505366,-3111489.257949991,4484187.3690959485,8097219.2912860075,-0.07431554159811957,-0.021026273426098734,0.35117698959995824,0.3301507161738596,-1.2486396415224355,0.7612567428831131,0.7319961858664428,-2.680901748657586,-0.6682263896673971,7.927025683585367,15.114695023434006,0.06460340287297567,-0.3300030933496787,0.026670228175292014,-137.83328669998156,145.70848276881847
2020-06-04,5.949509948916294,5.6544691339123645,5.597750733783869,5.203707799678952,5.110582297809664,-17974882.41185732,5.772113548192726,5.916481846539044,4.2063522628701175,0.7861601592937101,2.8228572177307876,1.9381568663324495,-3729436.145643197,3398245.5310260565,7931737.713648179,-0.15199550431082914,-0.024703676598564546,0.3411461633217354,0.316442486723171,-2.8696566036353466,0.8518772926832029,0.9123597349574253,-0.04528226322635903,-0.9987927556477935,7.927025683585367,15.114695023434006,0.06460340287297567,-0.3300030933496787,0.026670228175292014,-137.83328669998156,145.70848276881847
2020-06-05,5.521394050184746,7.112080087419272,6.214483225253531,7.697267802697347,7.551550710347044,39795079.43690574,6.222457930220211,5.9781092227079,4.221006125553077,0.8638462404355021,2.8298855313657265,1.9495565681523945,-316056.346827944,3881408.631619572,8117815.634129669,0.3131225605416848,0.04006065985163427,0.34803081646405615,0.38809147631569024,-0.10803424002447168,0.8703990793923503,1.082117605961954,0.33208982925370795,0.8116952169230692,7.927025683585367,15.114695023434006,0.06460340287297567,-0.3300030933496787,0.026670228175292014,-137.83328669998156,145.70848276881847
2020-06-08,7.263827275988412,6.734471457236772,6.863153033785508,7.026604515734974,6.89413993967186,-24338341.175343044,6.356051115810065,5.949720220597966,4.232919817683681,0.820772274711773,2.6145980272035936,1.9567706483187228,-1799530.0931290523,391459.1144728415,8008378.899756125,-0.05223509627937464,0.06606309407339228,0.34045217754051316,0.4065152716139055,-2.050414324986517,0.894858094512169,1.0209649716619824,0.5786100448135784,-0.40351811281031325,7.927025683585367,15.114695023434006,0.06460340287297567,-0.3300030933496787,0.026670228175292014,-137.83328669998156,145.70848276881847
2020-06-09,6.822986673157111,9.25476947901182,7.38676677919667,9.09436485024564,8.918242810182377,43651880.72075926,6.9264376828887535,6.019301950533477,4.2553662815745845,1.0007469236332953,2.6637463377725545,1.9781712002567824,-240980.86492418946,162721.6626899019,8309574.012782883,0.2678016282037717,0.14037434062674636,0.3467904565898725,0.4871647972166189,0.6248697851027962,0.9473568731838793,1.4152406391527832,0.31239329450460507,1.0479969522724442,7.927025683585367,15.114695023434006,0.06460340287297567,-0.3300030933496787,0.026670228175292014,-137.83328669998156,145.70848276881847
2020-06-10,10.261160958520335,9.840513386012889,10.101771768070336,9.751305661685096,9.560915287053405,39612808.47056143,7.60708620901287,6.213885887534058,4.2808336120139545,1.270963471378467,2.447483903047286,2.005251683483795,599252.3999215381,609230.308485607,8468883.536066312,-0.070682523389114,0.20229376177158642,0.37263868724158083,0.5749324490131672,-1.3422453917873922,0.9455688533646698,1.4178129633422178,0.980870007449332,1.2247286920134288,7.927025683585367,15.114695023434006,0.06460340287297567,-0.3300030933496787,0.026670228175292014,-137.83328669998156,145.70848276881847
