Date,Open,High,Low,Close,Adj Close,Volume,WIX.csv_MA_5,WIX.csv_MA_20,WIX.csv_MA_250,WIX.csv_realVolatility20,WIX.csv_realVolatility60,WIX.csv_realVolatility250,WIX.csv_avgVolume_20,WIX.csv_avgVolume_60,WIX.csv_avgVolume_250,WIX.csv_log1DayRet,WIX.csv_logMA5_20,WIX.csv_logMA20_250,WIX.csv_logMA5_250,WIX.csv_log1DayRange,WIX.csv_HL_20_realVol_20,WIX.csv_HL_5_realVol_20,WIX.csv_logD2,WIX.csv_logD5,WIX.csv_Mean,WIX.csv_Variance,WIX.csv_Skewness,WIX.csv_Kurtosis,WIX.csv_Shape,WIX.csv_Location,WIX.csv_Scale
2020-05-15,36.48157066754504,41.574680682945285,37.79106074631761,40.48369114243712,40.48369114243712,684337.6908631604,29.35384500489847,16.952561067360637,7.907878087888121,10.632815281323758,11.410171717503298,6.3601180826879,260942.38175205974,113740.63144276982,50619.83632290507,0.1040919853120135,0.5490046251390918,0.7625594289441162,1.311564054083208,1.3306812065648148,1.256325667723417,1.767362270771694,3.0624936391117954,2.62460823502046,8.636945226396096,90.5887879525429,0.825529989520597,3.722491063984325,0.08409956249708458,-102.8529197301801,111.09395007289508
2020-05-18,32.48206258010981,26.66635979129714,32.65253670766457,22.72599134260436,22.72599134260436,-616566.2131695757,28.73225404523847,17.330374833246246,7.967812890979898,10.700166135434488,11.533729785995277,6.428780487467807,219877.14790681592,105645.12349791772,49398.45173827034,-0.35717875381043684,0.5055595934173434,0.7770506951992027,1.2826102886165458,1.789452964016724,1.2812534024941722,1.783168746970225,2.9028004938014735,1.1339648887381222,8.636945226396096,90.5887879525429,0.825529989520597,3.722491063984325,0.08409956249708458,-102.8529197301801,111.09395007289508
2020-05-19,20.83449325901356,22.71040008193833,23.77564294941588,21.100762818268198,21.100762818268198,-371143.9861096819,28.8728868631669,17.987135747209006,8.016254974712984,10.496281628191024,11.583995571209552,6.481923512895982,207391.23966673456,99720.54780723546,48870.405484646624,0.01269924939607117,0.4732461622564707,0.8081854696202349,1.2814316318767058,0.06320281774303214,1.2658408893474318,1.2866013278390234,2.9643926953664304,-0.3521650009769498,8.636945226396096,90.5887879525429,0.825529989520597,3.722491063984325,0.08409956249708458,-102.8529197301801,111.09395007289508
2020-05-20,25.375600971039887,28.743166362766544,24.302101945741427,32.28948675856202,32.28948675856202,825681.5136365535,31.510207337945737,18.687481922962355,8.122565035023309,10.973477364887458,11.966743509991893,6.659495855358072,253313.46590489388,105503.49503522455,52060.48840736445,0.2409535692258065,0.5224576519983124,0.833207888514071,1.3556655405123834,1.4908940812768499,1.3024614090344793,0.8269611431043012,2.257953289521486,2.5792013424850966,8.636945226396096,90.5887879525429,0.825529989520597,3.722491063984325,0.08409956249708458,-102.8529197301801,111.09395007289508
2020-05-21,30.800716128704774,30.003957014167696,31.634670882476584,29.73487008530111,29.73487008530111,-534147.8210250449,29.26696042943456,19.646764294021246,8.207011971534106,11.06282530814721,12.238447530652737,6.798278400628788,233969.68675672318,102766.71470851386,51083.64769874705,-0.03521750657572491,0.3985465915895452,0.8729237504407826,1.271470342030328,0.4890178749616485,1.3010888797562175,0.7257624768158831,2.155720320849592,2.4173622414997595,8.636945226396096,90.5887879525429,0.825529989520597,3.722491063984325,0.08409956249708458,-102.8529197301801,111.09395007289508
2020-05-22,28.66500024267208,34.69417348542433,29.154449619958456,34.09388100649508,34.09388100649508,-328631.9587064224,27.988998402246153,20.729582924807673,8.310326077911402,11.375485782697556,12.634339910057893,6.992649280870731,227413.1221451383,99327.30637047136,49026.3981028099,0.17344105073679605,0.30024971191487,0.9140629595271266,1.2143126714419967,1.7119446557382267,1.3423485788844722,0.7826990350173597,0.5902249387466797,1.8547045552628854,8.636945226396096,90.5887879525429,0.825529989520597,3.722491063984325,0.08409956249708458,-102.8529197301801,111.09395007289508
2020-05-26,37.76935414764287,28.76211254566843,29.866340702194776,22.635299743518885,22.635299743518885,20646.2784899188,27.970860082429063,21.39294805369268,8.371044937320523,11.060543716540524,12.728667406511459,7.050859824067144,223320.16891275175,95157.8798201855,49954.81541836968,-0.5119874136863127,0.26810191939779665,0.9382826176418761,1.2063845370396726,0.09914659002318144,1.3293188419496504,0.7803047452579607,1.9600342669742086,-2.4002905492437274,8.636945226396096,90.5887879525429,0.825529989520597,3.722491063984325,0.08409956249708458,-102.8529197301801,111.09395007289508
2020-05-27,17.27822535295914,15.892393178029325,12.610982378405708,19.287337233891947,19.287337233891947,168623.09281190205,27.608174965553808,22.10116626498081,8.394363533612784,10.39753758057465,12.780972837125828,7.077340105536688,236461.59555966491,86906.15187129486,50301.0996506511,0.110001720090508,0.22248154396794256,0.9680699065829159,1.1905514505508585,1.18827345175664,1.3328512121940528,0.6811466052662386,2.695069229849486,0.5952176446426201,8.636945226396096,90.5887879525429,0.825529989520597,3.722491063984325,0.08409956249708458,-102.8529197301801,111.09395007289508
2020-05-28,20.796134677986718,24.80909087743788,27.15024159094492,21.84979764541606,21.84979764541606,-584824.8447648917,25.520237142924618,22.50829697113619,8.447380464523315,10.209273644740097,12.847594008159927,7.128314074825471,204976.1671807309,77969.76439297236,48261.98360151757,0.049424523770238676,0.12558775535781797,0.9800276064005232,1.1056153617583413,0.8506425664053051,1.3297575161548456,0.622471238976337,-0.2414321502488767,2.345614803576811,8.636945226396096,90.5887879525429,0.825529989520597,3.722491063984325,0.08409956249708458,-102.8529197301801,111.09395007289508
2020-05-29,25.535105078170005,31.097643736373985,27.860893278433224,35.79130706950548,35.79130706950548,327285.03115451743,26.73152453976549,23.922899215666682,8.568833971846615,9.977610040761498,13.248394312625564,7.332408127933409,229090.6658609821,89188.53414625103,48321.113232191296,0.33765086947815975,0.11100743690192284,1.0267044623477393,1.137711899249662,1.1745698814382692,1.33882582846351,0.5929819624149576,2.8036009480657254,1.8011216707651576,8.636945226396096,90.5887879525429,0.825529989520597,3.722491063984325,0.08409956249708458,-102.8529197301801,111.09395007289508
2020-06-01,32.2089036086187,27.07822095456146,29.820636299478224,26.371756926944045,26.371756926944045,-474536.6155733258,25.187099723855283,25.145383321484392,8.627790036246788,8.533440788704265,13.377693615858831,7.415921116582909,151804.56460246147,82865.60835087676,47437.698661160844,-0.1999492997929145,0.0016576337744156015,1.0696859208776996,1.071343554652115,1.0088390448391453,1.3436401226222883,0.44937845920318853,1.5089453692880332,2.0440894660308784,8.636945226396096,90.5887879525429,0.825529989520597,3.722491063984325,0.08409956249708458,-102.8529197301801,111.09395007289508
2020-06-02,26.87388771008338,32.07285562168681,29.789601684089888,31.895370964511077,31.895370964511077,149390.27710695472,27.03911396805372,26.39917892773035,8.705169480506676,7.475769204613358,13.618641762584431,7.5566060124354335,160708.23725969362,86628.58681280536,48127.14015603329,0.17130579037127183,0.023951574737981665,1.1094158660869153,1.1333674408248973,0.8256015911461079,1.3362681072360199,0.1719467375915509,1.3599339854903636,2.225711739880367,8.636945226396096,90.5887879525429,0.825529989520597,3.722491063984325,0.08409956249708458,-102.8529197301801,111.09395007289508
2020-06-03,30.710661415382845,26.242063550583765,29.89193354407197,26.700928789482877,26.700928789482877,-345721.081766348,28.521832279171907,27.058129390098536,8.764782098649048,6.834272410624774,13.352707299646932,7.639431118333413,117041.49544122911,57855.89720031091,47213.998636491044,-0.1399115207562204,0.05268234677194462,1.1272458344528085,1.1799281812247533,1.294691548737647,1.340996086698203,0.20331863907225303,-1.1111752860714532,2.0033150122467114,8.636945226396096,90.5887879525429,0.825529989520597,3.722491063984325,0.08409956249708458,-102.8529197301801,111.09395007289508
2020-06-04,24.10971085175737,24.896049941234335,18.184916025578104,17.010286184961956,17.010286184961956,-23628.598046120256,27.553929987081084,26.822012079301867,8.778543133195798,7.104192666727654,13.293891059014076,7.6512110644444915,123315.55166577811,63928.052161704305,47524.56281556913,-0.3487964684660759,0.026922278045151734,1.1169124329200137,1.1438347109651656,1.9037679256270228,1.360094575020051,0.4101860533055601,2.7003596900880074,1.5768137777112599,8.636945226396096,90.5887879525429,0.825529989520597,3.722491063984325,0.08409956249708458,-102.8529197301801,111.09395007289508
2020-06-05,15.892137325935837,13.348680232682284,13.401451556537012,13.459762298036736,13.459762298036736,265065.67978016066,23.087621032787336,26.420029396893124,8.78051966673332,7.629269826259347,13.118502779696085,7.652360794424148,120075.69571118077,75239.30641712752,48180.38145611526,-0.16611981493185685,-0.1348258239063123,1.1015868183187443,0.9667609944124319,-2.9417873446189065,1.3574321512529648,1.9222054382839238,2.5833306502115145,3.1060002426562843,8.636945226396096,90.5887879525429,0.825529989520597,3.722491063984325,0.08409956249708458,-102.8529197301801,111.09395007289508
2020-06-08,13.886365728482929,14.594567518171884,16.403664757300277,18.7783891476216,18.7783891476216,-381801.1600099879,21.56894747692285,26.02472265198069,8.822976302114126,7.817351696484453,12.776403875655863,7.678328326471941,67805.2137184024,60096.212651012574,46402.62599921091,0.3017992193009075,-0.18779229394135133,1.0816876951450287,0.8938954012036774,0.5928279579416492,1.3432364633519842,1.8991143429315243,0.569907199318196,2.027275205686877,8.636945226396096,90.5887879525429,0.825529989520597,3.722491063984325,0.08409956249708458,-102.8529197301801,111.09395007289508
2020-06-09,23.15201492907593,23.78986983942687,23.916902586077725,19.06056713856819,19.06056713856819,15117.229933337658,19.001986711734272,25.68605370186388,8.856817126933342,7.971257236129492,12.733211830294124,7.70479108651827,75989.050827294,67752.00971046482,46975.45568241433,-0.19446016150053094,-0.3014046496187543,1.0647607277721443,0.76335607815339,-2.063310378116011,1.413606198573198,2.13709492781131,1.7229103089376285,2.5521605299011076,8.636945226396096,90.5887879525429,0.825529989520597,3.722491063984325,0.08409956249708458,-102.8529197301801,111.09395007289508
2020-06-10,21.62882300127623,20.36600297036469,22.527987648081847,24.3362953926773,24.3362953926773,-124417.06570902874,18.529060032373156,25.882988535066442,8.915209593865692,7.8818790221791035,11.883841317317996,7.766567379240851,53353.461221521975,57249.1056527155,47226.52596740744,0.1179420501588726,-0.33424562738184177,1.0658271783039523,0.7315815509221104,0.7710266321045568,1.3017973405675038,2.0541335063809982,1.7152214627101898,0.8606229980067744,8.636945226396096,90.5887879525429,0.825529989520597,3.722491063984325,0.08409956249708458,-102.8529197301801,111.09395007289508
