Date,Open,High,Low,Close,Adj Close,Volume,SEDG.csv_MA_5,SEDG.csv_MA_20,SEDG.csv_MA_250,SEDG.csv_realVolatility20,SEDG.csv_realVolatility60,SEDG.csv_realVolatility250,SEDG.csv_avgVolume_20,SEDG.csv_avgVolume_60,SEDG.csv_avgVolume_250,SEDG.csv_log1DayRet,SEDG.csv_logMA5_20,SEDG.csv_logMA20_250,SEDG.csv_logMA5_250,SEDG.csv_log1DayRange,SEDG.csv_HL_20_realVol_20,SEDG.csv_HL_5_realVol_20,SEDG.csv_logD2,SEDG.csv_logD5,SEDG.csv_Mean,SEDG.csv_Variance,SEDG.csv_Skewness,SEDG.csv_Kurtosis,SEDG.csv_Shape,SEDG.csv_Location,SEDG.csv_Scale
2020-05-15,9.388857510354724,9.58912086647203,11.262262170336456,10.525685974602824,10.525685974602824,-518052.07235240994,10.932489849563632,10.046155589895712,6.286051693018837,6.868528337671545,8.832129920148917,5.5201387140739735,60621.063822607626,-21489.759978378144,75469.00553353428,0.11429493824990673,0.08454904288631145,0.4688568710967318,0.5534059139830431,0.5147028798034936,1.1186448337553705,0.7398526498289796,1.1609475006396248,1.4176855262693384,12.516672462978864,176.95233396468242,0.28142501490320715,1.0922660849986707,3.2052600893334704,-43.04477199924993,2.9522943601440597
2020-05-18,19.96981787603013,16.280907738127794,18.51012346207941,17.335451264100854,17.335451264100854,114640.92745823576,11.243647355041578,10.738816290687495,6.335614776740508,6.870264606428383,8.716067875439292,5.563502246036892,76885.5937823845,9690.784254660015,77516.24729359252,-0.1414684167453821,0.04593842162021651,0.5276780144485789,0.5736164360687955,0.8016498303181966,1.1310833185546325,0.8346747404116934,1.944760200683454,0.44198186591158656,12.516672462978864,176.95233396468242,0.28142501490320715,1.0922660849986707,3.2052600893334704,-43.04477199924993,2.9522943601440597
2020-05-19,15.14455112165554,20.882242970202867,17.2822660921684,20.099817277436983,20.099817277436983,802381.1869144824,13.12743591892107,11.852896052126434,6.396260715571036,6.459074763032065,8.872682557191904,5.630442264585531,99318.28727854996,31067.391619032267,81957.85429094124,0.2830699190243494,0.1021321547731957,0.6168586738812959,0.7189908286544916,1.280927422673235,1.1454149111601613,0.4708836929401242,2.2590648053983298,2.242722855050139,12.516672462978864,176.95233396468242,0.28142501490320715,1.0922660849986707,3.2052600893334704,-43.04477199924993,2.9522943601440597
2020-05-20,23.93721881778892,19.866939613812207,20.62008644850347,17.893143990297872,17.893143990297872,83713.61022251309,15.23951895651632,12.231727602357127,6.4548729682390436,6.585179310403046,8.982453632749259,5.6735581110028095,123126.07309289723,39461.84359048647,82324.40012878837,-0.2910168981814761,0.2198587861129425,0.6391978546005403,0.8590566407134828,-0.28349507060219936,1.1290788099874933,0.6261220386574013,-0.583947138172995,2.3571125945484273,12.516672462978864,176.95233396468242,0.28142501490320715,1.0922660849986707,3.2052600893334704,-43.04477199924993,2.9522943601440597
2020-05-21,14.36021072538449,15.01372876066334,14.15363884988824,14.450760612399051,14.450760612399051,-47055.03023865889,16.060971823767517,12.353154362883483,6.49668988797653,6.6034778381397565,9.020288776429238,5.693856252426441,96815.13482506033,36405.71513535083,82865.22348422046,0.0062858127273200375,0.2624807742930131,0.6426186452728689,0.9050994195658822,-0.15071834778637644,1.126657856179396,0.6549142158145907,1.7314885692784643,1.4127571952738345,12.516672462978864,176.95233396468242,0.28142501490320715,1.0922660849986707,3.2052600893334704,-43.04477199924993,2.9522943601440597
2020-05-22,14.566970496474156,11.362685900166994,10.965100919662916,7.528337190068129,7.528337190068129,-587232.7453284321,15.461502066860579,12.289289212817694,6.50368519398748,6.645635292682118,9.021904130352207,5.6940458838691335,75009.4287669339,7082.403554444106,80574.32329708076,-0.6600824783631408,0.2296251094004645,0.6363591181440097,0.8659842275444742,-0.9223465803053839,1.1266956703087845,0.8848454655353942,2.338416106083511,1.0977281594525996,12.516672462978864,176.95233396468242,0.28142501490320715,1.0922660849986707,3.2052600893334704,-43.04477199924993,2.9522943601440597
2020-05-26,12.382866154935584,13.289743012507486,16.26806844229037,16.07718890331992,16.07718890331992,-18501.88512816024,15.20984959470439,12.5019286580605,6.554825470054596,6.6978105292689,9.113383563407844,5.722428733877955,85961.46870231954,7761.071124355555,81077.31169523581,0.261087673623585,0.1960602925915067,0.6456814336584168,0.8417417262499234,1.0913612062574611,1.1477107674662788,0.9459535010030554,0.4863863779918716,0.22973169041382607,12.516672462978864,176.95233396468242,0.28142501490320715,1.0922660849986707,3.2052600893334704,-43.04477199924993,2.9522943601440597
2020-05-27,14.644802751872362,11.774206483271826,6.430488203884096,13.964823662068142,13.964823662068142,-182980.6660094201,13.982850871630623,12.477150437441336,6.591968834696039,6.69109727110537,9.134056586655895,5.740312545519966,67558.34719048766,17175.15209650913,80889.19127793981,-0.047543939373154834,0.11393263448841312,0.6380469416870748,0.7519795761754878,1.6759217176643055,1.159992499621778,1.0671883317304156,1.8619828123519646,1.8140090374726578,12.516672462978864,176.95233396468242,0.28142501490320715,1.0922660849986707,3.2052600893334704,-43.04477199924993,2.9522943601440597
2020-05-28,11.461509592929772,16.925031802977813,14.818165185934705,10.879046030238626,10.879046030238626,-117474.49191631784,12.580031279618774,11.834185268958407,6.622428854965872,6.147811431734482,9.135724049610454,5.742785876320185,30746.097887589225,16710.05522345645,79876.06829757498,-0.05215587320373431,0.06111833794374366,0.5805302006022705,0.6416485385460143,0.7452018281400622,1.1002117467019688,1.0293680184912932,1.6483014220057193,1.9479221179819126,12.516672462978864,176.95233396468242,0.28142501490320715,1.0922660849986707,3.2052600893334704,-43.04477199924993,2.9522943601440597
2020-05-29,10.40037806067744,13.169551568051034,12.873261377131456,17.90137748331105,17.90137748331105,176655.84450545895,13.270154653801175,12.45469846316136,6.680595993078353,6.100007132344444,9.146638576981678,5.783108121174467,48033.60727853833,32956.57079294375,80238.08825332847,0.5430355067859676,0.06341956435205033,0.6228907342282588,0.6863102985803092,-1.2164159301832171,1.1425133602966622,1.275546649571454,1.3703056759083525,1.2385530182227869,12.516672462978864,176.95233396468242,0.28142501490320715,1.0922660849986707,3.2052600893334704,-43.04477199924993,2.9522943601440597
