Date,Open,High,Low,Close,Adj Close,Volume,CVS.csv_MA_5,CVS.csv_MA_20,CVS.csv_MA_250,CVS.csv_realVolatility20,CVS.csv_realVolatility60,CVS.csv_realVolatility250,CVS.csv_avgVolume_20,CVS.csv_avgVolume_60,CVS.csv_avgVolume_250,CVS.csv_log1DayRet,CVS.csv_logMA5_20,CVS.csv_logMA20_250,CVS.csv_logMA5_250,CVS.csv_log1DayRange,CVS.csv_HL_20_realVol_20,CVS.csv_HL_5_realVol_20,CVS.csv_logD2,CVS.csv_logD5,CVS.csv_Mean,CVS.csv_Variance,CVS.csv_Skewness,CVS.csv_Kurtosis,CVS.csv_Shape,CVS.csv_Location,CVS.csv_Scale
2020-05-15,2.8048802576619565,3.993131370532602,4.345080398889415,4.524594292384776,4.153099899642605,1616982.4742601635,3.5620496468191165,3.317656585036571,3.401010029286172,1.068417001681425,2.219289978311223,1.5902870978415033,210538.7614022197,993854.2608559038,448019.70431756676,0.3924941700004243,0.07107743685581507,-0.02481376912348455,0.04626366773233038,-1.0442689196739208,1.3214319109680148,1.3630067141217097,0.906083787956974,-0.3778976902229017,4.2807048155322605,3.278553202997458,-0.03429747861563374,1.8774237423837619,0.006728383736884306,-265.18773123850127,269.46422585644666
2020-05-18,5.872097447938515,5.251357506661471,5.75311468550985,4.57922901218668,4.200822686000663,-2608264.529370933,3.472199416484409,3.3685281125001127,3.4068682265543626,1.0857687083798504,2.229105025378017,1.590526037829222,110000.39473372143,960017.5391436944,440252.7726243208,-0.3349315028048775,0.03031234368551021,-0.011317573578113738,0.018994770107396516,-0.6896389837879544,1.3215696307483438,1.4203043621888294,-0.6463370917311632,-0.800173189774651,4.2807048155322605,3.278553202997458,-0.03429747861563374,1.8774237423837619,0.006728383736884306,-265.18773123850127,269.46422585644666
2020-05-19,3.458186484693826,3.746411692299688,3.871200105563979,4.0630330423771,3.729780893388821,-2699072.0210017534,3.487810430066598,3.478545687191315,3.41102972679219,0.997500091935121,2.220850473677068,1.590002256774794,-22994.191406476195,845592.8657797085,432418.476717145,0.07560517592164888,0.002659854931773089,0.019600082082647942,0.022259937014420902,-2.081135669790502,1.28452805075267,1.2036541127889304,-0.8596292322653124,-2.5503407025342244,4.2807048155322605,3.278553202997458,-0.03429747861563374,1.8774237423837619,0.006728383736884306,-265.18773123850127,269.46422585644666
2020-05-20,4.55881275329812,4.024346502803951,4.103606808170184,3.601729740183572,3.308756812705816,550859.8716094466,3.8138642977576085,3.4941878100372734,3.41723297405902,0.9919710303098033,2.1718312275507046,1.586548421456997,150183.1166074315,730261.1629354558,430737.1111265604,-0.3204896949537203,0.0875419640886788,0.02226981073785336,0.10981177482653223,-2.535017838511735,1.2709619290104583,0.9449737043725954,-0.11421530014357502,0.488745239484306,4.2807048155322605,3.278553202997458,-0.03429747861563374,1.8774237423837619,0.006728383736884306,-265.18773123850127,269.46422585644666
2020-05-21,3.0185004219479694,3.5275624420282057,3.7372239010924986,3.8578001977603336,3.5399789240174826,-1600102.5490908432,3.7864878431510776,3.4827390043736357,3.4218738720618274,0.9899522122551582,2.1354064064502034,1.5851977919417901,127179.63845552718,602258.8548656774,437749.87630911643,0.1593606144189466,0.08361984455846759,0.01763073760034622,0.10125058215881362,-1.5622611487894573,1.1639571062960177,0.74887095997442,-1.6617740168256911,-1.9886340435114267,4.2807048155322605,3.278553202997458,-0.03429747861563374,1.8774237423837619,0.006728383736884306,-265.18773123850127,269.46422585644666
2020-05-22,3.952898340042736,3.244419758816776,3.970019726927013,3.7945661405501454,3.4810186042159046,-2833711.057748456,3.6520715840657374,3.4417775058267495,3.427711679463529,0.9711151062628008,2.040260348561619,1.5827055732020345,28233.292240140938,397442.3915618502,405572.17304309376,-0.1271241134995435,0.05930650912972023,0.004095165052670375,0.0634016741823906,-0.3207564241307189,1.1879785251097332,0.9274682738625555,-1.7587399156398429,-0.3973759704385618,4.2807048155322605,3.278553202997458,-0.03429747861563374,1.8774237423837619,0.006728383736884306,-265.18773123850127,269.46422585644666
2020-05-26,4.849218646651828,5.594794809556198,5.321536678526776,5.087763951243588,4.655201547141751,2855468.6762594096,3.742947356293955,3.433488660425028,3.4381597298984032,0.959359846564841,2.0161662193145813,1.5821504526433283,174560.56615364042,314592.5038812661,419696.19011037605,-0.04083238148038784,0.08629651780326311,-0.00135951955848371,0.08493699824477949,-1.2973383956274172,1.1684577998435637,0.8406783877518827,0.10905404697713865,-0.7888239330334277,4.2807048155322605,3.278553202997458,-0.03429747861563374,1.8774237423837619,0.006728383736884306,-265.18773123850127,269.46422585644666
2020-05-27,4.795123508724522,4.997682282907142,4.086490188817756,5.747513439722312,5.253628211848636,133623.33176813554,4.047716819985918,3.5020749052123925,3.449640463550914,1.0388456603002347,2.0279974348938126,1.5848775357864326,163703.37595621866,348284.796260381,430765.4116962092,0.09131946006436617,0.14479735109935618,0.015085610752564886,0.15988296185192105,-0.09300154325929502,1.1712646080312425,0.9892107181979378,0.5724528153868648,0.42123826750797455,4.2807048155322605,3.278553202997458,-0.03429747861563374,1.8774237423837619,0.006728383736884306,-265.18773123850127,269.46422585644666
2020-05-28,6.1276901417808105,6.2895881169948495,6.681699515083345,5.49581103909226,5.023605100823076,-306165.34009984136,4.3906864776093695,3.5929471192095073,3.461719274126667,1.0898367723722988,2.0440965135176596,1.5853218490907348,128583.88801201156,338459.29211804614,428952.67224938876,-0.19867004329568544,0.2005127975970354,0.03720742460450369,0.237720222201539,-0.9362093007656386,1.1735200140920587,0.6260347604952731,-0.9985763283898429,0.5393246149657259,4.2807048155322605,3.278553202997458,-0.03429747861563374,1.8774237423837619,0.006728383736884306,-265.18773123850127,269.46422585644666
2020-05-29,4.812791169802367,4.226732253908317,3.5622145256350137,3.95187922846808,3.618921125829523,2301809.2036451884,4.406474917971778,3.652130429419014,3.463868440225632,1.0552502760867135,2.0243418976544145,1.5851686916550094,251034.75221161684,361770.0206395046,435356.20451155695,-0.2851012507211083,0.1877643548763563,0.052924665783457794,0.2406890206598141,-0.40869372206763327,1.1908938982911683,0.4925222958081365,0.49146363601764187,-2.5390393169139633,4.2807048155322605,3.278553202997458,-0.03429747861563374,1.8774237423837619,0.006728383736884306,-265.18773123850127,269.46422585644666
