Date,Open,High,Low,Close,Adj Close,Volume,FUTU.csv_MA_5,FUTU.csv_MA_20,FUTU.csv_MA_250,FUTU.csv_realVolatility20,FUTU.csv_realVolatility60,FUTU.csv_realVolatility250,FUTU.csv_avgVolume_20,FUTU.csv_avgVolume_60,FUTU.csv_avgVolume_250,FUTU.csv_log1DayRet,FUTU.csv_logMA5_20,FUTU.csv_logMA20_250,FUTU.csv_logMA5_250,FUTU.csv_log1DayRange,FUTU.csv_HL_20_realVol_20,FUTU.csv_HL_5_realVol_20,FUTU.csv_logD2,FUTU.csv_logD5,FUTU.csv_Mean,FUTU.csv_Variance,FUTU.csv_Skewness,FUTU.csv_Kurtosis,FUTU.csv_Shape,FUTU.csv_Location,FUTU.csv_Scale
2020-07-27,2.986207199521342,3.221542555229284,2.8259541382370195,3.639425072410575,3.639425072410575,-127091.33139902436,2.60797862252963,3.311058093953651,1.064105468891192,1.5557963186309969,1.3986908835557554,1.1406704952366578,142058.5771328217,131931.02392283475,36537.07738026813,0.19782163499548538,-0.23869235700575367,1.1351332932491136,0.8964409362433601,-0.9273809592571186,0.7483729303017598,0.45164644931836856,0.9240639861611412,-0.5400532305139083,3.163146981015543,34.395932954912304,3.0209851023724057,18.678893574288388,0.16119780005794754,-29.211226034548226,31.934948765899577
2020-07-28,3.272938966508729,3.0017208480615025,4.088919314497918,2.965369211839729,2.965369211839729,-323340.919319784,2.5091495267214228,3.3846923425108577,1.0735276502929914,1.499019307449873,1.3646114053409983,1.1466161200500546,113979.33241710006,127580.65882155,35501.280805832765,-0.09868679969343057,-0.29931915200729414,1.1483129186102847,0.8489937666029908,0.08360417329127041,0.736337692388974,0.5663014112789146,-1.9643024614734579,-0.704925313162562,3.163146981015543,34.395932954912304,3.0209851023724057,18.678893574288388,0.16119780005794754,-29.211226034548226,31.934948765899577
2020-07-29,4.366839651956326,4.961709326647718,4.84448231230212,5.059931795106223,5.059931795106223,635740.5969311259,3.1780530374608498,3.5116255521739617,1.0926155942331663,1.529237906940845,1.3717851346612608,1.1729045999408176,164209.67521680897,139199.18389893306,37941.90344660669,0.14731344827433435,-0.09981029362989516,1.167504601079312,1.0676943074494167,-2.143642930570439,0.8020256708601836,0.9225698702413189,0.35101365492719905,1.2073224540891283,3.163146981015543,34.395932954912304,3.0209851023724057,18.678893574288388,0.16119780005794754,-29.211226034548226,31.934948765899577
2020-07-30,4.136853225434251,8.234376048223904,4.179542052499755,5.670143754220387,5.670143754220387,575969.9778270146,4.088098546053629,3.70003930688677,1.1148010657869347,1.5524291942785895,1.40323407482749,1.2064795941917108,204769.92259375192,149104.7252054955,40202.21276603316,0.31527906254911064,0.09973651571169556,1.199667470417254,1.2994039861289497,1.3999097485602494,0.9142051982272075,1.3171023569273113,0.9950185603518134,1.5151772411550437,3.163146981015543,34.395932954912304,3.0209851023724057,18.678893574288388,0.16119780005794754,-29.211226034548226,31.934948765899577
2020-07-31,6.5664009412106665,3.667580802031768,5.399121947540827,4.966889776002457,4.966889776002457,-397721.4196798927,4.4603519219158745,3.6745286984286674,1.1364290073958614,1.5256514454932784,1.4133138301514792,1.2267870360659583,141238.97185494093,142568.2778715323,38305.806213218995,-0.279172035834441,0.19380279006306994,1.1735339827514755,1.3673367728145456,0.5490118475055593,0.941493758792035,1.3700087370834946,-2.3747040695479775,0.6212573737788413,3.163146981015543,34.395932954912304,3.0209851023724057,18.678893574288388,0.16119780005794754,-29.211226034548226,31.934948765899577
2020-08-03,5.070030987464136,5.131699654594279,5.544574490530685,5.5648138985566185,5.5648138985566185,57087.51024930179,4.845429687145083,3.629058448872685,1.1578198594421143,1.4494680771804753,1.4398243850502874,1.2569447850069682,-10511.717720190703,143243.21659950228,38788.72845022798,0.09311661324863993,0.28906269397156525,1.1424344289005435,1.4314971228721085,-0.8846107926399411,0.889008351098777,1.36451432817963,-2.2506583704586687,0.6551279349513314,3.163146981015543,34.395932954912304,3.0209851023724057,18.678893574288388,0.16119780005794754,-29.211226034548226,31.934948765899577
2020-08-04,5.403584933667169,5.547774876016259,5.903359123195642,5.518196887583645,5.518196887583645,-194075.9354521716,5.355995222293866,3.599881863066925,1.1785629108089057,1.402177203896283,1.468111247679568,1.2857290455869557,25623.42101937635,140274.33439037928,38118.35695587722,0.02098854622027762,0.3973155066908798,1.1166052050361541,1.513920711727034,-1.0339930755942055,0.8871047298864465,1.3977495822683923,-0.5954632538121836,0.9372016372518344,3.163146981015543,34.395932954912304,3.0209851023724057,18.678893574288388,0.16119780005794754,-29.211226034548226,31.934948765899577
2020-08-05,6.180536539349941,7.779983660288359,6.3056046728550434,8.369148612813152,8.369148612813152,519004.8250992677,6.017838585835252,3.7748970737761605,1.2101111516623062,1.7453539867977597,1.6134254533610561,1.363011546659565,34070.81848866983,146044.53875211088,40443.4027920898,0.30314707406228475,0.466355038848607,1.1376609008367902,1.6040159396853975,0.3882368756667364,0.8911887103172531,1.0281694325417594,1.031166332325217,1.196711550427507,3.163146981015543,34.395932954912304,3.0209851023724057,18.678893574288388,0.16119780005794754,-29.211226034548226,31.934948765899577
2020-08-06,7.9787558034641535,6.414720189292336,5.211554428681044,3.3305649410646616,3.3305649410646616,979817.6682598552,5.549922823204107,3.6904108148475183,1.2227154044553132,1.7226451339347266,1.5971079293502146,1.3680032209615929,80415.43810565055,161934.02009408327,44510.766787992754,-0.8736405433784942,0.4080462381401754,1.1046636569835464,1.5127098951237217,0.18495621686977826,0.8620248069807774,0.7435015747721326,0.7828196558392286,0.8499709187907828,3.163146981015543,34.395932954912304,3.0209851023724057,18.678893574288388,0.16119780005794754,-29.211226034548226,31.934948765899577
2020-08-07,2.1195127806085097,1.9913717772031203,2.366040697927282,2.587225909400076,2.587225909400076,-66715.95731747942,5.073990049883631,3.661155667068936,1.2321612369170614,1.7368166531617535,1.575490944137323,1.369243992693198,107975.76662761004,159489.26546862395,44232.842252171155,0.19939998244290622,0.32634864657210544,1.0890091229335461,1.4153577695056516,-0.9817125210470158,0.8654240388260158,0.6923282304926489,1.7547362750186446,0.8669592451891239,3.163146981015543,34.395932954912304,3.0209851023724057,18.678893574288388,0.16119780005794754,-29.211226034548226,31.934948765899577
