Date,Open,High,Low,Close,Adj Close,Volume,NLS.csv_MA_5,NLS.csv_MA_20,NLS.csv_MA_250,NLS.csv_realVolatility20,NLS.csv_realVolatility60,NLS.csv_realVolatility250,NLS.csv_avgVolume_20,NLS.csv_avgVolume_60,NLS.csv_avgVolume_250,NLS.csv_log1DayRet,NLS.csv_logMA5_20,NLS.csv_logMA20_250,NLS.csv_logMA5_250,NLS.csv_log1DayRange,NLS.csv_HL_20_realVol_20,NLS.csv_HL_5_realVol_20,NLS.csv_logD2,NLS.csv_logD5,NLS.csv_Mean,NLS.csv_Variance,NLS.csv_Skewness,NLS.csv_Kurtosis,NLS.csv_Shape,NLS.csv_Location,NLS.csv_Scale
2020-05-15,0.7381723351900851,0.6869037955559829,0.8888793854963,0.8886154541993276,0.8886154541993276,72786.17050777678,0.6804471147197713,0.7475200618020785,0.1425688651579177,0.46984051479484507,0.5870065378705696,0.3898693003282903,10565.647086803225,156914.64382885778,75812.85120093249,0.18548726811963295,-0.09401103969167664,1.6569359961956769,1.5629249565040002,-1.599608430762519,1.0345452258282841,0.5069808728702002,-0.8160232450615543,-0.7862858529879326,0.3557861937170734,0.6978770701941397,2.134145003345138,10.684623742296568,0.09018221761091816,-8.416092763378673,8.735369209054294
2020-05-18,0.5514345442268644,0.5116178765025241,0.680822323312956,0.3833039668844362,0.3833039668844362,159701.1234951896,0.5943306795563836,0.7503718570562898,0.14551998089285295,0.46731537525693445,0.5867623921755832,0.3888828780151632,47446.70496620773,164647.10056239256,76231.76152181903,-0.36369482321732227,-0.23313302901308514,1.6402554901585622,1.407122461145477,-1.7766475507698325,0.9225540856741724,0.3576336787611665,-1.0385114079083066,-0.8426170887383063,0.3557861937170734,0.6978770701941397,2.134145003345138,10.684623742296568,0.09018221761091816,-8.416092763378673,8.735369209054294
2020-05-19,0.5462133912536657,0.5681010060326823,0.577991595918415,0.6029996973642442,0.6029996973642442,-328405.79935480456,0.6117266265271072,0.7352022656389525,0.14925369455469972,0.46690828725546785,0.5852900626710736,0.38877584978693464,9780.462478319027,158466.17004305377,74662.33877097527,0.09890696897950274,-0.1838601586641369,1.5944981465984829,1.4106379879343458,-4.616171490461612,1.1345569012375465,1.2376444955734458,-1.2531078790473824,-2.442080120177628,0.3557861937170734,0.6978770701941397,2.134145003345138,10.684623742296568,0.09018221761091816,-8.416092763378673,8.735369209054294
2020-05-20,0.7971955079078707,0.8820513999333341,0.7852927409672135,0.7070566331883401,0.7070566331883401,200736.02973698045,0.6638521884259075,0.6976548298116854,0.15371069164334109,0.4348148610830027,0.5863989749957882,0.38875800627611773,-718.9838756229146,146139.487464204,75947.83759844145,-0.1199891872776395,-0.0496649503833048,1.5126522573960015,1.4629873070126966,-2.3355354527191485,1.140492499595969,1.2393432277747498,-1.1277754303145686,-1.3446619066540735,0.3557861937170734,0.6978770701941397,2.134145003345138,10.684623742296568,0.09018221761091816,-8.416092763378673,8.735369209054294
2020-05-21,0.6500345096135316,0.6398637839095036,0.2182167563592023,0.8461921369512364,0.8461921369512364,-161549.83165859827,0.6856335777175169,0.671854653021319,0.15807084997776344,0.40777645592791106,0.5876225222527033,0.3903905438600208,-108123.1272399101,150620.69570813602,75271.02531433245,0.26372099286215445,0.02030131476940893,1.4469986768835854,1.4672999916529943,-0.8635867425527968,1.1485689280819984,1.4295640946297743,-1.4139022165978814,-2.2172614635840153,0.3557861937170734,0.6978770701941397,2.134145003345138,10.684623742296568,0.09018221761091816,-8.416092763378673,8.735369209054294
2020-05-22,0.6765497048868356,0.4379370071052877,0.6464360881333673,0.3607604891635958,0.3607604891635958,78585.29692175635,0.5800625847103704,0.6174413148989113,0.16060169771959565,0.3694175519187703,0.5819107500609615,0.38964174681326974,-59453.37243842281,151368.47047138892,74600.85261274087,-0.6287916452846761,-0.062448024992687985,1.3466566548223016,1.2842086298296136,-1.5678206452921808,1.139938792577623,1.4331807445291833,-1.0604609624184722,-0.6389337204417045,0.3557861937170734,0.6978770701941397,2.134145003345138,10.684623742296568,0.09018221761091816,-8.416092763378673,8.735369209054294
2020-05-26,0.4462920247858708,0.4261171313593079,0.6005913607410238,0.3227924813893836,0.3227924813893836,-308253.82129835885,0.5679602876113601,0.6013788607333214,0.16325813917667234,0.375139801222932,0.5820963813518604,0.3884681606025437,-61588.719191320284,142174.96025283023,73739.50763892643,-0.3239638575793744,-0.057173619742686636,1.303892495797466,1.2467188760547794,-1.745978230872078,1.1181470328064127,1.4356800174827666,-0.6474099469645412,-2.804922089069792,0.3557861937170734,0.6978770701941397,2.134145003345138,10.684623742296568,0.09018221761091816,-8.416092763378673,8.735369209054294
2020-05-27,0.3145458418514457,0.2618650978385837,0.3427609227951578,0.4863691081302743,0.4863691081302743,-321656.33910936106,0.544634169764566,0.5874811807648148,0.1662172356539639,0.3739322465081817,0.5806857595540333,0.3880989289949562,-53149.425930887766,140812.29405731158,72696.19609235835,0.4358379908174421,-0.07572989162757911,1.2625486314242733,1.1868187397966943,-2.514593063708313,1.0843542680017393,0.6578346021812186,-2.074584404956278,-2.1487436961272324,0.3557861937170734,0.6978770701941397,2.134145003345138,10.684623742296568,0.09018221761091816,-8.416092763378673,8.735369209054294
2020-05-28,0.4922541318358311,0.5445524083301336,0.4577450069450144,0.5516600387242341,0.5516600387242341,368939.1050690992,0.5135548508717448,0.5707847890230809,0.1696109612683593,0.3673175407119657,0.5789778958200449,0.38774345770831203,-24014.609787273075,152490.3199478189,74733.7897615645,0.11393687341453645,-0.10565539539411312,1.21350488533521,1.1078494899410969,-2.4440633915372465,1.0905481012527904,0.6810754001679964,-1.4746117949876334,-1.8617747559341116,0.3557861937170734,0.6978770701941397,2.134145003345138,10.684623742296568,0.09018221761091816,-8.416092763378673,8.735369209054294
2020-05-29,0.5520568091520368,0.5885833548964978,0.6752284256205958,0.6296300689633849,0.6296300689633849,39006.0892369505,0.4702424372741745,0.5434070498034429,0.17329431978514165,0.3390600207253781,0.5769213083728496,0.38772207008346216,7182.072415313817,153094.73185625172,73909.3792663384,0.13148149868695855,-0.14461028471436413,1.1428672510037843,0.9982569662894201,-2.4459351516389143,1.097912379117128,0.4497070026659065,-1.9430874109000582,-1.5298780844611963,0.3557861937170734,0.6978770701941397,2.134145003345138,10.684623742296568,0.09018221761091816,-8.416092763378673,8.735369209054294
