Date,Open,High,Low,Close,Adj Close,Volume,SPWR.csv_MA_5,SPWR.csv_MA_20,SPWR.csv_MA_250,SPWR.csv_realVolatility20,SPWR.csv_realVolatility60,SPWR.csv_realVolatility250,SPWR.csv_avgVolume_20,SPWR.csv_avgVolume_60,SPWR.csv_avgVolume_250,SPWR.csv_log1DayRet,SPWR.csv_logMA5_20,SPWR.csv_logMA20_250,SPWR.csv_logMA5_250,SPWR.csv_log1DayRange,SPWR.csv_HL_20_realVol_20,SPWR.csv_HL_5_realVol_20,SPWR.csv_logD2,SPWR.csv_logD5,SPWR.csv_Mean,SPWR.csv_Variance,SPWR.csv_Skewness,SPWR.csv_Kurtosis,SPWR.csv_Shape,SPWR.csv_Location,SPWR.csv_Scale
2020-05-15,-0.1282869124404673,-0.1432317141225616,0.0341826004395278,-0.0144673014028025,-0.0144673014028025,-3222959.010467496,0.05774622806356507,0.28031687414397966,0.3316979710553506,0.23067461791118785,0.3915421408144217,0.4585269903797443,87132.9772554801,29911.084453926236,371448.86238826014,-2.1823782316941593,-1.579862624306215,-0.16830417246961635,-1.7481667967758312,-1.7292675214821194,1.222337588182898,0.9457195500563832,-2.899532431289293,-0.4921365731081139,0.8846870070713719,2.170016574548469,2.5850720267743226,13.868582901367372,0.17045773018009186,-6.87378618409722,7.641069494931285
2020-05-18,0.2389634766255177,0.510488980966612,0.3468394213960177,0.6157430263473898,0.6157430263473898,931055.3211198994,0.13500674951780822,0.3079901347775765,0.33206311001664224,0.2362712861177598,0.39455268402466803,0.45871741460303644,131173.5407587935,106669.21637444872,372939.75452176004,0.9465189886882358,-0.8247429789008127,-0.07525728874549721,-0.9000002676463098,-1.8100279693273298,1.2216269909009625,1.0389291176297537,-0.37358900689981955,-0.9511342599896396,0.8846870070713719,2.170016574548469,2.5850720267743226,13.868582901367372,0.17045773018009186,-6.87378618409722,7.641069494931285
2020-05-19,0.503931830622911,0.6466495720158156,0.5951127419580056,0.5749756399327604,0.5749756399327604,940001.47542962,0.22886326386484676,0.333567246221978,0.332767944958655,0.23609184079108134,0.3977510887230659,0.45895563238285536,235159.98603663556,140678.943148675,381424.2328395747,0.13188667234280174,-0.37671975868495217,0.0023990978032630197,-0.37432066088168925,-2.965458580154441,1.090110613366655,1.022796446476378,-0.5285773553168672,-0.7565501935958491,0.8846870070713719,2.170016574548469,2.5850720267743226,13.868582901367372,0.17045773018009186,-6.87378618409722,7.641069494931285
2020-05-20,0.7060406190495221,0.5396145705590243,0.3056208567218741,0.2135050192738163,0.2135050192738163,545474.5309178997,0.2634479373585691,0.33019081450428267,0.3331079450386148,0.23736214199984224,0.3979032688803131,0.4588351728531346,353930.6949761108,164971.96465859076,381320.39667597436,-1.196012428031131,-0.2258149458451901,-0.008795883604323861,-0.23461082944951406,-1.4524610279290806,1.1334388140160712,1.129370313474743,-0.910711308163,-1.7549067452304592,0.8846870070713719,2.170016574548469,2.5850720267743226,13.868582901367372,0.17045773018009186,-6.87378618409722,7.641069494931285
2020-05-21,0.0988449424853912,0.0616202652025146,0.2156626846006113,0.1004842149887998,0.1004842149887998,-782174.721784798,0.2980481198279928,0.30891186526385045,0.3323553728544187,0.23795379909435624,0.3969720182301226,0.4590626599890281,254800.9423005621,155622.80727503364,380983.9585154879,0.01644826559401943,-0.035801061127400995,-0.07314878608079088,-0.10894984720819186,-1.870527263861078,1.1336873043934788,0.5814041825567708,-0.745511732867926,-1.754458410815497,0.8846870070713719,2.170016574548469,2.5850720267743226,13.868582901367372,0.17045773018009186,-6.87378618409722,7.641069494931285
2020-05-22,0.1047138678218013,-0.0014823756913169,0.1727828443773948,0.0947044929106075,0.0947044929106075,-1905289.2616013845,0.31988247869067477,0.3005781582486511,0.3313508492816977,0.2425798377891544,0.39490777181576925,0.4593077421001594,233664.87842638168,110408.20829248599,376355.0685747254,-0.10047011935122653,0.06224586008565639,-0.09746996746428782,-0.035224107378631374,-1.747176886994054,1.0999009143050924,0.5796370861245997,-2.1303094413966672,-2.2148325428681717,0.8846870070713719,2.170016574548469,2.5850720267743226,13.868582901367372,0.17045773018009186,-6.87378618409722,7.641069494931285
2020-05-26,0.2543678507463265,0.4997610538397703,0.3998220272006199,0.5317946891548067,0.5317946891548067,1129729.2250668542,0.30309281125215815,0.3069920815546109,0.33249607755699345,0.2470986002935005,0.3983685115661934,0.4594497068072864,291525.01803201827,94523.1037401934,382058.24943436304,0.7374760415852408,-0.012782887903206986,-0.07980610893242454,-0.09258899683563145,-2.303195012565674,1.105298724528411,0.5876987951883985,-0.8409270905177071,-2.4775537027710928,0.8846870070713719,2.170016574548469,2.5850720267743226,13.868582901367372,0.17045773018009186,-6.87378618409722,7.641069494931285
2020-05-27,0.5186493608070188,0.3794571950031598,0.2467325803416149,0.3768002588720041,0.3768002588720041,-183025.32257284457,0.2634577350400069,0.3017756400061403,0.3324907168386307,0.24431449811450004,0.39912813781549944,0.4594491799221602,288210.6622224323,126769.76010100922,381078.0308699378,-0.31951281973067885,-0.13579087060455797,-0.09692811303320208,-0.23271898363776014,-2.019478863801266,0.9527614428436549,0.31585574278439815,-1.2655086700857714,-1.6186028774109804,0.8846870070713719,2.170016574548469,2.5850720267743226,13.868582901367372,0.17045773018009186,-6.87378618409722,7.641069494931285
2020-05-28,0.3047089096394608,0.2668083024998311,0.3367035311353228,0.1623723098829597,0.1623723098829597,-1015291.0607474572,0.25323119316183557,0.27043280336129766,0.3328187021763473,0.21719223914902225,0.3976962534292477,0.45929772313084494,220482.0627974212,95494.7352977403,367780.0377155135,-0.6294650187151221,-0.06572077259292278,-0.20757425279462546,-0.2732950253875483,-2.6607578919363934,0.9522418627481295,0.36650971022222883,-0.9958146302912386,-2.9733308810564036,0.8846870070713719,2.170016574548469,2.5850720267743226,13.868582901367372,0.17045773018009186,-6.87378618409722,7.641069494931285
2020-05-29,0.1215900889152581,0.1699063400501281,0.2485738845105003,0.3653435622929768,0.3653435622929768,-503439.2570171096,0.306203062622671,0.27342163376942097,0.3331213720442802,0.21811053301761066,0.39519013021364346,0.4592941104759582,207879.3720797927,117560.24679464074,365675.3323640128,1.1001827168458125,0.11323343541052466,-0.19749185439039257,-0.08425841897986786,-2.5425246042923293,0.9504590230907275,0.37516211393668425,-4.469180865878855,-1.3285563587913576,0.8846870070713719,2.170016574548469,2.5850720267743226,13.868582901367372,0.17045773018009186,-6.87378618409722,7.641069494931285
