Date,Open,High,Low,Close,Adj Close,Volume,HIMX.csv_MA_5,HIMX.csv_MA_20,HIMX.csv_MA_250,HIMX.csv_realVolatility20,HIMX.csv_realVolatility60,HIMX.csv_realVolatility250,HIMX.csv_avgVolume_20,HIMX.csv_avgVolume_60,HIMX.csv_avgVolume_250,HIMX.csv_log1DayRet,HIMX.csv_logMA5_20,HIMX.csv_logMA20_250,HIMX.csv_logMA5_250,HIMX.csv_log1DayRange,HIMX.csv_HL_20_realVol_20,HIMX.csv_HL_5_realVol_20,HIMX.csv_logD2,HIMX.csv_logD5,HIMX.csv_Mean,HIMX.csv_Variance,HIMX.csv_Skewness,HIMX.csv_Kurtosis,HIMX.csv_Shape,HIMX.csv_Location,HIMX.csv_Scale
2020-05-15,0.0244598840328036,0.0382037130191554,0.1510415971250509,0.1337405700311382,0.1054346333110389,-415013.1580225236,0.09720252255435737,0.13560378180624227,0.13168260119717845,0.1373334452835743,0.1933431730359865,0.17308863755307907,98639.71380674635,27767.24455844468,73640.92759992176,1.4610567822701508,-0.3329406012089944,0.029342773882764545,-0.30359782732622986,-2.181803144301218,1.280619592449482,1.1267789594700497,-2.5308561142526047,-2.067345088445002,0.3547921141223484,0.15411607149650514,1.9991643867491,8.125215851619261,0.2273991975657207,-1.2171437588564862,1.5302838654755366
2020-05-18,0.1812144000237561,0.2759797090290901,0.2492537720210079,0.2987826562396698,0.2355461379748287,-110058.11471809854,0.1029248582488835,0.1373872410932862,0.13237938834979576,0.1384392035011839,0.18984670820274463,0.17315497766189847,85888.36267208817,28020.86493173299,75319.84650105583,0.2622259484540075,-0.28880432546570856,0.03713156162583954,-0.2516727638398689,-3.622120761578744,1.257658731584284,0.9180815815259317,-1.634170502341145,-3.5539403062998147,0.3547921141223484,0.15411607149650514,1.9991643867491,8.125215851619261,0.2273991975657207,-1.2171437588564862,1.5302838654755366
2020-05-19,0.2948944207070778,0.2224166603226871,0.270463958585923,0.157438564507113,0.1241171846511068,-367906.54358101904,0.10627474481043682,0.1411839119110498,0.13265143260593937,0.13689669345660574,0.18878636926764994,0.17308807652567088,61829.76806055526,20424.738982143324,74249.05617386321,-0.8653912395244302,-0.28403570723782734,0.06233849984123458,-0.22169720739659268,-3.035569372758823,1.2585343604779462,0.9519329965164479,-3.9801652741337428,-4.089390883507289,0.3547921141223484,0.15411607149650514,1.9991643867491,8.125215851619261,0.2273991975657207,-1.2171437588564862,1.5302838654755366
2020-05-20,0.1773072916681801,0.1927604621380645,0.1679316890048383,0.1295109236491729,0.1021002045495362,164572.533591692,0.12152602950758848,0.1391291139294883,0.1330301052339913,0.13717304323846014,0.1887819272091162,0.1729164980770753,94019.86380662138,18454.206096467205,72176.63576272615,-0.5519296098024911,-0.13527390471580095,0.04482692143171504,-0.09044698328408589,-3.695752091346272,1.2457950679833718,0.8312941020576066,-2.0140588762426446,-2.5736536246066364,0.3547921141223484,0.15411607149650514,1.9991643867491,8.125215851619261,0.2273991975657207,-1.2171437588564862,1.5302838654755366
2020-05-21,0.0693227709269863,0.1738318369024125,0.1277231627015718,0.1090984814470354,0.0860083616402795,-53183.81627553271,0.130641304425358,0.13447579735327622,0.1335736892799687,0.13732510982008866,0.18842840377998268,0.17255238398889988,96694.75309244072,23567.01309509019,70865.59200716755,0.21567108287378844,-0.028928804023768965,0.00673093234016851,-0.0221978716836005,-3.0767541861406644,1.236190144274052,0.6067946529313546,-3.2673094485715226,-3.0883657978443195,0.3547921141223484,0.15411607149650514,1.9991643867491,8.125215851619261,0.2273991975657207,-1.2171437588564862,1.5302838654755366
2020-05-22,0.1313066570403509,0.0047091905986587,0.0812501068833002,0.0634314641201201,0.0500062976401769,-114783.23375751764,0.11955563729118561,0.12779211005292107,0.13348695812872075,0.13805531594727385,0.18802522170273966,0.17258905976422304,100969.16941281359,6569.889335283532,71677.94079578813,-0.9653865307159746,-0.06662295631492868,-0.04359897778590456,-0.11022193410083317,-2.569929827738736,1.2061003106805281,0.4645351047081458,-2.954707286978319,-2.8926643417839597,0.3547921141223484,0.15411607149650514,1.9991643867491,8.125215851619261,0.2273991975657207,-1.2171437588564862,1.5302838654755366
2020-05-26,0.2280965539853414,0.1687815796839893,0.1209011367675301,0.0855221729410691,0.0674218171883713,-316715.426306903,0.08593077313389415,0.12123326189748637,0.1332723969699846,0.1376297001476097,0.18764099473424528,0.17263790391089792,71012.9177915506,9568.835728562062,71723.45273663978,-1.2188003590064445,-0.3441744655450368,-0.0946786571660008,-0.4388531227110376,-3.039048147782536,1.1773684628780734,0.4009132460839411,-3.9853173766190833,-1.783051568566046,0.3547921141223484,0.15411607149650514,1.9991643867491,8.125215851619261,0.2273991975657207,-1.2171437588564862,1.5302838654755366
2020-05-27,0.0475405831401678,0.049425838950635,0.0215848348389831,0.1981369195270845,0.1562019017379128,247696.34269593985,0.09234771655125534,0.11584595824648533,0.132459477474119,0.13380496580049986,0.18721650502525553,0.1720461564679486,75355.8286099542,12509.366794638412,66259.43051890121,1.18956568418771,-0.2267003821426047,-0.13401540581309718,-0.3607157879557018,-3.5812453769374493,1.1550774653477467,0.45522626482689454,-2.2424725637076857,-3.4393754654340554,0.3547921141223484,0.15411607149650514,1.9991643867491,8.125215851619261,0.2273991975657207,-1.2171437588564862,1.5302838654755366
2020-05-28,0.1592191007177748,0.0997841774838441,0.1420013883766366,0.0226565454076639,0.0178612724521698,180207.54054224235,0.07549993013178205,0.0875477535489679,0.1315882304690803,0.07771476625749132,0.18735027585870703,0.17207288141999116,-6206.561597308818,23355.033196990793,62371.92308120758,-2.1876464267636955,-0.14805266849121188,-0.4074931814273149,-0.5555458499185268,-3.164927300023298,1.0299415658243913,0.3605950500849825,-3.0045602308328214,-2.4740980881436263,0.3547921141223484,0.15411607149650514,1.9991643867491,8.125215851619261,0.2273991975657207,-1.2171437588564862,1.5302838654755366
2020-05-29,0.0283199163301408,0.0238834942317862,0.0692604045968803,0.0774169210647861,0.0610318061188652,-245872.3091960412,0.07050461902749919,0.08443864974254521,0.13106300389954637,0.07745620331138585,0.18657083149251308,0.17208710211433254,-19357.89130142685,28284.320024105793,66188.63913642394,0.767829825693122,-0.18034700632717676,-0.4396529212621167,-0.6199999275892935,-3.0927518855733114,1.0302502012592993,0.36055924928377203,-2.3520895081800166,-3.6898176732473225,0.3547921141223484,0.15411607149650514,1.9991643867491,8.125215851619261,0.2273991975657207,-1.2171437588564862,1.5302838654755366
2020-06-01,0.0491271825300989,0.106882140829553,0.1212191100432718,0.1687116588091055,0.1330042539760649,-201251.67101267143,0.0871042102946768,0.08865461218656703,0.13055673624513162,0.07770206703858992,0.18666829158471487,0.1718935886788905,-210.69235848404205,33116.94850326976,66607.9823256705,0.9959686151965514,-0.017642836767866654,-0.38705983469278504,-0.4047026714606517,-4.244913818051079,1.0194283254294163,0.5058793938618922,-2.161580605299066,-2.4889392939478574,0.3547921141223484,0.15411607149650514,1.9991643867491,8.125215851619261,0.2273991975657207,-1.2171437588564862,1.5302838654755366
2020-06-02,0.0556033273607221,0.1185945769493495,0.1213168129304875,0.1236509079385981,0.0974806952845617,-118970.38376759888,0.09311598591391487,0.09702353287501489,0.13038137649611276,0.06815342395198032,0.1864577593347315,0.17190492523461579,-64149.76280607349,21348.188411333304,66615.35774411201,0.5614113172351503,-0.041107679578534964,-0.29551026497371685,-0.33661794455225186,-5.906301684484854,1.111114193150232,1.1607918026709432,-3.3118442965557415,-3.504597217503152,0.3547921141223484,0.15411607149650514,1.9991643867491,8.125215851619261,0.2273991975657207,-1.2171437588564862,1.5302838654755366
2020-06-03,0.1945272287377419,0.4797064268720237,0.2049527588010611,0.5214632316984016,0.4110970835532117,1342790.338548753,0.14409502227697465,0.11494059036628804,0.13144187101728344,0.096930536888842,0.18986255923575276,0.17281686525045137,9551.041992340168,43586.49675250302,74845.90066782101,0.7482572528566114,0.2260575695102804,-0.13414931902485433,0.09190825048542625,-1.2918803352107726,1.1207606922859101,1.6949217877295284,-1.2798003016879012,-1.366902870033331,0.3547921141223484,0.15411607149650514,1.9991643867491,8.125215851619261,0.2273991975657207,-1.2171437588564862,1.5302838654755366
