Date,Open,High,Low,Close,Adj Close,Volume,GOGO.csv_MA_5,GOGO.csv_MA_20,GOGO.csv_MA_250,GOGO.csv_realVolatility20,GOGO.csv_realVolatility60,GOGO.csv_realVolatility250,GOGO.csv_avgVolume_20,GOGO.csv_avgVolume_60,GOGO.csv_avgVolume_250,GOGO.csv_log1DayRet,GOGO.csv_logMA5_20,GOGO.csv_logMA20_250,GOGO.csv_logMA5_250,GOGO.csv_log1DayRange,GOGO.csv_HL_20_realVol_20,GOGO.csv_HL_5_realVol_20,GOGO.csv_logD2,GOGO.csv_logD5,GOGO.csv_Mean,GOGO.csv_Variance,GOGO.csv_Skewness,GOGO.csv_Kurtosis,GOGO.csv_Shape,GOGO.csv_Location,GOGO.csv_Scale
2020-05-15,0.0483187585483484,0.0817049587520239,0.1271952919731553,0.1592741316854444,0.1592741316854444,778356.2308640503,0.10390433233211707,-0.07687453756448306,0.18241207647284396,0.13211918058416647,0.25132036307323524,0.33395274966030397,192790.07334117492,234655.40099078167,121434.95249994547,1.192806955316452,0.301295883681634,-0.8640935734939961,-0.562797689812362,-3.0902554322757805,1.1575418053114934,0.659900235451529,-1.6055943326435622,-1.3120484898329188,0.6462480640780116,0.4378064425632528,1.258601474739189,4.30417516599292,0.16042040248109055,-3.3083958289910296,3.903217284000876
2020-05-18,0.261375443054137,0.1506319930272526,0.170935192356999,0.1435256374776221,0.1435256374776221,420957.9706129462,0.09520240321692268,-0.05786559854504451,0.18113152945756902,0.1352335832755915,0.25217264840087555,0.33348341467402065,186300.84761559538,221773.18554032632,124220.30170547453,-0.5994441752145063,0.497882130289117,-1.1411003943814384,-0.6432182640923214,-3.8969768029017957,1.0758638710437007,0.5453062666322127,-2.5896199001592506,-3.134772628088931,0.6462480640780116,0.4378064425632528,1.258601474739189,4.30417516599292,0.16042040248109055,-3.3083958289910296,3.903217284000876
2020-05-19,0.0782163495418544,0.3243748506287762,0.1826703999011374,0.2617041857961037,0.2617041857961037,389017.233950044,0.11829699366968627,-0.03024018542854611,0.18111518247045916,0.1414354162459294,0.25747806003734663,0.3334793482367775,192139.8212786677,173811.07209447658,127512.41104576705,1.2077361049199513,1.364026674705722,-1.7899615129212618,-0.42593483821553985,-1.954011723268264,0.850819081460206,0.7961897767532045,-2.2785751122641926,-2.1587189559786406,0.6462480640780116,0.4378064425632528,1.258601474739189,4.30417516599292,0.16042040248109055,-3.3083958289910296,3.903217284000876
2020-05-20,0.3282481036894251,0.524812105624481,0.3838754536478956,0.3977246850578113,0.3977246850578113,1470563.728972766,0.2061411433768014,-0.0007131717527409486,0.18195291961594215,0.16533249439783995,0.2676401327206712,0.3337603882318023,284353.9004377293,195962.3801090902,133811.14266905462,0.19199028369705493,5.6665940963384,-5.541780970325426,0.12481312601297379,-1.9594447663208179,0.8511115308343207,0.8297867831352191,-1.3696376669679127,-0.8227531482460753,0.6462480640780116,0.4378064425632528,1.258601474739189,4.30417516599292,0.16042040248109055,-3.3083958289910296,3.903217284000876
2020-05-21,0.4468815020379375,0.304418879638177,0.4149450880307916,0.3854824690255221,0.3854824690255221,170227.66100385645,0.26954222180850074,0.025955110205178534,0.18237308733873867,0.1824721982650059,0.27270921675972465,0.3339509350166367,284833.2871157593,174460.22868029276,137027.7186736895,-0.14779774732704729,2.3403565299912277,-1.949686003989291,0.3906705260019368,-2.202502606123403,0.8642871936023313,0.8523475765781259,-2.089263352298383,-1.1488364952858128,0.6462480640780116,0.4378064425632528,1.258601474739189,4.30417516599292,0.16042040248109055,-3.3083958289910296,3.903217284000876
2020-05-22,0.3166392645697173,0.1653219841800313,0.1525173654138971,0.0876226466966247,0.0876226466966247,-351370.7483121797,0.25521192481073673,0.038392099867119785,0.1823156611139956,0.17745855575894345,0.2739824587805717,0.3339660491096782,260355.1819580813,137788.81843205608,136294.82833519537,-1.2847236707796874,1.8942425718930147,-1.5578878806634955,0.3363546912295193,-4.3579493320398255,0.8924410944483459,1.1599876569781713,-1.1708538796590706,-2.635941399328594,0.6462480640780116,0.4378064425632528,1.258601474739189,4.30417516599292,0.16042040248109055,-3.3083958289910296,3.903217284000876
2020-05-26,0.1625127234539545,0.2514724036037152,0.2729334071047971,0.2533755406648377,0.2533755406648377,-533790.2558270721,0.27718190544817983,0.05862108015838001,0.18304874249228625,0.1777677642882129,0.27688018053375707,0.33391989235731706,230180.149848685,141091.74967131478,132989.36193911964,0.44411644173940024,1.5535796274632478,-1.1386581082318266,0.4149215192314213,-3.8415177814058654,0.9076175529210369,1.1479654908168486,-2.0241436209814734,-2.2086403614699255,0.6462480640780116,0.4378064425632528,1.258601474739189,4.30417516599292,0.16042040248109055,-3.3083958289910296,3.903217284000876
2020-05-27,0.2472447273958358,0.179053949252965,0.04409365993044,0.0392912552128339,0.0392912552128339,-173519.45410277392,0.23269931933152588,0.06333848344776216,0.18213329222232646,0.17583366598721226,0.2771177046391669,0.33399934445286356,181774.56781492734,114306.60012870391,131374.7781521394,-1.8393766648368488,1.3012540474313097,-1.0562456960866295,0.24500835134468005,-2.0027746969817177,0.9226718595092233,1.138479586809879,-3.0296740022341893,-1.503219577184014,0.6462480640780116,0.4378064425632528,1.258601474739189,4.30417516599292,0.16042040248109055,-3.3083958289910296,3.903217284000876
2020-05-28,0.0245284084084727,-0.0821894421599143,0.0982003392673889,0.022091966898752,0.022091966898752,-865906.2083072965,0.15757277569971406,0.06369357017692664,0.1821866823075081,0.17573803527495407,0.2734401874122649,0.33397258251879985,9616.91278793849,88044.07391360465,128402.54981335458,-0.10461791899363301,0.9058038011341748,-1.0509482699969834,-0.14514446886280868,-1.7126353169307644,0.912080017736618,1.1920720493398946,-1.4641107292744147,-0.9791434263921235,0.6462480640780116,0.4378064425632528,1.258601474739189,4.30417516599292,0.16042040248109055,-3.3083958289910296,3.903217284000876
2020-05-29,-0.0317355681255879,0.0411095876641651,0.0015251487834941,0.0716925167359767,0.0716925167359767,889094.5875261535,0.09481478524180498,0.0706266885180957,0.18186530339007256,0.1730261578879648,0.2741856623856971,0.33404036221572597,153627.52845241822,108359.28200129907,131115.26642924926,0.8149482982897552,0.29451726216476026,-0.945858224409087,-0.6513409622443267,-3.229319195508569,0.9089276262649638,1.1459028617782736,-3.429557921042367,-1.1590314586682886,0.6462480640780116,0.4378064425632528,1.258601474739189,4.30417516599292,0.16042040248109055,-3.3083958289910296,3.903217284000876
