Date,Open,High,Low,Close,Adj Close,Volume,SBUX.csv_MA_5,SBUX.csv_MA_20,SBUX.csv_MA_250,SBUX.csv_realVolatility20,SBUX.csv_realVolatility60,SBUX.csv_realVolatility250,SBUX.csv_avgVolume_20,SBUX.csv_avgVolume_60,SBUX.csv_avgVolume_250,SBUX.csv_log1DayRet,SBUX.csv_logMA5_20,SBUX.csv_logMA20_250,SBUX.csv_logMA5_250,SBUX.csv_log1DayRange,SBUX.csv_HL_20_realVol_20,SBUX.csv_HL_5_realVol_20,SBUX.csv_logD2,SBUX.csv_logD5,SBUX.csv_Mean,SBUX.csv_Variance,SBUX.csv_Skewness,SBUX.csv_Kurtosis,SBUX.csv_Shape,SBUX.csv_Location,SBUX.csv_Scale
2020-05-15,3.324286427147861,3.6894483088944696,4.669145635412839,3.973767541793848,3.7722540325524743,-1714278.4029226396,3.41556956418473,4.143237245300201,4.3683359078934965,1.7681263986839781,3.425204341619653,2.320854322346251,143395.89478083205,1385783.8357884018,610622.458238896,0.12641766671605695,-0.1931331634018541,-0.0529047118880101,-0.2460378752898643,-0.020511605513114737,0.853932046519778,0.27551823720224156,-0.11352417696583902,1.1008086687957441,5.254493002606042,4.787664367513432,-0.711103953474268,3.0280721103655885,0.0039389100567825755,-550.7931318223687,556.0282295146781
2020-05-18,7.479310745692942,6.610902183134947,7.566864776254647,6.078848430788561,5.727048244228101,-1188216.1302710446,3.8230144801061288,4.216300774270373,4.373046320182203,1.8032984954964661,3.4476377293682985,2.3224178849522095,251344.55854573776,1367994.6067873752,618685.8970714171,-0.26694038407015597,-0.09791890750390322,-0.03650171484697645,-0.13442062235087965,-0.0450364952321551,0.8647305234459568,0.28361788007874544,0.5957952782091407,0.7115883813428187,5.254493002606042,4.787664367513432,-0.711103953474268,3.0280721103655885,0.0039389100567825755,-550.7931318223687,556.0282295146781
2020-05-19,5.114315724361482,4.979341950332341,5.3062433450315325,4.69975703993304,4.43695653088546,-3054980.850116346,4.145681017639335,4.32983173394433,4.374444915117723,1.7377295699560742,3.4520864734371726,2.32235039873235,130588.30335944072,1275935.9475092618,610933.1310185337,-0.14207493683793385,-0.04346160706055706,-0.010250954477178924,-0.05371256153773584,-1.1180966988212082,0.6455890197947437,0.5101072144613324,-0.4084157093543526,0.4783020318533447,5.254493002606042,4.787664367513432,-0.711103953474268,3.0280721103655885,0.0039389100567825755,-550.7931318223687,556.0282295146781
2020-05-20,5.752293230975724,5.437278765249779,5.843613917141511,6.545931013691892,6.152544214937812,-336313.2216226971,4.800275576875047,4.253454528024745,4.3853479120605945,1.6117295231922162,3.4720296498033947,2.3242811300732353,88470.12332196867,1231327.3283213647,597450.1682193523,0.06726709167771151,0.12094184522252487,-0.03053748118941672,0.09040436403310806,-0.9005769626456068,0.6172045882758835,0.5811491190820613,-0.8544998005559383,1.185698683898362,5.254493002606042,4.787664367513432,-0.711103953474268,3.0280721103655885,0.0039389100567825755,-550.7931318223687,556.0282295146781
2020-05-21,6.573152206823004,6.564204875672949,6.676929224231586,5.8185597637744095,5.471106362706344,1956417.3224388852,5.111981877062038,4.34805569495992,4.3928496320326555,1.6255311765375509,3.4805441683533953,2.324748664093306,-30130.281934101124,1219765.2813622304,613857.6978326824,-0.1835126493091477,0.16185839338795918,-0.010249356909234947,0.1516090364787241,-2.182809833723524,0.7049257656850244,0.8925770481426181,0.03357967063772519,0.4437440323629543,5.254493002606042,4.787664367513432,-0.711103953474268,3.0280721103655885,0.0039389100567825755,-550.7931318223687,556.0282295146781
2020-05-22,5.002128307415994,4.323783400217792,4.42710430760566,4.960961023530658,4.668800381132634,-1891356.951913314,5.29129114677807,4.35263812286572,4.3978986814367245,1.6263399763842148,3.4663629072695503,2.3239685248894904,116580.5074767679,1048354.4007316538,566727.8811731992,-0.06896132236886353,0.19528016290255854,-0.010344728147852006,0.1849354347547065,-2.269915528486944,0.7512317926882268,0.9337553589820838,0.3945685111151968,-0.10920528779740421,5.254493002606042,4.787664367513432,-0.711103953474268,3.0280721103655885,0.0039389100567825755,-550.7931318223687,556.0282295146781
2020-05-26,6.7737011249861965,6.585294607488912,5.8843767035709575,5.129517054899402,4.822956105010533,-31176.621088220734,5.110472718934557,4.273347597218188,4.40396478152763,1.5580427587497616,3.470263169313081,2.323087173034067,214632.44494568356,934415.2889665961,569768.3660390133,-0.3396605926509664,0.17889440783330232,-0.03010772119871205,0.14878668663459033,-0.35536451161897725,0.7450382092700634,0.8342209289176944,-0.43363273034947797,-0.10082399987061119,5.254493002606042,4.787664367513432,-0.711103953474268,3.0280721103655885,0.0039389100567825755,-550.7931318223687,556.0282295146781
2020-05-27,5.233678248103715,4.726185660682816,5.169715772620471,5.838196646655149,5.480634450078384,-350896.6619582232,5.319208302773141,4.236413216217366,4.4082637368450905,1.517717979657931,3.467572965954019,2.3240849673742527,32083.49844777426,928977.708899233,578211.8435938396,0.04610654102487212,0.22760750534756127,-0.03976392980477989,0.1878435755427814,-0.812989583398323,0.7384716863721005,0.8673306245849269,-0.20845930829145504,0.0427509353423323,5.254493002606042,4.787664367513432,-0.711103953474268,3.0280721103655885,0.0039389100567825755,-550.7931318223687,556.0282295146781
2020-05-28,4.929180077927462,6.025993335930046,5.6446257113406375,5.286874489222086,4.964647148235272,-148555.64970501978,5.081628889432634,4.295521647418783,4.412128754154596,1.5221225013311244,3.4636317571344644,2.3242040540244413,-632055.413849727,930353.750019313,578476.2057835535,0.007169565714484176,0.168058855079399,-0.02678428104340984,0.1412745740359892,-0.9639914751309049,0.7388447365468674,0.8603863961594066,-1.9541063437064556,0.17218457299684733,5.254493002606042,4.787664367513432,-0.711103953474268,3.0280721103655885,0.0039389100567825755,-550.7931318223687,556.0282295146781
2020-05-29,5.000176603713953,4.0461709042018725,4.631465331341005,4.609187965292399,4.33116875978277,1577708.6656512544,4.853641368847919,4.300426185934422,4.412852445970823,1.5220687391689658,3.4676185203011527,2.324150350094038,-427676.09134349914,965826.2552538618,582889.3932762992,-0.14363580553307304,0.12101509014624248,-0.025807162714449293,0.09520792743179324,-0.5356402641054275,0.7304076785661701,0.7548788956388105,0.13929721727292524,0.13097352663086215,5.254493002606042,4.787664367513432,-0.711103953474268,3.0280721103655885,0.0039389100567825755,-550.7931318223687,556.0282295146781
