Date,Open,High,Low,Close,Adj Close,Volume,GOOGL.csv_MA_5,GOOGL.csv_MA_20,GOOGL.csv_MA_250,GOOGL.csv_realVolatility20,GOOGL.csv_realVolatility60,GOOGL.csv_realVolatility250,GOOGL.csv_avgVolume_20,GOOGL.csv_avgVolume_60,GOOGL.csv_avgVolume_250,GOOGL.csv_log1DayRet,GOOGL.csv_logMA5_20,GOOGL.csv_logMA20_250,GOOGL.csv_logMA5_250,GOOGL.csv_log1DayRange,GOOGL.csv_HL_20_realVol_20,GOOGL.csv_HL_5_realVol_20,GOOGL.csv_logD2,GOOGL.csv_logD5,GOOGL.csv_Mean,GOOGL.csv_Variance,GOOGL.csv_Skewness,GOOGL.csv_Kurtosis,GOOGL.csv_Shape,GOOGL.csv_Location,GOOGL.csv_Scale
2020-05-15,4.199107610507646,4.570595878986381,4.578139798864903,5.072366610359325,5.072366610359325,4687292.340529934,4.608167531139378,4.652804899073518,3.7103582933384143,1.5456905517282507,2.6177597862699007,1.6974863806324003,146206.09062599027,4726693.578932969,2295431.6300355094,0.18893546672009262,-0.009639962529857153,0.22634179486652134,0.21670183233666424,-4.887013354263864,1.1120223332059778,2.005226722289193,0.6103069850746393,-0.1748305117686632,6.110405685874485,8.920162117857982,0.06572713808493652,0.22259680754457412,0.0192403536390656,-149.09849366379774,155.18017444434125
2020-05-18,4.742712122800974,5.228061220312945,5.047050101432177,5.26531591761367,5.26531591761367,8034457.4201045185,4.407959041060771,4.7353593166561705,3.7191528337688977,1.5313263701439503,2.6353965664377723,1.6998320016459136,1264703.3828310536,4579480.375158918,2369720.732424554,0.10453199724944509,-0.07164582915627458,0.24156169951618978,0.1699158703599152,-1.7091968193225866,1.114663516584465,1.9231137318162796,-0.07749971630298061,0.0010419074189419368,6.110405685874485,8.920162117857982,0.06572713808493652,0.22259680754457412,0.0192403536390656,-149.09849366379774,155.18017444434125
2020-05-19,5.615224694847065,4.725677933727376,5.590976403147366,4.310019730499434,4.310019730499434,-10722005.645359986,4.4437922058052095,4.881284354568511,3.7241728439355812,1.3204467299676599,2.628716337225288,1.699715930707745,313986.86760778615,4141039.3620382026,2354449.230333077,-0.264539122334208,-0.09390026033439275,0.2705636007946218,0.1766633404602291,-0.14468078021419656,1.11110179416284,2.040532926771543,-0.27135360396476454,-1.7194435124658567,6.110405685874485,8.920162117857982,0.06572713808493652,0.22259680754457412,0.0192403536390656,-149.09849366379774,155.18017444434125
2020-05-20,5.123908621499986,5.5769778220419965,5.661096893941114,6.176341581602557,6.176341581602557,2819362.531410631,5.032786494150218,4.944651584560427,3.7388149414663086,1.351881902382817,2.6485487069213303,1.7050232157889562,459364.5437596245,3986766.3597197547,2358114.4992731824,0.18680856865046377,0.017667301239247236,0.27953780382005256,0.2972051050592998,-2.4755219612670243,1.147713447946003,1.8686994307852225,-0.0931842108907834,1.0800991198494163,6.110405685874485,8.920162117857982,0.06572713808493652,0.22259680754457412,0.0192403536390656,-149.09849366379774,155.18017444434125
2020-05-21,5.931780922434051,5.238437591760494,5.476198466541973,5.168633129936893,5.168633129936893,-6390825.376911476,5.198535394002375,4.970047080847673,3.7496667719975707,1.3510378596251689,2.661746806288796,1.7054571400618834,699911.3791783967,3756451.1941327737,2360072.1388577083,-0.13771622346990287,0.04494761784437096,0.28176233783793186,0.3267099556823028,-1.4364898381968976,1.1386762820848422,1.7549950457163044,-0.15243651716686496,-0.18784337489680916,6.110405685874485,8.920162117857982,0.06572713808493652,0.22259680754457412,0.0192403536390656,-149.09849366379774,155.18017444434125
2020-05-22,4.903258548961063,4.982090684618726,5.184259164662777,5.307615363209706,5.307615363209706,-5188981.641325932,5.245585144572452,5.013290451516735,3.7598898018540425,1.347107444122941,2.6248725755398947,1.7071111413384394,527221.9840220147,3343577.1230309983,2344434.0097449315,0.07924265615659411,0.04529432172138795,0.2877028273083864,0.3329971490297745,-1.5986538695913601,1.1205919861693394,0.8429699008669579,-0.1407272569896501,-1.4471118019105877,6.110405685874485,8.920162117857982,0.06572713808493652,0.22259680754457412,0.0192403536390656,-149.09849366379774,155.18017444434125
2020-05-26,6.763682008333099,6.245587372994379,6.154710053500899,5.430210509835966,5.430210509835966,12964511.903963484,5.278564063016911,5.091746930177065,3.7742708561059457,1.3219283769549006,2.638662943797985,1.7059731424927584,920014.9352705345,3048362.568194753,2341403.381346681,-0.21958951644179664,0.03603312300280317,0.2994137666216226,0.3354468896244257,-2.3982448194544106,1.1472292847083008,0.941786932934923,-1.341025131413405,-1.8024488442399775,6.110405685874485,8.920162117857982,0.06572713808493652,0.22259680754457412,0.0192403536390656,-149.09849366379774,155.18017444434125
2020-05-27,4.628830814706092,4.466833250712504,4.211682131867462,5.045944229352841,5.045944229352841,-7169481.327299826,5.425748962787592,5.245641277942772,3.784668014109999,1.0996025467658803,2.6411729938841866,1.705770162210507,-1373669.740158685,3012950.0278378795,2360022.4026204804,0.08628048532381175,0.03375844855751746,0.32643932688931165,0.36019777544682907,-1.3658992864335955,1.0943160028255758,0.5385735866993284,-1.3406667779491124,-0.30662774859487446,6.110405685874485,8.920162117857982,0.06572713808493652,0.22259680754457412,0.0192403536390656,-149.09849366379774,155.18017444434125
2020-05-28,3.8707729494643672,5.675670716851059,4.824590805352386,4.833795345845424,4.833795345845424,1243358.3644055128,5.157239715636166,5.069151578729919,3.7967144036244793,0.8207324775204373,2.63758071733537,1.7024862640303797,-3693050.4726673774,2947819.019192812,2328754.809204121,0.2221777293433417,0.017228035405892125,0.2890374000280141,0.3062654354339063,-0.16124925176370952,1.1198509148751294,0.8019729418820346,-0.5168182705419783,0.29456798685039554,6.110405685874485,8.920162117857982,0.06572713808493652,0.22259680754457412,0.0192403536390656,-149.09849366379774,155.18017444434125
2020-05-29,5.354314051258193,4.795797676285574,5.5730537118176855,5.564245861208931,5.564245861208931,2329088.921767827,5.236362261890574,5.0447347053751415,3.8234245311924466,0.7968520585754768,2.6479804275208463,1.6773402590140432,-2405958.456923762,3040368.7776550273,2061555.1928180554,0.038458860245306654,0.03728196564845201,0.277198571609124,0.31448053725757596,-0.2519854648342956,1.1453831949520032,0.9473569196944643,-0.6571979053135429,-0.9273194975672943,6.110405685874485,8.920162117857982,0.06572713808493652,0.22259680754457412,0.0192403536390656,-149.09849366379774,155.18017444434125
