Date,Open,High,Low,Close,Adj Close,Volume,AA.csv_MA_5,AA.csv_MA_20,AA.csv_MA_250,AA.csv_realVolatility20,AA.csv_realVolatility60,AA.csv_realVolatility250,AA.csv_avgVolume_20,AA.csv_avgVolume_60,AA.csv_avgVolume_250,AA.csv_log1DayRet,AA.csv_logMA5_20,AA.csv_logMA20_250,AA.csv_logMA5_250,AA.csv_log1DayRange,AA.csv_HL_20_realVol_20,AA.csv_HL_5_realVol_20,AA.csv_logD2,AA.csv_logD5,AA.csv_Mean,AA.csv_Variance,AA.csv_Skewness,AA.csv_Kurtosis,AA.csv_Shape,AA.csv_Location,AA.csv_Scale
2020-05-15,-0.2343607214696135,-0.2403200442845374,0.0283589084840967,-0.2282030377791377,-0.2233699521166787,-1766008.0040371865,-0.17080161433010815,0.1276366488230083,0.567914514462391,0.35703433685729136,0.8063273304979273,0.932234556784926,441901.14477934747,809745.434610344,429732.8748810865,-0.04803209816151629,0.2913151867380447,-1.492783358534236,-1.2014681717961915,-1.3142380962811313,1.2371678349554625,0.4840312957417045,-2.724036573724406,-0.1127217662056805,1.9122316171887448,5.1977909471156405,1.1715539800798747,4.725929331329168,0.11329235530599886,-17.626948759178724,19.412682465404004
2020-05-18,0.2633862742555388,0.8468113236901607,0.4017240510449777,1.0533421700082677,1.031035708601603,5522365.788282747,0.009020478889864236,0.17547259980112856,0.5665030496245251,0.40971865283806075,0.8155985241554378,0.9312607589448921,803327.0798593601,917244.8389938346,453169.1292211687,1.364697440272738,-2.9679854795597267,-1.17199955949961,-4.1399850390593365,-0.8094848977407955,1.2849029983373936,0.5719657677226325,0.23577397671635053,-0.10634937541867454,1.9122316171887448,5.1977909471156405,1.1715539800798747,4.725929331329168,0.11329235530599886,-17.626948759178724,19.412682465404004
2020-05-19,0.8742030979235462,0.7598618283044054,0.8866325839055413,0.4847047118303207,0.4744398970848449,376563.3872852111,0.15165477406837072,0.20058250999036292,0.565861605472331,0.41199045766152914,0.8217528493805398,0.9312687546355335,909064.7876861461,924706.9336810107,457349.01910488517,-0.6111777819051336,-0.27961896877157716,-1.0371238517612025,-1.3167428205327796,-2.0653748976395785,1.2701211041441678,0.5981341378494002,-0.35980863568086013,-0.3380333883351135,1.9122316171887448,5.1977909471156405,1.1715539800798747,4.725929331329168,0.11329235530599886,-17.626948759178724,19.412682465404004
2020-05-20,0.7671496906182043,0.7704000832068258,0.9345246882279534,1.0229880843351324,1.0013236956303375,864205.2546638045,0.40971538003406016,0.23744199904412366,0.5703765925685995,0.44926617556158016,0.8401775596339429,0.9306300477297806,880601.0595326027,923479.6262220411,457547.5045393264,0.2663961531958533,0.5455393444961211,-0.8763734522883233,-0.3308341077922021,-1.8071293529355528,1.2447175850414116,0.495699798625464,-3.516203837805324,0.25487709763104555,1.9122316171887448,5.1977909471156405,1.1715539800798747,4.725929331329168,0.11329235530599886,-17.626948759178724,19.412682465404004
2020-05-21,0.7559501467135483,0.541768851734183,0.6289025044621921,0.615130840114519,0.6021063841112033,-547868.2409009095,0.577107146662262,0.27166912981226365,0.5719953936553809,0.4496893626937135,0.8488989623211604,0.930330605441816,208323.72463091867,929111.3743571497,452191.7666628886,-0.22754128301579946,0.7534430540652217,-0.74454604697208,0.008897007093141666,-2.440312100881429,1.2095327168561962,0.6391520678944594,-2.058333985574833,-0.17798039352419737,1.9122316171887448,5.1977909471156405,1.1715539800798747,4.725929331329168,0.11329235530599886,-17.626948759178724,19.412682465404004
2020-05-22,0.6300612389665838,0.4687495142425382,0.5454548510094837,0.4880444566195541,0.4777088213129987,-4563344.763533991,0.7173229013481975,0.3008811748477366,0.5738301493576256,0.44275092580968767,0.8539249210866094,0.9296877532005766,121227.37346039596,819736.6364929848,432615.4789169555,-0.2768156329255706,0.8688106709178337,-0.6456180266281975,0.2231926442896361,-2.5677839932779145,1.1924795873061667,0.6992573114145088,-0.6469988375627604,-0.3551350253227138,1.9122316171887448,5.1977909471156405,1.1715539800798747,4.725929331329168,0.11329235530599886,-17.626948759178724,19.412682465404004
2020-05-26,0.9524509993921626,1.0803970973418575,1.104713567863973,1.0359520448582842,1.014012939541015,2088261.775234388,0.7139183475360799,0.3412420907211002,0.5767939641916657,0.469695524423188,0.8684431104847166,0.9299060970604571,296300.06560519326,840327.4147192615,445193.14278184215,0.06263228348842981,0.7381764277504033,-0.5248929527593201,0.21328347499108308,-3.7166013589738,1.1108588115467968,0.7340564114268286,-0.8869587625664507,-4.073203474558581,1.9122316171887448,5.1977909471156405,1.1715539800798747,4.725929331329168,0.11329235530599886,-17.626948759178724,19.412682465404004
2020-05-27,1.1366204439555343,1.5575801080157057,1.0938958735025714,1.7468480898988448,1.7098544937240847,3474508.993503079,0.9610012668639278,0.3970326312874538,0.5851270060136193,0.5590689348403202,0.9052900724804792,0.9306908915242806,343103.4014675444,886255.947362911,456079.740616066,0.40834893884595896,0.8839572552580256,-0.3878104559767965,0.4961467992812291,-0.7685514874874172,1.1520559213566268,1.081485254064295,0.208757098714874,0.21140661952412387,1.9122316171887448,5.1977909471156405,1.1715539800798747,4.725929331329168,0.11329235530599886,-17.626948759178724,19.412682465404004
2020-05-28,1.6952013184731705,1.9520122115955976,1.3343107060709034,0.8877060246836459,0.8689080581293931,6153711.464930307,0.934518139363739,0.38188016138688285,0.589757580716516,0.5407679428158194,0.9155086069565809,0.9292042923231707,566448.4391473292,923762.3010173663,482125.01776470564,-0.6683194669767659,0.8949241917350955,-0.43460472658264077,0.46031946515245464,-0.4817499389759944,1.2216250422122534,1.3494811327321776,-1.9302984779513048,-2.0218095344402562,1.9122316171887448,5.1977909471156405,1.1715539800798747,4.725929331329168,0.11329235530599886,-17.626948759178724,19.412682465404004
2020-05-29,0.5039973208583799,0.168295625491825,0.5656687681407409,0.5911114431567475,0.5785943328318295,-4094390.6736751646,0.9298157291078641,0.40064856978658836,0.5904548149966871,0.5407550054884245,0.9215318042403082,0.9291299572557047,374031.2117785929,862364.5120607386,464243.5103813968,0.13803064557221506,0.8419017672856043,-0.3878084543206235,0.45409331296498073,-0.9228795338132648,1.2535964000394115,1.3941857604038124,0.12333219799586438,-3.7502421688805807,1.9122316171887448,5.1977909471156405,1.1715539800798747,4.725929331329168,0.11329235530599886,-17.626948759178724,19.412682465404004
2020-06-01,0.61797465855427,0.756296509799772,0.8555869815456258,0.9524330588592668,0.9322635022482988,-3374345.946633388,1.0207266652949243,0.4530751494804205,0.5910823578374238,0.5388264157385291,0.926899280236375,0.9293083214197879,264780.35849425074,706510.2393250444,448279.0572842996,0.4111680514185388,0.8122120649685372,-0.2658973564430454,0.5463147085254917,-2.30970566675592,1.1519577450563518,1.3579401964548672,-2.758994438750221,-0.7884370625126127,1.9122316171887448,5.1977909471156405,1.1715539800798747,4.725929331329168,0.11329235530599886,-17.626948759178724,19.412682465404004
2020-06-02,1.062089737836728,1.1092891751166478,1.227196015498289,1.2364156846065422,1.2102337026682273,-847883.7444500686,1.0599708179203666,0.5026480064875813,0.5953559017089968,0.5612761822955966,0.931847274555033,0.9296906380904372,343020.83348485804,675074.591529896,434453.1059671349,0.1305750655054579,0.7461065196247894,-0.16926924401696594,0.5768372756078234,-2.1378604546176536,1.062128967190287,0.8385687558543158,-0.45943666504678843,-1.6285149111136317,1.9122316171887448,5.1977909471156405,1.1715539800798747,4.725929331329168,0.11329235530599886,-17.626948759178724,19.412682465404004
2020-06-03,1.431663459716745,1.7454995203192878,1.4193371791615323,1.8235659767749643,1.7849462028854486,1621175.921695386,1.0749891597526395,0.5805780310790516,0.6000942027084465,0.625429201462653,0.8878950975832929,0.9327300108577526,413342.6314976652,685568.2181346136,441508.5791946633,0.22055124958389244,0.6160416439920791,-0.03306243483849739,0.5829792091535818,-1.1203600425543094,0.8567999484640113,0.7938635637857199,-0.15936778118808548,-2.589045123625004,1.9122316171887448,5.1977909471156405,1.1715539800798747,4.725929331329168,0.11329235530599886,-17.626948759178724,19.412682465404004
