Date,Open,High,Low,Close,Adj Close,Volume,AXP.csv_MA_5,AXP.csv_MA_20,AXP.csv_MA_250,AXP.csv_realVolatility20,AXP.csv_realVolatility60,AXP.csv_realVolatility250,AXP.csv_avgVolume_20,AXP.csv_avgVolume_60,AXP.csv_avgVolume_250,AXP.csv_log1DayRet,AXP.csv_logMA5_20,AXP.csv_logMA20_250,AXP.csv_logMA5_250,AXP.csv_log1DayRange,AXP.csv_HL_20_realVol_20,AXP.csv_HL_5_realVol_20,AXP.csv_logD2,AXP.csv_logD5,AXP.csv_Mean,AXP.csv_Variance,AXP.csv_Skewness,AXP.csv_Kurtosis,AXP.csv_Shape,AXP.csv_Location,AXP.csv_Scale
2020-05-15,5.153643814065156,2.135596240612095,5.629014600037138,2.242986197738404,2.1648839973066245,-1927152.85026396,1.3586531925996197,3.0350631657847202,5.621434959478744,3.222682402614297,5.609108492249741,3.9751765442407634,185415.8450435982,897107.1338853283,332930.6278619494,-0.8673372221030134,-0.8037383272262646,-0.6163547254377788,-1.4200930526640434,1.2508807294586544,0.8894430518074987,1.2686383119628446,1.5995667722549411,1.47196314501661,8.163737437307855,17.27476122156631,-0.49113390308436194,2.666282761234328,0.009084927211048583,-446.91925158345583,455.0448005300897
2020-05-18,7.599647116160519,8.173691318769556,8.378301438555233,8.995356848959887,8.600706291369796,921736.6714308708,2.852446155869039,3.4242492601672803,5.622637089739608,3.40553071201991,5.638549910192153,3.97603522218317,308583.10244025395,899827.7775484659,335628.4505298946,0.12374251266055677,-0.1827053271194983,-0.4959185333240457,-0.6786238604435441,-1.5866489653697116,0.9400360425892786,1.1887815225803586,1.1028118714576958,2.0107564107395337,8.163737437307855,17.27476122156631,-0.49113390308436194,2.666282761234328,0.009084927211048583,-446.91925158345583,455.0448005300897
2020-05-19,7.0212030051636845,6.422951449445272,6.472333081245552,4.91598410568745,4.710949186619402,-2217651.84500242,3.6557234851441023,3.6747682344704664,5.612284264129989,3.2998386028159334,5.657010796434457,3.9750218262273536,161502.9636953342,802032.3150002545,327888.1176870246,-0.39904515806653756,-0.005196047660580206,-0.42346774864135556,-0.4286637963019358,-3.008176749837916,1.108378982302292,1.9066415622513193,0.9345491044078851,1.3903826542430222,8.163737437307855,17.27476122156631,-0.49113390308436194,2.666282761234328,0.009084927211048583,-446.91925158345583,455.0448005300897
2020-05-20,6.41633066960209,6.957354477068208,7.661754490404462,8.303959307160042,7.939641191076781,-520847.9650132177,5.8008523435116714,3.9640145622766263,5.620514033188512,3.4112435679340005,5.704661901032381,3.9777118179170086,228289.03676300365,739200.1912756966,324649.85969797993,0.21302167668144667,0.3807475724404686,-0.3491658346102588,0.0315817378302096,-0.35040888342730014,1.0904351138890742,1.8773881815785711,-0.41390295639604735,2.372637536840755,8.163737437307855,17.27476122156631,-0.49113390308436194,2.666282761234328,0.009084927211048583,-446.91925158345583,455.0448005300897
2020-05-21,6.540809934316094,5.965621436318564,6.568618789813812,5.52132303167248,5.286101285765682,693879.285878961,5.740456390427657,4.125497034492951,5.611340509792098,3.3925821318800664,5.722803679415194,3.975819923909773,267424.91859956225,754196.6463602239,330922.1454802031,-0.2129800238340999,0.3303522119598141,-0.30760313530432276,0.02274907665549157,-0.5058424711613516,1.0860787689947664,1.5796849392080914,-0.5531207529097012,-1.1973952657722893,8.163737437307855,17.27476122156631,-0.49113390308436194,2.666282761234328,0.009084927211048583,-446.91925158345583,455.0448005300897
2020-05-22,5.368641272110239,4.084636764981255,5.021540240177117,4.949542497925201,4.740137102446532,-2197890.488267012,6.255507011455639,4.216496504528915,5.6065304003862115,3.382944483867682,5.70477187477027,3.9761448849109207,-1101.3394122989616,657623.8071805193,322329.6510781107,-0.12450879469646085,0.3944576265872727,-0.2849274902167231,0.10953013637054956,-0.06517501678236763,1.0769473249271166,1.2107524163785004,1.1629958254931856,0.9459478225434502,8.163737437307855,17.27476122156631,-0.49113390308436194,2.666282761234328,0.009084927211048583,-446.91925158345583,455.0448005300897
2020-05-26,9.51189806205852,10.24191195486479,9.862940486177813,10.033162788901222,9.585365214550071,1833387.9008831787,6.452438796091694,4.469632146603295,5.6232882751480275,3.5901284318144215,5.772959612919784,3.9840741501109274,78765.57653894648,600787.6606201832,329945.9058094057,0.0076940359311111015,0.367152055849699,-0.2296104837250835,0.1375415721246155,-0.9702943572427255,1.0851413400407148,1.1802235182501528,1.4584438286941916,-0.01545996865862328,8.163737437307855,17.27476122156631,-0.49113390308436194,2.666282761234328,0.009084927211048583,-446.91925158345583,455.0448005300897
2020-05-27,13.34257235282977,13.612970101961793,11.367458436741536,14.401228500211822,13.748613095559236,5174273.816878782,8.25997157787966,4.825269402972479,5.655114288120716,4.12800941984079,5.969075334119567,4.017071022573117,341235.1168359866,656830.1624475301,353506.3076333822,0.02997810130241256,0.5375545785471078,-0.1586937514195917,0.37886082712751606,0.8089334084643626,1.0994075620311154,0.6603539764625446,2.198165911155009,2.201400723855946,8.163737437307855,17.27476122156631,-0.49113390308436194,2.666282761234328,0.009084927211048583,-446.91925158345583,455.0448005300897
2020-05-28,11.242210462291098,10.630555578253237,9.973542635816187,7.106982323423878,6.794519445284983,1014805.686864446,8.0309472287213,4.538259820501927,5.665539215573854,3.7456201661902857,5.974402731862516,4.016630855668843,268663.4026064215,650268.026084494,354649.0437032735,-0.50355916218678,0.5707588431109888,-0.22185843450866374,0.348900408602325,-0.4200515613961986,1.064571384274641,0.6646038522286928,1.0263446930004532,0.13551095955620374,8.163737437307855,17.27476122156631,-0.49113390308436194,2.666282761234328,0.009084927211048583,-446.91925158345583,455.0448005300897
2020-05-29,3.3522931737829538,3.779879098508914,5.186780080378213,4.491049347297974,4.300156268056036,-304075.2749441564,7.833758225179372,4.568896784125417,5.662059406878511,3.7407973078942676,5.932025604933793,4.017438556331967,324825.51297367056,649616.6322877107,352285.6349115803,0.24900672230658566,0.5391706006710346,-0.21451590698989084,0.32465469368114375,0.3413894002963723,1.0695249517065228,0.6845533287118918,2.245851429494061,-0.01415468890627605,8.163737437307855,17.27476122156631,-0.49113390308436194,2.666282761234328,0.009084927211048583,-446.91925158345583,455.0448005300897
