Date,Open,High,Low,Close,Adj Close,Volume,TOST.csv_MA_5,TOST.csv_MA_20,TOST.csv_MA_250,TOST.csv_realVolatility20,TOST.csv_realVolatility60,TOST.csv_realVolatility250,TOST.csv_avgVolume_20,TOST.csv_avgVolume_60,TOST.csv_avgVolume_250,TOST.csv_log1DayRet,TOST.csv_logMA5_20,TOST.csv_logMA20_250,TOST.csv_logMA5_250,TOST.csv_log1DayRange,TOST.csv_HL_20_realVol_20,TOST.csv_HL_5_realVol_20,TOST.csv_logD2,TOST.csv_logD5,TOST.csv_Mean,TOST.csv_Variance,TOST.csv_Skewness,TOST.csv_Kurtosis,TOST.csv_Shape,TOST.csv_Location,TOST.csv_Scale
2023-02-10,0.6229087374579834,0.6636743963733771,0.9444723881797116,1.4379266285294283,1.4379266285294283,-1795539.6246643737,1.626909449810474,2.0473494609876135,0.8645564626763641,0.7372053930820963,0.9031036110877231,1.1691273767231418,446409.23636312335,-35306.704924537946,354755.25756048015,0.8365574944780514,-0.22986383872228924,0.8620846741832373,0.6322208354609481,-1.2701197585428976,1.072967778527508,1.429970077763846,-1.6588242235625708,-0.7074118466035746,0.9167341359406137,1.137773294755459,-0.4000426360866715,1.6547327655700377,0.00393223823291939,-269.4987045919988,270.41838652227153
2023-02-13,2.484052779564337,2.870865426991255,2.692685728821345,2.653935330410139,2.653935330410139,4046771.707549561,1.8568730763337193,2.0819313317744075,0.8698312059294436,0.7491313768522965,0.9203928884517292,1.1742231747733995,641013.9899942501,6392.748525230315,372044.15703235817,0.06615215711722741,-0.11440205652771639,0.8727520901223245,0.7583500335946082,-1.7249626976527421,1.0707334220844629,1.3719548450108792,0.399927557120187,0.1396037843177256,0.9167341359406137,1.137773294755459,-0.4000426360866715,1.6547327655700377,0.00393223823291939,-269.4987045919988,270.41838652227153
2023-02-14,2.0062550995437984,3.490176427502515,2.1381525865136286,3.277271643208497,3.277271643208497,5625572.904126767,2.0319283208247456,2.1494458584584324,0.8748853458847957,0.7939383258032309,0.9379988008341872,1.1818610327473924,860286.6818239484,174723.89704179662,386364.12950264715,0.4907414104284616,-0.05622481475757336,0.8988725031516037,0.8426476883940304,0.3016026113328171,1.1413258844340946,0.9243995407436808,0.6094095379653186,-0.13321575963599136,0.9167341359406137,1.137773294755459,-0.4000426360866715,1.6547327655700377,0.00393223823291939,-269.4987045919988,270.41838652227153
2023-02-15,3.283794931754468,2.934866173319417,3.438308418493879,3.40659112991386,3.40659112991386,2512225.97263164,2.387588686598727,2.2290625685109045,0.902434992135583,0.83721686315385,0.96082556191561,1.1599918558005669,988572.9685477989,240570.0287953434,361501.2180285452,0.03671237766062338,0.0687028146766869,0.9042397464696691,0.972942561146356,-0.6862862801069846,1.0961286090653608,0.7574574155205898,-0.2841472612595913,0.5756588802041682,0.9167341359406137,1.137773294755459,-0.4000426360866715,1.6547327655700377,0.00393223823291939,-269.4987045919988,270.41838652227153
2023-02-16,-1.435123688338564,-1.6389753497765795,-2.7457662870015245,-3.1662560598693474,-3.1662560598693474,27999294.84555915,1.5218937344385153,2.0393332486535747,0.8992213608849309,1.4353595656691458,1.1198179299743598,1.1701427600791916,2382739.7176962825,731534.2869723442,461372.82497973583,0.7912987967654421,-0.2926674782209604,0.8188489602296822,0.5261814820087217,0.10146478062908022,1.136343620313969,0.8676832174830912,1.8630761701206071,1.465215230722432,0.9167341359406137,1.137773294755459,-0.4000426360866715,1.6547327655700377,0.00393223823291939,-269.4987045919988,270.41838652227153
2023-02-17,-0.6997539118117668,-1.5114598664647847,-0.9661450406569774,-0.979123961600468,-0.979123961600468,-4548297.727894696,1.038483616412536,1.862987458701993,0.9029856419947087,1.57906504004844,1.155672548868803,1.1625253290582185,2192367.9133232734,678877.9427875321,448030.72525976953,0.33592953646957524,-0.5844197718151986,0.7242299858508073,0.13981021403560884,-0.6063919890687048,1.1424673659357467,0.7981629927771706,1.47835268927073,0.8825480324621211,0.9167341359406137,1.137773294755459,-0.4000426360866715,1.6547327655700377,0.00393223823291939,-269.4987045919988,270.41838652227153
2023-02-21,-0.7878245925759959,-0.5765657875883328,-0.3304396436804371,-0.0485049725833786,-0.0485049725833786,-7204267.008450462,0.49799555581383254,1.6882652272058447,0.912607740361528,1.5879975822179366,1.1664344772713682,1.1444425821486774,1624071.1265336662,597406.318508821,422877.8662812089,-2.7876091466452024,-1.2208656350187654,0.6151506378191771,-0.6057149971995884,-1.4019110943631727,1.1360566513974535,0.6810101810537124,1.1371119365592468,0.9941551807381339,0.9167341359406137,1.137773294755459,-0.4000426360866715,1.6547327655700377,0.00393223823291939,-269.4987045919988,270.41838652227153
2023-02-22,0.5484081711841355,0.6806336885681912,0.8553607319789549,0.9009529557074814,0.9009529557074814,-3494835.578445843,0.022731818313629425,1.6524180180483987,0.9286431775083736,1.597731922023029,1.167488201148657,1.1156044982993012,1496316.5994469232,577715.6199304013,406323.02729502216,0.49643319520278484,-4.286229328766806,0.5762703877025518,-3.709958941064254,-1.7445302746765208,1.1373750055423222,0.7236514816247854,0.6313126894666002,0.8655525202421956,0.9167341359406137,1.137773294755459,-0.4000426360866715,1.6547327655700377,0.00393223823291939,-269.4987045919988,270.41838652227153
2023-02-23,1.4250010041011194,1.0114960872410794,1.3578084280248657,1.1229080599779149,1.1229080599779149,-3430394.9019959345,-0.4340047956735596,1.589735443307758,0.9314185380091119,1.5924098970678733,1.1676336217935612,1.1152196706272484,1240483.3344351836,555926.026407057,393100.3604456162,-0.23825071595871766,-1.298267309535094,0.5346141597822669,-0.7636531497528272,-1.0604141921019077,1.0913105687822067,0.7195564305777121,0.15821074024021406,0.8257895211918148,0.9167341359406137,1.137773294755459,-0.4000426360866715,1.6547327655700377,0.00393223823291939,-269.4987045919988,270.41838652227153
2023-02-24,0.6428128612315884,0.2358506454772921,0.0730847269052716,-0.0591494307211935,-0.0591494307211935,1974411.4364843145,0.1874165301560712,1.4661718496148257,0.9314880508400121,1.620863285930987,1.1731075600961924,1.1151571318004896,1325592.1137606434,579438.5557971561,408547.1906983572,-2.385786675748574,-2.05707652526097,0.4536267369614368,-1.6034497882995333,-1.8154421927102096,1.0757256409285092,0.5022088491036056,-0.04071534767736221,1.1336919488269042,0.9167341359406137,1.137773294755459,-0.4000426360866715,1.6547327655700377,0.00393223823291939,-269.4987045919988,270.41838652227153
2023-02-27,0.5071034939370644,0.355393446703026,0.4586571145604026,0.0283227589491392,0.0283227589491392,-2500590.440238305,0.38890587426599266,1.3461270328073882,0.931235705161141,1.6346332743647802,1.1676057616551405,1.1153551145131457,1172466.189109008,520378.7150502117,397842.25445605576,-2.88504942821196,-1.2416495378942847,0.36847446435233167,-0.8731750735419529,-2.2704696795593393,1.0886483700951797,0.4555445737012133,0.09037557101406958,0.007419130611180846,0.9167341359406137,1.137773294755459,-0.4000426360866715,1.6547327655700377,0.00393223823291939,-269.4987045919988,270.41838652227153
2023-02-28,0.0336544894865564,0.0524034060223463,0.5430817035423559,0.2967957093526223,0.2967957093526223,1208749.0070204483,0.45796601065319287,1.290565791522201,0.9361411406697255,1.6512199203467657,1.1744016098039967,1.109821373294131,1296117.0243140478,286751.3341180961,403613.67571757134,2.1768975905042596,-1.036041030466237,0.3210697428553868,-0.7149712876108502,-0.7119665644575628,1.0975992383415503,0.6255078391668376,-1.0329786609211205,-1.063339699679363,0.9167341359406137,1.137773294755459,-0.4000426360866715,1.6547327655700377,0.00393223823291939,-269.4987045919988,270.41838652227153
2023-03-01,0.2756674605979157,0.1248264139899291,-0.0720955223039414,-0.0243195964156708,-0.0243195964156708,525264.008454456,0.2729115002285624,1.1933504232908574,0.934157555956769,1.6693483172833128,1.1861620432559419,1.1110974487617375,1286995.3894266225,353421.74754556135,401636.9320684025,-2.4279128241823473,-1.4753725441756056,0.24487499835396073,-1.230497545821645,-1.6249478912445297,1.0855375950591983,0.6170323090392688,-2.944234248193866,-0.0776669339268277,0.9167341359406137,1.137773294755459,-0.4000426360866715,1.6547327655700377,0.00393223823291939,-269.4987045919988,270.41838652227153
2023-03-02,-0.1599408943270557,-0.1600818216132626,0.1738238476161751,0.1681947039569244,0.1681947039569244,-1060946.6028568372,0.08196882902436432,1.069995291853057,0.9375643330840387,1.648207253737198,1.1919379245312351,1.1074171813541254,1153519.9841309984,425534.8155721804,390241.6307504066,0.05031792393216073,-2.5690704861630906,0.1321241498624463,-2.4369463363006445,-1.0968967533523553,1.0772713151552353,0.6107680416066067,-2.0510406492021964,-0.04634413431902352,0.9167341359406137,1.137773294755459,-0.4000426360866715,1.6547327655700377,0.00393223823291939,-269.4987045919988,270.41838652227153
2023-03-03,0.5605048466831519,0.8760547053706329,0.9324752121609272,0.928048791782036,0.928048791782036,-2102226.0000952343,0.27940847352501025,0.9285529617890497,0.9493254018245534,1.5220442256955904,1.1717368515127822,1.091462160501637,820172.5956471501,407825.27613309224,380753.0028474496,0.5042464192098193,-1.2009526453865826,-0.022124209682653422,-1.2230768550692361,-2.8749225909903817,1.1119739444397911,0.8732411646812109,-0.04880335664886017,-0.012884426376364885,0.9167341359406137,1.137773294755459,-0.4000426360866715,1.6547327655700377,0.00393223823291939,-269.4987045919988,270.41838652227153
2023-03-06,0.9833257417214476,0.6865247636578662,0.7103051811463938,0.3642687542511904,0.3642687542511904,-639895.1524097347,0.3465976725854204,0.8502241532686057,0.9575191680796956,1.507994019910812,1.169114633018753,1.0792331732232512,896067.4466144461,377580.0767535403,377731.63820598536,-0.9930485092968476,-0.8973353621751213,-0.11884571528977948,-1.016181077464901,-3.738892831585652,1.1991214433811626,1.2653135826959965,-1.6292628834791434,-1.09080486020481,0.9167341359406137,1.137773294755459,-0.4000426360866715,1.6547327655700377,0.00393223823291939,-269.4987045919988,270.41838652227153
2023-03-07,0.4456645614804539,0.7091816864204681,0.5711457206100459,0.5593003863000341,0.5593003863000341,589169.8894650503,0.3990986079749028,0.8029833126939119,0.9624631106242084,1.5012152954364248,1.171696397304433,1.0745376511684583,988510.0188492555,414793.84195611055,378422.9992978303,0.2271201277683343,-0.6991254083896672,-0.18116180627552544,-0.8802872146651927,-1.980241005966244,1.1499698301638612,1.0487574397042696,-0.9976406954540614,-1.3374863801666572,0.9167341359406137,1.137773294755459,-0.4000426360866715,1.6547327655700377,0.00393223823291939,-269.4987045919988,270.41838652227153
