Date,Open,High,Low,Close,Adj Close,Volume,CCJ.csv_MA_5,CCJ.csv_MA_20,CCJ.csv_MA_250,CCJ.csv_realVolatility20,CCJ.csv_realVolatility60,CCJ.csv_realVolatility250,CCJ.csv_avgVolume_20,CCJ.csv_avgVolume_60,CCJ.csv_avgVolume_250,CCJ.csv_log1DayRet,CCJ.csv_logMA5_20,CCJ.csv_logMA20_250,CCJ.csv_logMA5_250,CCJ.csv_log1DayRange,CCJ.csv_HL_20_realVol_20,CCJ.csv_HL_5_realVol_20,CCJ.csv_logD2,CCJ.csv_logD5,CCJ.csv_Mean,CCJ.csv_Variance,CCJ.csv_Skewness,CCJ.csv_Kurtosis,CCJ.csv_Shape,CCJ.csv_Location,CCJ.csv_Scale
2020-05-15,0.4187745377670335,0.3902492284260876,0.5031187172834866,0.4681847280478788,0.4614631932007924,-604950.4502512072,0.5310257617262779,0.8312839394719068,0.48489169267945886,0.30029222643660314,0.5306531912723543,0.3226098827688986,102883.53633532926,374354.8823598157,192082.75051528122,0.09706961697603683,-0.44816088501930373,0.5390458686402393,0.0908849836209356,-2.181523093620595,1.0318699870573325,0.8125011352707271,-3.2339487509145526,-0.6722111268738937,1.2793609239675146,1.0958726946121558,0.8151125487758754,0.6195709325894572,0.18250247289195748,-4.298840538605091,5.485101449878248
2020-05-18,0.6838482138875523,0.6393426267881841,0.5368362631082855,0.477180919135745,0.4703301360172212,-536000.5788887066,0.4607243072431066,0.8116962079493325,0.48442751209807294,0.3107713981850137,0.5306515143572613,0.3225467571897834,104906.4923986408,361606.03660981316,184855.16504065026,-0.37430111829324625,-0.566326309923503,0.51615833571218,-0.050167974211323206,-2.2778303976489105,1.0321954468742895,0.790888254341195,-1.1137207886927332,-1.045524878284402,1.2793609239675146,1.0958726946121558,0.8151125487758754,0.6195709325894572,0.18250247289195748,-4.298840538605091,5.485101449878248
2020-05-19,0.2992743064662191,0.393150933712965,0.4984188501778481,0.5170158342949716,0.5095936728475037,256796.38963414915,0.40108874139270156,0.8094248976088281,0.48530663542346947,0.31290476135246886,0.5300899244318813,0.32231362089885984,193116.14752486572,363891.3304562224,185842.98728639344,0.5322531225063895,-0.7021412894884946,0.5115430633971728,-0.19059822609132185,-2.251246593211885,1.0309800719849165,0.5434118294012185,-3.033839630067258,-1.21006522800025,1.2793609239675146,1.0958726946121558,0.8151125487758754,0.6195709325894572,0.18250247289195748,-4.298840538605091,5.485101449878248
2020-05-20,0.6463140531625973,0.6297747236189215,0.6702254321546643,0.825010474751048,0.8131655135902243,-284672.5876431726,0.4793095262858163,0.8114314143102858,0.48685512367241296,0.3127877759008263,0.5286587233779386,0.32295704110272533,133799.81233795197,350264.15724816074,185495.5647769969,0.22964913652298855,-0.5264532848233202,0.5108332747063379,-0.015620010116982386,-3.2076711192962413,0.8430168522584024,0.4228041899427765,-1.0705048957952268,-0.9387819628410115,1.2793609239675146,1.0958726946121558,0.8151125487758754,0.6195709325894572,0.18250247289195748,-4.298840538605091,5.485101449878248
2020-05-21,0.7677695337243655,0.6633994009142725,0.5891733214287509,0.5002900831334456,0.4931075784267378,-1629871.5027629847,0.5495320188164958,0.7852716134179534,0.48781502633548257,0.3166068799499742,0.5270634487453201,0.32261602345943924,-179291.94544881693,321762.1081973848,179195.43464463032,-0.44276223975947576,-0.35696262114287086,0.47609337268762725,0.11913075154475643,-2.600639715015749,0.8211392208823325,0.42530000301230364,-4.1052380157772905,-1.0466487004155094,1.2793609239675146,1.0958726946121558,0.8151125487758754,0.6195709325894572,0.18250247289195748,-4.298840538605091,5.485101449878248
2020-05-22,0.3399299492775247,0.4564499675843372,0.5549982300937177,0.6551967474626164,0.6457915539743775,-955585.8343504936,0.5863976909712129,0.7574033546190784,0.48880608166651535,0.3020850639693259,0.5239324876637753,0.3227196355241645,-206785.74987835684,300637.4302250884,175812.8601307755,0.6417372150004431,-0.2558977316522944,0.4379300947680364,0.18203236311574195,-2.317208876087985,0.805562768079285,0.4033599267077927,-1.787524690877517,-1.6910365424036033,1.2793609239675146,1.0958726946121558,0.8151125487758754,0.6195709325894572,0.18250247289195748,-4.298840538605091,5.485101449878248
2020-05-26,0.8185124467007094,0.8528452285839894,0.90435378087456,0.9694590638905344,0.9555409073748348,299735.4518582169,0.6834398452427356,0.7639186393472478,0.4909408622453425,0.3050160204350024,0.5263082826352137,0.324037414272405,-103450.8225909586,252347.95020562175,172973.99732151377,0.15478897188038543,-0.11132264809011512,0.44213761344630714,0.330814965356192,-2.966007421204954,0.8131247993238041,0.41271267973735,-0.771252886046526,-0.7231719023284534,1.2793609239675146,1.0958726946121558,0.8151125487758754,0.6195709325894572,0.18250247289195748,-4.298840538605091,5.485101449878248
2020-05-27,0.9849885100378684,1.0896299441659796,0.8429371855445025,1.145767760993763,1.1293184784280923,545477.9031499671,0.8073848063588533,0.7713598616122507,0.4940408734471262,0.31230597236744834,0.5307375434037396,0.3264234704847489,-15945.825983195327,257104.57230474337,178155.72090967617,0.13673963715531276,0.045645379006886616,0.4455367577131349,0.49118213672002153,-1.3996116088509727,0.8139292469457368,0.7022003246786072,-0.7266482790751841,-0.4784797614456738,1.2793609239675146,1.0958726946121558,0.8151125487758754,0.6195709325894572,0.18250247289195748,-4.298840538605091,5.485101449878248
2020-05-28,1.0774266269808503,0.9469631999534718,1.0523460297097813,0.8368169074378766,0.8248032962353689,-959961.4847089826,0.8097123628878823,0.769863942987274,0.49552376346413846,0.311957119313577,0.5314802025821423,0.32708261038629477,-56325.89406333918,243555.6141743159,173806.1109699439,-0.26718579494947103,0.0504652752392683,0.44059849064043444,0.4910637658797027,-2.250155561683284,0.8107429852855259,0.5803455625795685,-2.034562932805805,-4.453498349228594,1.2793609239675146,1.0958726946121558,0.8151125487758754,0.6195709325894572,0.18250247289195748,-4.298840538605091,5.485101449878248
2020-05-29,0.8116061239292192,1.0232681328451436,0.938697972418442,1.1358723491789444,1.11956456521885,158677.59191042534,0.9350037602463047,0.7931510184258974,0.4973413944908397,0.32011567988926437,0.5356809215590689,0.32928424920527366,-20626.199769684765,246203.48525763006,175199.75261004484,0.32167995421465273,0.16453690805391047,0.46673694215451367,0.6312738502084241,-2.4701737882204116,0.6874257829825522,0.5665971161789851,-4.630086719699586,-0.46767516336033255,1.2793609239675146,1.0958726946121558,0.8151125487758754,0.6195709325894572,0.18250247289195748,-4.298840538605091,5.485101449878248
