Date,Open,High,Low,Close,Adj Close,Volume,FL.csv_MA_5,FL.csv_MA_20,FL.csv_MA_250,FL.csv_realVolatility20,FL.csv_realVolatility60,FL.csv_realVolatility250,FL.csv_avgVolume_20,FL.csv_avgVolume_60,FL.csv_avgVolume_250,FL.csv_log1DayRet,FL.csv_logMA5_20,FL.csv_logMA20_250,FL.csv_logMA5_250,FL.csv_log1DayRange,FL.csv_HL_20_realVol_20,FL.csv_HL_5_realVol_20,FL.csv_logD2,FL.csv_logD5,FL.csv_Mean,FL.csv_Variance,FL.csv_Skewness,FL.csv_Kurtosis,FL.csv_Shape,FL.csv_Location,FL.csv_Scale
2020-05-15,1.4182323110806383,1.776183188248936,1.9325977213789525,2.18884545825059,1.963752722750112,-103619.76096047576,1.2079009593606673,1.1302830786064835,1.221599725451027,1.0911467612641181,1.61188298621179,1.5266827044556843,-37839.74923016587,208499.88112217354,185363.5370969652,0.3254460523017688,0.06641599547478332,-0.07769313678438351,-0.011277141309600251,-1.855245532361793,0.7095332629223164,0.5674601200304624,0.6960450176423091,7.738725877089478e-05,1.848431385798168,2.7180402324397654,-0.7679942261454719,4.487450328017309,0.002816974285779263,-581.729548890974,583.5692981908744
2020-05-18,3.968433408261028,3.8694696999101934,4.373513880271364,3.2796825023374154,2.9256603210833383,1088751.8531675474,1.4215593256585002,1.2570758308199834,1.2217320149010353,1.146504248971956,1.651261719814475,1.5268295055350765,33253.90863378309,212535.48654526452,188762.11127186473,-0.3048512033264847,0.12296613117072995,0.02851871832304827,0.15148484949377827,-0.6850913553058657,0.7216864982669371,0.6395097142828203,0.3294771881143542,0.0660609536699147,1.848431385798168,2.7180402324397654,-0.7679942261454719,4.487450328017309,0.002816974285779263,-581.729548890974,583.5692981908744
2020-05-19,2.5488466211888685,3.029649226260535,1.917615014976619,2.994260867168336,2.672379192269553,-355960.256667414,1.8110320192671647,1.3461804970004665,1.2286918055455465,1.1850987914225053,1.6839850317240181,1.5294688281784214,43934.200575658804,204036.5478349858,183632.13240070618,0.04732820744694118,0.29662553813590337,0.09132129038143169,0.3879468285173351,0.10619096089823084,0.7851226629273077,0.848047423819906,-0.3444267325780399,0.6664763900373369,1.848431385798168,2.7180402324397654,-0.7679942261454719,4.487450328017309,0.002816974285779263,-581.729548890974,583.5692981908744
2020-05-20,3.4553435681267217,2.8542771662108457,3.968225505962885,3.11160380866864,2.7748140095991154,-55184.92309923167,2.374405092585336,1.4998606347089196,1.237601558790992,1.1595698380337793,1.7129389941328375,1.5319697606016425,6327.741494739358,187439.05553804542,177973.69326237583,-0.21933817173848558,0.45937472517923145,0.19219691379446063,0.6515716389736921,0.10791076677813079,0.8424078063626134,0.8071705017422678,-1.8914937652224286,1.0356246945646206,1.848431385798168,2.7180402324397654,-0.7679942261454719,4.487450328017309,0.002816974285779263,-581.729548890974,583.5692981908744
2020-05-21,2.851368373251674,3.864010921710168,3.287727645837716,3.553371177957043,3.1637878503255656,1361890.5192253024,2.700078819205537,1.6274730554058927,1.2734489832719031,1.1965142928179087,1.7512003899852346,1.470286956300391,49732.73255067664,202561.04934536252,87134.18286189226,0.10397098653919994,0.5062524257371973,0.24529958476018654,0.7515520104973837,-0.5511559407897649,0.8301997114655955,0.8034463837001549,-0.710479199888669,0.48757867505696656,1.848431385798168,2.7180402324397654,-0.7679942261454719,4.487450328017309,0.002816974285779263,-581.729548890974,583.5692981908744
2020-05-22,0.912515650659337,0.6673458444171594,-0.3518764109300214,0.352645054447084,0.3364470567791322,9932857.443338184,2.3746176860113413,1.5728806498834538,1.2887013489120185,1.2305059354977768,1.7485972979893951,1.4402847456271493,585898.6642652007,343208.59824561194,153468.11374306615,-0.99776443499101,0.41192770322025307,0.199273741962853,0.6112014451831062,0.019039841691530505,0.8676810463311714,0.38573390624842935,0.8913285336050227,0.48692568150162313,1.848431385798168,2.7180402324397654,-0.7679942261454719,4.487450328017309,0.002816974285779263,-581.729548890974,583.5692981908744
2020-05-26,3.1815836605640837,3.0543060262851824,3.595797535495226,2.7356112763600606,2.439629519744397,-3214236.373212169,2.277411525743553,1.568462346336213,1.3091264227001316,1.2270497547871317,1.7474668417445283,1.4200320150488843,392636.0194165382,137025.86046784106,148082.88559089892,-0.2655328876882098,0.37294376010419056,0.18073568033217446,0.553679440436365,-0.6134278927932162,0.8658637674497786,0.3639483073686965,-0.3227452218572743,-0.7214832798492756,1.848431385798168,2.7180402324397654,-0.7679942261454719,4.487450328017309,0.002816974285779263,-581.729548890974,583.5692981908744
2020-05-27,3.494797018001762,3.0766454364936564,2.613180908290712,3.4211267398029293,3.0439865352236097,-1297298.5292426492,2.351732994334364,1.610454166403081,1.3297409647362586,1.263769993302017,1.7786765694249997,1.407555222767105,314870.2126815665,135581.67439703862,154071.32125063165,-0.13810727956709415,0.37863627062535987,0.19153207024117544,0.5701683408665352,-0.7690254272113047,0.8646791013362173,0.39707395733557505,0.9960402809296328,-0.9899175118661675,1.848431385798168,2.7180402324397654,-0.7679942261454719,4.487450328017309,0.002816974285779263,-581.729548890974,583.5692981908744
2020-05-28,3.1043560641272023,2.33718986734166,2.6807090969339065,1.8282715174182047,1.6365648479725117,-1690336.3125859413,2.1240831620090432,1.5152267442929863,1.345967849889999,1.179586216489247,1.7722470965799877,1.3873905716462862,240178.54071350224,97993.02272583438,145813.6389007064,-0.6402068669349358,0.33777516213900965,0.11845174869383486,0.45622691083284445,-1.0685121875409338,0.7476162984536745,0.3980553964393992,-0.21932003057987448,0.12949125868656067,1.848431385798168,2.7180402324397654,-0.7679942261454719,4.487450328017309,0.002816974285779263,-581.729548890974,583.5692981908744
2020-05-29,1.1030412175214792,0.7508222798712119,1.2840517736658337,1.157935378741925,1.0437645338695347,-56318.29005533666,1.700078498717837,1.5248235527179856,1.3526548558971687,1.1746754631892145,1.7694314063932577,1.3818559593190263,269681.32074993785,126604.15945036731,151402.4157013675,-0.05523718638159271,0.10879572548297578,0.11980947900290673,0.22860520448588273,-0.6288033775137954,0.7460279024664933,0.3973524663441949,0.6932581750768635,0.7514270869517564,1.848431385798168,2.7180402324397654,-0.7679942261454719,4.487450328017309,0.002816974285779263,-581.729548890974,583.5692981908744
