Date,Open,High,Low,Close,Adj Close,Volume,FTCH.csv_MA_5,FTCH.csv_MA_20,FTCH.csv_MA_250,FTCH.csv_realVolatility20,FTCH.csv_realVolatility60,FTCH.csv_realVolatility250,FTCH.csv_avgVolume_20,FTCH.csv_avgVolume_60,FTCH.csv_avgVolume_250,FTCH.csv_log1DayRet,FTCH.csv_logMA5_20,FTCH.csv_logMA20_250,FTCH.csv_logMA5_250,FTCH.csv_log1DayRange,FTCH.csv_HL_20_realVol_20,FTCH.csv_HL_5_realVol_20,FTCH.csv_logD2,FTCH.csv_logD5,FTCH.csv_Mean,FTCH.csv_Variance,FTCH.csv_Skewness,FTCH.csv_Kurtosis,FTCH.csv_Shape,FTCH.csv_Location,FTCH.csv_Scale
2020-05-15,-0.0347440428436058,0.0221019259046322,0.0189402631911121,-0.1191740341934561,-0.1191740341934561,3143050.250970533,1.4327139989139095,1.505924332467901,0.4666987735398886,0.7026415284269308,1.0228027884548188,1.007609848573366,848662.3239619673,612339.4179652049,241877.33242447767,1.2325767686002798,-0.04983633719921324,1.1714781380411292,1.121641800841916,-5.75665721460034,1.5045080115958296,1.9701201077783932,0.5245668061752873,1.2480792574592796,1.0489397584665097,3.8527874107560685,1.4978473718635668,3.6639993047330197,0.15634107101971095,-10.762813337536706,11.66421411056761
2020-05-18,1.2040278028792295,1.236608671939992,1.5005207033270036,0.9942081802818628,0.9942081802818628,-1273337.871835812,1.1651553072789373,1.5029788749163668,0.4670597852327718,0.704759867937171,1.0232229674252524,1.0077832934805901,813062.663385439,574702.4778114888,237824.5270113132,-0.19148109606352137,-0.25459466629193817,1.1687470651302112,0.9141523988382733,-1.3321394458072269,1.5057907421805499,1.8735133742169896,-0.12858601380726287,0.2910215837028182,1.0489397584665097,3.8527874107560685,1.4978473718635668,3.6639993047330197,0.15634107101971095,-10.762813337536706,11.66421411056761
2020-05-19,0.6999441596694354,0.2653760848171522,0.3251000533553316,0.0403605386902654,0.0403605386902654,231190.7339161956,0.8718986930930243,1.4485718897526554,0.4634639328761357,0.7738100782857977,1.0105777111031264,1.0076952331779916,872018.2428557414,493718.5758746964,251137.00138303573,-2.8531480174318715,-0.5076602069452736,1.139604879203775,0.6319446722585015,-2.8180218561047545,1.5045179778575455,1.8697203717163589,-1.8354946223541646,0.38273067549986506,1.0489397584665097,3.8527874107560685,1.4978473718635668,3.6639993047330197,0.15634107101971095,-10.762813337536706,11.66421411056761
2020-05-20,0.6381570806043886,0.415526962355063,0.4028303785116307,0.6338229871445833,0.6338229871445833,-2853117.0398094794,0.6845527552335788,1.3881184400032314,0.4651084684919976,0.7884726659878851,0.9947101148465488,1.0076361948947261,704177.0795993638,474948.02186260244,235708.65489251234,-0.0068147455182647355,-0.7069387558861135,1.0934338248813027,0.3864950689951892,-4.366422310407664,1.555416229842244,1.6658470541968464,-1.0205818386166983,-0.06536052363870111,1.0489397584665097,3.8527874107560685,1.4978473718635668,3.6639993047330197,0.15634107101971095,-10.762813337536706,11.66421411056761
2020-05-21,0.5561233521142075,0.7037612819537493,0.9250974416916656,0.8576772601166187,0.8576772601166187,-1411746.5359152637,0.48137898640797483,1.3771328844065465,0.4650537475700925,0.7945370971679355,0.9832230429684876,1.0076144156659956,646049.1168936417,442343.89873475133,240249.57615257532,0.4332377490495496,-1.0511041235146135,1.0856060118295223,0.03450188831490896,-1.508072648355123,1.4942500547127426,1.896371593038433,-0.20172859531983423,0.01574425039822705,1.0489397584665097,3.8527874107560685,1.4978473718635668,3.6639993047330197,0.15634107101971095,-10.762813337536706,11.66421411056761
2020-05-22,0.9886220334371084,0.9474208573752668,1.037087042779273,1.0571427010711023,1.0571427010711023,-1271882.8523555638,0.7166423334608865,1.3636155697365537,0.46456920033028115,0.7977194343366827,0.971052013841019,1.0072991354006,612153.0492478856,383870.1768547423,238960.83326446434,0.06701289436222026,-0.6433180797430698,1.0767844330459988,0.4334663533029289,-2.4116615553043768,1.4909606189881983,1.2185525105045087,-0.8596275605422545,0.16238814592085044,1.0489397584665097,3.8527874107560685,1.4978473718635668,3.6639993047330197,0.15634107101971095,-10.762813337536706,11.66421411056761
2020-05-26,1.2410114340094545,1.1708687733461254,0.9257199778978222,0.6279348614319424,0.6279348614319424,329394.8867018984,0.6433876696909024,1.3590914253475639,0.46452209330619376,0.8018172170554,0.9662620696140057,1.0072911871956503,-157838.1857901087,213079.71661025376,243121.22524988046,-0.6812455614532278,-0.74782423555113,1.0735625651218785,0.3257383295707486,-1.405889924426221,1.3788259509735743,1.2014002535438681,-1.470796603452856,-1.004375451462859,1.0489397584665097,3.8527874107560685,1.4978473718635668,3.6639993047330197,0.15634107101971095,-10.762813337536706,11.66421411056761
2020-05-27,0.919187220310242,0.599044007097266,0.3032691772523321,0.8036731481178752,0.8036731481178752,-877279.9397061672,0.7960501915764244,1.3320767574634667,0.465903284563762,0.8113981109831859,0.9658899593121245,1.0075194341707547,-344814.9303273571,263690.39911573887,244970.5621829186,-0.1342971690504998,-0.5148322365625915,1.0505164064325079,0.5356841698699162,-1.218156824128067,1.3205942102287827,1.3047953713423361,-1.3725115698576698,-0.2700876206919802,1.0489397584665097,3.8527874107560685,1.4978473718635668,3.6639993047330197,0.15634107101971095,-10.762813337536706,11.66421411056761
2020-05-28,0.7107524693193952,0.6603553798063313,0.947763738965298,0.5209359243618898,0.5209359243618898,-1073519.0593507062,0.7734727790198856,1.2808420059910672,0.47078770259991937,0.8293566008727664,0.9650484920577862,1.0047999216412336,-143631.3706307904,262773.80462451995,239218.6401249798,-0.31069717644944683,-0.5043824803922082,1.0008657030033892,0.496483222611181,-1.2468512203079707,1.3320367770734003,0.4915981931161229,-2.234936378494315,-2.1813674044483222,1.0489397584665097,3.8527874107560685,1.4978473718635668,3.6639993047330197,0.15634107101971095,-10.762813337536706,11.66421411056761
2020-05-29,0.6165270765668307,0.946998360839114,0.8997482286539871,1.3312196524048616,1.3312196524048616,-173301.95373408822,0.8681812574775343,1.2618747205472063,0.4784240525815866,0.8233275118510764,0.9652202083711207,1.0040523994243706,-124010.08018628639,262531.34179992316,234867.7956313706,0.7697485914259138,-0.37395325276989533,0.9698562891007044,0.5959030363308091,-3.0522998274774737,1.3408016917586518,0.8245902565082024,-0.6395182577320047,-0.7475138407157236,1.0489397584665097,3.8527874107560685,1.4978473718635668,3.6639993047330197,0.15634107101971095,-10.762813337536706,11.66421411056761
