Date,Open,High,Low,Close,Adj Close,Volume,RACE.csv_MA_5,RACE.csv_MA_20,RACE.csv_MA_250,RACE.csv_realVolatility20,RACE.csv_realVolatility60,RACE.csv_realVolatility250,RACE.csv_avgVolume_20,RACE.csv_avgVolume_60,RACE.csv_avgVolume_250,RACE.csv_log1DayRet,RACE.csv_logMA5_20,RACE.csv_logMA20_250,RACE.csv_logMA5_250,RACE.csv_log1DayRange,RACE.csv_HL_20_realVol_20,RACE.csv_HL_5_realVol_20,RACE.csv_logD2,RACE.csv_logD5,RACE.csv_Mean,RACE.csv_Variance,RACE.csv_Skewness,RACE.csv_Kurtosis,RACE.csv_Shape,RACE.csv_Location,RACE.csv_Scale
2020-05-15,12.004142341359682,10.7535076376099,11.974484567907496,10.739560143907354,10.622969786036125,-43234.659340446975,8.597577464439595,9.198135811989017,9.186475515209326,2.737628435087277,5.9604885368813445,3.833426083326962,-37736.71452225826,27105.986642884942,19854.223320092544,-0.12223316774391751,-0.06752036099542169,0.001268484618540066,-0.06625187637688154,0.19965130084490854,1.1324245404300086,1.6432150976665152,1.4286316006671553,0.43268986449325975,13.087871643707635,36.377186569558646,0.45385026705033743,1.5962451836695717,0.07568847836951274,-66.12144937847714,78.98227739805796
2020-05-18,13.600842818060912,15.043801248818866,14.98783459616928,14.982813036661868,14.78358236388921,37341.64111128681,9.380879887212382,9.462771477709392,9.201608240314961,3.0097076204189084,6.04534568829618,3.848054720468399,-26015.611666659657,27403.524941405663,20523.405727411984,0.08338550256643665,-0.008691744976799313,0.027987030694803378,0.019295285718004013,-2.8829992540208806,1.2718097268326833,1.782157303784828,1.9469357489354029,1.3652014908534198,13.087871643707635,36.377186569558646,0.45385026705033743,1.5962451836695717,0.07568847836951274,-66.12144937847714,78.98227739805796
2020-05-19,9.709207585045192,9.093030997382527,9.037171550980275,7.562342717431861,7.497723280217755,269724.1074773468,9.426131944972198,9.526684972522368,9.195846362480998,2.9501923462054305,5.959963495646175,3.8495288890394512,-14121.32425411123,18970.87458527705,22156.035164904468,-0.2584752590216525,-0.010610978985235124,0.03534490560301775,0.024733926617782644,-2.8849166289644135,1.3381001102341674,1.9007401654539784,1.1395131619392325,-1.486069222081014,13.087871643707635,36.377186569558646,0.45385026705033743,1.5962451836695717,0.07568847836951274,-66.12144937847714,78.98227739805796
2020-05-20,10.10404006417913,8.932319512519882,9.640980265220222,9.588999150651162,9.483469538533782,-85246.34830534886,10.03282889013073,9.363376362613339,9.199416497690208,2.8511316861264286,5.943293512466315,3.849379503525857,-19673.970040335123,17874.08460527014,21849.77155144517,-0.06338511583223799,0.06905665714544075,0.01766589006671644,0.0867225472121572,-0.34437835398495364,1.2927969712190535,1.6721020147175327,1.6677281081344049,1.109712033211228,13.087871643707635,36.377186569558646,0.45385026705033743,1.5962451836695717,0.07568847836951274,-66.12144937847714,78.98227739805796
2020-05-21,10.79028566012714,9.6878787002495,9.481702316648366,9.462062973434954,9.355878520537573,-137611.64566847828,10.348724697842888,9.345874486637898,9.19401348700419,2.8499924507269836,5.929993667270504,3.8482032546980425,-16506.261276589175,14839.936779019445,21198.28235523996,-0.14264138893099904,0.10192827996598185,0.016382450235389652,0.11831073020137153,-1.579023245475806,1.2983959287308524,1.4196115420975615,0.6195841892801449,0.45709507023860424,13.087871643707635,36.377186569558646,0.45385026705033743,1.5962451836695717,0.07568847836951274,-66.12144937847714,78.98227739805796
2020-05-22,8.901767430033075,9.573581639367816,10.56438114371892,11.164352534152698,11.023707108123489,-100072.80837382414,10.428872162260362,9.444220575133006,9.19821259756966,2.87333286329343,5.899158983831713,3.8496301943903926,-19073.69712569974,10197.075411021051,20664.987306806775,0.21379830068556124,0.09917515409059595,0.02639379275694153,0.1255689468475374,-0.009243081618264815,1.3070169791719188,1.3589240550523736,0.43193667049510887,-0.914449123457979,13.087871643707635,36.377186569558646,0.45385026705033743,1.5962451836695717,0.07568847836951274,-66.12144937847714,78.98227739805796
2020-05-26,13.923805700623872,13.07374319914564,13.618245581598616,12.576509440762464,12.40694302131449,-13335.41159055497,9.953544293745418,9.49620201689938,9.215125239925653,2.9189957445164363,5.9272260563699435,3.8544183740021825,-18620.780036579796,2718.3181457980195,20088.377085891218,-0.11534377858574053,0.047036767194017816,0.030045749069495878,0.07708251626351356,-0.6078829611311359,1.2952552595959346,1.163741040522854,1.1154905463753473,0.8656874488791251,13.087871643707635,36.377186569558646,0.45385026705033743,1.5962451836695717,0.07568847836951274,-66.12144937847714,78.98227739805796
2020-05-27,12.557581928859818,11.825364632282884,10.314675305864869,11.775263688675992,11.618089277472391,134203.8355920232,10.777617493196345,9.692112825382665,9.227073343974473,2.923571842734092,5.945318811271362,3.8572292362880107,-14440.928423186346,9532.456574049467,21334.992533782624,-0.07776131696724016,0.10615908532112504,0.049170526562326095,0.1553296118834511,0.41256605422055675,1.3098169100891617,0.749347154952385,-0.5202327837591773,1.4159419937010094,13.087871643707635,36.377186569558646,0.45385026705033743,1.5962451836695717,0.07568847836951274,-66.12144937847714,78.98227739805796
2020-05-28,11.417953156700804,15.473530898063274,13.61756372278164,14.380979304365823,14.172984923820335,21232.51685090084,11.715520570253656,9.898084047379914,9.248831545803936,3.0907098617412805,5.9775419635116736,3.869755103193849,-19139.242819339903,11327.701060671388,20459.51107216043,0.21615072750875045,0.1685732993436649,0.06784398367057937,0.2364172830142444,0.6184059484757364,1.3400150907871176,0.8865707224478858,0.5687408292535325,1.5453292477561333,13.087871643707635,36.377186569558646,0.45385026705033743,1.5962451836695717,0.07568847836951274,-66.12144937847714,78.98227739805796
2020-05-29,16.272789097747406,13.647338357960848,14.690005028014651,14.434378800182104,14.22316446323478,65922.60774678574,12.688977758793097,10.213186239610895,9.2749266435683,3.197938562276395,6.030918268915171,3.8812437018018597,-13233.72344084963,11218.830387342012,19752.31892548549,-0.13462239662800898,0.2170540696452404,0.09636495456071635,0.3134190242059568,0.041781537263487434,1.348032920520218,0.4696994275092006,0.9574615368857139,1.5825364804502036,13.087871643707635,36.377186569558646,0.45385026705033743,1.5962451836695717,0.07568847836951274,-66.12144937847714,78.98227739805796
