Date,Open,High,Low,Close,Adj Close,Volume,MAR.csv_MA_5,MAR.csv_MA_20,MAR.csv_MA_250,MAR.csv_realVolatility20,MAR.csv_realVolatility60,MAR.csv_realVolatility250,MAR.csv_avgVolume_20,MAR.csv_avgVolume_60,MAR.csv_avgVolume_250,MAR.csv_log1DayRet,MAR.csv_logMA5_20,MAR.csv_logMA20_250,MAR.csv_logMA5_250,MAR.csv_log1DayRange,MAR.csv_HL_20_realVol_20,MAR.csv_HL_5_realVol_20,MAR.csv_logD2,MAR.csv_logD5,MAR.csv_Mean,MAR.csv_Variance,MAR.csv_Skewness,MAR.csv_Kurtosis,MAR.csv_Shape,MAR.csv_Location,MAR.csv_Scale
2020-05-15,4.078127708956856,1.7550087150425782,5.186011484871365,3.088475423281359,3.0484555665192232,1610437.8387446485,0.6244370101160001,2.9443835046817455,5.925108554348164,3.7783761986710522,6.343813577929914,5.242316854493311,-5295.919236441073,800803.5776865733,257216.05776691434,-0.2910028974912168,-1.550804277928276,-0.6992995493437324,-2.2501038272720084,1.2328525711708824,0.8896685409001481,1.089041304288858,1.7744068184304433,0.9909468352002276,8.562983632649852,21.96277074062109,-0.7820646688455887,3.067976034266927,0.008840447966185935,-520.2864394942111,528.8440287434523
2020-05-18,9.053899604428588,15.86288502892524,10.621051342716784,16.67925153393555,16.41476847279275,5449325.650955442,3.9015666992199414,3.7766208547033857,5.962381692955234,4.750449973237651,6.670618240797754,5.283642689762498,337264.8329452124,885270.6147903901,278347.7811128036,0.5949858858220156,0.03254853418298606,-0.45664035813089016,-0.4240918239479041,1.6566713772343062,0.9907574050581511,0.946351580920486,2.5446908401837693,2.7964058569258006,8.562983632649852,21.96277074062109,-0.7820646688455887,3.067976034266927,0.008840447966185935,-520.2864394942111,528.8440287434523
2020-05-19,12.909614572451858,10.02324460132136,10.928747002682904,6.818392302015951,6.716109241597451,-882485.3004763545,5.4012972166272935,4.029126087825073,5.968608376223125,4.766547007257282,6.729625353616175,5.2836098894943975,300879.79452203476,845121.5997964076,275056.1079158411,-0.6534633444965864,0.2930896492355397,-0.392964296635069,-0.09987464739952938,-0.09926534968919444,0.9789400549328875,0.9737454145302671,1.299552132018962,2.0147233493405956,8.562983632649852,21.96277074062109,-0.7820646688455887,3.067976034266927,0.008840447966185935,-520.2864394942111,528.8440287434523
2020-05-20,8.650327094849303,6.126696995156848,8.941681419950314,8.63400005847646,8.501408030384454,-2404704.2968044207,7.671244156627918,4.350570371467443,5.991776344780722,4.843801878592738,6.753014467180491,5.2819596667479605,244749.097763466,759038.1126523907,262955.44231383776,-0.017365334251100976,0.5671718566145846,-0.3200809634981972,0.24709089311638743,1.0349567286432972,0.953568516275864,0.6593689834261791,2.06855252625417,2.429194369205161,8.562983632649852,21.96277074062109,-0.7820646688455887,3.067976034266927,0.008840447966185935,-520.2864394942111,528.8440287434523
2020-05-21,7.00247129563774,6.347724961734187,7.420948737613855,5.8728729429552615,5.785449558952145,-2100008.9798575123,8.093238174049205,4.478379393841275,5.992274248446832,4.84638104256604,6.762099629855778,5.281934225211067,134033.9367932589,699860.3780260677,256690.05971063688,-0.1909170602169924,0.5917676811809786,-0.2912097757313158,0.3005579054496628,0.07066699351669013,0.9478849627815154,0.7607378928633887,-0.07186160811708753,0.7466737706606753,8.562983632649852,21.96277074062109,-0.7820646688455887,3.067976034266927,0.008840447966185935,-520.2864394942111,528.8440287434523
2020-05-22,6.786743169990352,5.180942542333547,6.025981960809553,5.700306952168667,5.615370767238652,-1840824.2139827448,8.60662121419309,4.638883392368223,5.997062742316844,4.8272286773536575,6.7947843076698256,5.28104408248452,97939.98128993054,615817.1380406976,242574.49764579665,-0.1894635579669475,0.6180581265777175,-0.2567961173343559,0.3612620092433616,-0.16837200362896745,0.8774286879901946,0.8084288146657639,1.059884371961256,0.9427048669527943,8.562983632649852,21.96277074062109,-0.7820646688455887,3.067976034266927,0.008840447966185935,-520.2864394942111,528.8440287434523
2020-05-26,12.06494896632153,11.0859929593188,11.047972510080122,9.564861421272326,9.415859331216735,2865474.344786957,7.206839385877887,4.7583416022766425,6.011056173771594,4.918135324324296,6.869360031706097,5.28546544962431,178436.8897766255,634645.3007526982,258223.73047094024,-0.24790903866257732,0.4151312851899241,-0.23370126452194181,0.18143002066798236,-3.269631126140063,1.138521668039509,1.6295889398308718,1.2893455268271108,1.9457542999937671,8.562983632649852,21.96277074062109,-0.7820646688455887,3.067976034266927,0.008840447966185935,-520.2864394942111,528.8440287434523
2020-05-27,9.707304126114096,9.257173441416455,8.591366590420243,10.572631535886586,10.406685430424275,272921.2744673225,7.944954623643253,4.931190023846397,6.028355979099727,5.057964936267199,6.982547509607604,5.292770643523356,229198.7421614538,618077.3419009917,261332.6476290336,0.06956982463198556,0.4769567455890462,-0.20089399021053178,0.27606275537851444,-0.40675566402300223,1.1092643254524217,1.617084109504864,1.5668048337208256,1.305782594596048,8.562983632649852,21.96277074062109,-0.7820646688455887,3.067976034266927,0.008840447966185935,-520.2864394942111,528.8440287434523
2020-05-28,7.412245862052288,6.908108757940141,4.477257465257857,2.161975577911875,2.134366773591765,173471.83036477584,6.671546372284714,4.347521628640967,6.011897115739399,4.635634153085084,6.94330129131612,5.298476161283366,94163.22978885386,593267.9409431766,259531.74804218396,-1.2449634691614437,0.42824573078508577,-0.32413441639935997,0.10411131438572574,0.8882415222092608,1.1029969304052025,1.582136803749226,1.9853358628463096,1.8511348807991448,8.562983632649852,21.96277074062109,-0.7820646688455887,3.067976034266927,0.008840447966185935,-520.2864394942111,528.8440287434523
2020-05-29,0.9469674046081308,0.7343153891274454,2.218738021924452,1.4895224566466396,1.4726978435169968,914619.9522713209,5.808996029197685,4.214672510675886,5.994788709620584,4.680064974636439,6.935204914541952,5.306225418089302,170476.53946149434,576582.0473981503,261066.2809704144,0.4415865924640218,0.32083586317675916,-0.3523186511517697,-0.03148278797501048,0.3950258971892598,1.1082127803674011,1.6215006823813782,2.189862833507345,1.4615761494506423,8.562983632649852,21.96277074062109,-0.7820646688455887,3.067976034266927,0.008840447966185935,-520.2864394942111,528.8440287434523
