Date,Open,High,Low,Close,Adj Close,Volume,PHG.csv_MA_5,PHG.csv_MA_20,PHG.csv_MA_250,PHG.csv_realVolatility20,PHG.csv_realVolatility60,PHG.csv_realVolatility250,PHG.csv_avgVolume_20,PHG.csv_avgVolume_60,PHG.csv_avgVolume_250,PHG.csv_log1DayRet,PHG.csv_logMA5_20,PHG.csv_logMA20_250,PHG.csv_logMA5_250,PHG.csv_log1DayRange,PHG.csv_HL_20_realVol_20,PHG.csv_HL_5_realVol_20,PHG.csv_logD2,PHG.csv_logD5,PHG.csv_Mean,PHG.csv_Variance,PHG.csv_Skewness,PHG.csv_Kurtosis,PHG.csv_Shape,PHG.csv_Location,PHG.csv_Scale
2020-05-15,1.5877168245911086,1.6999373024807554,1.8952460856284643,1.9306799173853333,1.821340376104807,-558258.5041515435,1.7040999235715701,2.4719450143576625,2.415383007112597,0.7095659135102136,1.6132657405861586,1.0841731907798262,48845.6097887663,157184.95871601926,58535.12705924796,0.13727567553694633,-0.37196822868375795,0.023147426357887843,-0.34882080232587015,-1.6331734695162248,0.964872708390743,0.5644449211702074,-0.8980157524933958,-0.01951426150800099,1.892156799670135,1.5522603768517296,-0.13207916075012002,0.2848898206999868,0.008668489767455895,-141.8863368123117,143.7697446795592
2020-05-18,3.166755774225635,4.015183984196536,3.3620333552666217,4.006529113093052,3.77962417039732,65973.84311921021,2.0521249446301737,2.4625050926524343,2.4219315051096504,0.6895837524644789,1.6351132472461236,1.0874575435074127,38269.306432425336,155810.47617911745,58785.93574206788,0.1769169300959742,-0.18230334749333296,0.016613797714718142,-0.16568954977861478,-0.4259475041319935,0.9807519869777045,0.6568015557373683,0.9718630431519479,0.5539570102354744,1.892156799670135,1.5522603768517296,-0.13207916075012002,0.2848898206999868,0.008668489767455895,-141.8863368123117,143.7697446795592
2020-05-19,3.646837831631196,3.2491676161260976,3.512030866981867,2.8202341361672296,2.6605130272262016,-163757.72545182903,2.3253911342192715,2.481974713158761,2.42291934764284,0.6893928329302073,1.6376690742470574,1.087562065438137,47409.74406246964,139038.6727693669,59182.03872201622,-0.3153414730248576,-0.06516624397775944,0.02408134351585899,-0.04108490046190056,-1.3361213407530965,0.9810643501838676,0.48762773353566136,-0.1753388116572642,0.31212900702101437,1.892156799670135,1.5522603768517296,-0.13207916075012002,0.2848898206999868,0.008668489767455895,-141.8863368123117,143.7697446795592
2020-05-20,4.64428294325192,4.744301639699785,4.616685174548749,4.850315039804173,4.575622865816037,312482.4702345461,2.7947721930645897,2.5470216364425418,2.433700029242846,0.817581123563255,1.6546167822489857,1.0954924561413166,33612.16562383752,136745.41158654226,60916.61955787821,-0.014894153611778085,0.09282590728597404,0.04551194575292975,0.1383378530389038,-2.0587258791622136,0.9899165912307862,0.5991902625116764,-0.2281577320603071,0.853097564212629,1.892156799670135,1.5522603768517296,-0.13207916075012002,0.2848898206999868,0.008668489767455895,-141.8863368123117,143.7697446795592
2020-05-21,4.209740703799877,3.774457200527422,3.6786741756834793,3.315371139597744,3.1276050307100967,-420913.1823505641,3.192941094050892,2.5874056003094017,2.436195913899718,0.8256807789356605,1.6541291656510804,1.096362885673658,45264.74157015917,129033.76151737485,59787.373476283974,-0.2971335094952706,0.21028679014360058,0.060217903914804236,0.2705046940584048,-2.345669803401775,0.9852450049020325,0.7428922516768408,-0.7612290311155946,0.688558923052523,1.892156799670135,1.5522603768517296,-0.13207916075012002,0.2848898206999868,0.008668489767455895,-141.8863368123117,143.7697446795592
2020-05-22,2.1477741655913505,2.451850256196689,2.651522885278688,3.015621913575437,2.8448325440416724,-312597.7449447063,3.3976395276382654,2.564334320029153,2.4403366970168956,0.8108507614509934,1.6453408951945985,1.0959417723013596,51221.476012878855,113919.82724349768,58618.94903129035,0.28107217204911,0.2813820133520837,0.049562900219372735,0.33094491357145633,-1.6110761081342477,0.9709358725225267,0.7424131505075671,0.5485781375886672,0.02322047385433059,1.892156799670135,1.5522603768517296,-0.13207916075012002,0.2848898206999868,0.008668489767455895,-141.8863368123117,143.7697446795592
2020-05-26,3.936872700368848,3.639256896385557,3.602256081297352,3.177922985713984,2.997942143104453,-118216.92909919994,3.241303122179692,2.5492474584524665,2.4455155327255347,0.7991716539351994,1.6492356481540649,1.095503590178423,59875.522915827845,91552.7768732613,57738.32142799915,-0.2724605762711855,0.24017724586466488,0.04154224875196792,0.28171949461663265,-3.2968153371696145,1.0216252961608119,0.7603578631172847,-2.0428173688859896,-0.2463072358420091,1.892156799670135,1.5522603768517296,-0.13207916075012002,0.2848898206999868,0.008668489767455895,-141.8863368123117,143.7697446795592
2020-05-27,1.8326114379337997,1.965880178115928,1.7846442982445223,2.422107663272108,2.284933557469646,-50227.58749133709,3.166187228228381,2.5350675181297837,2.4455171636790896,0.8013245558757393,1.6499011585318404,1.0955033498425986,19661.530150279686,66477.04194639878,57633.54378373013,0.2205949813305665,0.22230782580473282,0.035963651612158566,0.2582714774168915,-1.7079558924398006,1.0206083223850553,0.6769488073172297,-0.5799988926449549,-0.9792851930020096,1.892156799670135,1.5522603768517296,-0.13207916075012002,0.2848898206999868,0.008668489767455895,-141.8863368123117,143.7697446795592
2020-05-28,3.253243242624297,3.99392937280356,3.717425966515784,3.497367786080765,3.2992986392484767,-172666.89466059674,2.910922382914869,2.5772417212970518,2.4513804109444046,0.8189368828104434,1.653840442666679,1.0961369499391693,25459.257401619652,72336.37836501228,56818.81100092203,0.014057492765745173,0.12175027426711427,0.05006842783935349,0.17181870210646788,-1.285532138790833,1.0205962125518147,0.7962453832651393,-1.1994613424776508,0.24398424870174434,1.892156799670135,1.5522603768517296,-0.13207916075012002,0.2848898206999868,0.008668489767455895,-141.8863368123117,143.7697446795592
2020-05-29,4.242213331366891,3.578388731633801,3.531540804530973,3.673884160788038,3.4658168756024423,250782.5399112571,2.9785647518933382,2.584612148098873,2.456621719843704,0.8265860711545066,1.6636436794140856,1.0978478384328996,21862.36875999523,86218.46722861014,57293.50956276907,-0.20213678976608063,0.14186610033321542,0.05078833577480277,0.19265443610801825,-3.060848516680449,1.0515842693693251,0.9177375620243509,0.16626273312409773,-1.0840828197946333,1.892156799670135,1.5522603768517296,-0.13207916075012002,0.2848898206999868,0.008668489767455895,-141.8863368123117,143.7697446795592
