Date,^CRSLDX_Open,^CRSLDX_Adj Close,^CRSLDX_Volume,^CRSLDX_High,^CRSLDX_Low,^CRSLDX_MA_5,^CRSLDX_MA_20,^CRSLDX_MA_250,^CRSLDX_realVolatility20,^CRSLDX_realVolatility60,^CRSLDX_realVolatility250,^CRSLDX_avgVolume_20,^CRSLDX_avgVolume_60,^CRSLDX_avgVolume_250,^CRSLDX_log1DayRet,^CRSLDX_logMA5_20,^CRSLDX_logMA20_250,^CRSLDX_logMA5_250,^CRSLDX_log1DayRange,^CRSLDX_HL_20_realVol_20,^CRSLDX_HL_5_realVol_20,^CRSLDX_logD2,^CRSLDX_logD5
2019-12-11,435.5540053068644,365.31094186970586,-17311911.72465648,389.1220494884337,399.0251023933652,282.5445652555278,,,,,,,,,-0.1758699097386291,,,,2.2928430838384917,,0.9884001322773475,1.5033671882210085,5.784363096075426
2019-12-12,376.3491110149816,365.067534028788,16443436.205895375,409.612113554972,384.1980468591146,326.64419507662967,,,,,,,,,-0.030434838150747025,,,,3.235302827653551,,0.9165565104597772,4.146304513663763,5.395889300772349
2019-12-13,261.3722880545047,330.1606259119553,3667149.597558262,251.13055133667967,243.0701142485177,344.64415181642505,385.93420115729185,,128.78903538559345,,,1209979.3648450202,,,0.23363349921945617,-0.11315445089466443,,,2.086967784348673,0.8796155269641278,0.9513426799881103,3.5596336070569725,4.4998072669826765
2019-12-16,633.3478510935483,496.3830378723897,9554781.55727691,584.7612856247915,542.5467734862686,371.75793205618663,393.6301554660815,,130.64021017253637,,,1395179.9643704088,,,-0.2436719165375969,-0.057168854556769434,,,3.7427640514639684,0.8796086505296707,0.9829827703938523,4.877602853877908,4.9094800070116715
2019-12-17,233.3868399692301,277.67807418773646,-1806545.9504025483,264.2477510081435,308.9983335488032,366.9200427741151,391.1997695165156,,132.399298827095,,,930893.3029953918,,,0.17376510192341732,-0.06407439177244555,,,3.8011044623045085,0.8578818909534589,0.8027262731888893,3.9604807662475885,3.185916439298389
2019-12-18,323.3389091216495,329.5794382677996,-2258402.4270930234,275.21285669790086,310.2474158231262,359.7737420537338,388.01225184147376,,133.1108036894263,,,934618.5141313629,,,0.019116384806358265,-0.07556157646610766,,,3.5563349779050246,0.8417404539009312,0.7048553283662647,5.116817070055044,3.576032753487028
2019-12-19,322.6998403467651,89.41535101109366,3743445.893441826,298.96867562440457,130.36962629062054,304.64330545019493,364.5728453796577,,142.50728043665828,,,904043.9396524492,,,-1.2834302253436034,-0.17958477973855697,,,5.127523406962203,0.9244765919139283,1.0799906144291482,5.237838450991844,5.619139864531612
2019-12-20,173.0242580382801,266.1184919340403,6586781.723682694,202.72893000691877,279.22437201060984,291.83487865461194,355.5205427471311,,142.7347856852033,,,1229332.9544345108,,,0.4305098634508666,-0.19739487481674717,,,4.337231157406336,0.9193608099793347,0.6371355400777883,4.1504246983312765,4.15954121015164
2019-12-23,211.27421855280863,426.3830244544706,-2099228.381363125,325.8179532024242,311.7562000123735,277.8348759710281,366.9213016076256,,138.5671293530058,,,1235411.5359117745,,,0.7021811570391139,-0.27812042213067034,,,2.6434585720691555,0.9291456879031507,0.9225685862637654,5.819987001250947,4.248495433733899
2019-12-24,418.9364815387044,414.1339398166965,-272547.75675107166,403.1976025693593,465.0426454724038,305.1260490968201,366.085017582658,,138.21095138905994,,,1110249.6439852866,,,-0.011529865428069174,-0.18214062794398408,,,4.124631948545619,0.933504876681089,0.9258403341988816,4.997316645902669,4.916001233617445
2019-12-26,367.0928482738764,330.7140711801021,645649.8123946749,353.6176286407317,338.54265936128104,305.35297567928063,359.0192778319475,,136.1059157652754,,,1000244.9462038385,,,-0.10436063986388103,-0.16190768097856806,,,2.713035704763788,0.9314133883127514,1.0810660583877616,4.560893828628535,0.1263091733359817
2019-12-27,378.87534465135104,360.42743191007776,-870256.2758054938,354.3328572775863,384.0740121284544,359.5553918590775,362.76977518432375,,135.0000039340302,,,1027435.443892942,,,-0.049916607032530154,-0.008900159347191943,,,3.392531771847286,0.931317618021255,0.7808536203563874,3.9835341842392844,5.60216339884913
2019-12-30,369.7508466706959,532.4505372651447,1804069.745618889,464.1383252888063,372.2702191413555,412.82180092529836,367.0492434461346,,139.10029346644092,,,1266379.9330027278,,,0.36466061406959893,0.11752000771106239,,,4.520353919587937,0.9588838907927054,0.8356982017163229,5.3069622222979005,5.584743821033046
2019-12-31,541.7001875192873,585.9821238703398,6737297.008363212,554.0426230438397,595.1808646935533,444.7416208084722,372.88523467274933,,145.8968385846087,,,1581953.101540504,,,0.0785765949390542,0.1762227956826336,,,3.71693814266273,0.8563970792685441,0.6931817251814434,5.418562665944678,5.072665042242076
2020-01-01,509.4202794126204,588.7022323254087,32177019.493542586,561.9702192403256,526.67129960283,479.6552793102146,374.8202275589369,,148.6011039734623,,,3040450.2037546798,,,0.14464713584171984,0.24662115994337291,,,3.563852358300807,0.8033937915233567,0.6500078290300038,4.02983617503519,5.162316026162154
2020-01-02,711.2997259607391,715.7589466652344,-6806149.907946467,749.8107205838096,743.9692214656425,556.6642544072411,376.08388434894584,,151.50577322206414,,,2316251.395586108,,,0.00624954713301196,0.3921500681528753,,,1.7649874622150479,0.8983223797938278,1.0069099166741582,4.8658162274238945,5.953359887196872
2020-01-03,704.114696569216,709.9024166715963,3413245.809517078,662.4755558462875,700.7053852247464,626.5592513595448,404.3505359363617,,158.60937854913925,,,2510358.4888079367,,,0.008186255130922585,0.43796118009113555,,,3.6436160846708656,0.8859746538359199,1.0132011449098863,4.797443594642206,5.856431984753267
2020-01-06,772.1192789212646,678.4455818630886,6305053.826097485,737.155152551084,755.7675767681058,655.7582602791335,426.2647729188672,,164.88383906911506,,,2932764.188678743,,,-0.12933477199776275,0.43073152948580457,,,2.9238293263844697,0.8845788174026066,0.8218912345129402,3.6193515681611705,4.983572680022351
2020-01-07,615.741082322299,592.6681301215149,2977302.488985494,604.2165755710021,578.8526447138383,657.0954615293685,437.85747259126384,,168.15804050243273,,,2969114.1632679794,,,-0.03819195759447986,0.4059358546832128,,,3.233328119811507,0.8617306634270597,0.7606430131370666,4.764174381714922,1.9000167229623304
2020-01-08,623.7323978945196,685.2190106881153,15720438.232531805,633.8300126423301,659.9851489185294,676.3988172019099,457.025047095765,,173.60147197495672,,,3917531.448544404,,,0.09401708393464493,0.3920446713145968,,,3.2640455871396945,0.8301897271554372,0.7182737166303079,1.9130074321258708,4.569716862275062
2020-01-09,786.4425829966067,636.604146223478,11960561.545275114,715.3966759818168,681.5211345005264,660.5678571135586,470.5897073134535,,176.63061753650862,,,5381155.1120409835,,,-0.2113716887488393,0.3391132500215831,,,3.5226932637596504,0.7896533166282583,0.27989947082673194,3.782734396072272,4.371405434415323
2020-01-10,572.4833757435144,512.1338452873424,2205510.806496866,608.874533179317,542.8314175251362,621.0141428367078,477.9430228763813,,175.06069433577574,,,4669258.842071058,,,-0.11139768955119994,0.2618623295850603,,,4.1903077962276924,0.8049850021580922,0.4767178228392973,5.1537837589186,5.287097515685725
2020-01-13,491.0433524490936,590.8414647665086,-3374608.767140724,483.945570451182,565.6749859953816,603.4933194173918,490.97706481910893,,173.17277403408207,,,4317170.923836109,,,0.18501531420433176,0.2063375552045904,,,4.403413980446548,0.7571914225092473,0.5412670227554649,3.8234689436276637,4.472827995657342
2020-01-14,549.2939164411428,404.2850454989402,13960269.488620978,514.6938855959797,453.487115549171,565.8167024928769,486.3721652004365,,174.2426564677337,,,4537445.320403312,,,-0.3065134778378469,0.15129607570356876,,,4.114257805080035,0.7651524847243927,0.48228712111030003,4.6807302442466066,5.238477573730165
2020-01-15,94.4877977470196,530.3171453733994,-106551.70131256804,427.3480759466893,208.92628443060948,534.8363294299337,499.0041187597196,,167.33769449356745,,,4622445.032857811,,,1.7250045132884735,0.0693464240468722,,,5.386428016897284,0.8602493435831101,0.6780516332851086,4.103045257706938,5.042791789407877
2020-01-16,643.0854832880168,402.21709667907726,-34759135.486639656,456.7330400827368,548.6047376054967,487.9589195210536,502.6360016802835,,164.22631524859764,,,2997408.3798804795,,,-0.46928567552231987,-0.02963503242372848,,,4.520393011556447,0.8781774697351207,0.5093058583091724,0.7265572077243214,5.456973806792599
2020-01-17,595.5689471192063,519.1586091584159,-15567924.448851984,538.065948945623,473.9208978385741,489.36387229526827,524.1231645876496,,132.33193846193186,,,2031839.862765789,,,-0.13730772051735093,-0.06862037574311168,,,4.161146942443505,0.8235935714519825,0.51421079462001,2.412204784818536,1.9494416019963072
2020-01-20,430.7807254767931,485.4378030203188,-10762128.667489212,475.22846690964616,557.3907031922154,468.2831399460303,535.0891301419636,,118.1542691129046,,,1164394.3432071935,,,0.11945196735250382,-0.13336021855255026,,,4.408695783879011,0.8266211476232785,0.5139241319226951,4.421496191156862,4.657797376928743
2020-01-21,476.4919028998184,630.8759984476555,-8393315.99450601,560.6347175295932,535.6008878405682,513.6013305357734,545.3137788416227,,117.09542505062221,,,849689.9625500493,,,0.28065859721375486,-0.059914027002357685,,,3.2202280976960225,0.7969610593097329,0.7775197652084652,4.7159723724655835,5.423146422592617
2020-01-22,664.1479222534826,678.6121863630506,-6943392.9826266905,649.3889637564344,679.5700979779676,543.2603387337036,558.5376911689405,,116.43347116074558,,,516147.7012562685,,,0.02154491113954526,-0.02773345243959176,,,3.4072170345266053,0.7948535328682493,0.59314933044998,5.263593321593674,4.999203809539956
2020-01-23,730.1728248141753,683.201077363854,32443116.115064003,696.2834908003697,754.7781206068712,599.4571348706589,576.162041478128,,106.37651958976654,,,2106021.016389735,,,-0.06649203303239488,0.03963552730151328,,,4.068934951844638,0.7631125455268113,0.5122261901213511,3.957475776523921,5.638297659469486
2020-01-24,684.4534841385348,751.683930562911,3940149.592083357,708.0759444987543,687.0725555277504,645.962199151558,595.7248664107697,,100.42429562299414,,,2346541.3097841777,,,0.0936952440449889,0.08096205988444484,,,3.0446838042747557,0.7760552043352273,0.582917514497448,4.291441755777719,5.448999128363873
2020-01-27,776.5604986169465,535.354652370479,13634100.045591133,706.3343156578312,621.0354049960533,655.94556902159,595.8700721660364,,100.33004592641393,,,2938042.8247827897,,,-0.37194512258717655,0.0960551678705567,,,4.446161683745254,0.7723675615949771,0.5955348327181447,4.996174066049264,3.9103586080902386
2020-01-28,438.7571366410075,570.1292678241389,4189846.560188681,489.37942684091104,535.6970678854796,643.7962228968867,595.0774293637264,,100.47479286676274,,,2810670.302374063,,,0.261917080276762,0.07869072149510663,,,3.835522904605387,0.7725534604736696,0.5495666883928625,5.2015567804761345,4.106713263875632
2020-01-29,655.5339013738203,624.4913902056032,3553766.95726813,594.8495248701674,660.4274239232118,632.9720636653972,596.8668872577362,,100.67378030962969,,,1379507.6755603403,,,-0.04851247743918265,0.05873216882655769,,,4.18323873450571,0.7768403101900551,0.5342155703311786,4.490171570877527,3.99121851415978
2020-01-30,541.5186393721324,518.4667114653421,422258.3710264154,498.98541444010334,516.8658552975448,600.0251904856948,587.0022754977415,,98.0424304669355,,,1740928.0895089847,,,-0.0435016635896719,0.021942942170295823,,,2.8837074258978626,0.6541612682877459,0.6895904430319375,3.9447332707406537,5.104334272967799
2020-01-31,584.9938790267861,528.2167509634246,77109.34789310396,567.114750590722,565.6512082629315,555.3317545657976,577.9179922123328,,94.40530047659401,,,1574121.2664277859,,,-0.10209467131796199,-0.039866285484687625,,,0.3808597490345969,1.0142562295874755,1.6550320527283897,4.567204932534032,5.409264555840893
2020-02-03,516.7368578157102,615.500385506145,-3666333.881020345,558.2819059050462,573.5166297476726,571.3609011929308,574.7707323944858,,91.89335624599778,,,1075551.8810718942,,,0.17490180609961645,-0.005950173892638477,,,2.723577285763796,1.0230636503356998,1.4875091984588744,4.575058073318831,4.383846641651776
2020-02-04,643.651088965571,668.4601834607693,-231561.362524258,660.4077016816645,691.5486657018337,591.0270843202568,578.5603350614484,,94.20402386901259,,,915108.6884964068,,,0.03782004178808915,0.021319007415505103,,,3.438524123542896,1.0194772309139661,1.4279106161829638,4.943379716192975,4.588338480623319
2020-02-05,688.7997970480201,658.9047277428544,-1183237.877914831,635.6923125056946,681.0253936096033,597.909751827707,577.2446209141854,,92.80939449490853,,,69924.88297407496,,,-0.044371705368288675,0.03517369616258165,,,3.8140370331680953,1.0150691939140184,1.3403139079463644,3.7705594876386224,3.538444208341862
2020-02-06,706.1105388766237,735.8074227932202,2141707.4226756957,731.281560112302,730.2814488737722,641.3778940932827,582.2047847426726,,98.61798565928301,,,-421017.823155896,,,0.041196634793872096,0.09679657191734485,,,0.0001112323432791664,1.3112571716927734,1.766303407357327,4.209861912149168,5.381466220509989
2020-02-07,710.1273983879964,693.9538042039458,2862722.999369232,670.5046477573569,660.1674744819611,674.5253047413869,591.2957826885028,,100.18656720963884,,,-388157.2135122777,,,-0.023038994544576363,0.13169282070876584,,,2.3357464540845134,1.3276930805437357,1.4938927040295769,3.556749263949183,5.110402515852446
2020-02-10,680.0976141608608,585.902113731101,7876681.73691568,668.7746201902219,636.544050445269,668.6056503863781,591.0488151367323,,100.19383375721318,159.26062132496486,,174407.31169054247,1900519.2001238908,,-0.14908360389482464,0.12329581350255585,,,3.4729153731440414,1.3082749630148462,1.5626491157516182,5.010003821840406,3.387715973647242
2020-02-11,597.7186371864109,665.5982202880505,-3259206.38134094,608.8104523246584,665.1688012295126,668.0332577518344,604.1144738761878,,91.19093951114255,159.67338574190586,,-686566.4818075534,1748686.2676553892,,0.10756607880681111,0.10057425308889903,,,4.03173039108777,1.3060062668043917,1.6605184409591587,3.3448239743026367,1.0515078133780904
2020-02-12,599.9998902522348,590.1479313973159,5052145.576812094,604.8506364770201,596.4375909426071,654.2818984827267,607.1060131773836,,89.61026550581369,158.5860958415992,,-428631.6179013203,1708235.5726506277,,-0.016556235649340677,0.07483486917924821,,,2.1297835409411636,1.2453652929024928,1.553232632655886,1.4459344198754631,4.230575587595861
2020-02-13,657.8814226761206,615.4463208643956,-4382561.927607305,634.6525530090594,624.3578335251332,630.2096780969617,617.7674743866496,,75.52857650987626,158.66758977022118,,1090197.060050297,1674074.6513540468,,-0.0666769768086358,0.01994045477040695,,,2.331631092311167,1.221514803114115,0.8419988526105833,3.9150563885392624,4.7904964069943174
2020-02-14,542.3517936366252,460.0543772629362,-2284436.162596965,512.0431673031981,466.04033247490406,583.4297927087598,614.8122627918756,,80.57745496167436,158.592696319035,,1754371.474363048,1563418.4255937624,,-0.1645701626999218,-0.05239283394253449,,,3.8287030212922915,1.2087380539811208,0.8735744317981844,4.868253838821247,5.454891223570072
2020-02-17,534.4179607566484,519.802723334471,2791909.0170677323,595.839525229032,534.4698073807376,570.2099146294338,616.5305088075833,,77.99858739383095,158.45063876667854,,2432073.3585908953,1608600.2187442,,-0.02772886946755853,-0.07810324418379466,,,4.1169165188394246,1.1937705758345931,0.9732296485716486,4.560628757210211,4.191159524373814
2020-02-18,540.5774308086566,610.3938455233501,4774613.717681361,508.4528910885956,532.0505472277591,559.1690396764938,615.5064011613679,,77.93475770326252,153.91522092880268,,3090469.8442002637,1725190.4475540295,,0.12146651266583812,-0.09599352150616597,,,3.161147390962251,1.1934906508617933,0.8802907635461636,5.0128958588294985,4.0110422031264
2020-02-19,582.929770372999,705.359858048856,2428578.10211936,678.3490379598688,671.2626321236239,582.2114250068018,616.8437847456582,,79.2923419673707,155.61597466952705,,3559068.398437566,1728488.581226374,,0.19064139292006174,-0.05778215170012946,,,1.9581782777703536,1.2164551476244974,0.9301713060389997,5.223362838475174,4.74677327286422
2020-02-20,750.8146055116249,723.014645300218,2773570.287635702,693.9497210937916,764.626775937887,603.7250898939662,618.8344631424764,,81.51459014912814,157.83108753307135,,2075591.1070661515,1727285.689886575,,-0.03772927954135862,-0.024718865514831934,,,4.258120977710877,1.2258280838785465,0.9419598297158432,4.724026421353981,4.678126221821924
2020-02-24,756.6455960127578,743.2794436476215,710479.9175966047,732.5476068645112,781.8155057154254,660.3701031709033,618.414238796712,,80.81231672196218,157.46325391580817,,1914107.6233418137,1762694.7923396446,,-0.017822898917480286,0.06564191800294818,,,3.897272730038935,1.2415015153833426,0.949058189476438,3.6354677490245084,5.646241869148033
2020-02-25,733.7547530496959,654.137471106862,1057308.3383351602,700.8392230835007,637.2290185243646,687.2370527253815,624.353379733531,,78.72462554388854,157.97859106478344,,1285268.0379790151,1829896.931921511,,-0.11485731903480545,0.09596276586792889,,,4.152773906518525,1.2259136047217363,0.9552055643810687,4.2323248342105035,4.90033480254615
2020-02-26,616.7117763258611,709.7012918889404,-6269210.209112918,667.587039319862,684.2962056621045,707.0985419984996,631.3319809367711,,79.84318874002564,159.47764397009416,,762315.1995139351,1718312.867809501,,0.14044238833275702,0.11333819371478648,,,2.8159574516106725,1.212511417478332,0.9961075674481893,3.5138756101906594,4.5982205568155585
2020-02-27,638.5891097975555,636.2672598574745,551198.0517197922,625.6376019860509,628.3046034328336,693.2800223602233,631.9207744193648,,79.83350790914231,160.0205543302556,,612186.7542365183,1677381.5445171797,,-0.003642531915823923,0.09266996088676607,,,0.9809547876754353,1.2580271186522658,1.376865040468716,2.883135150555715,4.235447607690008
2020-02-28,672.4235384485419,571.8960988990248,-3561864.2601919863,627.9793983162881,609.2495851902404,663.0563130799846,634.5922437910489,,76.66838812463799,158.78933509255955,,412980.62267559825,1490053.3692568971,,-0.16193107793878878,0.04387726647806947,,,2.9301165391530315,1.2581632549208648,1.2489341340349023,4.925841042847114,5.018064604308939
2020-03-02,574.7109098724168,711.3381938095372,-274157.9138818812,659.9022570420948,659.2203236239038,656.6680631123678,643.7483159333545,,74.19047862140529,152.03149040456685,,395417.25958684896,1493299.0049408572,,0.21328082715046823,0.01987082368005382,,,-0.38282325319050325,1.3452343256117822,1.791105867991831,4.318433452590013,3.463898272831681
2020-03-03,686.1916152561816,608.0120571984444,2675463.586434049,660.9346521358038,644.5719888691319,647.4429803306842,643.3738995179694,,74.35924396762421,146.98623319842952,,712507.1329595686,1573607.7342367356,,-0.12096219856545601,0.006304680942311064,,,2.795002109286889,1.3451162135773462,1.4774165623169881,3.5867348258155825,3.8313640759446588
2020-03-04,641.98790032337,549.8332259601011,192497.78973739035,619.8889705110023,583.0706856121242,615.4693671449164,637.4425516429361,,76.93933506361878,144.91435021773063,,733710.0905726511,1539310.9807790124,,-0.1549544499467517,-0.0350789825738952,,,3.605994594026865,1.3497915657062816,1.642533280226719,5.084535902867234,5.0743488871294264
2020-03-05,553.4530799997001,581.8422149348844,307972.1070628166,530.6465493094865,579.956884029526,604.5843581603983,633.5894260025376,,77.73348706543642,141.20709629461146,,808270.5898215335,1598575.640446671,,0.05002232370831439,-0.046859940977029925,,,3.8981336882892372,1.3532049849149528,1.7129431083914368,3.264607689147504,3.996824432523856
2020-03-06,550.4749188389851,479.7306254621772,2022893.530629592,521.7286834581191,514.4110750079226,586.1512634730288,620.7855861359855,,81.0304200658608,139.34924116247737,,802329.8952192283,1920822.394701439,,-0.13755664501450063,-0.05740786532960379,,,1.9902835601363995,1.1997143237913754,1.7150132605334991,4.249959890327132,4.523585585774824
2020-03-09,520.3302349391888,673.8821464264702,-20092624.017202195,607.3165194772955,576.109777263121,578.6600539964154,619.7820032471116,,80.19652294342512,137.80219157002844,,-345437.455609343,1311888.0576498127,,0.25859156149264234,-0.06865262948337658,,,3.4406341680780845,1.1970522786869677,0.762067814040442,4.522222520833835,3.623168175780514
2020-03-11,694.3744016179662,627.6190101052243,10776908.510412317,676.0784061699269,680.0794522048291,582.5814445777714,621.8678480658177,,79.81053892379109,134.59668696786218,,-200426.11693451117,1430384.0395307136,,-0.10107798807579106,-0.06525861256532359,,,1.3865558356579875,1.2410792644068518,1.1066522251218804,4.9964578314268016,2.975884243472898
2020-03-12,651.3166389291273,687.8029389971689,1955605.1041358055,656.3685380659199,679.1771260753994,610.175387185185,622.9780840012737,,80.60141001365477,135.1387513009325,,60314.457339326116,1303731.0986450287,,0.05450645854539209,-0.020764904183463977,,,3.127137132121594,1.2125281805705246,1.0454481922649896,2.6333835908355883,4.927034190324091
2020-03-13,643.4849116060641,668.3961883842867,5654734.879031379,634.110935049499,663.237775406441,627.4861818750654,626.8904968506222,,80.82274446273041,130.07620418884315,,90443.92245029034,1428085.779135594,,0.03798251473449734,0.0009497706379988909,,,3.371660098110758,1.2070471454890708,0.922522913210411,3.708122569006906,4.460768189862495
2020-03-16,709.0518724941294,707.7711236861142,648443.7973157372,716.0962843583238,733.7169509745172,673.0942815198529,631.5067369917082,,82.74835587483024,126.97692552510357,,341994.2086964425,1476533.2162090733,,-0.0018079169526735018,0.06377680127350556,,,2.8690724527205007,1.2000834124516242,0.8424980506590075,2.9941402413902996,5.4295232369704
2020-03-17,713.5471307031239,682.0262440626393,727345.0430732239,697.2908304646571,712.9077133384171,674.7231010470866,642.6053303316934,,72.83407641430149,109.73332478077567,,492583.2689799519,1426264.86870293,,-0.0451803522475475,0.0487716444456179,,,2.748352564558266,1.1807168681947116,0.7729215534409616,2.6122773306856164,2.0972934484604107
2020-03-18,620.8218259558271,647.0516869662688,2174712.2512073144,607.8952738968264,617.3889938893162,678.6096364192956,648.9677785132832,,66.85448688642693,101.1333299411761,,461723.430686931,1352730.377495007,,0.04138205238886261,0.044662985118170476,,,2.2506305265922144,1.149151488485921,0.42312618065895863,4.106263856361958,2.9669560233824783
2020-03-19,671.5408715973672,659.2210095588234,3577189.3014925346,662.3408990013677,677.3290019518363,672.8932505316264,651.4091367150569,,66.26061057563982,98.790877228923,,401852.2098774897,1447337.3388759345,,-0.018516030843588178,0.03244878070778492,,,2.7072567497675117,1.1453452471911287,0.4012728100722744,3.1269900931108325,3.3527746803120824
2020-03-20,678.3380032081159,545.2686800467727,3715674.4072853047,662.7759156813063,523.7676484466256,648.2677488641236,643.4045778149527,,69.01279771054102,95.92654341865178,,466207.0251357869,1513807.708276541,,-0.21836702942651923,0.007530073886388063,,,4.9345334078705285,1.2287331874253857,1.0509701055371266,4.6228431640480885,4.813220471569118
2020-03-23,577.1153890931218,635.5119577805262,-4391226.061789371,555.3327624847452,599.581181502409,633.8159156830061,639.0294434389682,,66.42536504217027,88.90031817356476,,107967.20766453324,1429859.77704014,,0.09638867917509711,-0.008191972221179457,,,3.789819642401285,1.2055098656358059,1.0802193087079621,3.1658569067975084,4.280259182691179
2020-03-24,607.6427589161403,726.9693965663328,-18674845.009556998,697.4273047307879,690.8676517991216,642.8045461837448,638.2139410849037,,65.16631565684962,83.81427186175496,,-861299.0386931468,1133116.6314776153,,0.17929723943181383,0.007167148320346665,,,1.8809376947981964,1.1989736165347102,1.2452263185944816,5.202360918815154,3.805398413466704
2020-03-25,755.0743071790548,693.3306469198742,-9215139.37385281,701.3144184371995,759.5345267513067,652.0603381744659,640.1735998755543,,66.25064545135355,83.62206764001412,,-1374921.4243025451,949463.1461530868,,-0.08530915512584154,0.018397711479471272,,,4.064230798743558,1.1937302671520869,1.1944670159528283,4.0573120649259415,3.834687429160368
2020-03-26,587.2236514270289,615.0862200720167,-6710075.532296065,607.9138908407303,607.3481892568352,643.2333802771045,635.442846284708,,64.3761513988603,83.50494449600589,,-1396964.6904617026,725340.2704754322,,0.04635669841419395,0.012185462165888193,,,-0.5696885767516121,1.4065058479565653,2.1983936525996217,4.717455259907083,3.787248348704545
2020-03-27,712.852348958384,676.7772149021293,-5431267.353545033,683.9102653470045,712.7714772443187,669.5350872481758,637.4683440369408,,65.03735204441189,83.70828345418914,,-1696087.9607249438,98535.48969063847,,-0.05193217295900646,0.04907895250862841,,,3.362498544748003,1.3631731419199569,1.9144469168926492,2.806593452997736,4.879071753354673
