Date,^MXX_Open,^MXX_Adj Close,^MXX_Volume,^MXX_High,^MXX_Low,^MXX_MA_5,^MXX_MA_20,^MXX_MA_250,^MXX_realVolatility20,^MXX_realVolatility60,^MXX_realVolatility250,^MXX_avgVolume_20,^MXX_avgVolume_60,^MXX_avgVolume_250,^MXX_log1DayRet,^MXX_logMA5_20,^MXX_logMA20_250,^MXX_logMA5_250,^MXX_log1DayRange,^MXX_HL_20_realVol_20,^MXX_HL_5_realVol_20,^MXX_logD2,^MXX_logD5
2019-12-11,2105.9784371279093,2968.127644185428,-3927072.939258158,2825.627591006716,2469.834790468998,2411.8242200310947,,,,,,,,,0.343151156302691,,,,5.874348540450616,,0.875726593422991,6.03252231488332,6.665497893694495
2019-12-13,2894.1219425011004,2539.204458052791,-17191304.402721524,2465.9667459035627,2677.6648597328567,2501.844150843221,,,,,,,,,-0.13083093715814548,,,,5.355161268461516,,0.5758178002799631,6.040868548082145,6.109469011715237
2019-12-16,2561.200207459264,2243.6419516269816,11137354.504436672,2568.6994315090637,2544.8330105126624,2484.25666967945,,,,,,,,,-0.13237556283210347,,,,3.1724724917986395,,1.0203811418352373,6.585462013544274,4.476625263873097
2019-12-17,2146.951611268669,1192.262480057332,113876554.2480706,1800.4492704036677,1393.4818718141469,2212.4366202748124,1950.0169522854478,,704.1479870427321,,,11591587.55038495,,,-0.5881962350150864,0.12625638526857835,,,6.008733080488629,0.9126462351654776,1.1650622610546413,7.205592100497799,7.214578176716261
2019-12-18,1077.2962520669207,1402.7453203546283,-56222519.75886643,950.9638943875652,1177.208582239131,2069.196370855432,1989.283751934531,,645.3676590464174,,,6884716.519779119,,,0.26397682768646336,0.039385654960569706,,,5.421617103195295,0.925104006198142,1.1496988330100992,6.7344687407330195,6.573961198831878
2019-12-19,1404.4038534223691,1262.6287824717292,-38888316.61490938,1381.1199081814812,1549.4150763677826,1728.0965985126925,2004.4466477950168,,623.073769131349,,,2148217.079197633,,,-0.10641702624615822,-0.14834746579372388,,,5.125719391255825,0.8739791181179138,1.0811687940488013,4.253714489683861,7.441612934437603
2019-12-20,1456.321337780504,2971.923581399431,30495527.6324586,2619.9031121060943,1866.7084386363204,1814.6404231820204,2047.7636279311039,,659.5234785257614,,,6418125.165369111,,,0.7132957892223242,-0.12086095032669764,,,6.624323724890989,0.907278071980794,1.3060765637167706,7.358307360712035,6.070088841647458
2019-12-23,2727.6361337209382,1107.5846554161217,50051093.46967395,2015.882557431181,1749.5690610876263,1587.4289639398485,2031.949912844674,,678.7810726140009,,,10157397.990709588,,,-0.901253690703055,-0.2468801765628036,,,5.58467417251032,0.904441553721983,0.5822872168665683,5.043709767083883,7.035319034814538
2019-12-24,1342.66229444724,1774.5580786337996,14227094.259728014,1156.0299490677462,1611.2730337868852,1703.888083655142,2075.645829570275,,628.378545897213,,,13042198.871933002,,,0.27889699233255855,-0.1973596007789002,,,6.120831528419067,0.9328817872029462,0.5965773207900614,7.087879007959004,6.366978220127349
2019-12-26,1535.67428442834,1329.6133733015013,-24750600.310529992,1533.8454446848373,1634.2691349828856,1689.2616942445165,2065.313368151281,,639.3181938198778,,,9087059.301259432,,,-0.1440813546227536,-0.2009904008614571,,,4.609398138567556,0.9354527901062428,0.7946901876915372,5.402806733350069,4.292265303475501
2019-12-27,1365.7498916933328,1814.9255531955423,-48837977.52223191,1431.512122050961,1548.241549852526,1799.721048389279,2082.4851622744727,,627.0229312530502,,,5690698.172284861,,,0.2843408003607397,-0.1459302902997642,,,4.759858673755574,0.9373862392135034,0.8645459983251893,3.6980243756066655,6.3140855299297245
2019-12-30,1875.4517779237503,1829.977539775355,-104347536.89791705,1787.8150458675082,2166.855785943775,1571.331840064464,2083.158068969754,,626.7296332129685,,,-4471628.842758369,,,-0.024545885193801634,-0.2819614791210415,,,5.937643692910329,0.9572802758046522,0.6851213069518705,6.215336166264174,7.040489140083991
2019-12-31,1946.8930419709611,2196.2050713418,103966000.5437106,2338.940325891057,2094.174394263213,1789.0559232495993,2091.106064859827,,627.1245509620071,,,2108511.8605847447,,,0.1204961132279605,-0.15600508008642833,,,5.500302372766469,0.8543927503577181,0.6805357834835627,5.94353274957041,6.99266650011937
2020-01-02,2247.821169827883,2702.49458222244,16508728.09103623,2467.7012427247864,2341.298388958832,1974.6432239673275,2092.2009215574517,,628.226019492943,,,-4484617.197001149,,,0.18421388772236047,-0.05782884845822839,,,4.8394740587201905,0.8534427196499327,0.5660932333772045,6.77138218677646,6.832963307588182
2020-01-03,2722.372911998609,1943.6382569119812,12165215.207284018,2237.076570323694,2303.146541199618,2097.4482006894236,2027.6899143729465,,568.1987404671112,,,-435371.3637807287,,,-0.33694228722299335,0.03382429146098049,,,4.190714345235339,0.8787996794729981,0.6814436311548393,5.5316758253151805,6.4200354543788425
2020-01-06,1842.137839164232,1650.8637691755575,581338052.6550429,1634.944665122115,1326.0010586666722,2064.6358438854268,2001.0694277046234,,572.9776816305377,,,26666217.212326273,,,-0.10962811887828762,0.031272112571608605,,,5.733158756861533,0.8626126495117571,0.7174766002178513,6.958097393536082,5.100243088707756
2020-01-07,1639.069164813223,2701.5942190761634,-320869143.3800222,2520.228180316175,2125.914191702741,2238.9591797455882,2031.6938984588237,,593.9162018224088,,,10087255.576651683,,,0.49971355200280476,0.09714122813693249,,,5.977147517336288,0.8034825397185775,0.7272272482024377,6.630625286545921,6.770349739304081
2020-01-08,2728.7544418783145,2795.775579133311,16753497.426926851,2929.362904503869,2921.9164670327737,2358.8732813038905,2054.903709543197,,614.9500733082672,,,14425089.792364463,,,0.02426429948870019,0.13795509167805742,,,2.0077357262219953,1.082761432034003,1.5900159672156704,7.0430828911510455,6.396213578546953
2020-01-09,2854.38797779561,3299.5863269567926,64534391.32644579,3011.407840960976,3076.848038406996,2478.291630250761,2092.314889537011,,667.2756707531345,,,18859360.607910167,,,0.14493965356733804,0.1692984083480707,,,4.181136709496843,1.0970973751404818,1.5872712741508956,6.393577556339512,6.392070777857561
2020-01-10,3207.440334155919,2365.7369746785157,-4007605.770875275,2641.815961934597,2764.998915044925,2562.7113738040684,2104.6544098983604,,670.0700949162938,,,19800571.588374116,,,-0.30438362475518715,0.19691455056504303,,,4.813670673914765,1.0925792399348744,1.5894203845751758,6.063874982459672,6.045239215035757
2020-01-13,2725.1095686782173,3491.8801057933924,-19797944.31454259,3378.205963632892,3119.6823606635808,2930.914641127635,2130.842032978758,,714.3630944263994,,,19007028.01960989,,,0.24793166742658096,0.31879731627323293,,,5.554986997205016,1.0828322188429773,1.5577360290478914,5.259024300727683,7.518073054967652
2020-01-14,3468.188495870076,3925.8589182954743,11749774.221554697,3749.992948172316,3528.3762313209845,3175.7675809714974,2200.174755990892,,816.1257385594513,,,20454081.950823706,,,0.12395274963579427,0.3670125691614201,,,5.400949389082642,1.0835018424428953,1.438532479190802,7.352519266173776,7.110095697224098
2020-01-15,3639.9709157474135,2489.482766324865,4623269.2305032015,2937.959888645357,2919.0837067139546,3114.509018409808,2212.4667967257865,,818.6622928220145,,,20128377.68712703,,,-0.3799007269060481,0.3419634306705426,,,2.937900912056846,1.1062476437155457,1.064743522930059,6.910149749416851,5.724541549013795
2020-01-16,2504.9486500875573,1736.7663827487413,-21671065.032890573,2226.935436300315,2104.7960459017995,2801.9450295681977,2239.691991860357,,791.5541293852517,,,13350996.723078972,,,-0.3662432518213816,0.22397547665967393,,,4.805162936776437,1.0848224494786984,1.0429853980482655,7.691242369606423,7.354247124942363
2020-01-17,1204.8865654677684,729.5821187550791,8501718.692890763,1087.5418506934257,772.1031745435575,2474.7140583835107,2206.03383178038,,841.7367859090095,,,16587208.645666832,,,-0.5016687747778267,0.1149286004105135,,,5.753964292723982,1.0940252218796442,1.1475623841993894,7.473012636194383,7.400104167893095
2020-01-20,1406.8254813197564,2379.769866352264,-14850552.484678656,1758.3374270094318,2053.642275568407,2252.292010495285,2261.8908859744065,,812.3930352547856,,,17789096.85217837,,,0.5256680537790908,-0.0042527696225018955,,,5.688008207710836,1.1039850972482663,1.1681727643116167,6.466150141957816,7.014014606084926
2020-01-21,2005.9787975356808,1896.6026410786471,-26409827.29421096,1856.073457843573,2020.5856627941607,1846.4407550519195,2208.1248389583675,,798.3911370912414,,,14943829.10584489,,,-0.05606791796048182,-0.1788837964017371,,,5.102984761681668,1.0404621623265562,1.1446893303130128,7.062209217670551,7.6154246390044085
2020-01-22,2492.515654577488,2497.189084817473,13438618.422785118,2475.288890788306,2476.70490272508,1847.982018750441,2277.605060428435,,756.9662151629171,,,13113205.353500448,,,0.0018732297202566177,-0.20903023574538446,,,0.34784442516105596,1.455229416874969,2.2667294037130743,4.765750594722293,2.0420405758206623
2020-01-23,2347.474002270661,2299.434767942832,-31629340.024199232,2217.598330889632,2593.095906540446,1960.515695789259,2303.8488948938866,,747.6491106462287,,,10820383.639304087,,,-0.020676517729334314,-0.16137360813791976,,,5.928252014860615,1.4460328545511325,2.3773443803708565,5.998519916512362,6.332690440738029
2020-01-24,2212.5148215323206,1995.3115938987648,-14634620.072873635,1989.5028863174336,2117.30575858293,2213.6615908179965,2337.1338059237496,,716.1485941397874,,,11326182.651186904,,,-0.10332957131139925,-0.054277336412735355,,,4.850489016381778,1.4462118680742517,2.297294791304151,6.218356047914031,7.143403895149661
2020-01-27,2157.477106676677,2883.092986057396,772250517.1134642,2781.5506670941177,2450.4952755929444,2314.3262147590226,2390.5421775668424,,714.9835571463352,,,52380607.38297171,,,0.2899241384874607,-0.032401599520286546,,,5.802285707301291,1.4665337746068714,2.3140251293777117,6.369315568552209,6.2212323489584165
2020-01-28,2722.886174838648,2240.0715492459167,-402619940.4082204,2246.5643490493458,2402.068784607047,2383.0199963924765,2411.0468780403708,,703.8551022692144,,,37466987.207456544,,,-0.19518460445212701,-0.011692453061497752,,,5.046674255699297,1.4424587066726247,2.3099205922546213,5.5002779561590875,5.839096592768806
2020-01-29,2541.302836983079,2388.955951039763,-87287866.20779145,2555.7333581022576,2642.819892930056,2361.3733696369345,2420.6844220252688,,702.0759239527011,,,27904293.86988144,,,-0.061820447542321404,-0.024806933136444775,,,4.466902277507953,1.4316229356774224,0.6273770988849036,6.202812877541103,4.684287546685157
2020-01-30,1997.974556138368,2025.7472712208764,-52829936.99889872,1807.2628288576925,2044.6677247999687,2306.6358702925436,2386.8470564751906,,704.0843436853767,,,24437360.61538469,,,0.013804709831656369,-0.034183141927153333,,,5.469767105140151,1.442412582376887,0.5225273622507772,5.367490185960244,5.611986932584291
2020-01-31,2021.3192756011667,1986.2530545308653,-80853342.89637308,1949.0528389144529,2113.0976063463822,2304.8241624189636,2388.9777963561346,,702.7356772967677,,,19786432.710201837,,,-0.017500428259301228,-0.03586118593004453,,,5.100139362719991,1.4397456188443472,0.5009555389712594,5.998199060552916,2.203707889386795
2020-02-04,2064.544406489571,1795.963720181844,-34905424.12245238,1939.7649940313493,1799.667968919377,2087.398309243853,2396.232793906449,,695.4253483868403,,,-11025741.128672926,,,-0.1393678063423166,-0.13797937250525705,,,4.942335219084484,1.4220290225307797,0.36064962351591956,5.437137783388112,6.991295799899518
2020-02-05,1960.0336252432132,2316.0131607830444,-37561172.96019028,2068.9945462111355,2178.0700742615263,2102.5866315512785,2376.953740991793,,691.8498407333037,,,3139657.392318671,,,0.16688561341181218,-0.12265141101653575,,,4.692040560165875,1.3903892891407033,0.3845265032916598,5.798365439352732,4.3299647757679525
2020-02-06,2141.916963747586,2147.921666505874,58301916.78654955,2139.019464123412,2124.61011228148,2054.3797746445007,2344.5610453604213,,686.3529115536397,,,5217078.360299806,,,0.0027995023577894467,-0.1321242073284348,,,2.667877429258814,1.33106553019785,1.1025116853083043,5.863511697790538,5.484939182849454
2020-02-07,2063.6597270409766,2063.542297300799,1415829.6488556564,2191.4549377925505,2246.173954548958,2061.9387798604853,2282.758843877621,,650.5477073357159,,,2061150.2764202997,,,-5.690525422147644e-05,-0.10173803526301275,,,4.002211304519956,1.3351733850975374,0.994635039001684,5.531295849907705,3.632177508780217
2020-02-10,2354.8461310242383,2389.5436693320958,-1536480.6002289206,2648.3334784439503,2409.7791699218324,2142.5969028207314,2283.9491786103004,,650.7292816402219,,,2184706.5349526173,,,0.014627026190358898,-0.0638874411784395,,,5.474596993094833,1.3470758614002027,1.0819999490431342,5.487374533214508,5.999657430597466
2020-02-11,2239.498908502981,2323.045850507668,-142492741.44816837,1983.9214457389755,2265.935048403986,2248.013328885896,2225.5074658460144,,585.780905278432,,,-3950033.3217286714,,,0.036627051939698015,0.010061897082876801,,,5.6419553061755225,1.350111990980897,1.2139971789170454,5.558770395024221,6.267356381419328
2020-02-12,2432.918519848892,2204.0448122784,37938743.224709176,2330.9278865881533,2342.6725044703708,2225.619659184967,2139.4167605451607,,428.01128266331193,,,-2640584.8715709476,,,-0.0987973503256787,0.039502125268622665,,,2.4633950830747997,1.4280792048693647,1.4994715745649758,5.223048720592906,4.718216228718341
2020-02-13,2074.7924678706368,2171.136157917997,14543814.082547456,2109.686753627793,2183.458784698949,2230.262557467392,2123.499430124817,,420.15487039822966,,,-2144557.6289687348,,,0.04538947241543015,0.04905391491081593,,,4.300979676998637,1.3782875456479995,1.2857837907851928,5.023286216582944,3.1447767135051423
2020-02-14,2434.0407860823325,1839.7470573234605,40800166.81614022,2238.6501087576107,1813.7438359534356,2185.503509471924,2128.648463853553,,415.774160322045,656.9588708333654,,979003.963482805,8640529.412315574,,-0.27992465791249127,0.02635898680476563,,,6.0518686100246795,1.4144678882808928,1.4524965915287986,5.897971541368407,5.410731526560207
2020-02-17,1704.6720575554282,1332.521806105673,-22795159.513878983,1603.1487048835188,1465.734448107094,1974.0991368266398,2158.7954482210826,,319.7654649812656,635.6336136450086,,-585839.9468556823,7628695.0728634205,,-0.24629950889452107,-0.08943824224336354,,,4.923000135514788,1.3936125269127912,1.4074226112081518,6.7317509486044385,6.963210669881888
2020-02-18,1260.0523099358288,1391.608930751052,-34698777.1758696,1183.2790792690394,1315.5719140821675,1787.8117528753166,2109.387401441022,,357.8937990584993,624.6334717843077,,-1578251.1814152296,6119687.583320256,,0.09930734596491769,-0.16540518668131304,,,4.88501791102335,1.373500561383777,1.315270370105783,6.105101503136667,6.836728468754101
2020-02-19,1508.9368955750142,1589.586845955244,27548826.44491377,1781.733003264384,1704.7328215560228,1664.9201596106855,2094.036611684852,,373.7346219335229,628.4491748877645,,1119681.505541007,7493878.592251668,,0.05206877694847572,-0.2293164262887975,,,4.343807781699746,1.3695867419906087,0.7063507495535969,5.549329126222196,6.420740523612232
2020-02-20,1479.430907442198,1527.7327159966735,26129262.194501355,1254.9560846155073,1346.5946391097095,1536.2394712264206,2045.563793243812,,381.4825434462633,626.6488703296311,,1754213.694126819,8341605.679445616,,0.03212725952741142,-0.2863359166962369,,,4.517852083718005,0.9443923691719079,0.6657937002781125,4.913564657397854,6.466771964373028
2020-02-21,1744.9995113522928,2093.4014546097205,42272442.4721016,1942.3762023507552,2164.2312075157715,1586.9703506836727,2035.2621275771562,,377.02192955000373,605.9406153997758,,5449302.81894186,9770628.44339298,,0.18203595766651903,-0.2487978614687698,,,5.4020240386027245,0.9176269428320832,0.4097195914110533,6.222208360430375,5.535972699901304
2020-02-24,1884.501750478208,1838.0471746007715,-4866795.0771956,1689.1851162773455,1750.2442283384044,1688.0754243826923,2027.398906612257,,379.53061450109413,602.0993127911083,,5937694.068725763,8783645.340390699,,-0.024959772734439237,-0.18316456679393694,,,4.111842445128588,0.9282681143955345,0.5053666087713187,5.737586165934692,6.225598222156988
2020-02-25,1918.8350074017144,1756.9256990126269,-37716091.97238617,1854.5303381515369,1833.519128186912,1761.1387780350074,1971.0905422600183,,325.60526796779936,597.8138096885441,,-34560636.385566756,7836889.723229936,,-0.08815271514592074,-0.11262633154628465,,,3.0450561031379806,0.9624576877296254,0.8474759073456678,5.818526097743511,5.900764835462152
2020-02-26,1684.2807640219653,1844.5624212825423,-31218889.384840533,1679.7131636639606,1900.2442927674529,1812.133893100467,1951.3150858618494,,320.3775921761443,597.5611362440405,,-15990583.834397763,5668258.176766802,,0.09090345292491181,-0.07399845094378982,,,5.396038859995166,0.9745166884131641,0.9854227406711786,1.8741450735239742,5.5411677575407365
2020-02-27,1879.600805040991,2439.0918026915606,37566179.77125202,2427.3250019302686,2097.171336172014,1994.4057104394444,1953.8218784444393,,324.1560011240161,598.5441181944539,,-9747881.53544559,6754974.731673529,,0.26056634145451696,0.020558724392327046,,,5.799558199890327,1.0102083611266826,1.1465326686734478,6.525273181970483,6.814936987208703
2020-02-28,2385.6159891190728,2748.621009851122,-32803120.90302817,2626.321052748208,2509.703396892546,2125.4496214877245,1989.9655653759517,,369.6990399947856,599.6196104866784,,-8746540.73065206,3735400.895910492,,0.14164196759376552,0.0658660318220468,,,4.7589006848859485,0.9926286030625914,1.0899006449155926,6.806894168655549,6.484970378310505
2020-03-02,2850.820982035704,2399.795195624425,-13607772.724199891,2467.313031954909,2632.6878836299475,2237.7992256924554,2010.6426724306298,,380.87613066234456,583.6719467052368,,-5384262.222043401,4655599.7081259005,,-0.17222361811414624,0.10703848588506808,,,5.108214725533967,0.9928332284937847,1.0640218109113169,3.671138180978626,6.331053388181892
2020-03-03,2347.952858518329,2239.682469154286,-12442968.12563412,2157.20583637691,2183.8899784010573,2334.350579720787,2032.8286098792519,,380.63615523663054,583.7842588581011,,-4261139.422202488,3793112.220483617,,-0.04720972349533032,0.13830550107177053,,,3.284069457279033,1.0334733865289008,0.9650204994747,6.232327264067378,6.179512945325583
2020-03-04,2235.9605867072787,2619.092178417861,44527601.75539321,2535.107163165776,2355.4405504472816,2489.256531147851,2047.9825607609923,,398.1346246905144,586.9501417941533,,-156700.68642331363,4356737.427515677,,0.15815683250075477,0.1951288921362577,,,5.191102981972723,1.0432271385905174,0.9411143605075029,5.3904268969773295,6.6522560802102895
2020-03-05,2526.368446442928,2439.656415140078,2523081.766388431,2405.8608368527566,2650.081807488714,2489.369453637554,2062.569298192703,,407.2292470458279,587.6753261855836,,-2945642.43743137,5565508.571744297,,-0.034925658985106814,0.18807700915125572,,,5.498073432829691,0.9605248808118294,0.8703306896230262,5.2981870879911135,-0.5716157150221104
2020-03-06,2472.8452420411413,2314.3028622215425,21978015.765369505,2284.4373437460818,2237.5897426872,2402.5058241116385,2075.1073264387405,,411.1026463463298,585.7523581692919,,-1917533.1316056773,6334325.917574927,,-0.06626090478650974,0.1464994101173808,,,3.846899802653714,0.9671530976939586,0.9633311330171089,5.719620771348811,6.073777324598184
2020-03-09,2148.435161811125,1718.49016465983,-44567870.85151636,2102.6627223999603,1862.2161045462308,2266.2448179187195,2041.5546512051267,,411.47310949182827,588.3884293744759,,-4069102.6441700486,5972058.493052226,,-0.22329365134655052,0.10441259490994188,,,5.482498101722187,0.9674867567024846,1.0265544280526546,6.580869693895089,6.524010122112545
2020-03-10,1900.1404809650849,1875.2252019595871,156111140.6195622,1792.1451753073452,1744.2259758423716,2193.35336447978,2019.1636187777226,,407.5145009109201,579.2698506378445,,10861091.45921648,8639362.052365897,,-0.013199060867408074,0.08274821380829428,,,3.8695162480118444,0.9580455034495541,0.8481991177857492,6.084676300076566,5.898409307798713
2020-03-11,2164.45624576274,2519.5879569648605,-44679473.33716169,2470.2981741648,2466.0974204872728,2173.4525201891797,2034.9407760120455,,420.9361990243776,579.037697482756,,6730180.6311229365,8181225.903458562,,0.1519262057955725,0.06585021057032267,,,1.4352639562209268,1.0970187359145667,1.6625930945316536,6.685983027387827,4.600200069927882
2020-03-12,2401.1198659985494,2215.954204178612,23640073.77264149,2289.819278024112,2432.6335047221764,2128.7120779968864,2037.1816783250765,,421.8177852800831,578.9524437570082,,7184993.615627637,8389604.557928642,,-0.08025213667053456,0.04394981619383198,,,4.961544671680216,1.0986708185192937,1.557884576708985,5.831087446430004,5.410315752047894
2020-03-13,2098.5721895148417,2645.236758780491,-19811675.37269148,2839.965173244768,2362.516239309527,2194.8988573086763,2077.456163397928,,440.03495698058566,569.6151757721841,,4154401.506186054,6161467.397582607,,0.23150336939951063,0.0549918199165898,,,6.16845720956356,1.1070813672939326,1.849613457421723,4.833490728055798,5.801918647151587
2020-03-17,2705.6658241748373,2513.861208868326,-26453080.07683763,2383.841448778181,2582.239774460166,2353.9730661503754,2136.523133536061,,413.2495443207487,562.9788839558089,,3971505.478038121,6657624.725616422,,-0.07352812637814253,0.0969247632194428,,,5.290276755712263,1.115708571608464,1.8228631541037206,5.696781373003434,6.678808728048205
2020-03-18,2486.764541927878,2410.594625402064,-45879310.67955552,2275.7069897483307,2457.2886220396867,2461.0469508388705,2187.472418268611,,377.877030443035,551.1003750594207,,3412478.802853825,6541108.157872318,,-0.03110903519651503,0.11784011879988131,,,5.201705317281752,1.1219007588491208,1.8333168451142103,5.458061516762311,6.282957019710335
2020-03-19,2461.4668480930486,2646.9519716237555,-19618465.69492428,2623.3249122373163,2651.8014210410256,2486.5197537706495,2240.3406745520365,,363.519579181271,544.8089255155322,,1054114.195861922,5705874.935749271,,0.07265132667111115,0.10425610239265977,,,3.3490794948903044,1.157018694972974,1.0267774518098114,4.891031322207068,4.8470492437325445
2020-03-20,2730.835504644496,2889.754992496848,28261636.12510121,2965.666219728409,2834.976545417823,2621.279911434297,2308.441788377045,,350.3349392994909,533.7738730367512,,1160732.892391915,5342717.313339724,,0.056564112815984696,0.12708996786658627,,,4.872825614529826,1.1586414306482742,1.0282486506919406,6.172035336984349,6.512934500930562
2020-03-23,2982.974468029264,2557.3996386172003,-25921587.865219176,2664.9660568426552,2800.2488378205453,2603.7124874016386,2331.6416975774196,,350.7082889252686,532.5025749366235,,-2248968.624474124,4673572.611257272,,-0.1539299702509216,0.11036569564166195,,,4.907367261578098,1.145911624391561,0.7897864317369685,4.494823180725207,4.4754841921974915
2020-03-24,2446.7319698799984,2488.210110365781,-6750740.239746541,2370.185803190998,2383.87043925386,2598.5822677011297,2364.14984436567,,332.1914711915163,520.4048464330941,,-2343165.882601671,4973570.279103663,,0.016810376526433402,0.094547531177386,,,2.616273748267039,1.2241242174468134,1.1388782153116144,5.995319313268894,3.2445863973096776
2020-03-25,2440.0295935091854,2790.9355872419146,9175013.670114024,2702.8511378287917,2512.678495726661,2674.6504600690996,2415.8503387771343,,312.5984798335087,522.0521222384758,,1389.3995233387686,5940453.465642761,,0.13436670783081764,0.10176737039351569,,,5.2479323022374516,1.1843898480827295,1.1492900961723798,5.453336020825239,5.941068118415738
2020-03-26,2756.051849740965,2932.4362532106134,13022368.479725838,2817.1195009743788,2850.0058297253527,2731.7473163864715,2470.244030373538,,302.4423416903981,526.0761503559049,,2213452.2927516573,7896618.555270142,,0.0620343968953469,0.1006245036075542,,,3.4930570319267944,1.194675330182204,1.124211193773363,6.096333763498959,5.654186971842641
2020-03-27,2955.596332872159,2502.4006974945187,57565164.30577512,2663.527890690959,2651.1623781991657,2654.2764573860054,2473.409475113686,,302.4304374161698,526.7585248729246,,3213401.519477812,7123271.284637885,,-0.1664498850936608,0.07057454367108142,,,2.514911347085217,1.2344973431804076,1.2708190765433742,5.664816013635746,5.959339765185612
2020-03-30,2446.786547989006,2455.0017671626338,-24273116.42666687,2444.715362977065,2635.838312424617,2633.796883095092,2458.7285129792613,,295.4128299528795,524.3786832178567,,3639901.7432958772,6443573.8760095,,0.0033519304944408246,0.06878213518710742,,,5.252916935336483,1.2478762348146906,1.3556567295484252,6.168426948513971,4.628865925812864
2020-03-31,2433.8067478099983,2148.4567199158264,-13694284.098722234,2275.2358214761957,2143.819367098524,2565.846205005101,2446.1615891938313,,303.29271601109843,522.8261090117963,,3635576.1745697604,6012582.220909396,,-0.12470681475347739,0.047768230988344144,,,4.87837132178506,1.2418568133386445,1.2223228814947387,5.86913864518264,5.828220032230775
