Date,NG=F_Open,NG=F_Adj Close,NG=F_Volume,NG=F_High,NG=F_Low,NG=F_MA_5,NG=F_MA_20,NG=F_MA_250,NG=F_realVolatility20,NG=F_realVolatility60,NG=F_realVolatility250,NG=F_avgVolume_20,NG=F_avgVolume_60,NG=F_avgVolume_250,NG=F_log1DayRet,NG=F_logMA5_20,NG=F_logMA20_250,NG=F_logMA5_250,NG=F_log1DayRange,NG=F_HL_20_realVol_20,NG=F_HL_5_realVol_20,NG=F_logD2,NG=F_logD5
2019-11-18,0.0677507634870955,0.0758839920385503,7682.661216145061,0.085539226019883,0.0776083088801109,,,,,,,,,,0.1133700246957064,,,,-4.83698659557491,,,,
2019-11-19,0.0612335081687027,0.0101567530472093,14503.287384916708,0.0194755058322053,0.0236653835304729,,,,,,,,,,-1.7965557496752902,,,,-5.47508373443171,,,,
2019-11-20,-0.0076022554660908,-0.0025267418061705,-31649.728181810584,-0.0114057504665947,0.0108211565424238,,,,,,,,,,-1.1015143259843867,,,,-3.8064516965829323,,,-2.5457944497125653,
2019-11-21,-0.008094846939239,0.1218029086370608,74054.54530317095,0.0872558395478602,0.0118163131484605,,,,,,,,,,,,,,-2.5844239185212894,,,-2.1924207339815656,
2019-11-22,0.1267846730978805,0.1565766085782904,-447.7903388201376,0.1616116792207131,0.1433288705863467,0.07237870409898806,,,,,,,,,0.21105524181600982,,,,-4.001794079552309,,1.0975434719427197,-1.8382012855039862,
2019-11-25,0.1754296741016234,0.2897158689366417,43976.57929028294,0.2830070309074062,0.1397028138427947,0.11514507947860633,,,,,,,,,0.5016624351846809,,,,-1.9427855163562289,,1.3684457717011762,-1.7843095272905414,-1.5425651946944865
2019-11-26,0.296947383482155,0.0917764427478839,82374.41207209745,0.195757623631003,0.19002166854635,0.13146901741874126,,,,,,,,,-1.1741993133668733,,,,-5.161001006145567,,1.2617278114153003,-2.736447116515971,-2.5056847507677125
2019-11-27,0.0935834734124467,0.2355427167860686,-68690.98561712925,0.1472874039861118,0.1382476014267066,0.1790829091371891,,,,,,,,,0.9230384828467666,,,,-4.706117945590329,,1.3755027765818788,-2.9155698410371795,-1.4351928050639615
2019-11-29,0.1944438395181453,0.0522838572875867,-86688.55087675746,0.1464309045267595,0.1592893514203219,0.16517909886729426,,,,,,,,,-1.3134557111692617,,,,-4.353754337795504,,1.2448220495155051,-3.2316423345606564,-2.6661544438391327
2019-12-02,0.0650998070635706,0.0287092431534721,-57279.435465280185,0.0267653670814254,0.0328643936302648,0.1396056257823306,,,,,,,,,-0.8187024535052783,,,,-5.099626102694934,,1.3317093588933107,-1.575841284685445,-2.0567617599153976
2019-12-03,-0.0171198954661093,0.1426360342182107,-47010.81138756052,0.0905416219944716,-0.0322393540890719,0.1101896588386444,,,,,,,,,,,,,-2.0973531931565637,,1.2647973422063556,-2.4040401678166337,-1.916779746302546
2019-12-04,0.1764174592177776,0.0915213933197467,57887.50309485887,0.1691042994334497,0.1394274249191469,0.11013864895301698,,,,,,,,,-0.6562803621063229,,,,-3.5173871723499093,,1.1911872895423348,-2.7676067502363977,-8.27405319575743
2019-12-05,0.2453964418225576,0.1746956173988949,20823.6682863685,0.1858494415724245,0.2597395837710989,0.09796922907558221,,,,,,,,,-0.33982990228598353,,,,-2.605175853719034,,1.229850033800032,-3.4401591331115666,-2.7993911289317075
2019-12-06,0.1067938776908701,0.2185150957376469,22924.90588393902,0.1334837416241201,0.1405602188573851,0.13121547676559425,,,,,,,,,0.7159545003022251,,,,-4.950979061026533,,1.352205041304997,-2.063617781013663,-1.7943754572425843
2019-12-09,0.1819825757448181,0.1106135402656054,27395.009737563378,0.1967137974711788,0.1837169449571352,0.1475963361880209,,,,,,,,,-0.49786843768501016,,,,-4.34304806513934,,1.1815733180355716,-2.7475905620580914,-2.5022038217078846
2019-12-10,0.177415991730232,0.2286156478436951,24991.57157886568,0.1523585227810946,0.2170349499045236,0.1647922589131178,,,,,,,,,0.2535449889244592,,,,-2.7383584850780576,,1.0138280297899893,-4.595165192663777,-2.4536450616960876
2019-12-11,0.1861280901036186,0.3176545970984952,138998.18193264533,0.3032069865215154,0.221371720461694,0.2100188996688675,,,,,,,,,0.5345295266517234,,,,-2.5030470028556104,,1.1363275440566332,-1.5748381631961057,-1.4866310560850915
2019-12-12,0.258936888663688,0.0428315802721919,34379.03641632426,0.1697407133006327,0.1324767640859916,0.18364609224352688,,,,,,,,,-1.7993086715611006,,,,-3.289728928694207,,1.0503750840873565,-1.6831702067016567,-2.0259839090001357
2019-12-13,0.071120840692906,0.0623919529124175,2644.0128859363613,0.0504911547368882,0.1016316689866967,0.15242146367848103,,,,,,,,,-0.1309441045797181,,,,-2.973178253444029,,0.7176793998839293,-1.3654622866859858,-1.8571102060420264
2019-12-16,0.0641634362995107,0.0260968950356097,-22630.108516759603,0.0436246676375209,0.0462000681578593,0.13551813463248188,0.12377470017545536,,0.09431605416006104,,,11911.898234949836,,,-0.8996171773092431,0.09064248738141603,,,-5.961750215082833,1.2123371658612438,1.410297125409014,-4.090271753185174,-2.4708067790476376
2019-12-17,0.0351197237668055,0.0733755430278628,36060.05081551659,0.0479915434141025,0.0783983996782671,0.10447011366931543,0.123649277724921,,0.09438473445750456,,,13330.767714918413,,,0.7368277755152051,-0.16854811575800754,,,-3.4930871609937424,1.1916689652524481,1.3483345438437175,-4.511352927723553,-1.8627822972959323
2019-12-18,0.0839353890248959,-0.0215500480891304,26533.459435801546,0.0369682153354018,-0.0259965653669411,0.0366291846317903,0.12206393766810401,,0.09663090626624436,,,13932.276317462656,,,,-1.2036996697298539,,,-2.765179745380501,1.1418340623307284,1.2969916879220225,-3.0439368036210124,-1.0811516806191679
2019-12-19,-0.0611695403317249,-0.0666559395106676,48676.67481231652,-0.0404422655867882,-0.0517708500807481,0.014731680675218397,0.11885747778287914,,0.10190290419947921,,,17948.59646716901,,,0.08589479896988414,-2.087924786888128,,,-4.480426146084333,1.1567072741860338,1.3128283582283724,-1.9658880063782704,-2.2119447108069363
2019-12-20,-0.0325941662003999,0.0671563088545943,-14060.150086631327,-0.0018914625554793,0.025730497380713,0.015684551863653758,0.11612514779375582,,0.1025503364370579,,,13542.861697678896,,,,-2.0019921996248224,,,-3.5891441727585467,1.1281599393638475,1.226075569596884,-2.4224237243234112,-5.346592915297575
