Date,YM=F_Open,YM=F_Adj Close,YM=F_Volume,YM=F_High,YM=F_Low,YM=F_MA_5,YM=F_MA_20,YM=F_MA_250,YM=F_realVolatility20,YM=F_realVolatility60,YM=F_realVolatility250,YM=F_avgVolume_20,YM=F_avgVolume_60,YM=F_avgVolume_250,YM=F_log1DayRet,YM=F_logMA5_20,YM=F_logMA20_250,YM=F_logMA5_250,YM=F_log1DayRange,YM=F_HL_20_realVol_20,YM=F_HL_5_realVol_20,YM=F_logD2,YM=F_logD5
2019-11-18,2151.927032973481,1313.046172034883,-83686.19441375294,1575.23969325114,1592.847874691357,,,,,,,,,,-0.49401397511454465,,,,2.8683636485904875,,,,
2019-11-19,1223.54069658741,1924.2012909276052,-18850.205233074663,1475.5190585535163,1761.0161943751773,,,,,,,,,,0.45276210205443135,,,,5.654231996897445,,,,
2019-11-20,1933.6569513944287,1123.2053490436156,-5007.440810164175,1457.3381610322997,1403.82207647609,,,,,,,,,,-0.5432264869254112,,,,3.9799822546274983,,,5.246185947301779,
2019-11-21,1044.9813808483304,1289.120566558293,45405.01869816205,1196.9303645198324,1372.905490121855,,,,,,,,,,0.20996118665091154,,,,5.170342653243181,,,6.453752115804038,
2019-11-22,1981.363138647608,2040.889040256552,16618.860978263867,1825.6616925171363,1976.1822896971407,1538.0924837641899,,,,,,,,,0.02960045527522763,,,,5.014099933163582,,1.1148508670406567,6.821852768296167,
2019-11-25,1646.6967485206878,986.966326252328,-9845.397113440324,1425.6634515538865,1383.5114754398692,1472.876514607679,,,,,,,,,-0.5118906681001325,,,,3.7412815662437313,,0.8165916589386095,5.710937616486904,5.787142277090661
2019-11-26,915.7486402315172,662.1728910363272,41870.879237434245,894.1992969165876,791.3048003624663,1220.4708346294233,,,,,,,,,-0.32421523024226784,,,,4.63370415797066,,0.6279522861228735,7.228908018476811,7.140475546723764
2019-11-27,698.8481293663481,1399.34188222406,-47243.28799933282,953.0534934347016,1085.7474674441182,1275.698141265512,,,,,,,,,0.6943238707574402,,,,4.888045529677201,,0.5652933917685204,6.0219344777666475,5.62089542883704
2019-11-29,1383.747534344975,1244.3415553458271,15863.723786104936,1359.88145186946,1560.8724002377858,1266.742339023019,,,,,,,,,-0.10618890436781168,,,,5.303259874051656,,0.5958577838375194,6.366760206966248,3.801739529918909
2019-12-02,1216.826916706148,1558.248568731664,-34974.61450591336,1225.872378643851,1300.6848166881755,1170.2142447180413,,,,,,,,,0.24731589558212208,,,,4.314984155171809,,0.5904432480092278,5.068317152629667,6.17927201110221
2019-12-03,1540.060573858429,1736.29816939177,-41090.60199147754,1605.407142889282,1678.804287452176,1320.0806133459296,,,,,,,,,0.1199336087254747,,,,4.295885032450861,,0.4226116823843986,6.198390529770524,6.619181933650579
2019-12-04,1752.8756443635866,1570.9446938802555,25977.121615438067,1757.815947901312,1822.3618486892249,1501.8349739147152,,,,,,,,,-0.10958051041933398,,,,4.167376610828643,,0.48431451400641734,2.5412968405000043,6.812094020685291
2019-12-05,1552.345251543853,2006.3111443234884,-6085.255152655154,1799.114900551318,1689.5583680729142,1623.228826334601,,,,,,,,,0.2565309314401,,,,4.696440694372332,,0.46230310320558266,5.598470013146416,6.4084781507318755
2019-12-06,2117.8389543923186,1370.6841090612031,24323.011608858465,1713.6002692527763,1672.524793175946,1648.4973370776763,,,,,,,,,-0.4350862427601366,,,,3.715411254284172,,0.3526796583735506,5.299619442574266,4.838996898305501
2019-12-09,1137.4939231050157,838.4391857327319,-22561.27717965328,882.6241365155583,1028.517311877764,1504.53546047789,,,,,,,,,-0.3050407573030819,,,,4.982874678301774,,0.4891834594570415,7.062938532884753,6.578986431123919
2019-12-10,658.8351990179672,1088.7103015184312,-19970.64856942357,769.6563213109584,932.67644015505,1375.017886903222,,,,,,,,,0.5022756391966955,,,,5.093873621681452,,0.5800419904346202,5.641814185570401,6.473254487646123
2019-12-11,1248.106709402335,1367.529019268084,9170.933996245963,1436.8186635247291,1501.3611058680017,1334.3347519807878,,,,,,,,,0.09137770513946036,,,,4.16732302822688,,0.5800503930000126,6.271158235088084,5.315251543635287
2019-12-12,1400.0606255961138,1058.3187497447216,4583.345683822408,1250.7065599931302,1289.974353153113,1144.7362730650343,,,,,,,,,-0.27983397586800973,,,,3.6704046704226676,,0.6798743400907624,3.4141646676096036,6.854346479626603
2019-12-13,1056.7697797958335,1506.7729555552814,-6418.455407473288,1273.869584049462,1240.074883039566,1171.95404236385,,,,,,,,,0.3547533705472036,,,,3.5203040153433633,,0.7276025203547174,4.936227332345417,4.913307955484267
