Date,^KS11_Open,^KS11_Adj Close,^KS11_Volume,^KS11_High,^KS11_Low,^KS11_MA_5,^KS11_MA_20,^KS11_MA_250,^KS11_realVolatility20,^KS11_realVolatility60,^KS11_realVolatility250,^KS11_avgVolume_20,^KS11_avgVolume_60,^KS11_avgVolume_250,^KS11_log1DayRet,^KS11_logMA5_20,^KS11_logMA20_250,^KS11_logMA5_250,^KS11_log1DayRange,^KS11_HL_20_realVol_20,^KS11_HL_5_realVol_20,^KS11_logD2,^KS11_logD5
2019-12-02,109.341062114529,140.0772880612542,-122831.24006444454,131.10393496901906,127.95097873924874,119.36834974428389,,,,,,,,,0.24772232057244506,,,,1.1483404983765968,,0.8105122159141974,1.6742040278821089,2.995308195430546
2019-12-03,145.4567637511418,135.47904622250076,402369.50555657607,132.1743173033458,136.66176576884345,126.35510247885895,,,,,,,,,-0.07106189816496618,,,,1.501284269736793,,0.676258022242296,3.6425744023988083,3.553453802022974
2019-12-04,133.4338679661612,139.1064177036958,1015838.863887572,138.7823260077423,147.93862144973355,129.33890243720916,,,,,,,,,0.041633251139414774,,,,2.2144416691528734,,0.6892096551210384,-0.029562333962632227,2.70263555444207
2019-12-05,95.20592550034849,76.47551622931474,-270191.3831439532,88.79413629218993,92.652882389948,117.68545753238072,,,,,,,,,-0.21907154219526334,,,,1.3503422855627318,,0.4403495224742741,4.077597272508936,4.0650397487204595
2019-12-06,120.0435440444478,132.01921498521483,-37551.284501950606,114.38329612988925,132.62932924780534,124.63149664039607,,,,,,,,,0.09509293606338694,,,,2.903947692999795,,0.7252144530226753,1.9582907236917728,3.5476094970331555
2019-12-09,117.7018395162156,119.26814774780723,-269529.4368714108,121.5654098184691,121.09823876531436,120.46966857770667,,,,,,,,,0.01321965756248773,,,,-0.7610598075324181,,1.378345498069031,3.756365926983497,3.0353923283290953
2019-12-10,138.07463646615497,133.91214107816018,-86719.11647822708,134.59689201596052,142.72605736319565,120.15628754883855,,,,,,,,,-0.030610461597754615,,,,2.095458254972768,,1.4100069033986942,0.6381238291751821,0.4491024282555062
2019-12-11,134.02763217661504,113.5394382845252,-237449.71266592905,127.39375080268928,119.55825776346046,115.04289166500443,,,,,,,,,-0.16589573852688105,,,,2.05866380161737,,1.3935737556965206,1.7454902808016786,3.24130165245312
2019-12-12,111.19499768544551,102.45272275609408,90439.85530902538,100.5480081211458,92.592264781621,120.2383329703603,,,,,,,,,-0.08188394519155148,,,,2.0738941004820197,,1.4078171066296656,3.4486984080143843,3.257219481472857
2019-12-13,74.40975773953573,126.85941479804592,-157199.5811328293,111.02463391199126,97.3625931327997,119.20637293292653,121.45360994850789,,21.235669489030165,,,56884.21436912906,,,0.5334924175681051,-0.018676161344291967,,,2.614621241167709,0.9517057785108374,1.3493661179345484,2.589264901861493,1.640897855326823
2019-12-16,119.8621191915786,103.36997598850826,70365.51013695862,102.43314782671791,120.01851442699012,116.02673858106672,119.72199766747175,,21.227230726201338,,,53924.52105668121,,,-0.14802752313736242,-0.03135169945523538,,,2.867067113037174,0.9770911689322963,0.3751535697476558,-0.08637169172550047,2.766204118923166
2019-12-17,127.2981449587544,111.4617082813379,129001.14594604762,114.19526586819188,113.48685621654067,111.53665202170228,121.01360769085238,,19.780214129314697,,,54268.56013320734,,,-0.13285082482466243,-0.08154974496075773,,,-0.3447327485880551,1.0801462660848684,1.2776458808616422,2.7342185708422915,3.1113098922573297
2019-12-18,115.58720921021586,121.01260005866288,-32857.809290240984,116.171372361772,120.39529823957878,113.03128437652981,120.64113638632777,,19.702560500258684,,,54060.897552971306,,,0.04586936974552999,-0.06515569057792825,,,1.4407649983822812,1.080933997232349,1.2827618499737747,2.8703177963269346,2.0113181725310083
2019-12-19,157.84793210856265,159.5561983164896,18340.60286449105,154.19866951703443,163.3733519733246,124.45197948860891,122.93189980477484,,21.444474408409132,,,53899.79915970244,,,0.010764086149149064,0.01228939265963902,,,2.2164477836730576,1.066940093511344,1.293843476385375,3.873167618266353,4.044864982767476
2019-12-20,130.24895017935023,145.52485826878956,-53650.84563544928,141.50883690953606,141.84852033555308,128.18506818275765,121.84824586330606,,19.554132377373424,,,9844.498327287143,,,0.11089929866938308,0.050698680771546996,,,-1.0797411950646947,1.2112657236056485,1.6801485021250906,3.1991733275320176,2.926673871566944
2019-12-23,158.0839775561151,143.53131694964304,-112635.19135072584,144.5319363612225,154.27889337966712,136.2173363749846,123.02052331951047,,20.137007463113274,,,11247.102070461688,,,-0.09657314737630092,0.10190047406551836,,,2.276955135623858,1.1967554070273012,1.5321702758139581,2.7741425997744362,3.6929048652925283
2019-12-24,138.5136901728879,106.68674602225384,194405.3820915293,131.9720350516593,108.31224570009772,135.26234392316778,123.3275964931419,,19.820579783692807,,,13922.429815680021,,,-0.2610722333874574,0.09237198004823895,,,3.163776955364436,1.1980621222002321,1.6194116891066002,3.659402038908672,1.5633860700447173
2019-12-26,112.668307246729,141.53445413727013,-116346.4106188622,121.44640210453667,125.47207430713,139.36671473888924,124.19494830440814,,20.23539975985816,,,19660.49057666917,,,0.22809501150968445,0.11525619983315906,,,1.3926919037819192,1.1983246591043857,1.6207625963297547,0.6915773552151079,3.0214903709287837
2019-12-27,140.72621769611942,165.63114808881528,342538.946056609,158.18912023348184,153.24494576926986,140.58170469335437,125.73936867117607,,22.169151999335792,,,46535.068269334304,,,0.16294703225598006,0.11157758578297039,,,1.598210007601547,1.1621904845526583,1.5845859678863614,4.076594661771383,1.8041737212625035
2019-12-30,157.94348087493404,146.45372741514825,332748.92836051085,153.66085104482727,159.09733228037453,140.7674785226261,128.19760406967657,,21.56600464257171,,,54954.33642276485,,,-0.07552772830662897,0.09353658533513638,,,1.6931320198811024,1.159820896509958,0.7163089270471608,1.5931608118460032,-0.07378740438554435
2020-01-02,160.8764130023094,136.9400361226585,206944.2912070793,152.87974697488812,127.53374309410788,139.4492223572292,128.0407414727468,,21.486311037005592,,,71443.11298634103,,,-0.16109331163140841,0.0853520315279964,,,3.2326210797719983,1.207744108007819,0.9034228190992867,3.3565873872121146,1.8857476888073468
2020-01-03,117.53164571808112,135.70553635096098,86145.35680647602,127.17368164268488,133.13971921113716,145.25298042297064,128.0520659791698,,21.490497062270876,,,55631.90554883603,,,0.14377974188519804,0.12603996810940224,,,1.786082983164966,1.2066405609984507,0.7368630393969857,2.3747374673153065,3.36794356253166
2020-01-06,145.2530842862618,168.55687293615347,20216.5774106452,157.30505255539333,159.58776385744272,150.6574641827473,129.5245887407927,,23.226643100439883,,,5850.7912249897,,,0.14879558785196081,0.15113807330366802,,,0.8253639040321652,1.2178009475462888,0.8733534728297976,3.4536897892533602,3.2966668473590612
2020-01-07,160.69297432258622,171.14988835160852,65307.08432221494,167.37378269014175,167.03951460007943,151.76121223530595,134.2583073469074,,21.423501214067187,,,22625.71459829811,,,0.06304416005816975,0.12254270228600045,,,-1.0958119431113427,1.365499668334891,1.5882664218909102,3.567963917313023,1.7081496209823015
2020-01-08,192.7659909298732,214.0886893232057,222614.9889297644,218.17094148160345,198.98716380266205,165.28820461691743,138.36178106380692,,27.86383064125419,,,35634.02826988386,,,0.10491339423171261,0.17781878818681382,,,2.9540650093388052,1.3681625186283375,1.759496453292658,3.818411342841561,4.214125037342321
2020-01-09,237.4566548092762,182.24867334573923,389598.133482493,213.4707705328608,200.9350216559053,174.3499320615336,141.51080734370353,,29.122819098663317,,,68590.40678757904,,,-0.26461300920003117,0.2086882923004182,,,2.528584472702108,1.2698582703057388,1.6122317098274603,2.4068356423388826,3.8134976814904875
2020-01-10,161.6831854204238,199.6633042158876,-288678.549179118,180.75014294800872,173.91871726167642,187.14148563451892,144.7983655005899,,31.80735238040344,,,58492.4351525345,,,0.21099369407657942,0.2565227465339646,,,1.9215333906478433,1.2677087243154805,1.621459600164186,2.668989509252226,4.1582229884344235
2020-01-13,227.234036525206,179.84487568484383,-60049.47804152418,201.7060287423008,201.97727758119208,189.399086184257,148.11363737060583,,31.83325176233954,,,67362.44688375475,,,-0.2338858067017536,0.2458765567348619,,,-1.3047186547217136,1.4310553711332212,2.0437904400571036,0.877049845449884,2.423740458056008
2020-01-14,181.4839427489289,174.81324716995982,-51015.069209193694,175.55620307466597,169.0626899050053,190.13175794792724,151.73166359129908,,30.45264676324878,,,60289.70065784379,,,-0.037448935013271,0.22560370507758484,,,1.870803704695723,1.4277696991780904,1.68149436544115,3.212860048150778,1.298380436507016
2020-01-15,156.2995493781034,173.6265230709878,-123848.67140499514,158.4293736289967,177.0724808433988,182.03932469748366,154.0700190049462,,30.237053074217695,,,61957.246144235505,,,0.10513221885743203,0.16681556555713098,,,2.925476491416817,1.4418452030232731,1.6757524895358622,1.8275050185935107,3.700367370895031
2020-01-16,156.22711318662914,146.71139741588377,67956.0966818938,159.5775514940608,137.17158612640446,174.93186951151256,156.23709007631496,,27.872868531114612,,,61836.775471482266,,,-0.06284342815478795,0.11302191935145842,,,3.1093272344625857,1.4545123855032724,1.774435154975062,3.335835401720353,3.570582171782579
2020-01-17,59.917875866603936,107.42420883858472,-107213.65075514832,93.81601173355511,83.25112477485277,156.48405043605197,156.03521510417733,,28.226608100810864,,,50026.03563642246,,,0.5838106757632855,0.002872371018102187,,,2.35753595140854,1.3929060629047698,1.798320526607074,4.192715420525339,4.524384068641495
2020-01-20,132.40040410136066,27.41047770667842,340988.6064996086,116.00809576548863,61.64091959516281,125.9971708404189,151.35510898657807,,39.74772971548381,,,68718.35642591494,,,-1.5749053572708511,-0.18336933795165142,,,3.9957605925334456,1.4830307702015968,0.8042146819154513,4.781649038287946,5.026734326302356
2020-01-21,106.22661202172549,189.61881216200845,70034.88731404697,134.1620666483982,143.8828702193964,128.95828383882863,152.85823967885403,,40.6327735300271,,,71303.07064839274,,,0.5794411437370501,-0.17002198287565454,,,2.27426828696861,1.483903656585294,0.6938466923450288,4.40908964690717,2.695003123071165
2020-01-22,161.07072788191954,153.1179886360976,35508.9491717238,149.44612023102445,155.67237228800832,124.8565769518506,153.23789619721944,,40.59610404906227,,,75761.06038875139,,,-0.050634780381576344,-0.20482589676092244,,,1.828774555778137,1.3178630605912587,0.8519455334301921,4.833957866630637,3.020841113406858
2020-01-23,144.74520399128278,137.4650920281847,-106297.40210537252,132.45109442901366,156.33936652961825,123.00731587431078,152.93458495114652,,40.694984387519625,,,76077.94985101906,,,-0.05160497414009839,-0.21776644837167944,,,3.1733876314136666,1.343955597045719,0.8598384199387128,3.9541955141628256,2.224224054189852
2020-01-28,159.37315270340173,146.03249294794978,287958.7264346124,143.63569509954004,133.97987814558405,130.7289726961838,154.90187229743134,,39.26758755143296,,,80755.61706817322,,,-0.08741917358011574,-0.1696655651534757,,,2.2675605269001387,1.3182096806587074,0.8703534467293353,1.9580498337366754,3.6534668676767006
2020-01-29,121.46838671331987,126.69992935553,-137760.01499040937,128.8214443093259,149.26839250642024,150.5868630259541,154.1601460583443,,39.6714027794079,,,79684.93684959586,,,0.04216749248920588,-0.023451890894511957,,,3.0178336389366214,1.330988855483778,0.5648815438715822,2.376315241956653,4.598039338307436
2020-01-30,154.0632655084694,136.76221316988813,106226.4095896642,148.16809128057457,130.4584400201295,140.01554322753003,152.71669931239796,,39.75716895451207,,,67869.31002624861,,,-0.11911958552786524,-0.08683112700925949,,,2.8741097599263847,1.3388501017749095,0.5653697880251993,2.226813560143,3.9675825671917573
2020-01-31,140.7717142396791,165.43069169664636,61154.38118069037,154.74515873928408,167.28722949366625,142.4780838396398,153.66554752647284,,39.826222325028034,,,54289.58266725759,,,0.1614127954564922,-0.07559028112995624,,,2.529088653500401,1.3381409715486534,0.36926851063608834,3.6566341768112904,2.510631498589522
2020-02-03,124.25001966548484,100.58187560927672,160856.74064802262,117.44353606955156,119.00985242686464,135.1014405558582,151.84763950080378,,41.4274695351731,,,51985.20513930476,,,-0.21132374474555163,-0.11685173863555116,,,0.4487265933302601,1.3645224565706464,1.0367409066322122,3.5885158099571073,3.6077566079795864
2020-02-04,137.86065423281389,143.16193514246447,-149394.55910237564,127.5691253023615,133.08668105263018,134.52732899476115,152.22045944037896,,41.307934424285044,,,40208.209343862174,,,0.03773298006880971,-0.12356249314640039,,,1.7079349633602685,1.3653222874998576,1.0612484604102086,3.1031846446939144,1.0545063681985472
2020-02-05,103.4336592600564,94.6613573856398,-152705.35587071802,108.54926783728683,105.6427240649448,128.1196146007831,148.52568366285328,,43.038359844591746,,,31562.112679794012,,,-0.08862456989558247,-0.14779358062139536,,,1.06696466820139,1.3553169445790876,1.0036417013965149,1.7784239828412132,3.4669405509787303
2020-02-06,137.56628499062617,128.7861704374045,-3364.9910778039484,133.9290025769228,139.6348436968483,126.52440605428637,146.40749776714307,,42.908573219506984,,,28128.508909793065,,,-0.06595243808100444,-0.14595859167843045,,,1.7414904080162434,1.1437021402122711,0.7831453698596705,2.6655437821422474,2.0764423902785376
2020-02-07,136.07304654123118,124.20269227400104,397892.3507685272,129.0995197807806,125.64535953247832,118.2788061697573,141.91319791468283,,40.05923412319719,,,36892.377001731205,,,-0.0912770022778141,-0.1821709867231116,,,1.2395793736402492,1.1456525034440679,0.5306850185966454,3.3857904652616932,3.7191176231706007
2020-02-10,120.98075643771269,153.89970950072552,176036.20597360434,130.9856644548522,140.59726532062064,128.94237294804708,140.49574972243212,,39.045617872866345,,,26214.280626286774,,,0.24066965801437204,-0.08581165401133156,,,2.2629707924353184,1.1416955594738125,0.47041410216735213,3.223407105624389,3.9762708697937947
2020-02-11,157.30733785295706,157.05777149636333,-179538.86795373727,148.25627041994312,155.9114578934516,131.72154021882685,138.36547308645595,,36.74190545727298,,,31671.264687555806,,,-0.0015877487774575046,-0.049208389573752606,,,2.035383519143987,1.141224109723679,0.5096913953477943,3.492106351619555,2.631589252379741
2020-02-12,153.78379080784862,180.74346896288895,-140196.0695079369,176.6703381626735,166.1354062714513,148.93796253427666,138.41040275035817,,36.79580785410092,,,27663.935114235173,,,0.16153106724957259,0.07330665567362739,,,2.354696582234987,0.8195015068813882,0.45125062289918927,3.290033371674839,4.455301626517455
2020-02-13,187.82582201305783,135.46206358900008,120977.9868848442,170.8807522292134,157.75077347570323,150.27314116459578,136.44284357131022,,35.78502912244753,,,36263.58791893707,,,-0.3268234271224438,0.09654878077173619,,,2.5748980701496627,0.8172902126573819,0.5150839900717229,3.072494586952628,1.8985030008176411
2020-02-14,127.83117606114432,135.51288622493348,-113406.80664148736,124.1749981260316,136.7338614108446,152.53517995478228,134.53716172900747,,34.69900970105453,31.781238056990702,,36785.681157112456,51875.71389015901,,0.05835628075462646,0.12555480140880024,,,2.5304266541429152,0.805798450223338,0.21777199094854283,3.8117734672881496,2.4257044386045514
2020-02-17,142.6166027127024,146.51802719077295,-96052.84557834396,143.1620720232852,155.66685013088272,151.05884349279177,134.52749321775195,,34.69546570063493,31.806216821339092,,28585.234044100573,48115.51019075468,,0.026988543620286288,0.11590086421614627,,,2.5261108198776707,0.7840678631560214,0.2227158386349917,2.402969974850292,1.99900156791265
2020-02-18,141.13867855859894,124.06837563975296,219239.9285556121,130.4210918544727,120.6914960927927,144.4609643214697,135.35970155781035,,34.20732852031772,31.137562682027376,,44907.91300963859,49734.169593089464,,-0.12891011281977938,0.06507363690117775,,,2.2751723497726943,0.7836362899074141,0.1298871837514713,2.437510190164335,3.496186172147992
2020-02-19,139.04930598040255,167.02422847961702,-134480.18892980606,151.6341599386326,153.89090943644055,141.7171162248153,142.3403890964573,,23.628364455857184,31.345770802141214,,21134.47323816786,47971.2424056847,,0.18331029309368332,-0.004388364047429599,,,0.8139255026672266,0.7286830455029741,0.7528797515964804,3.020727342294722,2.6187992624033045
2020-02-20,144.52550786884444,147.74576693135418,121162.2257967628,138.22642389129783,146.56612175829355,144.1738568932861,140.24673683492458,,20.918379926760746,31.204752289394225,,23690.84016230365,49631.2366567996,,0.02203698864730084,0.027616633506460524,,,2.121026988735512,0.7273057964757043,0.714328940239276,3.1645206388965663,2.508273452364632
2020-02-21,173.2043832452364,162.97884387037698,79760.51340838161,171.94306835791872,167.84489667612434,149.66704842237482,140.73977959663856,,21.34948723714376,31.144091850135325,,25903.41837413654,37169.659030058356,,-0.06085190305189206,0.06150049927213168,,,1.4105409429836826,0.7404847500818046,0.702815162278128,1.3975766286208073,3.312947334034648
2020-02-24,150.2477605558206,133.73222981629556,13731.848655250738,144.9664157085847,140.6990889989886,147.10988894747933,140.55313648604408,,21.395888639407577,31.056234335560205,,31904.8809121677,39743.310944549485,,-0.11644615275497645,0.04559423846133201,,,1.4509875678546118,0.7019396582137905,0.5920963897233679,2.6400237992229156,2.548334974766859
2020-02-25,132.51077004862805,156.50492388011708,-185173.90796818025,141.8194135720255,152.77158277332114,153.59719859555216,141.07675803265244,,21.663514738982705,30.725328566266437,,8248.24919202807,34308.7653586271,,0.16642354646920132,0.08502945677136038,,,2.3935375372181267,0.705378267908162,0.626490640687021,1.8677817968023986,3.4792858191581195
2020-02-26,159.8518580647251,144.81510915778335,42692.41368363844,147.3113631201968,142.79727514415663,149.15537473118542,141.9825170227651,,21.407971492974703,30.663371725923515,,17270.870625730462,38872.09935066516,,-0.09878967971977086,0.04928461559183644,,,1.5072031678022726,0.6669656951085233,0.45051059927604087,2.4054015159245274,3.1005029847938976
2020-02-27,158.91903231819992,174.26328173713068,243555.7330964828,169.04596752041107,173.0082723954681,154.45887769234074,143.85757045112726,,22.539092725027004,30.96901321616973,,24137.336801071393,46180.57169888476,,0.09217242722854294,0.07110418109604613,,,1.3768258951031158,0.6343045453112711,0.4307985913908522,2.8768562702830662,3.2778054507371643
2020-02-28,160.11766304664866,157.48329583056875,64724.44984747039,158.9138876754571,164.10479240374775,153.35976808437908,143.46020065782335,,22.206336332902136,30.5081012837593,,24315.840234410392,44519.919774810936,,-0.016589544583171856,0.06672893710651202,,,1.6469080034288675,0.6125819806354087,0.41362134054733707,2.5390938643418517,1.7039383171514664
2020-03-02,151.64029434688155,140.18903751839298,146619.7536902472,141.04179699512792,137.04689640713036,154.65112962479856,145.44055875327916,,19.818942930625752,30.507999328394284,,23603.99088652162,49010.769670722475,,-0.07851945193042167,0.061404331265360046,,,1.385018694802882,0.5370731831354083,0.423491398425412,3.528541797402288,1.8651350318933502
2020-03-03,118.54639477751856,127.8714138893888,169056.17101476912,136.21016029021325,135.19589917430358,148.9244276266529,144.6760326906254,,20.202673354286137,30.550394435909876,,39526.52739237886,45122.21409502569,,0.07572077894058415,0.028941994703212324,,,0.014160382777836055,0.6723571258062104,0.6642361612309764,3.3881756977155475,3.354577709944335
2020-03-04,138.67351349045362,152.75322801697737,49943.664835339296,151.18755321673052,146.87430181278205,150.5120513984917,147.58062622219228,,16.463439989299687,30.581924002769455,,49658.97842768173,29023.96077748848,,0.0967013840018443,0.01966851182655934,,,1.4616920057764435,0.6572973017685823,0.6590260199252953,2.5308507438174552,2.071676327692212
2020-03-05,172.3627041619568,184.40713438526268,8473.77729682345,180.27788189090504,176.92328587243242,152.5408219281181,150.3616744195852,,17.767693661690796,29.834942007085267,,50250.91684641309,33668.38011816809,,0.0675449984400234,0.014388690296197574,,,1.2103313513919312,0.6685541386119546,0.6505519534258938,4.034872659550697,2.3168678715771422
2020-03-06,175.05890593589197,169.07731936601226,72015.00029396417,171.95826311395308,173.8688608833827,154.8596266352068,152.60540577418573,,17.11174455730306,29.972804897327368,,33957.04932268494,35494.48486476667,,-0.03476640129429746,0.014663529279549281,,,0.647416161381936,0.7035908319380745,0.6095076283720091,2.792642013523668,2.450489752883008
2020-03-09,177.3916052698523,163.7673553489342,-124492.64441967652,165.62513216720436,172.82023467794806,159.57529020131506,153.0987880665962,,17.292331139519064,29.89352182693937,,18930.606803020903,37911.76473896224,,-0.07991289207891557,0.04143246305653485,,,1.9734005877352248,0.6943136758771836,0.7553563304596504,3.027220234951817,3.160327553740962
2020-03-10,167.0951168007773,140.05478860465792,-6370.413981568068,159.00286305129043,146.95583371557245,162.01196514436887,152.2486389220109,,17.50411516929952,29.865288058664948,,27589.029501629364,39250.90978057322,,-0.17652951873026548,0.062155224627666324,,,2.4888181013874187,0.7134790510411176,0.7068022557954482,3.368072451143502,2.500072294124025
2020-03-11,133.519361498855,147.3687482851608,-88797.50539947383,128.5548719207136,138.7729946618481,160.93506919800558,150.57990288812454,,16.18584713796075,29.576576332958588,,30158.957707052516,41728.44656834748,,0.0986914402223905,0.06650712722864466,,,2.324162883082936,0.7120540281208527,0.7794412529483874,2.7971963960871915,1.6835206916078473
2020-03-12,164.08206697657965,175.41721854265256,38521.7168585406,169.99932948406376,176.19370945486503,159.13708602948356,152.57766063580715,,16.67991822423346,29.26660681177034,,26036.144205737335,40863.1442608394,,0.06680053135446333,0.042092290551290754,,,1.8236424246487009,0.6830650090229479,0.7237123480534214,3.565649955374246,2.196103487217256
2020-03-13,171.4954005880477,191.9638110653575,136079.4343246409,183.89237756456416,174.35150485344502,163.7143843693526,155.40020687782834,,18.334466739153488,29.713814888695264,,38510.45625404375,45751.12785179723,,0.11275042271005606,0.05211958163149287,,,2.2555849604291818,0.6674091072315416,0.269862063256849,3.7976231529027324,3.1305468543866226
2020-03-16,193.5686439923816,202.2611096497244,32593.515242114547,206.8826695112261,201.37110859837597,171.41313522951063,158.1873610007759,,20.96185416677795,29.93798333150087,,44942.77429506667,45121.59460354983,,0.04392728583711783,0.08029647856621598,,,1.70684787031519,0.6355307655969131,0.3371256712373346,3.2900382757787443,3.6504960021801844
2020-03-17,199.5182169371244,189.29302758177505,56931.02398890373,190.9152234517935,188.5697400755273,181.26078302493406,161.44859359787702,,20.44161369983291,29.9414256235451,,36827.329066731254,43920.425904264106,,-0.052609320229461874,0.11574999841939417,,,0.8524915112601729,0.6372910514645389,0.5892866849232707,0.982371868911186,3.8966705366051584
2020-03-18,184.17525711256644,211.69334929186743,20586.3500363318,205.95920561227217,191.11445248328505,194.1257032262754,163.68204963848953,,23.320437270340747,30.684202875476302,,44580.65601503815,44811.16189304031,,0.13925097333528222,0.1705800796516849,,,2.697646478167517,0.6625328000608048,0.6887901724181573,2.244133570264199,4.163942155376812
2020-03-19,216.73080546949015,220.75714611794024,91283.03631538048,224.56269119865945,224.1194028134364,203.19368874133292,167.33261859781882,,26.227829286143383,31.91660646291047,,43086.69654096903,46026.8691172218,,0.01840715529676056,0.19417609619141996,,,-0.813534738289371,0.8486124704159141,1.3866734789762505,3.4488478024808273,3.814188047709066
2020-03-20,209.208684590453,209.95368166394545,-26370.52773135435,201.02917995337063,191.9673559958785,206.7916628610505,169.68136048749724,,27.869384679081037,32.71821850348323,,37780.144483982236,46481.54108229005,,0.003554698216941337,0.19778949865180892,,,2.2040704196042666,0.8630951662645151,1.3783345573147703,0.5536940765444541,2.889808854973145
2020-03-23,231.50650368502147,199.08239182419925,166842.59079435782,214.92171475310693,202.80650772474,206.15591929594547,172.94886858789246,,27.25696232577434,33.18371648963102,,45435.68159093759,51139.50411804145,,-0.15088919849810944,0.17563677876240993,,,2.4944614427206595,0.8891888853119592,1.4739313536463934,3.0761481866734486,1.1564779159649112
2020-03-24,176.0708893805911,158.92336101116143,158814.64281101886,172.66107292446418,158.82300893350816,200.08198598182275,173.06979044444466,,27.18544213038883,32.56131100384145,,62635.10912989755,50546.32513003294,,-0.1024646147165907,0.14503228633652882,,,2.6274230553581672,0.9018639108475863,1.4964696739201833,3.9324199786693854,3.413444300091021
2020-03-25,157.63542053563742,108.96422975232144,54564.10174223001,161.19275053072306,119.84135919658002,179.53616207391354,171.2772464741716,,30.165201833973775,33.07984579976545,,63228.69353282712,53394.833669384476,,-0.3692652408024401,0.04709307967426335,,,3.722106068645902,1.0189987709783934,1.699295667910238,4.501121721124807,4.632095616565006
2020-03-26,130.810323169806,150.4834433646829,-203021.66575347364,127.1403704052068,158.9189962205296,165.4814215232621,170.08825455554918,,30.50801485504449,33.06139302893814,,40899.823590329295,44302.156805883096,,0.14010470804602013,-0.027458514926970937,,,3.4587939196237274,1.0877375442842026,0.6540598840752287,2.1329725510340207,4.252397657045657
2020-03-27,117.22916973009,63.997341751678505,197671.8456156914,123.43590892712632,72.7222303550916,136.29015354080872,165.41395685160467,,38.62331996149662,35.097154447968414,,47547.19337874035,42050.87209346944,,-0.6052891872902677,-0.19366506643251688,,,3.926195668529406,1.1849149165905404,0.6484735576373889,3.805926396712351,4.983307535289651
2020-03-30,102.20135990654876,138.14144463492175,59106.555695133866,110.938182040019,123.2799507977902,124.1019641029532,165.3115772074311,,38.696348112428,35.087493511416916,,43171.53347898468,39586.909834937025,,0.3013331373584372,-0.28672852106524555,,,2.512989343519429,1.1848030976970263,0.6431378430924106,2.5130079769788525,4.109905316418024
2020-03-31,126.99787213102807,159.0288925570767,-156144.3307650354,131.79703740289847,130.30534411111762,124.12307041213626,166.8694511408155,,37.724699894738606,35.008233909713105,,26911.508389994455,35548.74837541183,,0.22491556846322566,-0.29593820028810597,,,0.3999119121379706,1.1538621162207767,1.4487342479998058,4.554208950204013,-2.2487453573468756
2020-04-01,174.3456473528695,184.64861409988043,71810.74511734105,172.88398452379488,189.6692342257716,139.25994728164807,168.46422044496066,,37.77068743601094,35.17828311529797,,28004.862404094543,36408.65117052344,,0.05741482790513268,-0.1903810747181099,,,2.820500506816829,1.1605615020646638,1.3592366945668648,3.8396064827506033,4.3265718557764625
