Date,^KLSE_Open,^KLSE_Adj Close,^KLSE_Volume,^KLSE_High,^KLSE_Low,^KLSE_MA_5,^KLSE_MA_20,^KLSE_MA_250,^KLSE_realVolatility20,^KLSE_realVolatility60,^KLSE_realVolatility250,^KLSE_avgVolume_20,^KLSE_avgVolume_60,^KLSE_avgVolume_250,^KLSE_log1DayRet,^KLSE_logMA5_20,^KLSE_logMA20_250,^KLSE_logMA5_250,^KLSE_log1DayRange,^KLSE_HL_20_realVol_20,^KLSE_HL_5_realVol_20,^KLSE_logD2,^KLSE_logD5
2019-12-10,84.12073260889497,104.07172863883476,64080098.06647211,108.15255232088066,87.01733957392298,77.51610656869418,,,,,,,,,0.21282729996955596,,,,3.050940500064976,,1.0054667053638604,3.456505325865798,3.4402197498078033
2019-12-11,83.56745459570016,58.420583400765736,-40582760.77241337,61.9027959106952,72.2898924213639,76.78447876511594,,,,,,,,,-0.3579858619706964,,,,2.3405643156888574,,1.0508890458365352,3.086591880058616,1.296954553044045
2019-12-12,69.8910569501287,83.28388338528498,-48165481.87264629,81.77133131508447,78.40682508408042,79.69296636052206,,,,,,,,,0.1753173532594308,,,,1.2132812156296724,,1.0722923817673133,3.034368453090673,2.6770711318482254
2019-12-13,82.83299151361791,66.26600424093294,1123053.5936559886,74.31387447232714,75.25097673589164,78.47301760294881,77.0552836708274,,13.670314359915174,,,-2793236.56785922,,,-0.22314942112368827,0.018231706910545303,,,-0.06496286335586585,1.0482083583680906,1.221282735012117,2.059930029126966,1.8082467683080194
2019-12-16,73.41084291699963,77.1841766604316,17252253.34206584,74.71388919887147,80.94564527579257,77.84527526525001,77.26711117690493,,13.636095188335672,,,-1038766.3284655847,,,0.0501228221087243,0.007454811046214863,,,1.8296581673854162,1.0380335478256253,1.1832958397356343,1.8082406921305976,1.1438124254395454
2019-12-17,72.72219569678089,73.3573324169812,19474103.47225037,71.88101208995124,74.02211541251461,71.70239602087929,76.8468127015322,,13.619754171726623,,,1015849.6091654754,,,0.008695821114343822,-0.06928983049010098,,,0.7613212674638393,1.02532348670868,0.9339201306351695,1.958872653895176,3.4247314769866906
2019-12-18,78.16863353949088,91.67906507380962,58590966.79691576,86.36033580152343,77.18970004730352,78.35409235548806,78.20180284333517,,13.682950052476677,,,6923538.444276854,,,0.159425593749157,0.0019454976127680002,,,2.2160066136601486,1.0411201612629581,0.8973691790695815,2.6737960640603045,3.504309822483568
2019-12-19,93.88000477522382,83.54807962581322,25954752.93584672,91.298493025816,86.39777743789637,78.40693160359372,78.99419370252528,,13.50045219475125,,,10207587.179265099,,,-0.116595151800703,-0.007462015570283588,,,1.5893812328049648,1.043054620500822,0.9152814989960134,2.321480172203998,-1.3310631166384714
2019-12-20,88.23903633115344,87.74900054436239,-43206880.616410345,82.04165271039574,91.38255614992954,82.7035308642796,79.14291259484641,,13.58360644515582,,,7328668.292261055,,,-0.005568981414529898,0.04400705762184941,,,2.2344029755643775,1.0567712003223977,0.6038614718123346,1.3686558454530438,3.0672617526233283
2019-12-23,90.40308034739633,90.4588191495252,-27470382.94473511,90.42900561406282,92.13744311093204,85.35845936209833,78.98864353074205,,13.428072691576018,,,3392580.168256798,,,0.000616368666353185,0.07755546876224581,,,0.5355792082746432,1.0660653952319383,0.7953650094562041,1.9330766542979665,2.5858556356236275
2019-12-24,96.36408146254404,99.60504562571305,58059376.51535198,96.67019491566693,99.9401024055096,90.60800200384469,79.84264426415851,,14.18652667377978,,,5282859.177544504,,,0.033079288952131775,0.12648478049115514,,,1.1847616939409886,1.0660459633065407,0.7204080712394869,2.472837870954621,3.267578869384992
2019-12-26,99.08770044573816,102.27894349962752,-43647020.68197636,96.596275084573,92.96085372289316,92.72797768900827,79.89813967957451,,14.276230190949766,,,2357265.6904607294,,,0.031698499800590745,0.14891766658759958,,,1.2907250221986963,1.0501886976052373,0.618896303021924,2.469803532235839,2.360842531789786
2019-12-27,100.35352800560509,111.06994249857804,51752997.16326772,110.8869769211941,106.50692234175176,98.23235026356124,80.68865322969656,,15.552306680516237,,,3221296.915538937,,,0.10146088384366436,0.19673763247925732,,,1.4770611853706124,0.7527951241238305,0.610790613784683,2.4392899213165125,3.3149807023717295
2019-12-30,107.66145994033296,84.37145139110385,380841.615418762,95.07947300042838,94.4307336370565,97.55684043290952,82.02884354992713,,14.579492440877228,,,2997857.4483116902,,,-0.24376258297653805,0.1733642509133706,,,-0.432724240209667,0.8435780968819907,0.7804130267328697,2.885219178826415,1.2171503438946678
2019-12-31,93.78653813504944,103.22918631511504,52618284.00509079,99.96762327424337,103.34678644757535,100.1109138660275,83.64799815304566,,15.062392722099117,,,3890741.0660175933,,,0.09593029716556063,0.1796612140868422,,,1.2176280969870394,0.841833217369823,0.7798268586527568,2.0593352816834454,2.547127421830786
2020-01-02,99.39496689972144,101.2299002443367,29928144.286536425,95.40336549532412,98.96018835135828,100.43588478975224,85.06559734579261,,15.32726275268438,,,6420861.809257404,,,0.01829269260551442,0.16609686928650808,,,1.2688676902176521,0.8418491409292993,0.7870976207012003,2.8248519467536917,0.4854183463170634
2020-01-03,91.72404484848528,111.68038802785507,430723377.4600272,108.1555780881555,94.58519317836932,102.31617369539774,87.5456806262525,,15.424705215780124,,,28234815.975435484,,,0.19685655649047062,0.1559070396648241,,,2.6078898382039877,0.8783441808122094,1.0869578947419563,2.134308645783003,2.2408633506851365
2020-01-06,125.30337960821964,136.07685028348283,-145642281.98632944,135.22188426342768,124.20221707593656,107.3175552523787,90.91245087001394,,18.202778008864605,,,24421948.018209644,,,0.08248196808387094,0.16589528024546124,,,2.3996816024965857,0.9062529671436516,1.211088550592837,3.550965616565985,3.2191520980974286
2020-01-07,138.6204063250441,146.33401106131885,54410230.38678309,146.62677949354838,119.46133350728826,119.7100671864217,94.61086402163991,,21.459245791077656,,,25255795.21886806,,,0.05415244809417837,0.23530040137588903,,,3.3019457975480893,0.9695733350938208,0.9005930268734812,3.545402281020133,4.126530326351514
2020-01-08,144.05716235565683,147.91900593884907,8871580.899357408,144.11282021030024,157.67679641480913,128.6480311111685,97.99066990113609,,24.23420305737489,,,26225262.583226465,,,0.02645468518323816,0.2722079653355936,,,2.6074174699496218,0.98580778586636,0.7369366171426387,2.471665678370964,3.7997457267710484
2020-01-09,143.89908497175884,123.33452267444386,-49570825.16292763,128.99528100342172,134.9367398017505,133.06895559718993,98.95380960291654,,24.863219712550183,,,20542716.421756476,,,-0.15421189486453502,0.2962142854133593,,,1.7819546921667624,0.9288294590336967,0.5440673759991902,3.1354719716328336,3.095786746386215
2020-01-10,138.74548180484817,137.658709629824,90161247.36650634,147.72253119846323,143.5587374526067,138.26461991758373,102.91571591436946,,24.372770637418412,,,27079916.82870246,,,-0.007863685204297729,0.2952590235148577,,,1.426426616830582,0.9111359145696895,0.7313989961604477,2.328281719347541,3.25726240569016
2020-01-13,129.74499654458396,124.58009873347328,-76642396.45926528,117.13016748410996,130.16183213536647,135.9652696075818,104.98052668177885,,24.371332152344763,,,25656071.099371515,,,-0.04062208666926993,0.25862460980683455,,,2.567382138253528,0.936909476476842,0.7406991809363153,0.2195981209205487,2.442064521553721
2020-01-14,123.79142925446718,101.3259374313768,25002610.095652416,125.12609000729005,103.10798208744768,126.9636548815934,106.73352334130107,,22.639458585351225,,,26850048.92447133,,,-0.20025570307619667,0.17356557136101577,,,3.091865202073313,0.9089172045178255,0.6753565844165781,3.592720149362338,3.8068418876762653
2020-01-15,53.6887113806863,95.7065820664975,-12916876.416437596,78.39565515682943,66.84096850379638,116.52117010712308,107.65964361160437,,21.727537929681542,,,25341592.43654616,,,0.5780843111764196,0.07909817134138908,,,2.4470911254904575,0.9222298283580118,0.6604572563177047,3.362924796681765,3.9553204717873074
2020-01-16,118.831514304366,53.85407740035566,32336574.82315238,97.3565413415754,68.37039851677719,102.62508105230545,106.68448086077308,,23.696550647762365,,,25984716.00409126,,,-0.7914285251954356,-0.03879334368779491,,,3.366817882159958,0.9544109298257467,0.7465996014785896,3.860137115090739,4.241045350018002
2020-01-17,77.63662460808655,96.85387709596851,-55318473.97085261,79.76769417966489,108.83600828950432,94.46411454553436,106.94322146188104,,23.551894630352237,,,20289243.965702843,,,0.22116413857135855,-0.1240780309580087,,,3.3696487187314883,1.0073357951289663,0.43805226220370574,0.13740702344280087,3.708800518853367
2020-01-20,98.96103584059485,101.679880041738,-9007214.013101846,89.70523142202205,92.36756178443147,89.8840708071873,107.84981148267725,,22.94510045735506,,,18541145.618255414,,,0.027103251822933706,-0.1822188870039127,,,0.9792018153566988,1.02838498788177,1.0074350250599877,3.8675652980685453,3.13114646037203
2020-01-21,93.32882914635866,76.0919140156193,40315463.84186029,89.16192726451527,86.75844213421374,84.83726612403579,107.2669571562401,,23.620689116911173,,,22717262.841168948,,,-0.20418704969074508,-0.2345857487192737,,,0.8769198216472958,1.0521881578147458,1.2279220858076736,3.033122614537569,3.2281932194498566
2020-01-22,68.23670679962788,88.21080761959229,73893008.52801934,78.82704046266326,83.95861960662796,83.33811123465475,107.15455657974346,,23.710060919049713,,,27785432.41480667,,,0.2567468479475446,-0.25136628389158694,,,1.6354134371484301,1.006622612506367,1.2419735469749553,2.6003961255526797,2.0143394546895528
2020-01-23,89.69594396359162,93.17738332430736,-113450323.36354315,84.68776123383418,93.88842512928716,91.2027724194451,106.83317346467318,,23.860861260044032,,,19209947.42086191,,,0.038079473803527907,-0.15818319530672303,,,2.2192756440006396,0.9931647161947716,1.0236173398691886,2.8382283542381623,3.671817369159503
2020-01-24,94.1675164872354,87.6352700564878,-32118901.45791157,87.14849621206668,81.73384278958702,89.35905101154894,106.1009897925162,,24.229788025497573,,,19786353.382065155,,,-0.071891743395097,-0.17172883957125032,,,1.6891088751691394,0.9826573375705062,0.5542817103928886,-0.5524507825688285,2.2212239458380965
2020-01-28,88.30800490966499,85.16987755148784,-39307629.476640135,84.12899436090515,91.31115014324268,86.05705051349892,104.80598654516169,,24.638918965401313,,,15233322.050069759,,,-0.03618293787290318,-0.1971004393985072,,,1.9715995862310765,0.9751331268070235,0.505679107829422,2.0803793234274868,2.8039664087648632
2020-01-29,76.93972888074995,74.39034375230426,-23960795.20563882,78.04207479127535,77.53346683810014,85.7167364608359,104.3069311632217,,25.169959331192754,,,14016240.209016878,,,-0.033696228402581664,-0.1962897161092497,,,-0.6760777887290136,1.0082988684932066,1.1663915993862526,2.5836145586605004,0.5315515090312976
2020-01-30,81.27911850097667,80.77531291047171,-17661438.01869817,80.26100681673768,82.40466042898959,84.22963751901179,103.18423749298954,,25.715423289327028,,,10502254.10782743,,,-0.006217753000995535,-0.2029692550594213,,,0.7625116687064298,1.03192232421898,1.181561954652958,1.4803684684413174,2.006265115576255
2020-01-31,77.48072060181437,89.61533499258007,-4354553.121476591,82.74632548199702,77.85426184810183,83.51722785266634,102.60350923040171,,25.892416771102344,,,8788119.237426782,,,0.1454973158236456,-0.20581920301286047,,,1.5876142254866854,1.0227043923753378,1.0732418582681142,2.7229382382444527,1.2703357534804363
2020-02-03,90.247938902667,94.1559271394026,28856091.62220089,98.40954004835066,97.93581181755768,84.8213592692493,101.72728618597907,,25.865588048429117,,,-11305245.054464534,,,0.042391448028640706,-0.18174817855841052,,,-0.7471214744740201,1.1808002408595535,1.2573910221125497,2.5938069601434885,1.874975150448801
2020-02-04,98.14925742634432,104.23458066953935,-14577670.283334523,100.0037610624422,96.86316408397238,88.6342998928596,100.1351727052819,,24.58844585525589,,,-4752014.4693147885,,,0.06015458750112498,-0.12200208561196883,,,1.1444129023813325,1.1824499116887301,1.0687382802339285,2.682338857707327,2.94783862109552
2020-02-05,103.54154922912244,118.58807590057496,12347465.6914517,114.14444737072472,108.56422319583372,97.47384632251374,98.74787594724471,,22.54227239158347,,,-6855152.704081358,,,0.1356829670652844,-0.012985794980669362,,,1.7192289502978864,1.126162035354494,0.9918892026878143,3.195899837241808,3.788673478904654
2020-02-06,125.52553324241283,122.00292575208118,-41194348.61653508,119.23779886479564,124.4799871460832,105.71936889083563,97.45207193790631,,20.189030376227375,,,-9358449.179875983,,,-0.02846416398890097,0.08142743281330038,,,1.6567390220905165,1.1053174530346648,1.0417688661913846,2.877418507978374,3.7191082464641463
2020-02-07,119.52359097382896,134.2909001544997,15102676.476957647,133.05382336503908,125.04315405387388,114.65448192321955,97.99989081190911,,21.05823741934497,,,-6124774.0978817195,,,0.11649457773995874,0.15695673625578838,,,2.080774317035714,1.1092999415357834,1.1229518428367387,2.75384058496123,3.7994267114841005
2020-02-10,137.97996294205495,107.9035534859354,35493950.34048778,126.5374714497425,121.80866992422102,117.40400719252611,96.51213300471468,,19.065717455066135,,,-8858138.949182648,,,-0.2458706736801648,0.1959523085665555,,,1.5536717931302113,1.1082636260118754,0.33670849052021395,2.646130276261567,2.6208661798673507
2020-02-11,100.1507821461894,124.37935073473795,-6914745.259683877,113.37419288200476,112.0351223021753,121.43296120556583,96.5020956047779,,19.05020951442414,,,-5371756.389203576,,,0.2166593038201518,0.2297976266594361,,,0.29197577617085135,1.1273595810448327,0.6827006104750104,2.2937006852388855,3.002944704589518
2020-02-12,126.19594305766576,113.88398635165343,38603815.40349151,116.5709859946112,126.4996272274193,120.49214329578153,97.12999805079174,,19.420925522229517,22.409429285117277,,-4691696.123811622,6455038.744266831,,-0.10265553602087975,0.2155342825939536,,,2.2954236341332597,1.0832721233932208,0.7791185117930761,1.788492950914408,1.5484322471756584
2020-02-13,109.40375477211865,118.98631580300253,1212619.0532990694,112.5027206972295,109.48652078641749,119.8888213059658,98.293984737617,,20.019529710995055,22.477009270088885,,-3985221.3503247886,6772534.91925193,,0.08396328234813674,0.19860199183119953,,,1.1039977313747964,1.063654295606211,0.8035783150963892,1.6851082935704245,1.1041336674565863
2020-02-14,125.61942794657966,127.04878023235052,-2280265.779592678,125.92253332609948,130.16845148049902,118.44039732153597,101.95371987921673,,18.06262424951653,22.80320814541821,,-5716063.380462041,7094834.077598232,,0.011314185854653328,0.14989087420582983,,,1.4459580871648838,0.9628454861077581,0.728655064783319,2.577546136213256,1.9799139704647242
2020-02-17,127.08569676727348,109.3653187442426,11330279.927529693,124.81080835989974,99.22737641111394,118.7327503731974,102.57929196163045,,18.093334180418235,22.51636761520794,,-2383625.6855429267,8276385.574812258,,-0.15016781017175185,0.14623909271525756,,,3.241944952467434,0.9490579604836119,1.1326405060577418,2.263947903668648,0.37964478640274174
2020-02-18,110.8533108995764,96.36897651420622,-2898771.779877782,104.72546691580987,112.57332300257416,113.13067552909106,102.31374678525385,,18.146124546177692,22.209729723168607,,-2078203.5738817235,8890176.407879597,,-0.1400234744737802,0.10049953007726734,,,2.060240384526665,0.9580717101066304,0.8274597763065853,3.42360457876491,3.3325749494302435
2020-02-19,92.35328134220072,89.54281690662242,-37642566.174989216,101.75053144559864,94.81581548756776,108.26244164008486,102.98629192980403,,17.35514587968764,22.17598353567465,,-5976105.074724199,8023275.352901934,,-0.03090432552779127,0.04996240328516812,,,1.9365400951819154,0.9571724579995264,0.8140845644351811,2.9868177488681673,3.1921691326266863
2020-02-20,79.64007555995067,118.86735234289404,70829608.93456852,104.03344665280702,90.7578450537203,108.23864894806316,104.5191191659691,,17.33527380216396,22.35965931226751,,-6129275.054396739,8349579.176222243,,0.4004907572282556,0.03496848858624296,,,2.5859278842997866,0.9899688367470565,0.6851033840546357,3.1134431212132307,-2.1289388909343976
2020-02-21,135.10006061544823,101.85567134811048,-12964925.772274792,113.29418525987036,113.15971432187077,103.20002717121515,104.95303356715927,,17.143996933634735,22.288358348092594,,-1105005.1748333215,7795933.807857698,,-0.28245886917514135,-0.01684383439453888,,,-2.0064071776401247,1.2454806581282993,2.0611091252595064,2.5106437932097996,3.2265705001466003
2020-02-24,96.56681920965434,109.2904674863928,12637475.200442985,100.9022853714696,112.9384131360746,103.18505691964519,106.03579343865451,,16.6699809104725,22.337418182832447,,1132813.658084406,7758810.910203429,,0.12377398139396606,-0.027252665789557994,,,2.48791277391626,1.2716579479200842,1.9310979365924683,2.259352367547841,-2.592252363317142
2020-02-25,107.14195668781986,96.56726172754634,-19963880.834637925,100.55919980444014,105.69376025937618,103.22471396231322,106.60566264745744,,16.104345010628826,22.335987024790356,,2100001.0901845163,6851540.018597738,,-0.10391487492763411,-0.03222833008456242,,,1.6359942418465199,1.264870588475748,1.9046806117915491,1.6655175618345375,-1.618048813356603
2020-02-26,97.29385281300392,119.10711773048638,-19978683.308918715,109.69770256166224,103.63793035349158,109.13757412708601,108.84150134636653,,14.41148801647625,21.885850587094644,,2299106.6850205217,6437734.780783031,,0.20228742768686514,0.002716526456947463,,,1.8016722099639406,1.1787131060408569,1.894837568325141,2.284079948500438,3.386567580214667
2020-02-27,116.10141675312298,92.76385765379972,4006072.327447623,102.85926251624257,102.63664558779853,103.91687518926715,109.44092858353292,,13.396233137605611,21.599321569707996,,3382482.2023278116,5925159.125390946,,-0.22440699250518206,-0.05179363617949091,,,-1.5023027943168845,1.343662559690975,2.075243475622901,1.3358964746157143,3.2620692014992425
2020-02-28,99.42917302898832,100.43490862810336,-27500543.296491623,92.61500027418263,102.19573893836628,103.63272264526572,109.9819072653091,,12.756676804481254,21.33100831542387,,2225182.6935770595,5811387.913420415,,0.010064280484886707,-0.05946273725514308,,,2.2597546938311845,1.3590596511155242,1.623501912536859,2.9270362741952387,0.3511938541777986
2020-03-02,101.45883276987117,118.5711462232257,35216230.1124426,112.12327131421124,109.51861430576628,105.4888583926323,111.20266821950027,,12.32334432472918,20.90650856540024,,2543189.618089145,6490920.179686699,,0.155860042748177,-0.052749036621824626,,,0.9573009999127036,1.271074200585478,1.4910436817753119,3.2506569547221296,2.227934683868453
2020-03-03,116.74156546307586,110.57320049497798,-11461379.870870948,113.48478018705396,101.68288826262778,108.29004614611863,111.51959921077218,,12.215746033659709,20.53525694740328,,2699004.1387123237,7456312.562535727,,-0.05428489995724439,-0.029387113353351917,,,2.468259851198214,1.289344987840641,1.6166994770388852,2.3163195290295784,2.63948143734255
2020-03-04,112.48791224673256,99.55898823806432,12045482.711862745,104.0904111784173,96.77266826601726,104.38042024763422,110.56814482764666,,12.376233835952604,20.19304597090847,,2683904.989732876,7028182.501506526,,-0.12209545406182497,-0.05758991381330819,,,1.990301935124492,1.2931487006268918,1.6364195527642789,2.945078668477461,2.972879603716951
2020-03-05,89.1844264190047,70.60819753343503,28692501.85125248,88.93885430041973,83.96622498758234,99.94928822356128,107.99840841671434,,14.94591016723536,20.4020337773456,,6178247.513122254,7681686.972157579,,-0.23356018249758423,-0.07745355053735357,,,1.6039487370061207,1.2929029232830511,0.5973078524218797,3.688004145181394,3.0980929997555178
2020-03-06,80.07380249327139,89.34940408755824,10604198.827637732,77.22996204909441,70.89520786917114,97.73218731545225,105.75133361336728,,14.141628956019664,20.454726448946918,,5953323.630656259,6790421.984843672,,0.10960583159640126,-0.07885947353974666,,,1.8460510095353446,1.2885514912792142,0.5545011003509894,2.3233269017198794,2.4056383576432165
2020-03-09,90.19703830373692,83.38705017914344,-16226963.735604107,86.72870445277545,100.11004698150282,90.69536810663581,104.52550844802768,,14.982803998499794,19.819988309956464,,3367277.9268516647,7196351.93545716,,-0.07850356808227528,-0.14192485406543642,,,2.593861388136423,1.3114964508511464,0.41895817968521903,2.5477916675880525,3.5605941635745464
2020-03-10,90.91159125243212,108.8410529751111,-30668517.53699312,98.54625875164652,103.25768337473072,90.34893860266243,103.74859356004633,,14.28576920473492,19.700114438462577,,2179589.3129862025,7487968.007718046,,0.18000107880920502,-0.1382913336205112,,,1.5499903300402937,1.2774626889755083,0.41870195827418555,2.9699861116624877,0.5493619796465234
2020-03-11,105.60562922055374,89.77079722215808,-24877112.31166564,98.0831601497464,101.16445246936246,88.39130039948118,102.54293410357157,,14.402414166366764,19.210276995385026,,-994457.0727716556,7054631.909296019,,-0.16245195241589863,-0.14850802715007605,,,1.1253490932755361,1.271576545353968,0.5414475303447945,1.8537552357745397,2.281176660705312
2020-03-12,88.47769307135422,86.78180278222999,-27170445.28093645,84.69870742422427,78.51422044625474,91.62602144924017,100.93270845253294,,14.266879326168846,19.038178554758634,,-2413610.2894834317,6314253.598912647,,-0.019353510229967705,-0.09673873355628022,,,1.8220440562392364,1.2681765769343343,0.5361191236757811,3.093732023804416,2.7833806078464773
2020-03-13,93.69066677117009,83.61843726672532,-2549581.513083681,92.81567307771296,94.264288817815,90.47982808507359,98.76119130425168,,13.358927855308341,18.81864551677966,,-2427076.0761579815,5947192.182490413,,-0.11373453947535891,-0.0875777952495015,,,0.37060843845389796,1.2972995055300152,0.8243697154285363,1.8168357408025977,1.7458842461326565
2020-03-16,72.65132784563139,79.92752058553424,60639922.024888,75.17353757136175,67.7009593264595,89.78792216635175,97.28930139631626,,13.745216491142603,18.993164726990774,,38406.028709933904,5981341.436289951,,0.09544856418731194,-0.08023855910092001,,,2.011240086168609,1.2403314752920147,0.653145438098548,1.9248735951604021,1.2411326242225558
2020-03-17,88.77376115184302,105.03096227386844,-16512870.805413991,96.19126354676564,101.78433129059977,89.02590402610322,97.72240068429937,,13.850752149001938,18.836078251008146,,-642298.9225668765,5273547.707268938,,0.16816406167779097,-0.09320342920119279,,,1.721527928019652,1.2342882831736246,0.6688946916161672,3.0639760315254754,1.337652994955684
2020-03-18,103.4415086885092,84.94952986075236,8711668.141351983,95.67492188553253,94.12358425821708,88.06165055382208,97.49273633200588,,14.03043513369052,18.87698334364667,,1675412.7932501833,6138856.853231644,,-0.19694900571579366,-0.10174073240397272,,,0.4391175441381861,1.2493746135955097,0.7995773165548494,1.613830107650877,1.5730368315513366
2020-03-19,79.87639684624196,85.39960162036368,-5993066.050352827,81.61332995120529,74.79705224910253,87.78521032144882,95.81934879587935,,13.325034356414651,18.94323642344767,,-2165720.9559958843,6496812.134804683,,0.06686103546904783,-0.08757159622459079,,,1.9193135313764487,1.224379310681041,0.8172657231467491,2.977128320888985,0.32367727326683476
2020-03-20,84.57290676548882,105.19431694934087,19354753.07114722,97.462227966392,97.62162096517956,92.10038625797192,95.98628107594087,,13.425172314084381,18.942513424050055,,-549737.0138247836,5851735.07740127,,0.218195313128378,-0.04132613864682996,,,-1.8363824358770042,1.2001640962294484,1.630716195397023,3.00789733268832,3.07157600937655
2020-03-23,103.90744992549456,94.97503190475209,-3523940.6892209947,100.10534398185108,105.97510927257032,95.10988852181549,95.27050929685883,,13.055034208751707,18.96800341247328,,-1357807.8083079825,6520453.077280525,,-0.08988656337715363,-0.0016873671343662728,,,1.769814648495328,1.1752305257732323,1.5908590121609096,2.2592004723743404,2.7112126166719595
2020-03-24,94.88377667071336,96.20477993599502,87565635.87311907,90.80314440835718,96.70793639515568,93.34465205424081,95.25238520728126,,13.053390708426894,18.950832149212975,,4018668.0270798667,7117330.389111382,,0.013826304756212299,-0.02023147608152892,,,1.7757642224070924,1.177575558951197,1.598855281975319,2.1960613469733503,2.177722569808376
2020-03-25,97.8524902652332,86.26691242447669,-29434455.83536652,94.63002118848772,93.6786545118855,93.60812856698567,93.61037494198078,,11.910180682486205,18.922130191421484,,3545879.4007574776,6620408.764931628,,-0.12601502057178657,-2.39973608710157e-05,,,-0.049855721241450816,1.2112036420772578,1.6418571571387977,2.164255864026381,0.2756468617674446
2020-03-26,80.24749773565213,76.33507696169386,3301629.2483846694,81.89677188336759,79.6277534645858,91.7952236352517,92.78893590737549,,12.522442507957534,19.2148870186393,,3510657.2468043296,5798464.518986525,,-0.04998302374166267,-0.010767141392485965,,,0.8193473233415742,1.0324269323546342,1.5085522585029103,2.98919610800213,2.2043684058402016
2020-03-27,78.43693017753503,78.4452912607951,8715101.549244434,76.77507928577484,71.73925306812885,86.44541849754255,91.68945503901008,,12.778521947805029,19.450145052158692,,5321439.489091133,5444913.806698325,,0.00010659057720290615,-0.05889416378294106,,,1.616577607573578,1.0126840081312127,0.796214710955069,2.0568918430051912,3.2864980498205854
