Date,^RUI_Open,^RUI_Adj Close,^RUI_Volume,^RUI_High,^RUI_Low,^RUI_MA_5,^RUI_MA_20,^RUI_MA_250,^RUI_realVolatility20,^RUI_realVolatility60,^RUI_realVolatility250,^RUI_avgVolume_20,^RUI_avgVolume_60,^RUI_avgVolume_250,^RUI_log1DayRet,^RUI_logMA5_20,^RUI_logMA20_250,^RUI_logMA5_250,^RUI_log1DayRange,^RUI_HL_20_realVol_20,^RUI_HL_5_realVol_20,^RUI_logD2,^RUI_logD5
2019-11-18,114.9532553115846,91.0975491387478,0.0,83.56169148949698,90.76812185928532,,,,,,,,,,-0.23259466925173208,,,,1.9749737343543758,,,,
2019-11-19,101.73443971406208,137.80551828537637,0.0,124.87682080387958,125.15533202688016,,,,,,,,,,0.303477517404956,,,,-1.2782969223995322,,,,
2019-11-20,125.01625152237852,77.83647500718234,0.0,95.94780273931453,95.56207021422438,,,,,,,,,,-0.47383358928627084,,,,-0.952611089892283,,,2.584832986874049,
2019-11-21,84.29577183168226,95.68009368299204,0.0,78.47942934501066,95.6255392942112,,,,,,,,,,0.12667856178796083,,,,2.8417713227637384,,,3.7406514682035508,
2019-11-22,98.64248682052856,134.4704433826355,0.0,125.4743548596789,117.69790066683322,107.37801589938681,,,,,,,,,0.30984235347674893,,,,2.0511004750261406,,1.8989781238025965,4.036608953168566,
2019-11-25,126.97600030476453,84.27880994928455,0.0,100.24336070239042,111.47759666634624,106.01426806149416,,,,,,,,,-0.40986762598930826,,,,2.418965898336493,,1.9692901669660923,2.433725957280575,1.9196745851847141
2019-11-26,72.82765028087124,43.43993655286181,0.0,61.240605514169374,51.20037527801901,87.14115171499125,,,,,,,,,-0.516716479587787,,,,2.3066000458881377,,1.5282861949092066,4.511194690224137,4.547176406377449
2019-11-27,69.82405240720618,101.34073211530472,0.0,82.40432197093105,99.82860968075624,91.84200313661572,,,,,,,,,0.3725098835966442,,,,2.857865078326156,,0.35008698615092176,2.836849206643966,3.157181558280915
2019-11-29,94.4261650712158,89.57544146168016,0.0,100.59154540625671,102.1772597024501,90.62107269235335,,,,,,,,,-0.05273701552920006,,,,0.4610349658714177,,0.918513275591341,3.8315828251305617,1.809051139733952
2019-12-02,87.31070810425672,109.07802020148527,0.0,91.42773675594594,93.10900074917026,85.54258805612331,,,,,,,,,0.2225902938239344,,,,0.5195458874407776,,1.1350345679593254,2.046051249743001,3.234450829569494
2019-12-03,112.44152460752616,123.329481673582,0.0,117.21615741629353,121.77971114759704,93.3527224009828,,,,,,,,,0.09242618156391479,,,,1.518101647048904,,1.0642067531835049,3.519100120136147,3.6648600777842897
2019-12-04,128.69180788598032,99.7566731997522,0.0,121.75979702282392,116.91118315888548,104.61606973036086,,,,,,,,,-0.2546865070086164,,,,1.578692862850625,,0.9781699423449439,2.2323071463372703,4.030991767111549
2019-12-05,97.88028586353973,142.4220271567251,0.0,128.44492356945534,112.2081660531794,112.83232873864495,,,,,,,,,0.3750495129834461,,,,2.7872776544709192,,0.951789032214835,2.9492979700293973,3.7155529094276365
2019-12-06,136.94181303416963,101.9128202153413,0.0,104.3998921389216,118.73080595047963,115.29980448937718,,,,,,,,,-0.29543836918412514,,,,2.6624190089316917,,0.9334904659429616,0.7683228397707303,2.5126335772471675
2019-12-09,72.23235458558793,57.44207766388536,0.0,62.09244775095999,67.15369119795741,104.97261598185719,,,,,,,,,-0.22911097486067275,,,,1.6216121936234447,,0.6336119393274916,4.442415340344758,3.9442179908078363
2019-12-10,69.11318682003002,86.21977138171064,0.0,69.17415516474102,71.48696959310018,97.55067392348292,,,,,,,,,0.2211539684209931,,,,0.8384651501816716,,0.8179413278450434,2.753217864861508,3.613878668301838
2019-12-11,93.48292994285976,101.63127267165852,0.0,109.7518572104252,110.20411903446916,97.92559381786418,,,,,,,,,0.08357243749837272,,,,-0.7934940101199073,,1.474057848382897,3.788480302361498,0.6283950216201489
2019-12-12,105.5988968554252,84.98128142299174,0.0,93.17291483739903,99.00008739875716,86.4374446711175,,,,,,,,,-0.2172169110871474,,,,1.7625319018220065,,1.297682400714859,0.21389286229947377,4.050753907485312
2019-12-13,86.57419575977497,108.36052286002769,0.0,101.31459434953696,99.83340826912011,87.72698520005478,,,,,,,,,0.22446204169278466,,,,0.39284317250901,,1.0370214447251855,1.9064637241316083,1.8637238882424434
2019-12-16,110.54066823286712,127.13784099880696,0.0,114.10642504581163,117.2262559798046,101.66613786703911,99.88983945110161,,25.369589570218416,,,0.0,,,0.13988836851940467,0.017626313332162996,,,1.1377788125304125,1.2784587611910607,0.9564812991456642,3.7413902969141177,4.2441395316281
2019-12-17,117.5497330836256,110.81470601901448,0.0,111.31282423042784,114.4267040045704,106.58512479449988,100.87569729511493,,25.393032043708473,,,0.0,,,-0.05900201301174857,0.05505492069605251,,,1.1358694644913347,1.2701049140123482,0.9787495281783487,0.8977939804174578,3.202540512683448
2019-12-18,114.73191128943768,71.87046488571809,0.0,104.91926925046732,87.11801690746734,100.6329632373118,97.57894462513202,,24.614325863410354,,,0.0,,,-0.4677328008083118,0.030818131523779,,,2.8792688111714617,1.1627376944813412,0.9291860080409506,4.012182790737586,3.3931923529412895
2019-12-19,71.3629202298107,56.795623516576825,0.0,60.65533322547344,49.77819030636829,94.99583165602881,96.52690205060175,,25.917697691516807,,,0.0,,,-0.2283191379433532,-0.01598873388714946,,,2.386663607595598,1.0232042484203647,1.0174414236617837,3.9893373638151544,3.3388132636920083
2019-12-20,55.20602190497653,92.2204060821582,0.0,67.21540234329223,56.526529623425176,91.76780830045492,96.35391767056005,,25.935186797444302,,,0.0,,,0.5131093903611248,-0.0487664908412176,,,2.3692032676399464,0.9998685397646238,0.7980313787734381,3.0130780222746067,2.781307898123526
2019-12-23,91.17432123978142,94.58937017215544,0.0,84.98958935960195,99.43239772643255,85.2581141351246,94.35986401003605,,24.334038825482914,,,0.0,,,0.036771811619381686,-0.1014325212511909,,,2.6701965997924546,1.0224435430011287,0.6781235153175914,3.6321436565479943,3.482730388339086
2019-12-24,121.54703381138644,142.16047296391753,0.0,142.45721051062492,141.32447095829934,91.52726752410521,97.2539471607677,,26.424191154639075,,,0.0,,,0.15665521339219668,-0.060688635831770296,,,0.12463908123903975,1.0625685684536101,1.1167027831074465,3.9108236240930077,3.445079232281218
2019-12-26,128.17938796805242,99.62178688005928,0.0,113.53368140744328,122.17640361219036,97.07753192297346,100.06303967712758,,23.19069527257167,,,0.0,,,-0.25204986683431585,-0.030290426733093054,,,2.156717603185711,1.0575488255393475,1.0319158966206405,1.615900327556062,3.32328347849344
2019-12-27,106.73117723310816,128.59986009713043,0.0,116.15369226540427,121.40118687156246,111.43837923908418,101.42599607621887,,24.054678083243164,,,0.0,,,0.18639241303488774,0.0941423557073359,,,1.6577507448242113,1.0127330138318182,1.0044225458012368,2.607169478156626,4.2739434796136235
2019-12-30,120.64048371895797,102.2486730885828,0.0,107.82258594674865,111.5548323179246,113.4440326403691,102.05965765756399,,23.892449620926577,,,0.0,,,-0.16540709614842156,0.10575208951037704,,,1.3170102966625135,0.9845039232945302,0.9636230457905803,0.9657991936341053,2.3054078060309884
2019-12-31,100.66195497605372,107.8532413340938,0.0,95.0567978617853,106.81708080786645,116.09680687275677,101.99841871419441,,23.875077320058992,,,0.0,,,0.06900350374032935,0.1294670747142429,,,2.4647280022219564,0.9748219756124341,0.9085994369568648,3.0323832822197643,2.5850438849816473
