Date,^N225_Open,^N225_Adj Close,^N225_Volume,^N225_High,^N225_Low,^N225_MA_5,^N225_MA_20,^N225_MA_250,^N225_realVolatility20,^N225_realVolatility60,^N225_realVolatility250,^N225_avgVolume_20,^N225_avgVolume_60,^N225_avgVolume_250,^N225_log1DayRet,^N225_logMA5_20,^N225_logMA20_250,^N225_logMA5_250,^N225_log1DayRange,^N225_HL_20_realVol_20,^N225_HL_5_realVol_20,^N225_logD2,^N225_logD5
2019-11-18,1379.0621940127494,1119.413384509362,11879022.19176048,1102.5607441927314,1413.275546961897,,,,,,,,,,-0.20859891433719102,,,,5.7388754585507575,,,,
2019-11-19,894.9117030943144,842.3690562905886,-6957947.850110464,783.040462575631,899.9127862643381,,,,,,,,,,-0.06050683030085976,,,,4.761082088426514,,,,
2019-11-20,1248.454746174315,1560.4995412525022,4606848.599208944,1476.1466074572145,1399.8400125074331,,,,,,,,,,0.22309940522961477,,,,4.334759369021503,,,6.089240223129735,
2019-11-21,1240.211798542643,1048.7207102382615,-20195178.68196917,1085.6440751173814,1266.0594648980568,,,,,,,,,,-0.1677111201575394,,,,5.195261913195418,,,5.329581771420518,
2019-11-22,942.4838505230128,706.1942662177262,5468929.676683091,841.1597412885021,769.4557445164719,1055.4393917016882,,,,,,,,,-0.288628420195025,,,,4.272546489037072,,0.6155455807329059,6.750288594825125,
2019-11-25,646.95574580639,752.2801645328436,-1812931.884745501,567.222186563251,610.798111895745,982.0127477063845,,,,,,,,,0.1508309206872818,,,,3.7745048265792187,,0.5365857378261528,5.69184667794443,5.905724779398244
2019-11-26,1045.7173199579702,1157.246608884192,-4372424.404108055,1078.3038921443458,1173.917061346776,1044.9882582251053,,,,,,,,,0.10134049008951847,,,,4.560310563733757,,0.5162632831626187,6.111583391895757,5.752183841328613
2019-11-27,1011.3412428171814,881.0077022246242,10131395.006487578,914.7946541022192,1000.5438072423568,909.0898904195295,,,,,,,,,-0.13796632356618047,,,,4.45142621008052,,0.513655032869759,4.857698059793279,6.521345223258409
2019-11-28,1079.4256816086145,1469.7343697034194,-2171535.5233257264,1414.4618077118466,1240.4919653611923,993.2926223125611,,,,,,,,,0.30865256017559417,,,,5.158881964369087,,0.5005643132350236,5.744565303031,6.042665278441455
2019-11-29,1405.176542087127,1213.1647183814584,-8590993.565346293,1214.9375835131468,1351.664269638106,1094.6867127453074,,,,,,,,,-0.14693053266650558,,,,4.917983941392737,,0.5279220183534872,5.805607797346934,6.2284527221369
2019-12-02,1543.698574325368,1585.4256717257304,31250932.30332344,1677.0782331523696,1655.3603259572028,1261.3158141838849,,,,,,,,,0.026671725214359916,,,,3.0781371366097265,,0.8084420708472734,4.750925454384166,6.725208305415195
2019-12-03,1216.6108801603968,775.1812867366516,-1522875.7398349645,1023.6035277335596,857.092516994966,1184.9027497543768,,,,,,,,,-0.4507273845656505,,,,5.1150614377960935,,0.8662243330510688,6.082181082366015,5.945591594373907
2019-12-04,684.9883545054727,1050.4644592936584,-384382.4043268487,847.1698676661144,942.963454349645,1218.7941011681837,,,,,,,,,0.42758585013576883,,,,4.562195737887584,,0.8646703898157112,6.282194244140777,5.132597773735053
2019-12-05,1429.6017169658044,1562.987967894791,1228020.98241999,1449.0310839503309,1464.856357549561,1237.444820806458,,,,,,,,,0.0892034674520673,,,,2.7616082569316585,,1.0894635342369037,6.669252731280406,4.535322644282129
2019-12-06,1589.699515266806,1528.3845601558005,-3861813.135445945,1607.1000047078123,1651.7551664833773,1300.4887891613264,,,,,,,,,-0.03933367968946815,,,,3.798969905916543,,0.9861168381245737,6.169443565511764,5.753270305794163
2019-12-09,1447.0260965018988,1338.2142811633985,-9013853.860120771,1307.8210145077885,1418.007839898859,1251.0465110488599,,,,,,,,,-0.07817438315814912,,,,4.702177337766759,,0.9286793732417402,5.4150940592618095,5.510243802848548
2019-12-10,1070.4327978227775,1194.5009440850172,7990496.455901191,1153.4433751879224,1103.7919747008473,1334.910442518533,,,,,,,,,0.10966542750465604,,,,3.905026597285211,,0.770970463569985,5.8107924773742985,6.038633534423792
2019-12-11,1161.8510253088152,863.1254439302538,1070256.1278413683,1046.6931866337,1028.8535127811665,1297.4426394458521,,,,,,,,,-0.29720968528627373,,,,2.881424845176086,,0.8009668900342327,6.163501812301494,5.232919891886978
2019-12-12,1178.2898513019136,1154.72410323845,73268.40563965589,1130.2999153343844,1039.2417168777029,1215.789866514584,,,,,,,,,-0.02020266491555045,,,,4.511498845576089,,0.715411620203101,3.6832848546504993,6.011913692465188
2019-12-13,1119.7404320600472,1225.5455479413376,-2201803.4638731927,1135.860521839537,1255.9444542835226,1155.2220640716914,1151.4592394200033,,289.0299734934284,,,630671.4618029404,,,0.09028918876022259,0.0032625469185392593,,,4.788190935323176,0.7930310916446965,0.7924440243123643,5.892804047274434,5.713201351489141
2019-12-16,1513.3766789680049,1476.9142602969314,20912614.73120193,1600.4980388718668,1620.881217100903,1182.962059898398,1169.3342832093817,,297.86361025442767,,,1082351.088775013,,,-0.02438841350106797,0.011586915225929667,,,3.0147099640674995,0.7781749978856173,0.8590996858982396,5.7751419211095145,4.932313176877609
2019-12-17,1315.1409245689083,1477.0492681535145,-10201319.65033394,1395.1764645210278,1409.510096306638,1239.4717247120975,1201.0682938025282,,294.9909168754025,,,920182.4987638391,,,0.11610253304087126,0.031473854786565225,,,2.662608649060542,0.8413233836024091,0.9970251800765098,5.527457781526523,5.643849594607181
2019-12-18,1514.3345075268116,1309.9774241129237,-10758496.854141362,1375.2874790320457,1387.463113189771,1328.8421207486313,1188.5421879455494,,284.0409060795682,,,151915.22609632398,,,-0.14496616993228353,0.1115804731633189,,,2.499436754489011,0.9138996023641365,1.07474559037429,5.117615514428025,6.102227399243497
2019-12-19,1264.617129366161,1124.4522182377275,3495775.9416030347,1197.9290951554558,1159.1840277458489,1322.787743748487,1192.3287633455225,,282.5798634878331,,,1336462.9572749343,,,-0.11747341188292405,0.10383309790654989,,,3.657003455041653,0.8746083765901523,0.9310946551120954,5.865325903269062,3.410219393996055
2019-12-20,1344.198426084773,1540.778100284664,-14780383.39090982,1358.0375490452825,1464.7155489768463,1385.8342542171522,1234.0579550488694,,268.2732197277309,,,323997.3038952885,,,0.13648967909042187,0.11599441834092167,,,4.66981495084001,0.8866594500911109,0.8849295962113257,5.44155446431657,5.753310627852117
2019-12-23,1572.318649119048,1900.127053793716,25278906.96573676,1879.316640288276,1676.8235449000422,1470.476812916509,1291.450299511913,,282.20004745118416,,,1678589.2464194014,,,0.18936937788693722,0.129820860674199,,,5.310705789117055,0.9337955888836915,1.2284489624570643,6.653733406021772,6.0478751104670865
2019-12-24,1737.283472205556,1738.9797922495763,36154319.92778915,1712.5937473624615,1700.274457778829,1522.8629177357216,1320.5369586801821,,297.21973178707805,,,3704926.4630142613,,,0.000975944598906634,0.1425536210474923,,,2.5111662927765717,0.985863832747421,1.2636309028716282,5.289285158513902,5.568079293390064
2019-12-25,1892.995421177735,2071.924600041324,42881312.62708204,2003.4556076113115,1964.517927956631,1675.2523529214018,1380.0828035710172,,322.72972868319846,,,5342422.344043985,,,0.09031748038728993,0.19382031243299835,,,3.661962410461408,0.9804317989118848,1.0733094985328802,5.146316726838193,6.635877230355093
2019-12-26,1838.8856084635024,1717.4051468787056,46728507.6347958,1742.9816266535329,1813.4334769335476,1793.8429386495973,1392.4663424297814,,330.9966605837233,,,7787424.501950061,,,-0.06834522441483565,0.253283689750945,,,4.254929501733156,0.9397439706129367,1.0640839550648327,3.0715187997948057,6.385115017501361
2019-12-27,1760.8094272515464,1817.3330629930315,-48870100.649706125,1838.767917055509,1844.3857840327184,1849.1539311912707,1422.6747596603605,,341.1843679286229,,,5773469.14773207,,,0.03159647123449089,0.2621894666259965,,,1.7259520504397026,1.0189069923268415,1.4141777704826506,5.539660445383457,5.6224095813469965
2019-12-30,1900.4273249986472,1932.642075685992,-7856871.301423125,1916.8496447201069,1899.9779568130143,1855.6569355697259,1440.0355798583735,,358.3059210356973,,,3818078.967494741,,,0.016809249111673558,0.2535709550121347,,,2.8256369453223975,1.028583591833388,0.9881192344334764,5.371739415829987,3.4817021946186304
2020-01-06,2182.646032515693,2026.783186289369,12574871.230434746,2147.7231097140248,2066.040635287358,1913.2176143776844,1502.6156748360092,,345.1312248343465,,,4522966.316008227,,,-0.07408801826113395,0.24157906683656696,,,4.40283946755361,0.9882229422871188,1.110656733870271,5.344485636060035,5.662277587433739
2020-01-07,2109.361822866694,1890.3358958760452,4651126.0383555,1955.2498772071376,1860.9893003390296,1876.8998735446287,1544.6092466651285,,338.2472415062398,,,4774741.738142345,,,-0.10963091215549085,0.19485044872395296,,,4.5460630414440555,0.9874500917853622,1.2316908319639681,3.7449331701792232,5.201744262499539
2020-01-08,1613.9963324010496,1934.0162632701376,-1453949.2313756794,1769.9290825698045,1813.6235232378767,1920.222096822915,1563.160661433896,,349.3022879318254,,,4640643.227452561,,,0.18088550865328687,0.205731018196882,,,3.7772208781753376,0.9649693749295231,1.1809263002043242,4.530090143272401,5.378103655463395
2020-01-09,2166.1739005565832,2101.3435154474846,24694316.45106805,2031.7132810563835,2187.0260782230325,1977.0241873138057,1591.80860919848,,369.2272861307011,,,6068449.706778261,,,-0.030385522429918894,0.21672191862315918,,,5.045441129635751,1.010510678923417,0.8530593240540834,5.351894244537037,5.649011041901028
2020-01-10,1900.079893245751,1792.55193781426,-2919674.987336695,1840.028776278934,1808.5290529890956,1949.0061597394592,1614.525492031023,,366.77209710671104,,,6373158.650417464,,,-0.0582556662224822,0.18827848046268533,,,3.449978761343428,0.9881077031497553,0.6338635384289353,4.952047568376885,4.942286057372946
