Date,^NSEI_Open,^NSEI_Adj Close,^NSEI_Volume,^NSEI_High,^NSEI_Low,^NSEI_MA_5,^NSEI_MA_20,^NSEI_MA_250,^NSEI_realVolatility20,^NSEI_realVolatility60,^NSEI_realVolatility250,^NSEI_avgVolume_20,^NSEI_avgVolume_60,^NSEI_avgVolume_250,^NSEI_log1DayRet,^NSEI_logMA5_20,^NSEI_logMA20_250,^NSEI_logMA5_250,^NSEI_log1DayRange,^NSEI_HL_20_realVol_20,^NSEI_HL_5_realVol_20,^NSEI_logD2,^NSEI_logD5
2020-02-05,857.9041402073835,811.8691887021214,-69749.11677335808,781.8353276548414,845.8826300033952,742.0568021190214,694.6831465887681,,123.37154296339838,,,9861.909746561994,,,-0.05515313901970331,0.06596995553836615,,,4.159621909556521,1.0096706338458787,1.269235025919925,3.489061948616585,4.000633208109425
2020-02-06,882.6622975601285,914.7901510661422,14545.653843725042,919.9554549942322,909.7919388768696,797.5718231302296,702.0842389203547,,132.05770563511084,,,5465.088869900041,,,0.03575201739283508,0.12751849566657952,,,2.3188044568239197,1.0735077258058459,1.2432151256028903,4.375512067147667,5.626091545418295
2020-02-07,879.0869322222825,850.8371211063195,68600.09163049079,813.8912991415573,811.6932087547921,838.3840129837454,714.4107028086394,,133.94301162903628,,,12918.07129968904,,,-0.032663078596685595,0.16001823391672712,,,0.7875889774131003,1.265214583928114,1.4264535374644915,3.662739061853746,5.318418720140576
2020-02-10,825.2851607864523,705.5673372585352,167803.54660913075,812.387483934087,768.3058283832343,823.6746841396201,714.0663723447797,,133.9571576977311,203.55194167344288,,27199.654436878183,34982.078383904016,,-0.1567267631620357,0.14279973466839319,,,3.786043722008089,1.2425421025969885,1.3845013618188915,5.3433997788625875,4.297919820182304
2020-02-11,726.0785688212882,835.8690811675469,-53346.70591316279,764.1347555305565,811.9549687691815,823.7865758601331,732.6850698852224,,122.70261792658327,204.35410979311834,,22341.30512196505,35436.50047158621,,0.14081376886098826,0.117195522369442,,,3.867448421213566,1.234545316590128,1.4206115374615444,2.7059172572453907,-0.5807857440220361
2020-02-12,746.2386825641779,732.1504309596494,-25477.39590679016,733.9750938268317,751.4559353786417,807.8428243116387,737.8522401855992,,120.24938146598753,202.21643128024922,,15777.826995395502,31450.001947317793,,-0.01905949922550153,0.09062392722820835,,,2.8611055127647456,1.1581907659126962,1.2617527453127384,3.280275438578065,4.378504912464426
2020-02-13,823.5286291136736,769.8557243944724,-38616.98983281909,806.0704579983794,787.5196886361882,778.8559389773047,753.7389963106566,,99.75555243559334,202.0188407738752,,14523.39875437862,31593.97234808634,,-0.06739518780342343,0.03277994871745532,,,2.9205112632441166,1.13328565573047,1.2419605926837218,4.189857096900911,4.9762814102832635
2020-02-14,670.7159183968979,550.251974551943,-34694.296274148626,623.5020901173784,563.6326957871315,718.7389096664294,749.7708197585941,,106.31572472846945,201.98519995467657,,2676.937929473631,31410.127424846884,,-0.19796936796520875,-0.042269424214805285,,,4.092165428471306,1.1181307680902586,0.5725696096692567,5.203448599549128,5.705731063437937
2020-02-17,653.5885578983562,647.7887044156869,168164.3574769913,748.8530915875635,661.8118958118903,707.1831830978597,753.9228779616508,,100.15240474507665,201.76927717581611,,15960.827085714292,33435.467781711384,,-0.008913467370899894,-0.06400034742161292,,,4.466381521244804,1.111540243731589,0.7182307869480252,4.804570237987436,4.056619033332891
2020-02-18,684.9443706018646,780.4721268892572,62311.97589634673,647.8594534256654,686.5832157448094,696.1037922422017,753.5799259661607,,100.04366832916502,196.06682399859733,,22704.486508593767,35088.73067080239,,0.13056140328840948,-0.07933630938810533,,,3.656453425021202,1.0984258353352696,0.7077602801168601,5.439036035189912,4.014524615315773
2020-02-19,732.0648299125223,885.6546840224692,37309.652002469695,853.9121823468986,835.0157537312325,726.8046428547657,756.0035105957111,,102.72671199625503,198.6949725109584,,12318.00934101985,34417.4931910217,,0.1904580519870609,-0.039388295234706126,,,2.9389729420759334,1.1006975101199696,0.6880375830370811,5.471707404169116,5.033728273893053
2020-02-20,956.0573412949516,911.5148865974224,-82029.76317695441,872.8541976377692,959.3352245913666,755.1364752953557,761.471013756104,,108.08325719812984,201.9594847847062,,12266.184121925713,33386.745932626414,,-0.04770996572391977,-0.00835361204962087,,,4.459925048302043,1.0972060102806018,0.6425583654334642,4.875523679926996,4.953423906168147
2020-02-24,951.7821950082098,963.630803777516,195850.8144583617,940.1208278900568,996.8610606283193,837.8122411404704,764.8202425529913,,113.39955322775705,203.09251323165697,,23014.26352647789,36625.73691051614,,0.012372015760700699,0.09115319029932385,,,4.03848353120984,1.1078074742163018,0.6394615921589656,4.356402622827395,6.024364434580669
2020-02-25,957.912537012432,833.4646294674158,94359.47443493316,902.6595549902268,823.0795503760746,874.9474261508161,775.2430711503702,,109.38142159784604,204.12264853245827,,18284.624099502038,40441.212171022235,,-0.13916521118264907,0.1209871797808382,,,4.376762862980084,1.1009487694515556,0.6210297130845012,4.35735294138275,5.224002815644626
2020-02-26,774.0833695775227,895.5599141559114,-66067.25935370906,842.4613684193355,857.3515908658765,897.9649836041469,787.2464018077533,,108.7188911945483,206.42348946625376,,2794.4806618896428,38590.16366112186,,0.1457695446544891,0.1315897843959232,,,2.7007047859087714,1.0966799425562705,0.8257987286366433,4.220549656591508,4.74569520468257
2020-02-27,803.1376702661555,815.069601138357,54434.10988271772,800.4882445144631,804.197041742138,883.8479670273246,790.1380590781876,,108.64777680067506,207.38585774019802,,13861.418357214949,38599.919084931025,,0.014747365598211146,0.11207737632667789,,,1.3107076266638114,1.1445973901105648,1.3543219513364055,2.9120804285967985,4.2568188315808815
2020-02-28,861.5289665944256,739.6433769372197,-52232.844398202025,789.7104052946661,789.02843556888,849.473665095284,795.2594756245435,,103.34462925487568,205.13800490424924,,17708.866125869426,32540.97979834498,,-0.15254053186556873,0.06594849431913777,,,-0.3827700124669535,1.3858586455840365,1.9756406959776562,5.04932084624753,5.1467471607830895
2020-03-02,741.883191855236,926.387688897942,87334.77491985424,871.4659921851371,841.7724821987704,842.0250421193692,809.2400514775036,,101.08889321838595,197.32988820847214,,25690.457721839088,35251.67032455071,,0.22210101014494193,0.03971415581310019,,,3.3909285029523524,1.3457816514949088,1.8599353695207812,4.712391758640807,3.617467092293715
2020-03-03,881.630323454031,741.4190231454077,-32919.64771283383,839.4558323822876,798.747102610354,823.6159208549676,807.3553035608159,,102.02718641991952,191.3945658070827,,25156.388930394452,33896.797756533306,,-0.1732068849417786,0.019940457373125862,,,3.706442560159604,1.296160746923845,1.6870768585738298,0.574164417624221,4.522284175111422
2020-03-04,794.0716249159323,663.561267675881,79239.23541548394,766.7258034235219,718.7084523541598,777.2161915589616,798.7678858163607,,106.67259169046942,189.03103334935653,,28740.98336142635,34560.919136951066,,-0.17955247524273982,-0.02735184721836682,,,3.871562426201226,1.3023604912782163,1.8562372651551369,5.5714938189315735,5.446731537511491
2020-03-05,670.1012407591816,681.8122965657903,13330.56969491602,622.4005256851497,682.0294502358956,750.5647306444482,792.2650412095443,,109.75163840074407,184.61391556864817,,32894.967684840056,34330.157486330376,,0.017325588404842825,-0.054070086444013975,,,4.088140767600012,1.2995864490061475,1.8719959261649628,4.087768429776975,4.892281880099319
2020-03-06,635.6114509561476,521.6237887810385,63620.570831677294,599.0254019466311,566.4087962194335,706.9608130132119,772.6067230952891,,121.25838355181423,183.57166633885672,,35348.71353423767,36481.37488539619,,-0.1976408335810389,-0.08879491488171365,,,3.484821536818553,1.285811662887251,0.28355084990902124,4.955386671172451,5.3845849126799035
2020-03-09,571.798627491944,820.7658018712464,-8411.232886464335,711.9250696198051,668.6092094097876,685.8364356078728,771.1031571335354,,120.42084177319592,181.53083950584178,,31498.14730838991,34980.28815409222,,0.3614509296051909,-0.11718299391697264,,,3.768518854547367,1.154993776376772,0.22132064259800965,4.934139382969675,4.6598656133064225
2020-03-11,846.7604075887721,748.6907340706503,57454.76372760889,813.3574173404886,829.5025200919854,687.2907777929213,773.2593269741411,,119.56869753787377,177.72187460843406,,25980.70816431382,33469.67762680927,,-0.12309178970444844,-0.11785701351992102,,,2.7816167684821376,1.1577926629561897,0.5058254773884999,5.425244887173157,1.9839916043307362
2020-03-12,789.4410315592359,829.065406903871,-25464.56415582786,787.3680553774002,819.012274511846,720.3916056385193,772.9191432609574,,119.39073796505271,178.23015871306004,,27374.815252180568,30823.671482035068,,0.04897391054252056,-0.07037948102947432,,,3.4545554821271405,1.1511785367093197,0.4835224877480181,2.116207927239516,5.108996204945389
2020-03-13,756.9881500138563,785.5568987898178,-142337.4148121024,732.0925914531244,784.3289930130577,741.1405260833247,775.5894666524657,,119.02760191758121,170.26295374061635,,21531.814306914956,30874.32736404484,,0.03704529203298596,-0.0454330912212358,,,3.9557795997459735,1.1552640376252201,0.4465447593198664,3.607294185114982,4.641932131001007
2020-03-16,826.9626730982809,817.0805209190903,-21608.976544386183,837.9540792605931,855.3706918005028,800.2318725109351,777.9507064786967,,119.3757784345606,165.53524009713027,,22382.2149713366,31554.18010155267,,-0.012021911874529459,0.028238363421686067,,,2.8574244944156004,1.1565953866863339,0.5286366849919704,2.483646354681373,5.688522403580662
2020-03-17,828.8988558319143,829.1164131264195,74896.73477921815,816.8336841849905,856.2114709702028,801.9019947619697,791.8939284074205,,107.02776356995204,145.10738807481113,,27861.766524004935,29942.19357029036,,0.0002624309918334317,0.012558945287776195,,,3.6732018701387843,1.1462101108158036,0.5118349237999861,3.7741281487051253,2.122334740395818
2020-03-18,752.9775454195124,773.3050774545409,58269.67152659904,729.4625919947448,748.5289575932047,806.8248634387479,798.1697470593632,,101.67942738770112,135.2308684595561,,22367.032226485324,29641.945121079338,,0.026638230355171117,0.01078533251387599,,,2.9479258193024114,1.116886572685018,0.46978627112268334,3.779073008664278,3.2033293374081206
2020-03-19,798.5920736280877,755.5678739096002,-7763.583722026495,777.3766121375857,783.5670303365378,792.1253568398937,796.9245344103804,,102.05935215129126,132.5834761574854,,18863.254245566663,30760.881040437453,,-0.055380651846681936,-0.0060403291156976326,,,1.8230026448266972,1.1566515515821327,0.8309382451197611,4.29794558576006,4.297251840951685
2020-03-20,787.0461695386366,628.0691680517493,93600.03458103888,761.9033823634236,605.0065044922749,760.62781069228,784.0452586118442,,106.4320134529458,129.5320664616539,,21677.773374495126,32346.39067867639,,-0.22563661131700025,-0.030322587530020154,,,5.055588760695551,1.2296667878579963,1.1956839502760155,4.978359381751216,5.059347555155563
2020-03-23,661.2993912076545,751.2518522956698,44942.029808688094,650.094140747784,707.3653939523238,747.462076967596,776.0321068967567,,102.28195953914233,121.50929754678896,,28026.36302377725,32223.432386700893,,0.12753427738372378,-0.0375103233701033,,,4.047798808557476,1.2119704100336377,1.2110525643937848,1.4623340552448847,4.187055436809531
2020-03-24,713.5105470048611,864.2524728022909,-12829.542409060814,826.5267805606472,811.4938030658741,754.4892889027702,771.0631903479955,,94.83119211246242,114.41163699011172,,17592.345180406126,31762.83236404276,,0.19166772113471553,-0.02172924732982105,,,2.7102462875896407,1.2027054633308807,1.254307742814688,5.46460821858325,3.5592279443109236
2020-03-25,905.3977847311116,811.7826841895157,59043.36397029617,824.1161899110411,897.2975580096045,762.1848102497652,769.9790930841004,,94.20212792012924,114.53064850150712,,15826.539657174271,30555.27298929858,,-0.1091417142355483,-0.010174303223866485,,,4.292940854395313,1.1984583374791256,1.2988282065177037,4.103152853305701,3.650076428826279
2020-03-26,673.0506375695841,682.4965691093175,206234.7945967887,680.1112828967571,707.3540328670324,747.5705492897087,759.3259258317707,,91.25430836800417,114.91443111090807,,29441.64235469916,31429.643719453332,,0.013936931726640777,-0.015602418889618443,,,3.304787429573355,1.1934255008695367,0.9055182152891277,5.202664598378372,4.291435742497159
2020-03-27,806.4459394250753,774.895946613623,-2791.351875418098,770.2973338357724,805.5949553016208,776.9359050020834,757.317243105534,,90.40086143141635,114.87053097461016,,26580.369266792368,27493.477936963485,,-0.03990810632223368,0.025575611572470833,,,3.5638155810982104,1.1082909121419433,0.6244035266278251,3.6078520711538675,4.989253514816392
2020-03-30,765.2196631457864,841.9782214013794,-99283.56738373188,822.7545547075342,815.7592228789363,795.0811788232253,762.433985328742,,92.22555128436615,114.12899608259924,,24227.83311751588,26158.218795914177,,0.09559121461240222,0.041928293053059985,,,1.9452430449619857,0.7693876395601339,0.8867694512292973,5.071928882956486,4.507848043706788
