Date,^NSEI_Open,^NSEI_Adj Close,^NSEI_Volume,^NSEI_High,^NSEI_Low,^NSEI_MA_5,^NSEI_MA_20,^NSEI_MA_250,^NSEI_realVolatility20,^NSEI_realVolatility60,^NSEI_realVolatility250,^NSEI_avgVolume_20,^NSEI_avgVolume_60,^NSEI_avgVolume_250,^NSEI_log1DayRet,^NSEI_logMA5_20,^NSEI_logMA20_250,^NSEI_logMA5_250,^NSEI_log1DayRange,^NSEI_HL_20_realVol_20,^NSEI_HL_5_realVol_20,^NSEI_logD2,^NSEI_logD5
2019-11-18,592.83398814055,406.388191160996,-80612.03117409442,410.1541670525412,506.1228031980591,,,,,,,,,,-0.3776055685987341,,,,4.564021431270016,,,,
2019-11-19,579.9563071401826,345.96891458967,213712.51554931464,548.9335250115473,417.7367092536433,,,,,,,,,,-0.5166038393906195,,,,4.876698606077538,,,,
2019-11-20,155.07456251949588,438.76665486024376,-47255.2138789316,260.2543612822674,361.7302553694863,,,,,,,,,,1.040061684089668,,,,4.619821273597394,,,3.4774935011463697,
2019-11-21,771.8306589454205,682.0117714354656,-23663.60087978159,612.7419039365932,649.6115983737691,,,,,,,,,,-0.12371825440178183,,,,3.607389924638505,,,5.817238701965674,
2019-11-22,630.8450669511512,533.2109649206104,46643.936065121496,560.499232297997,656.1699913421544,481.26929939339715,,,,,,,,,-0.1681431441969321,,,,4.560912703641642,,0.4863423956771399,4.548010349256895,
2019-11-25,178.1408927298162,218.511386833402,-36883.79744911345,154.77132706580414,232.1431582906489,443.69393852787834,,,,,,,,,0.20426335744612317,,,,4.348622776690793,,0.4827758400798419,6.138807214783481,5.235786451899777
2019-11-26,345.0270864308404,547.567220765316,77583.90078931063,473.8077493702667,396.5002431029552,484.01359976300756,,,,,,,,,0.46186230646439996,,,,4.347791056536256,,0.4045584462194994,2.6641857945744314,5.306277134255399
2019-11-27,576.2475900832314,596.5253009972348,-20184.92767323699,558.411492879186,624.4340300080448,515.5653289904058,,,,,,,,,0.0345842441584358,,,,4.189996155387627,,0.3622419736967249,5.934931004899347,5.061066309028652
2019-11-28,417.1119174305195,359.5642332344378,1511.3557849779029,440.20672001284765,488.19353589657385,451.0758213502002,,,,,,,,,-0.1484617379028463,,,,3.8709263040903905,,0.25608689702169757,5.23645785382538,5.775940450758387
2019-11-29,528.897700321816,545.8062027120777,-134569.04119543277,527.0553125846118,586.768997635445,453.59486890849365,,,,,,,,,0.03146894262818611,,,,4.089561224461512,,0.1998931899055802,3.9263025316814453,2.5333187894570224
2019-12-02,612.2973387392158,589.8825356327798,44995.65124031395,513.041818034997,533.9982321446778,527.8690986683692,,,,,,,,,-0.03729458720922442,,,,3.042444762263152,,0.5139218589085062,5.439462275654762,5.917201963616252
2019-12-03,554.8312509315656,700.9660936195905,53848.78445416794,684.3548070548359,643.2350611556885,558.5488732392241,,,,,,,,,0.23379550213889458,,,,3.7164884416323725,,0.4528234487916711,5.044456139474798,5.033041541150453
2019-12-04,869.0763925906149,903.5118357645416,311303.5127969604,867.6733495286198,905.3953639259098,619.9461801926855,,,,,,,,,0.03885817983042859,,,,3.6302438602971625,,0.3917812784283783,5.748211715654406,5.726803885932477
2019-12-05,463.6311958267452,153.24393003633304,-75306.65665248939,339.0370979772233,248.2439376139091,578.6821195530645,,,,,,,,,-1.107058433809781,,,,4.508583956374854,,0.5467142869954119,6.305768157619193,5.329429831124669
2019-12-06,419.0025644046,294.07143536586045,48372.706368210376,383.7322809050584,349.4826554469855,528.335166083821,,,,,,,,,-0.35405432494143857,,,,3.5336756291177225,,0.5286890160254407,6.412541159724501,5.528376022702374
2019-12-09,269.7405788225051,444.8113667618272,39391.952590418514,338.7548767929766,342.2464785263137,499.32093230963056,,,,,,,,,0.5001896194403076,,,,1.250360580309545,,1.224228434282594,5.675271322861429,4.977224441807609
2019-12-10,388.5314607399623,367.8258158225672,27176.26873215707,337.28290748628297,458.6238915157637,432.6928767502259,,,,,,,,,-0.05476464700920054,,,,4.7986046321687645,,1.3939853787069207,4.300740389479198,5.808563655923331
2019-12-11,556.8185756151788,462.3558178604271,-65452.47311227128,496.88589411645626,510.244173488406,344.461673169403,,,,,,,,,-0.18590470665835698,,,,2.5921363702896953,,1.45399997663501,2.8647377231995264,6.089398594976214
2019-12-12,470.0616820361756,437.79857203678057,81653.97099177382,521.2031204070554,463.958656890527,401.37260156949253,,,,,,,,,-0.07110500106385068,,,,4.047330930623038,,1.3734601882827577,4.248105969352764,5.650925298395062
2019-12-13,295.83802663669394,403.1562605903282,148091.39536458568,291.86883963275795,292.6048003390597,423.1895666143861,471.5972252500245,,174.12732733138174,,,30517.910435598045,,,0.3095121329509205,-0.10830505826965375,,,-0.30657854985544497,1.271449573926602,2.0689366540077527,4.080914063316369,4.6921257926468725
2019-12-16,801.6213567985978,615.7985514131942,133295.8045306243,729.3181603366538,689.0339008348901,457.3870035446595,482.0677432626345,,176.2825730616044,,,41213.30222083398,,,-0.26371648956659066,-0.05255478294126195,,,3.695960809572411,1.254911833595846,1.9943734721239772,5.181783434429234,5.141588610134994
2019-12-17,247.09648573637605,290.2979659614157,-145376.76773268863,277.41479647871074,327.343720454247,441.88143357242916,479.2841958312218,,178.96385394132787,,,23258.838056733817,,,0.16112897346478597,-0.08125213592792276,,,3.9106004736200997,1.2234496611967627,1.8224515048480454,4.72613300192632,4.350637224854576
2019-12-18,361.0893033413504,387.1149044471258,-62400.14079485595,299.7857994367114,347.1508309582814,426.8332508897689,476.7016083105658,,179.94930153196518,,,22501.591710937602,,,0.06959625425966592,-0.11049731222746831,,,3.8578842248307077,1.2017832109737931,1.8755974091021137,5.432339594169901,4.320695144355171
2019-12-19,381.337343916166,99.26986199573184,171615.92665495654,349.7969797271471,156.69679539244862,359.12750888155915,447.56451283857916,,191.74768573475035,,,32265.56808767451,,,-1.3458423800694128,-0.22014318672164512,,,5.263209144041463,1.2604839294317105,2.1036400531349355,5.252420558404019,5.824608904238858
2019-12-20,213.85232259230543,324.0770504904558,76284.57847926056,258.0937931687831,344.20662409624856,343.3116668615847,437.1078171170714,,192.53206344080576,,,33747.60020838146,,,0.4156956022139493,-0.24154120142074753,,,4.455658423878577,1.2566832963558559,0.6410742881848017,4.143735402404649,4.370450009631796
2019-12-23,252.70928804302275,530.6792342357994,-74899.73888351349,402.3082645192681,380.3590670004032,326.2878034261057,452.7162094871912,,186.43498741609721,,,31846.803136661456,,,0.7419179911264869,-0.3274856355514262,,,3.088730579347851,1.2509716484555975,0.8055353464777059,6.0670574588930775,4.444054003679049
2019-12-24,512.4376779015774,495.1439158056364,-1530.5437132972293,482.3244187320497,567.1590830918576,367.25699339494986,450.09504423920725,,185.3968818084715,,,27891.080911531066,,,-0.03433064021012008,-0.20339691241030586,,,4.4407042370988865,1.254144719420835,0.8067560432269,5.142054505307191,5.322258232473143
2019-12-26,433.5068187404295,398.3485125376528,52319.527327217744,419.2425860012426,398.54972332290345,369.5037150130553,440.1862048162282,,182.43098960205157,,,31516.3036615538,,,-0.08458024384137415,-0.17503703565541467,,,3.029788842666908,1.251460445488094,0.9687358858529361,4.885304256545848,2.418910007488448
2019-12-27,464.6937506335744,415.3488982396266,14806.45895042736,442.7224576999752,455.7096555524077,432.7195222618342,442.97543806648764,,181.55782701101205,,,32181.058819826274,,,-0.11225970215214678,-0.023424560435618247,,,2.563964091664442,1.2665236606464592,0.8751240528507875,4.3794610659903555,5.755992297009316
2019-12-30,433.2919625534587,713.3530047170862,131496.92645494692,613.8483377806115,455.5417654808825,510.5747131071603,451.35277816673806,,190.21150447766072,,,45484.35720234526,,,0.49856461648036304,0.12328773273823185,,,5.064533484027196,1.3100281523372537,1.0611905667121382,5.752586899611037,5.964288486016322
2019-12-31,723.9199701780963,751.4194576175114,153772.55078750348,707.5303586401542,784.597114500185,554.7227577835026,459.4296242659746,,199.60127647417036,,,50923.202179704735,,,0.03728318010914202,0.18848268054715842,,,4.344672005482783,1.3179454176914513,1.047360626462042,5.8173211360651464,5.396986550311754
2020-01-01,643.2639624211633,722.7146637327232,233378.59507397283,687.95181905137,659.6201579035705,600.23690736892,460.51705277163126,,201.04048005528696,,,59899.69271069499,,,0.1164593313069864,0.26497453689866624,,,3.343979947767596,1.3184627126753021,1.0172731822500507,2.236622520043788,5.427461169946062
2020-01-02,886.9916718160703,887.4553419914355,-19168.018920773407,946.956832749588,929.4853366643848,698.0582732596765,459.7142280829759,,199.20199379282906,,,43376.116124808286,,,0.0005226080940263898,0.4176975321893025,,,2.860570757869286,1.3273750505758324,1.0462731593782655,4.91291870662288,6.192580930755498
2020-01-03,866.7113844233136,887.4686458704091,18920.60127746116,818.7245166635857,857.5715382106155,792.4822227858331,496.42546387467974,,207.242897659335,,,48087.47902130582,,,0.023667160706900354,0.46773672458065774,,,3.6596314084185897,1.3074282906441284,0.8647180609795356,5.10445334388071,6.157232656016081
2020-01-06,967.206481616954,845.4946083151872,63665.933558032266,911.3915354182856,955.683348456103,818.9105435054532,523.996622522146,,215.423877499066,,,48852.1403807969,,,-0.1344902093022373,0.4464896126665082,,,3.7907998526993767,1.3093008350437765,0.5492719571682803,3.736734268509845,4.883874102127476
2020-01-07,753.7665281344171,725.9520774179118,36795.25088457577,730.7615131930952,714.5853279725852,813.8170674655333,538.0536580549503,,219.12567759055023,,,48722.30529550477,,,-0.03759867209430844,0.4137773165529239,,,2.7835401125408237,1.2127383075712088,0.45585810522124603,5.084607728437746,3.2373984254207433
2020-01-08,765.4677300826024,817.7265095574467,257402.0633738432,764.9998119511329,804.0436547903655,832.8194366304781,560.5486927416943,,223.7743274509207,,,60233.59502758908,,,0.0660408814410851,0.3959007434243706,,,3.664685190082628,1.178004532621349,0.48723804411614685,3.323887835083718,4.5540015767188535
2020-01-09,953.4048851369434,766.7683044344085,102482.0713769641,867.8256738377986,815.5294965394969,808.6820291190727,575.7693170703933,,227.07237222921543,,,68630.32225205086,,,-0.21785499120502858,0.3396987086366383,,,3.956923276588866,1.1615985233621906,0.4566109391958058,3.709079723332652,4.793200728442621
2020-01-10,668.0544231420326,604.3078433406272,-80459.55696528917,732.7143999354712,649.2322572650946,752.0498686131162,584.0947806355857,,224.78851306240153,,,60524.6458541977,,,-0.10028589948756848,0.25273937112762324,,,4.4246327487504375,1.1726700754562742,0.5994966014833243,5.3632558055991195,5.646014943093885
2020-01-13,586.9016468267073,712.4539465357284,-117828.11613465215,574.7654406170368,685.7940156909826,725.4417362572245,599.5596649328556,,222.31103282506052,,,47228.67027923581,,,0.19385802007738026,0.1905852666941428,,,4.7097876012807305,0.757184925828654,0.7476259659259048,3.99478861001118,4.890654809161678
2020-01-14,653.9898306857494,463.4951303586904,43820.28038509988,592.9222508742778,520.1327177065914,672.9503468453802,591.9444938801305,,224.32492300357944,,,42754.894071959585,,,-0.34429592321340996,0.1282586779393067,,,4.2875721696968565,0.762571882473638,0.4072100763470612,4.947430730712841,5.570087057377404
2020-01-15,97.93865905359962,628.807024952117,105792.16662460077,500.3855384952485,245.89212078229863,635.1664499243143,608.8699468296655,,212.84421653942536,,,55313.34078982406,,,1.8594830583788813,0.042282397508183536,,,5.539274972052769,0.8486649599602164,0.5989291975258152,4.426604625603369,5.241320916913511
2020-01-16,742.4489837880001,452.1206018933226,-13528.425012481455,509.0943197506558,609.3798334188459,572.2369094160971,612.1202317019754,,209.7535296801339,,,57756.92657894278,,,-0.49600519702266826,-0.06737563731361819,,,4.608021254508854,0.8605686898505387,0.48936234470787154,2.431376510383751,5.751453608312997
2020-01-17,714.9277768167758,629.615505593194,202234.9202239512,652.4014927922108,566.0104547203964,577.2984418666105,638.6375138818485,,171.55044967171423,,,59287.87625739252,,,-0.1270722016576853,-0.10097765943603569,,,4.458883944409427,0.8157632496586007,0.4845172672442882,-0.2125985444977292,3.2311072057145855
2020-01-20,512.5103387558984,564.7475403545541,-97513.42564782192,570.8007088574714,669.0991596650938,547.7571606303757,650.6710383750534,,156.0662659009518,,,50597.9760510384,,,0.0970579160654128,-0.17217214589872515,,,4.58800826718786,0.8205710988718395,0.4882498973224456,4.724080927422838,4.9952265615227835
2020-01-21,550.5411287818615,787.3311667990583,-72561.21256124275,692.8367992186395,628.6713599542718,612.5243679184492,663.5036350032163,,156.23217449628498,,,50714.902367151924,,,0.35774729129277083,-0.07994560630092949,,,4.161464736529264,0.7952625371945131,0.5170528738978465,5.060793799157691,5.78023732733133
2020-01-22,821.3476460560196,837.1829914314603,245039.19535394805,802.4495795205648,838.461954378572,654.1995612143179,680.6055887845075,,155.55187693587663,,,63043.38932051419,,,0.01909621231150237,-0.03957052920529448,,,3.583862625444726,0.7941484557935725,0.4281134029005215,5.607401709261567,5.339343979233415
2020-01-23,897.8519670959649,802.1648233895648,-80993.25879507168,830.2826480119056,922.3059163270746,724.2084055135663,700.7964043271031,,142.65998438098055,,,56377.750014399724,,,-0.11269110518205423,0.03286179508606707,,,4.522041461540289,0.7707994807482459,0.41311022931139674,2.6968986928850454,5.858059493634453
2020-01-24,797.3304575016264,896.6462278397703,-19110.77363268187,833.9228345172896,811.1641693135771,777.6145499628816,724.8612708071103,,132.1840961833598,,,54681.88838524425,,,0.11739216985367658,0.07025067840926387,,,3.1249459609527874,0.7227453778074494,0.6291192892222864,4.085358246097269,5.587363716374745
2020-01-27,924.2127108881668,625.0080575198372,188952.26297445025,827.2948933666776,736.4264806538449,789.6666533959382,720.4440234472479,,134.05184639633262,,,57554.655211219426,,,-0.39117771005209895,0.09174317752363158,,,4.509412445884755,0.6927350760354649,0.6113627333743056,5.177035023467997,4.0986771158970425
2020-01-28,514.3893751100632,655.4933010082468,243735.60939853883,573.2795699566013,631.8701084706545,763.2990802377759,715.6477156167847,,134.60020340374746,,,62052.808141771195,,,0.24240756569261523,0.06446190523697606,,,4.070573224742537,0.6892204786762132,0.6059583666227436,5.485431283416338,4.881572878157044
2020-01-29,765.6792991509747,757.2364557296733,-166904.6440237884,691.1077719936338,777.2436492247753,747.3097730974184,717.3738052166321,,134.91657738505313,,,42038.64618688314,,,-0.011087848938819343,0.04088273779396061,,,4.455926017221481,0.6754739219576089,0.5952576696463296,4.884530716828539,4.381358107531739
2020-01-30,640.8013965605405,637.2150460101011,-129181.79977129155,602.6065857851454,630.6857149618745,714.3198176215258,704.8617904175654,,129.82049579725435,,,36537.95714435722,,,-0.005612384699919634,0.013329044258688133,,,3.3350265664519747,0.6373522500051547,0.6382461999384871,2.905712101849407,5.105641048049331
2020-01-31,729.4032996299666,646.776171838741,-72297.05699953903,695.6524885614617,700.1066866878846,664.3458064213198,692.827166715982,,122.97751046567915,,,31977.074230507213,,,-0.12022651517537448,-0.04197776269252429,,,1.4938470506529518,0.8624511108971826,1.2533469259655847,4.704656034548792,5.520941006735994
2020-02-03,634.1146020903907,779.1139814791613,-22238.27188394114,714.2927747293897,710.2241651800396,695.1669912131847,689.5081353741808,,119.48654203517727,,,27681.86395840855,,,0.20592765435865593,0.008173595719156587,,,1.4033013070179978,1.0403242641849113,1.4304183119599254,4.955115082158014,5.037640183892986
2020-02-04,820.8739595659081,835.3096225649824,7547.346794846002,834.8256424395995,871.7027312560776,731.1302555245318,694.9760126315343,,123.67095560488698,,,26219.468753922054,,,0.017432884545790336,0.05071430123828108,,,3.6075904589262606,1.0103285448586707,1.3527622514595783,5.239275448577999,5.191935894095229
