Date,CL=F_Open,CL=F_Adj Close,CL=F_Volume,CL=F_High,CL=F_Low,CL=F_MA_5,CL=F_MA_20,CL=F_MA_250,CL=F_realVolatility20,CL=F_realVolatility60,CL=F_realVolatility250,CL=F_avgVolume_20,CL=F_avgVolume_60,CL=F_avgVolume_250,CL=F_log1DayRet,CL=F_logMA5_20,CL=F_logMA20_250,CL=F_logMA5_250,CL=F_log1DayRange,CL=F_HL_20_realVol_20,CL=F_HL_5_realVol_20,CL=F_logD2,CL=F_logD5
2019-11-18,-1.1225770024746495,-1.5612994910299136,-137525.06255147269,-2.8749802722647395,-1.2454258156457598,,,,,,,,,,0.3298915442060578,,,,0.48830663795706314,,,,
2019-11-19,-2.665329039628343,-3.370054601992578,7950.086803011829,-2.871311715800381,-2.879070296173971,,,,,,,,,,0.2346014295807956,,,,-4.858955903070536,,,,
2019-11-20,-3.021533751126558,-2.235758785857417,-214058.88410471845,-3.826213865286378,-2.414544731035175,,,,,,,,,,-0.30118389512849914,,,,0.3447727874281489,,,-0.393843953817347,
2019-11-21,-2.398449590294158,-1.676278196565132,-279452.6260608595,-2.6698292168360838,-1.4437887266905634,,,,,,,,,,-0.3582465478699221,,,,0.20378986318850326,,,0.5269605954446157,
2019-11-22,-1.847442090526057,-2.984416831880571,-258580.0060050666,-2.276330745514283,-3.348845971183719,-2.3655615814651223,,,,,,,,,0.47960233298113,,,,0.07000656814764533,,2.3020411816846256,-0.2894729470800127,
2019-11-25,-3.7202495693963087,-57.88158567146709,-154412.23538625482,-4.131999244732127,-59.74562756836961,-13.629618817552558,,,,,,,,,2.7446085426501927,,,,4.018428284955561,,3.1588235446911086,4.029011191495753,4.031054793165662
2019-11-26,-34.08076436165652,18.06568781135286,1919014.8603921928,-6.651842144941822,-6.945843774838979,-9.34247033488347,,,,,,,,,,,,,-1.2241699677909437,,1.96737001706888,3.046905531291019,3.065059735015594
2019-11-27,9.361122043220243,5.232730111833375,-133016.30395078892,-1.8328615471870489,15.716799936101747,-7.848772555345311,,,,,,,,,-0.5816320079294833,,,,2.8650346610243522,,2.171457047691795,4.1449476183522815,2.010692689215695
2019-11-29,1.128149159500488,3.7796454034822,-248417.8000281496,-0.1009830640297462,6.144031487973815,-6.757587835335846,,,,,,,,,1.209051818695103,,,,1.8317834737595438,,2.1083831439759826,2.659283005219951,1.696701917519243
2019-12-02,1.9666690035615488,1.7344944849316877,-265731.417036955,-1.2416401449659809,4.436927665649847,-5.813805571973394,,,,,,,,,-0.1256252427019254,,,,1.7366990549205679,,1.949100288678669,1.2522587347914003,1.5515781197751777
2019-12-03,0.308640169975293,-3.4345561378209206,-81044.25633765548,-2.1533096598810246,-1.7649904569257746,5.0756003347558405,,,,,,,,,,,,,-0.945927589552177,,1.8260613101267948,1.9760515196157928,3.997228293871491
2019-12-04,-4.047488219743453,-2.2191973666500857,228011.3244168804,-4.8715490692459,-2.586277906884453,1.018623299155251,,,,,,,,,-0.6009509121070317,,,,0.8264846879230683,,1.4304131424130515,1.3746497883735218,3.0098760362037877
2019-12-05,-1.902403144421676,1.0208443128138835,-231622.62066850776,0.073587098283367,0.925417973215751,0.17624613935135294,,,,,,,,,,,,,-0.16036727545775684,,1.20541017313183,1.4941169447921436,1.4379104806609226
2019-12-06,0.6020622524101906,3.635345927941472,-90808.24569969,1.748172836625633,2.598414143440141,0.14738624424320737,,,,,,,,,1.7980987020290424,,,,-0.16223507941701157,,1.0381223126262042,1.7672179913756447,-1.935864447715307
2019-12-09,3.026787101136732,2.470087756380737,-194529.47553040925,1.399481642514644,3.599599679661651,0.29450489853301726,,,,,,,,,-0.20324801537008416,,,,0.7885110121736256,,0.7462633148606442,0.37104165720943044,-0.3070779333179361
2019-12-10,1.241074836096427,2.0660219668318955,-197476.66585074284,1.5281121833258613,1.831197366444952,1.3946205194635806,,,,,,,,,0.5096471957195001,,,,-1.1937413805768382,,0.8336570759906897,0.4506449286068899,1.7048531966516385
2019-12-11,2.8772953589675865,5.556500028973064,-47250.39117359434,4.895616419331979,4.3819750419672445,2.9497599985882106,,,,,,,,,0.6581176774210103,,,,-0.6662299664465849,,0.7338232409216068,1.1270093395067844,2.051003151229003
2019-12-12,5.877790951086796,2.621879625316776,-63336.08841273162,3.232903219047916,4.0111494050071705,3.2699670610887894,,,,,,,,,-0.80728952793375,,,,-0.25071237046362094,,0.7312855269378821,-0.587243027426968,0.47065049030031314
2019-12-13,1.928585111427246,1.7835575841407518,-123818.51353266752,2.9855246557287,3.089065393978066,2.899609392328645,,,,,,,,,-0.07817661872754676,,,,-2.2677901374452762,,1.1312374447846845,1.3278551863819403,0.6161518444881414
2019-12-16,1.1726576773837731,2.90106001998306,-185627.28127849824,0.524180237997637,2.742481383113695,2.9858038450491096,-1.2247646024640975,,14.165426306753425,,,-37586.580099833875,,,0.9058035023951173,,,,0.7967416529832608,1.8630705483657284,1.1339803570160725,-1.2758971302360702,-0.8417115445400689
2019-12-17,2.476404639830104,1.565417292588375,-143542.04700937582,1.6845506440070253,2.660089980312197,2.8856829102004053,-1.0684287632831833,,14.178764306587038,,,-37887.429322729025,,,-0.4586553371988191,,,,-0.024764795482692854,1.8611479665685844,1.1314508155184857,-1.5226168839445362,-0.6919385627457529
2019-12-18,1.846147220210831,3.2466761785094924,-75334.17738134883,2.072726615828959,2.7493047736005,2.423718140107691,-0.7375922242580797,,14.199413221418641,,,-42051.642531947065,,,0.564530874880257,,,,-0.39070730549249816,1.4615542279059528,1.1269692335972226,-1.0624264881497527,0.8371712664155506
2019-12-19,2.449835036076621,1.8541606355255096,-136390.44404582834,1.8782090239010536,2.8204495999412487,2.2701743421494376,-0.5330962531889333,,14.206150796519543,,,-38168.22052900256,,,-0.27858858400742453,,,,-0.059494648434183665,1.4638385439743968,1.137659814911017,-1.242217072175069,-0.2643315115010197
2019-12-20,2.182097898865699,4.092299980960227,-88774.6371114768,3.1397577347714822,2.705708808914053,2.731922821513333,-0.24466734431266532,,14.240238187824101,,,-28634.321081533424,,,0.6288204015534938,,,,-0.8345980188451608,1.4852984645273513,0.5990740171298279,-0.16768069622868897,0.8367029593237139
2019-12-23,3.9470590839099735,4.728923878012303,-131907.89085834054,4.236635425011674,4.354190781950901,3.0974955931191817,0.14099969118197836,,14.266558044712978,,,-22300.71532419712,,,0.18072690079588896,3.089591490603437,,,-2.1408459334544214,1.577820837801641,0.8740013542048833,1.055970320418954,0.6031479943445088
2019-12-24,4.653334189677231,5.822149722293336,-116206.81372497778,6.400274298682668,5.423784601821069,3.9488420790601735,3.3261864608699994,,4.1669479476768245,,,-20390.444241133267,,,0.2240855689412266,0.17159595060018673,,,-0.02379107981005839,1.2848151313600766,0.874186748778197,0.5480345500168513,1.4485018306786794
2019-12-26,6.65566074671743,4.871322218911711,247551.20482735275,4.434631543655534,5.703748885978783,4.273771287140617,2.666468181247942,,2.3657159710157085,,,-103963.62701937527,,,-0.31210232957537903,0.47174182465396836,,,0.2383216527971505,1.2572924327361898,0.9682119749977053,-1.9491269310594364,0.4852899707642556
2019-12-27,3.633775209833271,4.970285038905963,63366.90161748551,4.075452633384799,4.509722758961757,4.896996167816708,2.6533459276015714,,2.351416784580143,,,-94144.46674096155,,,0.31320507979903084,0.6128005324021107,,,-0.8340885293344843,1.07174441770471,0.9284441716726137,-0.16032758708171138,1.1365900512746043
2019-12-30,5.083422599387511,4.499143882505727,7013.046452289942,4.416693457039397,5.57730947577976,4.978364948125808,2.689320851552748,,2.3749414694083315,,,-81372.92441693958,,,-0.12209764442167068,0.6158128232613156,,,0.14895091479902867,0.96573975899688,0.9993169239680024,-0.9883821406431335,-0.8993257013938687
2019-12-31,4.427277111189113,3.228001000447076,67855.03644653742,3.03276158701938,1.843365427977304,4.678180372612763,2.7639961773285173,,2.366804947225561,,,-64693.60174276496,,,-0.31592168716117286,0.526231702169909,,,0.173445748961177,0.8511591383679781,0.4437554891287578,0.5551969182148874,0.4060801706285777
2020-01-02,3.16971590395784,4.3576610636749855,74897.210093765,3.867737502533572,4.425087502154256,4.385282640889093,3.1536070374033125,,1.8850566378002545,,,-56896.52842119392,,,0.3182934964623592,0.3297071910902477,,,-0.5845618708270746,0.8416057915148814,0.499818411180716,-1.955576990961926,0.38150614305515274
2020-01-03,4.032399813078051,2.140506202369856,-4439.127341657004,2.85487205776456,2.850280518201142,3.8391194375807216,3.3715922158543092,,1.4276282761763122,,,-68519.0510091208,,,-0.6333193416173156,0.1298579267741933,,,-5.383539894282688,1.3710725653372489,2.327801685739517,0.08387670059199301,1.0046004716912125
2020-01-06,1.4471536561993616,3.5559396154815595,36849.21053116053,2.7829178185811827,2.3397818592501345,3.556250352895841,3.4983469809876935,,1.3161139019306005,,,-55095.45944913739,,,0.8990207049775871,0.016416152340670405,,,-0.8138786500838346,1.3667813439842917,2.3288214930365587,-0.22099405290026963,0.3466668257769635
2020-01-07,3.8284640905294935,4.910082481145942,29053.88602600264,4.320215969142403,3.787739965554717,3.6384380726238836,3.5620838086479174,,1.3534350255860992,,,-49102.35286285275,,,0.24882703825664487,0.021208775503564658,,,-0.6302174460990517,1.3615502466516611,2.2323733928077556,1.0186943405475855,-0.8893114706824268
2020-01-08,4.674589543200753,3.826444426556119,-33925.35771418043,3.608853436104255,5.083589626584423,3.7581267578456923,3.6299016421566863,,1.3296098950736777,,,-41072.14697204131,,,-0.2002053367874768,0.03471507847193293,,,0.3884791198837648,1.3413575880705195,2.2731133878169163,-1.3074653949958768,-0.5134232845855817
2020-01-09,4.07561546111771,4.900090779246909,-49334.94429384655,4.451165764493705,4.951305329302716,3.866612700960077,3.7716050827774366,,1.3049591744348445,,,-33665.06089419649,,,0.184231962630341,0.02487819044519942,,,-0.6928680898913473,1.33666852146123,2.26384078995057,-4.60600034056782,-0.6116967585101464
2020-01-10,4.897754056207766,4.512063308269696,128371.382671977,4.824943131448041,4.691085372833335,4.340924122140045,3.719383246742269,,1.2494911912551177,,,-24883.972201917924,,,-0.08202219897798575,0.15452939616107844,,,-2.010977545699745,1.3687096985086682,0.8526244141287751,-0.3774333716554265,0.8635467461214131
2020-01-13,3.9255799466343895,4.089518766442232,-125750.78354073936,3.4449228810304326,4.558530863752381,4.44763995233218,3.7927652037985418,,1.2244896761923623,,,-28004.706958318315,,,0.04091320469187189,0.15927824941777033,,,0.10760517896487948,1.3780381295402477,0.9317914325936761,-0.21001509190177586,-0.6281478575566017
2020-01-14,4.234963227829525,5.921713532695559,42169.42461913449,5.484496658052319,4.695647844849884,4.649966162642103,3.9996730012262818,,1.216712857411666,,,-19705.310050728214,,,0.335251209959052,0.15064733463685528,,,-0.23718059474524933,1.3337944006980205,0.9417136248985604,0.343341605833099,0.011563930824602272
