Date,PL=F_Open,PL=F_Adj Close,PL=F_Volume,PL=F_High,PL=F_Low,PL=F_MA_5,PL=F_MA_20,PL=F_MA_250,PL=F_realVolatility20,PL=F_realVolatility60,PL=F_realVolatility250,PL=F_avgVolume_20,PL=F_avgVolume_60,PL=F_avgVolume_250,PL=F_log1DayRet,PL=F_logMA5_20,PL=F_logMA20_250,PL=F_logMA5_250,PL=F_log1DayRange,PL=F_HL_20_realVol_20,PL=F_HL_5_realVol_20,PL=F_logD2,PL=F_logD5
2019-11-18,56.94863030278282,107.1911105363962,-42.60527246031253,106.55890639058998,57.68265591006991,,,,,,,,,,0.6324636823665594,,,,3.889291603257415,,,,
2019-11-19,82.3440227445301,56.34793217694005,-65.57903815583796,55.83591069651288,82.96750405550767,,,,,,,,,,-0.3793603266867214,,,,3.3006988554657988,,,,
2019-11-20,50.15264650644156,43.47908284087248,-49.60618591240667,57.34634609565592,50.69383025294292,,,,,,,,,,-0.14279131661460182,,,,1.8949951053344403,,,4.154373362580394,
2019-11-21,41.861799317737336,38.46444464006856,-46.39333660659818,30.93894485339024,42.33932854529894,,,,,,,,,,-0.08463940152528932,,,,2.433647012019033,,,2.8838778031228567,
2019-11-22,54.86763289801252,52.71726486701414,-41.10050917310264,50.59779669049169,55.29448812399778,59.63996701225828,,,,,,,,,-0.03998060147394842,,,,1.5468583105087932,,0.9729088535537377,2.2233451158781206,
2019-11-25,15.260143490556402,13.741006414373032,-37.32323471801277,12.549628231646013,15.645732926505277,40.949946187853655,,,,,,,,,-0.10485989770805013,,,,1.13014477132474,,0.841740673424899,3.2077517097177988,4.537427648101306
2019-11-26,37.40792121086952,36.26079801660308,-33.23051851443668,35.43239361265478,37.75928188621151,36.932519355786255,,,,,,,,,-0.031145265812297353,,,,0.8445318700848654,,0.6268612567981207,2.8007185215648636,3.0000795185934646
2019-11-29,59.87305431830714,58.96715597078355,-32.11059943734958,58.32933563059521,60.19558541097649,40.03013398176847,,,,,,,,,-0.015245949033992916,,,,0.6239309521921034,,0.7138301927117933,3.8116754495632983,2.7400702522373734
2019-12-02,34.86763586684992,34.12880429759798,-29.484205073113124,33.6080863819941,35.165568252301455,39.163005913274354,,,,,,,,,-0.0214173313649222,,,,0.4430703313596241,,0.4352872934401505,0.7570575602416141,1.4668693138498732
2019-12-03,42.69712213523235,42.07971775646797,-27.46047949936564,41.63834269325707,42.97383083710349,37.03549649116512,,,,,,,,,-0.014565659563238858,,,,0.2892968758395304,,0.3319173440152693,2.826570044615854,2.3643899226131797
2019-12-04,57.11252809806206,56.58669825945424,-21.71236474863362,56.20276698789826,57.370746935119314,45.60463486018136,,,,,,,,,-0.00924955436133025,,,,0.1552757157835322,,0.27220929674471117,3.1116421765191205,3.7576050996177663
2019-12-05,52.6074664929896,52.15274206470792,-24.17201851577543,51.812428174422735,52.849439555915865,48.78302366980233,,,,,,,,,-0.008681297801806744,,,,0.03634290459037227,,0.23211845963614527,2.309860990165212,2.765812317187587
2019-12-06,61.0745206245374,62.57635299207516,-23.301118340705607,62.27036100711075,61.302111664623,49.50486307406065,,,,,,,,,0.024292690861752567,,,,-0.03226563966031568,,0.19199182816219956,1.790033769835175,1.283485315827995
2019-12-09,15.821114922125844,14.51874404554826,-22.572236838631696,14.24051598268693,16.03588794127802,45.58285102365071,,,,,,,,,-0.08590492792328233,,,,0.585212219744097,,0.2443687234877092,3.6279078444881225,2.9760427127200937
2019-12-10,36.59279039090745,36.04070368183193,-18.87041528375508,35.785433378417,36.79607006532012,44.3750482087235,,,,,,,,,-0.01520227957585534,,,,0.010580515317622998,,0.2524919331188034,3.2784890859349956,1.7982407659466686
2019-12-11,43.72583829185999,43.32407589750801,-20.70992741464319,43.08813111462848,43.918755984735526,41.72252373633425,,,,,,,,,-0.009230686802831636,,,,-0.18557700589442047,,0.2937082973734574,3.360560503755365,2.5849497300574824
2019-12-12,22.51578609554508,22.185265347240147,-18.97144357736425,21.965830740182128,22.69931538499816,35.7290283928407,,,,,,,,,-0.014788322028367197,,,,-0.30994861574769206,,0.34395075606067865,2.6286778151000783,3.4001126841727385
2019-12-13,48.55013445593147,48.26471477711221,-17.967710002892094,48.05956156829188,48.72511891123804,32.86670074984811,,,,,,,,,-0.005896213400575478,,,,-0.407130479650627,,0.39370498514638813,1.5974946506928065,2.661073067446649
2019-12-16,49.8617288842014,49.6090018741462,-17.12626481895795,49.41633376793277,50.02890402785863,39.884752315567695,,,,,,,,,-0.0050814456058669395,,,,-0.4900916330589164,,0.19652398632576976,3.3114089349781026,3.557923537205575
2019-12-17,37.43486797924516,37.20763335169613,-16.377611221605648,37.02598021826543,37.59487883082,40.118138249540536,45.29216249042186,,19.99254690127597,,,-30.333724515675016,,,-0.006088631154891499,-0.12130544659479527,,,-0.5640530460497966,1.2621394567111799,0.1489915985027853,2.4030710756840112,0.15437608573361206
2019-12-18,36.40337256826047,36.19690207398003,-15.697885491199012,36.0250446161042,36.55678779078573,38.692703484834944,41.74245206730105,,13.75264914476113,,,-28.98835516721934,,,-0.0056878862219984765,-0.07586760432922685,,,-0.6315946605619329,1.060951093364026,0.12685971413904318,2.596157269686212,1.963914777660787
2019-12-19,31.239508102348623,31.05043694879339,-15.074502258116254,30.88735207494381,31.386831507729426,40.465737805145594,40.47757730589372,,13.499654549770234,,,-26.463128372333255,,,-0.006070698378650983,-0.0002925380759688023,,,-0.6941888573456392,0.8717848901109149,0.11332657068102224,1.8176215445437016,2.1821302965360303
2019-12-20,40.94533599995498,40.771135637182624,-14.49918421005692,40.61595603970977,41.087015980902606,38.967021977159675,40.342179945709226,,13.481533721927647,,,-24.707778287215767,,,-0.0042635376482417974,-0.03468187228736429,,,-0.7527699293840008,0.8218638669768341,0.10375293829576399,1.5204391575244098,2.014046539190748
2019-12-23,81.78331649815186,81.61595286314628,-13.964672595988535,81.47402446959768,81.91369422512037,45.36841217495969,42.49975535686311,,16.319473492345153,,,-23.086345086685288,,,-0.002048524380648323,0.06531777621299036,,,-0.8217313895079824,0.663674215615532,0.10067704982980079,3.9232698402953177,3.4659530976174766
2019-12-24,113.02623833757082,112.87027534029288,-13.468407135051487,112.73477989140872,113.15182300518744,60.50094057267904,45.50740588052705,,22.626105596689236,,,-21.704739984782726,,,-0.001380836025487951,0.2847838322549515,,,-0.8745656721711133,0.590967638466609,0.0970578048453457,4.2780421122240195,4.32628453782066
2019-12-26,102.14432843084114,101.99846309879706,-13.005258705318637,101.86884680524416,102.26544170687872,73.66125277764245,49.92027871474825,,24.62298766830077,,,-20.488841184148022,,,-0.001429052241079367,0.3890496111690681,,,-0.9248399181617287,0.5460100132364702,0.0923533549988236,3.0146771917331803,4.186643561831281
2019-12-27,127.9193580046973,127.78250331733273,27.428123690118117,127.65828202894512,128.03629045782645,93.00766605135031,54.49636397978473,,29.891622125531015,,,-17.45590907392028,,,-0.0010704239673847721,0.53454793693938,,,-0.9728387849833032,0.5160543806840675,0.08613174182237701,2.7021815459862335,4.571944954196612
2019-12-30,30.191536830344265,30.062773759526635,-29.032812174814318,29.94352165534451,30.304551787179093,90.86599367581911,53.051144869221886,,30.359175823610617,,,-17.30201971079352,,,-0.004273993530647825,0.5381293784374565,,,-1.0187938564466672,0.4956238684199653,0.07788448720018593,4.275772516250761,2.371024920161401
