Date,^BUK100P_Open,^BUK100P_Adj Close,^BUK100P_Volume,^BUK100P_High,^BUK100P_Low,^BUK100P_MA_5,^BUK100P_MA_20,^BUK100P_MA_250,^BUK100P_realVolatility20,^BUK100P_realVolatility60,^BUK100P_realVolatility250,^BUK100P_avgVolume_20,^BUK100P_avgVolume_60,^BUK100P_avgVolume_250,^BUK100P_log1DayRet,^BUK100P_logMA5_20,^BUK100P_logMA20_250,^BUK100P_logMA5_250,^BUK100P_log1DayRange,^BUK100P_HL_20_realVol_20,^BUK100P_HL_5_realVol_20,^BUK100P_logD2,^BUK100P_logD5
2019-11-18,43.91946947918615,30.109557127099663,0.0,35.48201303510422,42.12689664655932,,,,,,,,,,-0.37751508398819483,,,,1.8938471768056606,,,,
2019-11-19,30.13504252572693,10.489081014383714,0.0,22.79382186532513,14.478346076463597,,,,,,,,,,-1.0553538854111848,,,,2.1181183315564485,,,,
2019-11-20,10.537511378679312,24.27070460865997,0.0,12.22630768415712,22.529339878015374,,,,,,,,,,0.8343286482457071,,,,2.3324382396652465,,,1.7645342909655755,
2019-11-21,24.261361202802675,36.27312435829572,0.0,37.87995480777545,30.46226405959078,,,,,,,,,,0.4021920803742699,,,,2.0038677888191154,,,3.249755825550818,
2019-11-22,36.27815235602088,34.37046478449662,0.0,29.49673097421305,34.7478491996273,27.102586378587137,,,,,,,,,-0.054018082866958146,,,,1.6584410492402495,,0.25119912927078014,2.312511678598629,
2019-11-25,34.37720943889417,15.90266960238796,0.0,26.35449197466181,24.18197287975454,24.261208873644797,,,,,,,,,-0.7709068338533308,,,,0.7758873674892183,,0.6108646042539174,3.0140855547763516,2.6537268839663444
2019-11-26,15.909623429110296,34.871940042663994,0.0,24.67042921716495,26.73543525313511,29.137780679300853,,,,,,,,,0.7847583223280661,,,,0.7251331493966936,,0.7239982554580666,-0.6902010084554662,3.19388038659025
2019-11-27,34.87872013756703,35.58113878442947,0.0,32.97940459141012,36.08540073316743,31.39986751445475,,,,,,,,,0.019938782969374902,,,,1.1333344825355465,,0.5587002937871961,2.9795251031332906,2.425725678053405
2019-11-28,35.597638523404726,25.08842989398829,0.0,27.907582514196008,31.349184282556223,29.162928621593267,,,,,,,,,-0.34987252258162616,,,,1.235936993350413,,0.37975501841887155,2.2806983305611492,2.414546278011763
2019-11-29,25.099379261315164,35.32453318989235,0.0,31.667493943453398,32.37363820941766,29.353742302672412,,,,,,,,,0.34173459855273813,,,,-0.347935719638437,,0.628384260274578,-1.360215024477399,-0.04701990633533317
