Date,^FTSE_Open,^FTSE_Adj Close,^FTSE_Volume,^FTSE_High,^FTSE_Low,^FTSE_MA_5,^FTSE_MA_20,^FTSE_MA_250,^FTSE_realVolatility20,^FTSE_realVolatility60,^FTSE_realVolatility250,^FTSE_avgVolume_20,^FTSE_avgVolume_60,^FTSE_avgVolume_250,^FTSE_log1DayRet,^FTSE_logMA5_20,^FTSE_logMA20_250,^FTSE_logMA5_250,^FTSE_log1DayRange,^FTSE_HL_20_realVol_20,^FTSE_HL_5_realVol_20,^FTSE_logD2,^FTSE_logD5
2019-11-18,372.86639218544906,274.13527391702746,-246950775.45959905,227.588471854664,299.5096160151047,,,,,,,,,,-0.307598472596169,,,,4.275570298830491,,,,
2019-11-19,274.135273917027,434.5097939567704,93299747.10488416,382.7263853541881,365.5624761112431,,,,,,,,,,0.4605968002182516,,,,2.8428088794751805,,,,
2019-11-20,434.5097939567713,296.17595235737144,-177828285.88308,366.75327276320286,414.28589491003095,,,,,,,,,,-0.3832647738453344,,,,3.8614162573522197,,,3.092889766040714,
2019-11-21,296.17595235737235,105.49504578167624,258207187.1574577,221.40164223388,145.83962819744693,,,,,,,,,,-1.0322897189600369,,,,4.324953697074703,,,5.796102577040581,
2019-11-22,105.49504578167672,228.28435478848223,-172010348.09764028,124.94739001199603,228.27785993780844,267.72008416026557,,,,,,,,,0.7719280296106216,,,,4.637932298031778,,0.6975190268344045,4.217912279762852,
2019-11-25,228.28435478848127,392.50116736968994,86661030.93075287,379.51137080132776,292.8212942361597,291.39326285079807,,,,,,,,,0.541947489399609,,,,4.46233942008662,,0.7213278581104305,5.65950354510711,4.773780618896846
2019-11-26,392.5011673696909,345.2734316899896,-330956677.7452568,292.42702743233167,352.7750181499314,273.54599039744187,,,,,,,,,-0.1282028526601775,,,,4.100127653163269,,0.3045141333294945,4.762080570623281,4.49128860525052
2019-11-27,345.27343168999005,145.24699573629096,-75763721.1558572,276.3386668625626,243.66015019069528,243.3601990732258,,,,,,,,,-0.8659009466290728,,,,3.486717879483925,,0.44579614818817304,5.510416842487482,5.0168092401485715
2019-11-28,145.24699573629096,351.14687875552227,-81564991.32573366,243.4462005591581,266.5472075680664,292.490565667995,,,,,,,,,0.8827688818105915,,,,3.139876210036816,,0.6379706341100673,1.770441695818049,5.503915220316296
2019-11-29,351.14687875552227,358.99226328784243,-38407896.42369199,328.11452735653256,365.0133595488028,318.63214736786705,,,,,,,,,0.022096243596136416,,,,3.6081799026397197,,0.5223150230810184,5.364784967462073,4.872965127593473
2019-12-02,358.992263287842,248.3957610504558,-104194052.9327743,283.3978027111002,312.0646913834007,289.8110661040202,,,,,,,,,-0.36827755262636674,,,,3.3557427519379863,,0.358909022812959,4.632309731225369,4.9705450201312225
2019-12-03,248.3957610504567,370.2051081199679,-75284880.4264614,314.5986447472942,328.3063607471968,294.79740139001586,,,,,,,,,0.39903391341586975,,,,2.617958885961633,,0.3894766010303824,2.417059981170695,3.216139140761085
2019-12-04,370.2051081199679,439.10467719035296,354013056.5430654,422.6976804059186,396.26695357674544,353.5689376808283,,,,,,,,,0.17068063096139988,,,,3.274527228395971,,0.36701665961741015,5.250748266310975,5.683095573448873
2019-12-05,439.1046771903534,530.2038844640392,255534845.1612244,510.1466964800479,464.1147895650015,389.38033882253166,,,,,,,,,0.18852379096411484,,,,3.8293347846279335,,0.4574948717733283,5.075166167355028,5.187704222786045
2019-12-06,530.2038844640383,219.14953007612803,813427659.4053277,439.7224250117552,340.51132511475817,361.4117921801888,,,,,,,,,-0.8835073376807192,,,,4.5972499021541005,,0.7341579264167994,5.393423648813148,4.940518456994497
2019-12-09,219.14953007612712,158.95880150541325,-691103799.4891145,151.2943368378119,193.903285893678,343.5244002711803,,,,,,,,,-0.32110922394352975,,,,3.7520643029472938,,0.7313601365141843,5.91686244547331,4.493534014475687
2019-12-10,158.95880150541325,229.7739591366435,45946963.08269441,151.20698777926555,220.8751930857079,315.4381704745154,,,,,,,,,0.3684509806930303,,,,4.243744048791222,,0.5036508239775023,2.3631559778857807,4.944717325840261
2019-12-11,229.7739591366435,350.5615982819277,-59090024.07057583,302.8912725319565,309.63827449960445,297.72955469283033,,,,,,,,,0.4224403957521854,,,,1.909098253278264,,1.0394473513760323,5.255424462384894,4.48348920090794
2019-12-12,350.5615982819268,318.21337399009644,-12089243.88339603,314.6167074491573,381.4628139036408,255.33145259804178,,,,,,,,,-0.09681428990276812,,,,4.202393058837305,,1.0670971624154995,4.482317739656333,5.356541511754804
2019-12-13,318.21337399009644,392.8434917809632,-4639195.4136401415,347.0424484255864,352.44598291914826,290.07024493900883,309.45856716183255,,108.43823634130608,,,-8139670.146070724,,,0.21068914764863347,-0.06470109535016831,,,1.687053275299863,0.8402111267601724,1.259558002547338,3.74435894474463,5.157294909861214
2019-12-16,392.8434917809623,353.44590968846614,80490680.12055838,380.99513461457855,380.2820237473129,328.9676665756194,313.4240989504045,,108.52863151819226,,,8232402.632937146,,,-0.10568083278993494,0.04840224590132423,,,-0.33811837659458205,1.2030155558039564,1.9285408739756076,3.561969965305742,5.270365879026559
2019-12-17,353.4459096884666,395.85495078137046,-51441602.67914057,361.203975984919,364.8918420006594,362.18386490456476,311.49135679163453,,106.58557305316941,,,995335.1437359102,,,0.113317398232059,0.15078040619687363,,,1.3050479752460051,1.2854569323962104,1.6280109818654365,1.102424679066371,5.112475570845578
2019-12-18,395.85495078137046,271.9821923188442,110804454.46322764,326.93494695108166,331.49632647335784,346.4679837119481,310.28166878970814,,106.90535628388186,,,15426972.161051292,,,-0.37531126351301497,0.11030992131821737,,,1.5176251045892377,1.3376354757728484,1.628046199607609,4.400157735473455,4.364109654456581
2019-12-19,271.9821923188433,144.64457487344362,161194893.4974202,239.196112408692,101.7946988859544,311.7542238886175,312.23914524429654,,103.25436156916898,,,10576357.478049416,,,-0.6314570692136464,-0.0015542519433228582,,,4.922906667382621,1.3707129216813165,1.9144045871263926,5.526290739106951,5.1565740574824215
2019-12-20,144.64457487344407,290.1422585697219,-120433848.97666728,217.2374217858046,296.7717069796354,291.21397724636927,315.33204043335843,,101.51907936449959,,,13155182.434098065,,,0.6960918239707987,-0.07956786631349964,,,4.376188188994049,1.357604884700902,2.2212504330242395,2.899225021342575,4.631824124761555
2019-12-23,290.1422585697219,532.3338158427405,-19975736.76637292,481.0317974000409,342.2951312839696,326.99155847722415,322.323672857011,,111.44349144534726,,,7823344.049241776,,,0.6068994164572193,0.014378119627564407,,,4.932577647944286,1.3843798507940137,1.8406894692790017,5.960204093374349,5.186759387079665
2019-12-24,532.3338158427396,365.5999860020625,70610263.52345812,437.9999635387803,482.1326337607397,320.94056552136254,323.3400005726147,,111.75604854312225,,,27901691.112677522,,,-0.37573096465871836,-0.007448451096582492,,,3.787200329539729,1.3757218885278417,1.4166401561956883,4.3235725978931665,3.409660295945627
2019-12-27,365.5999860020629,426.21797552241605,-32138007.977213144,353.3721574635483,391.88809420029656,351.7877221620769,337.38854956192097,,105.6853318800982,,,30082976.771609724,,,0.15341109374365114,0.041792699386932634,,,3.6510720968579493,1.377948583464014,0.6066849484484825,4.664531330615157,5.038482491300052
2019-12-30,426.2179755224156,334.8890952739657,213231014.47913027,375.72271919264585,414.4788213672523,389.8366262421813,336.5756603878431,,105.63645154139066,,,44822777.06185292,,,-0.2411514769067781,0.14690477534063073,,,3.65728821887511,1.381246237534535,0.561918229905691,3.4246173385289107,5.248310194227255
2019-12-31,334.8890952739657,326.20094135953786,-33031962.196168423,284.07807968451743,267.7330826920961,397.0483628001445,334.9360942914278,,105.52463048988902,,,45091573.7732291,,,-0.026285842111049507,0.17011834360467135,,,2.7939218561701202,1.3819612016525606,0.7634302270669513,4.605340513110385,3.5851476888167038
2020-01-02,326.20094135953786,411.080824543812,287006676.8775021,432.77569580204727,418.8683131527696,372.7977645403588,343.07034746609565,,104.7701680959158,,,64651610.263742924,,,0.2312762725355187,0.08310056559859388,,,2.632419824986551,1.3872287048065313,0.545424853897283,4.333252917035937,4.797879200019907
2020-01-03,411.080824543812,451.6675266598186,469553001.9862343,419.76105068059314,448.8183553217741,390.01127267191004,347.14346839308826,,107.43032506931011,,,91893504.3843777,,,0.09415650013399653,0.11643749491205464,,,3.3692699023325683,1.381723592882598,0.4811744835089759,4.832039470532921,4.455132344508009
2020-01-06,451.6675266598186,478.710977581045,-62808082.13414729,455.0622161641832,477.7325442027645,400.50987308363585,349.1237834126228,,109.55866795187437,,,71052447.45051706,,,0.05815067951596492,0.1373118785151375,,,3.1210569345771306,1.3817441373321253,0.41675561306991404,4.214053934444453,3.9606798665917733
2020-01-07,478.710977581045,284.8648695892798,1095175060.488994,396.3424189220859,340.81076258718895,390.50502794669865,336.85683266888486,,101.66730472279905,,,113034458.21690555,,,-0.5190821021678356,0.14778283364931433,,,4.016953242557587,1.3868870882797524,0.5450831147108399,5.116811419477259,3.912507401783005
2020-01-08,284.8648695892798,428.550308330322,-911590655.2978736,350.23703270289207,381.692587778276,410.97490134085547,347.32687158159456,,99.67019990710143,,,26783542.481745474,,,0.4083932107821376,0.168265815753977,,,3.448575599516553,1.3495595439882604,0.5042371411271647,3.9152312385546955,4.628392127142242
2020-01-09,428.550308330322,445.2712777643183,164828893.32951546,422.8051457614856,462.4432101713701,417.81299198495674,361.6424953945398,,91.41019792702379,,,69580177.12267698,,,0.038275572563245236,0.14437780275873352,,,3.6797898790537715,1.3479567133206805,0.33882804870288186,5.0777106458503365,3.5319464595009435
2020-01-10,445.27127776431735,571.7439227204322,104319011.1740011,550.1862595440998,469.6256472350578,441.82827119707946,378.74099357372927,,97.2427206113374,,,72498779.52724233,,,0.2500074942048472,0.15406870268064615,,,4.389009849039838,1.3545594016588203,0.49223031960990055,4.964197661284448,4.78812817405514
2020-01-13,571.7439227204331,437.962537185399,-110016515.89163624,471.6448136414056,522.8694818553986,433.67858311795027,383.11104051890277,,97.87154691863228,,,69952454.9361893,,,-0.26655782840788594,0.12397879764568709,,,3.9362212170711515,1.3322360568431724,0.3557469935507098,1.989070971492963,3.7074175664549753
2020-01-14,437.9625371853999,574.3707621805343,338754961.2257391,530.8206699338643,487.8640703732999,491.57976163620117,395.9189099284247,,105.40291064133704,,,87494665.19164605,,,0.2711417397639723,0.2164147911108342,,,3.7601902934496496,1.3192817251962645,0.3520945380801004,0.9657813973407848,5.668175651179839
2020-01-15,574.3707621805333,481.60721554361135,90599395.6814524,494.8920835364561,535.7115012036575,502.191143078859,400.35709611655705,,107.121371264772,,,92256594.74640068,,,-0.1761462386187742,0.2266239211813817,,,3.7091578914103023,1.2712341971359398,0.29358609578314304,3.7760813586610706,3.9713650585314726
2020-01-16,481.60721554361135,325.5018112537191,120995173.108814,427.2116517069526,381.6058998821964,478.2372497767392,398.95989119481976,,107.94452427037557,,,94281819.39581345,,,-0.39176085016273215,0.1812460592855317,,,3.8200338450736107,0.9346206032606685,0.27394225078356776,5.516926456420727,4.785568782667114
2020-01-17,325.50181125372,374.37168032492536,-97977769.19126558,343.31986296881314,379.217042677592,438.7628012976378,397.8857276719975,,108.08384878430272,,,91955011.07020721,,,0.13988107542409162,0.09779410344457942,,,3.5806587327642205,0.7725040715269459,0.13171786493621218,4.675027678956542,5.285091501081153
2020-01-20,374.37168032492536,133.1909771717019,1713953.6526237726,323.6869509684184,177.73646138864297,377.8084892948984,390.94616691464034,,120.35227014464495,,,86500486.029677,,,-1.0334650847240758,-0.03418244482517933,,,4.98326745172941,0.6461686115999212,0.5728970082942719,5.259112990487794,5.7195625124174425
2020-01-21,133.1909771717019,290.28854094039525,-34471731.84363532,214.10840682422625,204.09590717154788,320.9920450468706,398.22836521798797,,108.48613416920098,,,76717154.76262423,,,0.7790913802264539,-0.21560928165176393,,,2.303834277705675,0.677318997414404,0.9516649405003537,4.431806063936944,5.649263707669805
2020-01-22,290.28854094039525,267.29637886572255,-147818563.14502263,215.99951437516484,231.2626707861873,278.1298777112928,397.08607123278796,,109.79647840229731,,,75347919.05420646,,,-0.08251732111328568,-0.35606487069631637,,,2.7254418466052015,0.6907004067357866,1.0414241453062103,4.898626070565266,5.367427468993318
2020-01-23,267.29637886572255,477.3056010939672,62334133.95807719,470.9792628949272,386.50916782952754,308.49063567934246,394.33466049534934,,106.87963767703825,,,79463412.59042898,,,0.5797988829239996,-0.24550845236595972,,,4.43639756717265,0.6485021279926948,1.124509463143053,5.231199843461078,5.022588830659424
2020-01-24,477.3056010939672,411.0550246197481,-137424619.49896193,405.3582235432477,516.0871605447946,315.827304538307,396.60741242623357,,106.71961864746702,,,69061668.43930797,,,-0.14942987350935447,-0.2277513462678115,,,4.707085205750156,0.6942267637013577,1.2264018046298972,4.968135822244689,3.602322818118203
