Date,^FTMC_Open,^FTMC_Adj Close,^FTMC_Volume,^FTMC_High,^FTMC_Low,^FTMC_MA_5,^FTMC_MA_20,^FTMC_MA_250,^FTMC_realVolatility20,^FTMC_realVolatility60,^FTMC_realVolatility250,^FTMC_avgVolume_20,^FTMC_avgVolume_60,^FTMC_avgVolume_250,^FTMC_log1DayRet,^FTMC_logMA5_20,^FTMC_logMA20_250,^FTMC_logMA5_250,^FTMC_log1DayRange,^FTMC_HL_20_realVol_20,^FTMC_HL_5_realVol_20,^FTMC_logD2,^FTMC_logD5
2019-12-16,1024.6162634158518,931.9594259524912,74767247.57776672,1016.3115590232228,1044.829759977607,817.7548918349137,840.931971035446,,338.9304929522279,,,8483716.49816736,,,-0.09478416496841599,-0.027948117669715014,,,3.3505425134156512,0.7693504590068172,0.749908355621055,5.431192440429845,5.720969064626654
2019-12-17,931.9600062374502,798.1832360851367,14478492.02405584,754.5913753105542,919.897051842956,861.446795467981,805.9829800992906,,301.6937521538829,,,7069666.038937533,,,-0.15495171175679037,0.06655067026189505,,,5.107796345026227,0.7326095844417808,0.8179422023422106,5.422446594675262,5.386600725816227
2019-12-18,798.183803649903,539.9060329194363,45390225.46384758,684.743858899139,615.7823600771426,799.6404657332325,792.1746039335322,,307.47229047014514,,,9347487.518828552,,,-0.39094379001206025,0.009380381787171694,,,4.233548360776965,0.7411727665133145,0.7555462539954473,5.971398037232147,5.733443694545251
2019-12-19,539.9065883006188,219.83159551125027,79206296.28199351,463.38604963455145,66.39255999544184,702.8991920604046,796.5373174894014,,298.09679295707014,,,14494837.093550324,,,-0.8985343616883157,-0.12506049534740318,,,5.983919881658797,0.7739898142128029,1.1695692883496178,6.36018205838282,6.1814780456801195
2019-12-20,219.832139209082,752.3095388045112,-22383974.72672993,476.8969480570559,648.9213220840375,648.4379658545652,808.537660173401,,290.79372931192887,,,14004784.160578419,,,1.2302836084860538,-0.22066091694820844,,,5.147636176232811,0.7372791204455886,1.0040935958538224,5.358487795281819,5.606926915141251
2019-12-23,752.310071286327,1272.957410243147,11607506.201220036,1111.1312082484128,899.700324800986,716.6375627126963,819.5548699977298,,304.3841165099485,,,12741197.337894168,,,0.5259495739826733,-0.1341911299396914,,,5.353898152867375,0.7369197847990484,0.6279903570601353,6.959517987173089,5.831876566094948
2019-12-24,1272.9579319464374,1089.3423159037177,10958731.631647706,1143.5805941003637,1364.841103188115,774.8693786764125,833.7453434857529,,310.2550203458703,,,16393127.977751886,,,-0.15576913841064371,-0.07323354068472063,,,5.399340781461713,0.7171068151059348,0.6348073488520691,5.820180187044754,5.6738697838472785
2019-12-27,1089.342827238817,1032.905550738109,39241246.597498775,915.1495235515958,1040.8883944835725,873.469282240147,867.4606082711447,,292.00513034651016,,,18623456.649470337,,,-0.05319884967554184,0.00690286020237218,,,4.8342073035283795,0.6770835347283031,0.4216352618207814,5.480854981270788,6.200508195986782
2019-12-30,1032.9060520905896,991.7203272325625,-51718238.05162749,1016.5186890662952,953.730582769458,1027.8470285844094,879.8107471104564,,291.76387602866595,,,15676874.149433713,,,-0.04069037897174939,0.1555148058218285,,,4.139765665359818,0.6853898344757062,0.5174145173184986,4.581102761806055,6.648840409742391
2019-12-31,991.7208189653392,970.9072294031504,63057399.5197036,867.7771663961412,843.0605014415742,1071.5665667041371,883.051879510435,,292.43039510851315,,,19977807.43419615,,,-0.02121071274812081,0.19349298519569513,,,3.207477710646794,0.7573840968431914,0.9236127503789713,4.127107309435948,5.387233011179036
2020-01-02,970.9077118583592,1482.729967555073,188605379.0532189,1432.8840235135394,1202.18787733534,1113.5210781665223,922.4000338383682,,317.7526162313328,,,30961231.26355821,,,0.423408820951264,0.18830341052939567,,,5.441101460134238,0.7762458362471505,0.9423492613280193,6.1964637616598415,5.346023883364304
2020-01-03,1482.7304410557515,1414.2038229306854,98548481.75567716,1465.072327855407,1577.837661238591,1178.493379571916,943.4991750298589,,336.11247349270326,,,37175345.01381187,,,-0.04731857722663119,0.2223966142509679,,,4.725308963665719,0.7759823316234618,0.8431909636404191,6.094239057371235,5.7833989592848845
2020-01-06,1414.2042877822769,1429.8806259867524,20841554.483788192,1376.1600807348805,1480.3720741123598,1257.8883946216447,954.8327752944676,,348.90876591231057,,,35647876.64008152,,,0.011023930323956058,0.2756534960634019,,,4.646427222287748,0.7730903075570175,0.8269145483092906,3.9674452537395015,5.983873495967262
2020-01-07,1429.8810824784578,972.2645425459524,471914050.778352,1179.9518176523015,1181.7878637524063,1253.997237684323,926.0759614115948,,320.00305125576534,,,56080219.700716004,,,-0.3857186301461719,0.30313525534312985,,,0.6076144008726132,1.1911164610399032,1.9222754060725813,6.091172497945756,2.968144439039238
2020-01-08,972.2646226250872,1292.7119426618556,-317911435.7204603,1143.464592919694,1167.8576787753846,1318.3581803360637,948.7693742451945,,329.44528789421673,,,35573701.428228766,,,0.2848695588807346,0.32897668932689245,,,3.194299725573203,1.2115496633783926,1.92317219197398,4.921211433588059,5.773944880997652
2020-01-09,1292.7120203857212,1333.7798785605792,-3729423.462112546,1332.842963891666,1370.0661904734952,1288.5681625371649,984.1204238128245,,331.00311313204077,,,44899791.24360145,,,0.03127457237206713,0.2695386578939542,,,3.616932936920232,1.2032682275093287,1.672426637462287,5.890304463975953,5.003611276638091
2020-01-10,1333.7799540424094,1678.3633453676011,72770932.75018549,1594.5242513707217,1388.4033562553925,1341.4000670245482,1039.0524051852144,,350.9224118775215,,,45875914.338885196,,,0.22980213749361206,0.25540474570514243,,,5.328462866140916,1.2189530599123788,1.8116521391976588,5.954933859624127,5.576553172314777
2020-01-13,1678.363418713152,1334.5493529073865,-3541656.606080711,1384.2645870271715,1595.7753630308398,1322.333812408675,1063.3329887509249,,353.8634993462291,,,47057310.36766938,,,-0.22922549158978767,0.21798991108956173,,,5.35427594756036,1.2382581528980912,1.9482206659295969,-0.2620476637412636,4.557357910862619
2020-01-14,1334.549424215562,1689.794014443229,80904914.28915864,1582.4394321519248,1436.6292821266034,1465.8397067881301,1112.6457912793169,,369.46148963506033,,,46152923.302210875,,,0.23601291162955296,0.27568748214670086,,,4.982305433237352,1.24455780248062,1.0165265286275311,2.4363000128938355,6.575814022605208
2020-01-15,1689.7940838066352,1357.2839734409154,88291506.27168244,1604.902633332611,1601.509317011345,1478.7541129439421,1129.279206459677,,372.76344848641196,,,48064961.80563928,,,-0.21912105303427185,0.2696203588631822,,,1.2218077090623158,1.4136842728348233,1.7591286074075485,3.123888896287839,4.167781356957806
2020-01-16,1357.2840409463752,943.7138320509694,8104255.497065246,1137.1714437902629,1019.871464351574,1400.7409036420202,1129.866926764601,,372.44509917705074,,,44731812.2016042,,,-0.3634179771193068,0.21490145165809799,,,4.76473458037117,1.399314010256282,1.7550943464269508,6.61483307752741,5.966316074810236
2020-01-17,943.713897779966,949.9191519766572,-36836787.43019533,1026.706480394012,1013.017540897552,1255.0520649638315,1137.453722559177,,366.83623391162826,,,42166048.22889165,,,0.00655383196709077,0.09838487019926909,,,2.616588170738028,1.4399585032941844,1.7882354978759758,6.009709151179443,6.590911017884137
2020-01-20,949.9192160057682,414.0225471888589,17628097.594005466,766.3092567516705,515.398878579721,1070.946703820126,1131.1595482726482,,378.5223847377683,,,40777941.835399546,,,-0.8304565110442756,-0.05470022828622157,,,5.525095816295116,1.4683359536633165,1.8268559137451879,6.272294355445733,6.824946121073168
2020-01-21,414.0226095901144,855.0313612393838,-8202838.399529576,625.2454615444949,550.1003125125026,903.994173179357,1162.9195365590547,,320.1857125806438,,,36407485.10132339,,,0.7252175632056048,-0.2518660492461344,,,4.319421563643021,1.4143185574234538,1.7437737533665865,4.552695043358989,6.727147436784766
2020-01-22,855.0314220806067,901.2237621705845,-66130660.62325943,649.9263458237965,741.4670059574655,812.7821309252906,1170.3652477273586,,311.7551549445474,,,34220150.80649691,,,0.05261535623296968,-0.3646080646266764,,,4.516783246622577,1.3995299933822398,1.0707838634229452,6.188677210197433,6.122624843057072
2020-01-23,901.2238215157104,1299.3359868618518,-7739406.751689017,1422.5912623738425,1214.132170040164,883.9065618874672,1171.6841765582935,,312.267409386443,,,33252805.158851456,,,0.3658549923050003,-0.2818461020671999,,,5.3397428221506775,1.3989137439715051,1.15428204550953,6.096510420921807,5.8738688043168015
2020-01-24,1299.3360447712091,1245.7855784112037,-25996924.00596476,1147.5920796740993,1340.5406396609303,943.0798471743765,1179.506339683668,,312.055568209017,,,31405022.376970835,,,-0.042087081602728796,-0.2237003211074684,,,5.2624236248141925,1.3930019260246504,0.5376884479393086,5.8422735119202,5.689908090429251
2020-01-27,1245.785634941767,1087.2328701843508,-25215427.431812797,1060.5687134780928,1228.1140338953371,1077.7219117734749,1182.22270565598,,310.9467634522251,,,28182188.67550526,,,-0.13613054578639008,-0.09254684310404247,,,5.121253884322943,1.4015254758692748,0.46284265256004753,5.3570725558403325,6.512057796416985
2020-01-28,1087.232925389977,1258.0329377819598,649793055.6827908,1129.340586728369,1238.76855400947,1158.3222270819901,1195.53833618345,,308.04816943134085,,,63257753.36222617,,,0.14591347262079243,-0.03162397230113952,,,4.695266499740152,1.4058377985143071,0.3621194427521387,2.5053103521830753,5.998940473955349
2020-01-29,1258.0329917136096,1051.4896263921837,-240411090.8796025,1089.9501707683849,1141.674616980148,1188.37539992631,1199.5674560329016,,305.471683555807,,,48084328.84226086,,,-0.1793415328827978,-0.009373874280051174,,,3.9459305171801518,1.3872998567461392,0.5749296927625217,3.5763612664456446,5.012406153343052
2020-01-30,1051.4896790981163,1160.3354096787934,-126758591.3802034,1176.8244565950408,1207.8457701811803,1160.5752844896983,1183.4477281390878,,298.1616722002853,,,32316130.32058975,,,0.09850120889427486,-0.019516164725530763,,,3.4346745032779693,1.3699301377320077,0.7821379878152379,4.581876257839887,4.934478085518173
2020-01-31,1160.3354612047406,617.3593103362218,-38855738.31411746,982.53486186163,731.9616512565226,1034.890030874702,1143.6055025093644,,318.2656069882697,,,25445919.317100026,,,-0.6310132279555516,-0.09989082231286273,,,5.523751135730517,1.3985760706681902,0.8521012115893591,6.0733447564392185,6.443218707027511
2020-02-03,617.3593607255698,816.2780106832852,44898166.23396328,533.4793071428267,599.7836907884757,980.6990589744888,1112.9253717441911,,318.79141566633865,,,26648749.904608775,,,0.27930370965422,-0.12648165473163114,,,4.194256013341677,1.394643942531985,0.7940190045307574,5.840808500999309,5.601952236898591
2020-02-04,816.2780599772123,891.0957508603315,-15664651.77920276,979.2069270033516,1066.6748781829774,907.3116215901631,1108.8669321599102,,321.18406434071363,,,2269814.7767310366,,,0.08769682949194851,-0.2006080260394345,,,4.471272454036663,1.1132076369148332,0.776411541685076,5.612165747571924,5.905190680604155
2020-02-05,891.0957990979605,1006.1648826679155,9738321.174516082,852.5189086018399,877.3840349778493,898.2466728453095,1094.5395791602132,,318.9347501940772,,,18652302.621479858,,,0.1214492961823892,-0.19764435622723125,,,3.2134662746395835,1.112148661281166,0.9191877239926071,5.24642848422599,3.8138531024444147
2020-02-06,1006.1649298864396,901.0318339242222,151034140.46868384,902.6088485151668,1004.54921947633,846.3859576943953,1072.9021769283952,,316.5200505703532,,,26390480.818019677,,,-0.1103606946775803,-0.23714710031327138,,,4.624388043920021,1.0988652644712844,0.8319092485867959,2.2961728850485597,5.557999482478736
2020-02-07,901.0318801590292,1011.5770163055076,-69624198.82604414,986.014427573098,937.1723565208758,925.2294988882525,1039.5628604752906,,282.69951075624346,,,19270724.239208195,,,0.11572515433009087,-0.11651376366220555,,,3.8885920531800986,1.0834659246060871,0.559019617474879,1.688643402832964,5.976903309918151
2020-02-10,1011.577061590282,1167.602997445898,-37618241.599106014,1149.875396035708,1143.896975927113,995.494496240775,1031.215542702216,,275.91426451865493,,,17566894.98955693,,,0.14344236699890095,-0.03525392910254281,,,1.7881563371695262,1.1971105278204974,1.1536808271813785,5.585641238059805,5.861711683308341
2020-02-11,1167.603041812739,1011.3622187940108,-140991940.13152033,1113.051964490649,1146.052873646062,1019.5477898275109,997.2939529197553,,228.2773027303023,,,6472052.268522981,,,-0.14365481156727006,0.02206890072837919,,,3.4965351112510104,1.190293052125052,1.0464197673645697,-1.538059501624777,4.789709847082846
2020-02-12,1011.3622622735091,1271.1818039888312,-19851288.78795421,1133.7377588112868,1111.4950890593627,1072.551174091694,992.9888444471511,,221.85237775599825,335.27368409887407,,1064912.5155411481,17215353.129274186,,0.22864882549305462,0.0770759346447946,,,3.102012504980161,1.0120621332109536,1.0526147427809762,4.64033273884917,5.579793677988831
2020-02-13,1271.181846610185,945.8876119514916,-5762860.40651536,1054.452653170225,1108.4980165996494,1081.5223296971478,993.0975334421771,,221.8274976777921,334.17647196323406,,371556.72036211786,17862361.80671123,,-0.29557857604595955,0.08529601193822105,,,3.9898237574162745,1.0037898756160495,0.890892815563275,4.181662385679591,3.8034524102463814
2020-02-14,945.8876537425568,848.8328535586061,-9770051.338951558,854.1771701247635,897.6402325735417,1048.9734971477676,988.0432185212746,,224.00403415579729,327.8546373327368,,1724893.5249243067,16986869.264251165,,-0.10826151030235306,0.059840902969963666,,,3.77191143826326,0.9420338242042331,0.871397523300796,6.045831869099328,5.09217941406698
2020-02-17,848.832894545998,739.8703483110639,8086858.041192919,947.0440494782324,815.9751841227062,963.4269673208007,1004.3356085773848,,189.20325216410566,328.63590384062127,,1247831.5472836792,17124420.30050393,,-0.13738737486352953,-0.04158483026100267,,,4.875722874811549,0.9048221739740667,0.6637280080438334,5.327959969357962,6.058498348851606
2020-02-18,739.8703885202194,1057.8188656213606,-20544537.78340408,875.4675907687943,797.2536622066727,972.7182966862707,1014.4749837964837,,186.19063573521694,309.5475164881392,,630746.5780899541,17177689.590987887,,0.35748937303520895,-0.0420319804054443,,,4.359447746295877,0.9051938351905514,0.6619376401953199,5.342267321795633,3.838519551413274
2020-02-19,1057.8189050765925,1201.5856071397884,-22459839.47480762,1074.7359982079615,1192.969517719821,958.7990573164622,1029.4930760449438,,188.67206137783893,304.2135928893964,,2814287.635512545,17013074.200862627,,0.127432872315658,-0.07114028152519582,,,4.772661647780591,0.9119758353682741,0.47931028658726027,6.134948378195169,4.242709922873869
2020-02-20,1201.5856458643666,883.5798799150452,-24655666.28716484,1014.822896995769,954.3347071341904,946.3375109091728,1008.7052706976035,,180.08457010530228,304.52697744622935,,1968474.6587387533,15987492.385161461,,-0.3074156343804458,-0.06382359500343171,,,4.102448137081533,0.8711858526307056,0.4601874734343888,5.160427837922961,4.132085527826724
2020-02-21,883.5799179312471,1209.385715427361,3925478.132851929,1103.4240089287923,1093.3683792108295,1018.4480832829238,1006.8852775484114,,177.73100853467693,304.6193993607211,,3464594.7656795876,17087581.706800774,,0.313886092749208,0.011418299412228945,,,2.308132648609483,0.9185457502296337,1.0405522711979205,2.054137616621304,5.887638580839948
2020-02-24,1209.3857527565197,1001.9837387615116,-40336538.47476941,1001.1109095038646,1168.8811631615135,1070.8707613730135,1002.6228209772695,,176.72202901136572,292.501189379222,,2708539.213531757,16504728.179502454,,-0.18813081461460654,0.0658527258125484,,,5.122595505718038,0.9186332206638558,1.092110241751809,4.7741013135274795,5.5687771981142
2020-02-25,1001.9837754240816,1054.0013809949342,-10841061.820096403,943.5588875911762,997.2266183545509,1070.107264447728,992.421243137918,,166.81329305781261,290.3308336653717,,-30323166.6616126,16203820.283349095,,0.05061195002014238,0.07536651216824061,,,3.9828119040087513,0.903287829469241,1.0855608148729041,5.045901624823935,1.3395917309712904
2020-02-26,1054.0014170105187,1079.5841171779848,1576602.4634574354,1036.2835339146675,1073.4201250997105,1045.7069664553674,993.8259676772083,,167.45394461338475,290.0146303505454,,-18223781.994459607,16612784.760665806,,0.02398209575748708,0.05088635007615551,,,3.614602768864734,0.9063691101343987,1.0162164468119061,4.351572303678226,4.8040332574603495
2020-02-27,1079.5841525653905,1172.4296190731511,53980718.33472875,1197.498521893831,1190.934092809559,1103.4769142869886,994.4306781469262,,168.1074537760562,287.3459982015475,,-9186816.508712998,18030181.69181166,,0.0825022700930501,0.10405091439852948,,,1.881665540419818,1.0116197573716854,1.3085245773627663,4.774307191296187,5.665906619191055
2020-02-28,1172.429653850426,1070.927841231049,-37300860.44011012,1100.534238860564,1126.9904966093927,1075.785339447726,1017.1091046916675,,143.32976023523113,287.334356262853,,-9109072.61501263,17837397.23863309,,-0.09055280876097044,0.0560865509542284,,,3.2754927181792306,0.938614349563465,1.1747357193336139,2.1582846008630816,4.930566121934792
2020-03-02,1070.9278754155312,1093.847162708695,95778127.27114092,1039.7936484023976,1128.0587472443767,1094.1580242371626,1030.987562292938,,136.1168910846588,286.59346687618745,,-6565074.563153749,18577183.99384552,,0.021175543238828233,0.05946799862401732,,,4.480344772872706,0.9480056843835676,0.9826842347550092,4.364148473051983,4.520302951740817
2020-03-03,1093.847196317034,851.4141393817972,86102421.72837225,1003.9740324971716,925.3502529716296,1053.6405759145352,1029.0034817190112,,138.5311130791763,279.41182295002,,-1476720.8877749988,18957771.196557347,,-0.2505576384577753,0.02366054195248235,,,4.36467419217252,0.9440646839379949,1.047443740286875,5.391414653570416,5.3111706165500285
2020-03-04,851.414172429997,849.3777839387931,259432.2251471281,819.1047345068619,887.361877370633,1007.599309266697,1021.1641267825551,,144.21132091267162,279.2985101384915,,-1950665.3352434463,17425112.904821727,,-0.002394636753403209,-0.013372697302029161,,,4.223282085933503,0.9408138055901828,1.0949915534862538,5.499090060866817,5.438976007808519
2020-03-05,849.377816442242,1046.2255940976083,-29391511.006070912,957.532147761749,976.7044651226844,982.3585042715883,1028.4238147912242,,141.47408995905124,274.45840678938254,,-10971947.908981184,20106108.05087998,,0.20844019370469702,-0.045826314888825846,,,2.9534674345160745,0.938058252045152,0.6955117011990105,5.272032191922201,4.837899843224059
2020-03-06,1046.2256260711092,979.1338580585544,96907012.38838837,940.9881785958842,1024.251358268606,963.9997076370897,1026.8016568788767,,141.86288816925548,268.16102964669716,,-2645387.348259558,20833750.40994461,,-0.06627596250569906,-0.06311307129970994,,,4.422006430717203,0.950670372263908,0.6417760240330853,4.865656334975392,4.519546752695138
2020-03-09,979.1338895163552,760.9792569295823,-26963570.950406317,955.3760094932004,714.9789939585226,897.426126481267,1006.470469853061,,149.55123910632184,269.4336060447403,,-2112653.815824573,20837183.847133912,,-0.25206229484572285,-0.11467409856138708,,,5.482291788002784,0.9085219709791826,0.8993509546818083,5.653353147881568,5.8077457319403765
2020-03-10,760.9792878853968,795.4693218369848,36794851.57486194,831.1604245666076,896.929917224641,886.2371629723045,995.6758250052096,,156.79570304179833,267.780728974617,,6776685.769494541,19800553.78007613,,0.04432614188366732,-0.11643713461914604,,,4.186156093402307,0.9043177893438745,0.899146352564222,5.213110920897945,4.024365803922922
2020-03-11,795.4693523040205,1094.0121366856856,-55522038.06121072,922.4380508752838,800.4039932856576,935.1640335216831,986.8173416400523,,144.9700492740056,267.88406499400065,,4993148.305831715,18041007.54233738,,0.3186747560778917,-0.05376300728949847,,,4.804300166345901,0.899053697727468,0.9312460447880206,5.808241223112484,5.499764657982384
2020-03-12,1094.0121666766772,1157.2172113222532,26509192.579079032,1087.630230310102,1197.48414742165,957.3623569666121,997.3838216085906,,149.46181546864227,267.9745420410786,,6606750.955111435,17236706.625692587,,0.0561663420423314,-0.04095371420945895,,,4.699151456925386,0.9105269800659328,0.490512998367898,5.890947531314252,4.709454677961823
2020-03-13,1157.2172408494644,1399.5713883999342,92818464.20929134,1349.5944621784638,1224.8547194330768,1041.449863034888,1024.9207483506568,,169.9782731418564,270.01129171587127,,11736176.73252358,18542372.828779843,,0.19014784583182726,0.015998550452541845,,,4.826229508769307,0.9219464635453513,0.4618448421077606,5.722143709770594,6.041295907952029
2020-03-16,1399.571417475203,1052.297795164075,-31759162.718862,1176.3712791015787,1165.8447371957718,1099.7135706817867,1040.5421206933074,,156.2007615247966,261.57122212794513,,9743875.694520835,17256549.692401353,,-0.28518990987058873,0.055307908370868006,,,2.3538998682025354,0.9858162861153597,1.0501640266010797,4.653192590345163,5.6744173016057395
2020-03-17,1052.2978237988063,1222.374494179021,-33792838.09595409,1109.1406474371015,1160.311821711006,1185.0946051501937,1048.7699021211906,,161.40590847224115,238.04038519540677,,9081460.678893333,15373230.786102226,,0.14981909712848973,0.12220465135817864,,,3.9351763710372603,0.9824778100863547,1.055419623696999,5.177261511047366,6.0565619097412
2020-03-18,1222.3744941790228,1244.5749673826012,34315656.00066882,1261.609289841459,1321.767892142174,1215.207171289577,1050.919370133331,,163.816337809375,235.18243618296628,,11920235.452667156,16318224.63155887,,0.017998806120295478,0.14524920193978474,,,4.096984446338367,0.9656050201523232,0.9865537459083618,5.258937936336205,5.014380476782247
2020-03-19,1244.5749673826012,1439.5728320741127,172466897.8895308,1425.5766753876433,1296.9386375715749,1271.678295439949,1078.7190177412845,,180.27357258545484,238.41767035770428,,21776363.661501937,18999214.49303072,,0.14555234521857027,0.16456327805509108,,,4.857002552018836,0.986159013061225,1.0172760205562754,5.380810935613796,5.643167342957571
2020-03-20,1439.572832074111,1367.0290364189989,72210387.73108697,1311.079408648775,1390.8827041902932,1265.1698250437616,1086.6011837908663,,189.497808435437,241.15582998366352,,25190609.14141369,20020075.42802137,,-0.051706626691536965,0.15215171763571142,,,4.379564801115805,0.9052963509667715,0.9451580056512778,4.807736013033062,3.4825423788633936
2020-03-23,1367.0290364189968,1104.0788401850696,-116972165.37724029,1231.3648854639396,1277.2689954853176,1275.5260340479606,1091.7059388620441,,188.4707368906296,241.04025724300797,,21358827.796290148,17416518.56177572,,-0.21362843997952558,0.15561711494616387,,,3.826554656007182,0.8738660925493075,0.4130028121745367,5.815604048320071,3.9470241560624677
2020-03-24,1104.0788401850675,956.0688205456154,-46950333.765171975,1033.669830699826,965.2105008168472,1222.2648993212795,1086.8093108395783,,190.76017038200558,241.33587001123297,,19553364.199036367,17495983.633216646,,-0.1439367390195361,0.11745944673959931,,,4.226239844608014,0.8748355041579576,0.38236283067651305,6.018496411449374,5.584644798013153
2020-03-25,956.0688205456154,1081.2631062221644,-61801770.56311649,956.3742888485884,1038.549797910322,1189.602527089192,1086.893260291787,,190.75719279965145,240.82050945582344,,16384445.547707673,15414997.465169644,,0.12305528105535098,0.09029583376619307,,,4.408857314380302,0.8723193859937933,0.3708656097480812,3.1274503840528056,5.095661631511599
2020-03-26,1081.2631062221662,929.2668005334472,73568246.32951298,1095.6502398231078,1038.538907381164,1087.541320781059,1074.7351193648021,,192.75714879467935,236.21180737088764,,17363821.947446883,13497711.91977455,,-0.15148929085013346,0.011845248752250591,,,4.045002563554029,0.7024168986447124,0.24364412585494621,3.288477258264731,6.235010607597695
2020-03-27,929.266800533449,963.3112211136158,-21999828.549776703,880.1032873959266,987.352954904858,1006.7977577199824,1069.3542883589303,,194.36438550555079,232.68121407761478,,18128873.541963555,11488573.414683647,,0.03598064962959035,-0.060280240348738065,,,4.675159457653497,0.6754713659759324,0.3267111849403557,4.770276787994291,6.000716156945591
