Date,Open,High,Low,Close,Adj Close,Volume,MA_33,MA_89,MA_233
2019-11-18,11.130000114440918,11.253999710083008,11.020000457763672,11.050000190734863,11.050000190734863,44900,,,
2019-11-19,11.15999984741211,11.312999725341797,11.0,11.0,11.0,55600,,,
2019-11-20,10.970000267028809,11.289999961853027,10.84000015258789,10.93000030517578,10.93000030517578,90700,,,
2019-11-21,10.90999984741211,11.170000076293944,10.90999984741211,11.140000343322754,11.140000343322754,75200,,,
2019-11-22,10.899999618530272,10.970000267028809,10.609999656677246,10.65999984741211,10.65999984741211,203400,,,
2019-11-25,10.619999885559082,10.68000030517578,10.460000038146973,10.65999984741211,10.65999984741211,87700,,,
2019-11-26,10.600000381469728,10.699999809265137,10.510000228881836,10.5600004196167,10.5600004196167,76400,,,
2019-11-27,10.539999961853027,10.609999656677246,10.449999809265137,10.529999732971191,10.529999732971191,50700,,,
2019-11-29,10.5600004196167,10.5600004196167,10.449999809265137,10.449999809265137,10.449999809265137,20200,,,
2019-12-02,10.4399995803833,10.442999839782717,10.119999885559082,10.130000114440918,10.130000114440918,82400,,,
2019-12-03,10.140000343322754,10.1899995803833,10.0600004196167,10.140000343322754,10.140000343322754,56200,,,
2019-12-04,10.199999809265137,10.232999801635742,10.18000030517578,10.199999809265137,10.199999809265137,28500,,,
2019-12-05,10.420000076293944,10.43000030517578,10.232999801635742,10.270000457763672,10.270000457763672,21400,,,
2019-12-06,10.329999923706056,10.4399995803833,10.300000190734863,10.3100004196167,10.3100004196167,17700,,,
2019-12-09,10.390000343322754,10.390000343322754,10.100000381469728,10.100000381469728,10.100000381469728,47700,,,
2019-12-10,10.25,10.260000228881836,10.039999961853027,10.109999656677246,10.109999656677246,65200,,,
2019-12-11,10.140000343322754,10.149999618530272,10.050000190734863,10.119999885559082,10.119999885559082,34800,,,
2019-12-12,10.1899995803833,10.1899995803833,10.06999969482422,10.079999923706056,10.079999923706056,51700,,,
2019-12-13,10.170000076293944,10.380000114440918,10.149999618530272,10.149999618530272,10.149999618530272,78400,,,
2019-12-16,10.300000190734863,10.300000190734863,10.050000190734863,10.050000190734863,10.050000190734863,84800,,,
2019-12-17,10.119999885559082,10.15999984741211,10.06700038909912,10.100000381469728,10.100000381469728,93600,,,
2019-12-18,10.079999923706056,10.130000114440918,10.0,10.020000457763672,10.020000457763672,153800,,,
2019-12-19,10.050000190734863,10.140000343322754,10.0,10.100000381469728,10.100000381469728,67400,,,
2019-12-20,10.100000381469728,10.109999656677246,10.0,10.0,10.0,105900,,,
2019-12-23,10.06999969482422,10.06999969482422,9.850000381469728,9.920000076293944,9.920000076293944,117100,,,
2019-12-24,9.949999809265137,10.010000228881836,9.880000114440918,9.979999542236328,9.979999542236328,191100,,,
2019-12-26,10.09000015258789,10.09000015258789,9.90999984741211,9.9399995803833,9.9399995803833,47900,,,
2019-12-27,9.9399995803833,10.017000198364258,9.920000076293944,9.93000030517578,9.93000030517578,44000,,,
2019-12-30,9.93000030517578,10.024999618530272,9.920000076293944,9.970000267028809,9.970000267028809,138200,,,
2019-12-31,9.989999771118164,10.369999885559082,9.9399995803833,10.31999969482422,10.31999969482422,153600,,,
2020-01-02,10.470000267028809,10.880000114440918,10.43299961090088,10.68000030517578,10.68000030517578,242700,,,
2020-01-03,10.479999542236328,10.699999809265137,10.149999618530272,10.170000076293944,10.170000076293944,98500,,,
2020-01-06,10.260000228881836,10.460000038146973,10.199999809265137,10.350000381469728,10.350000381469728,111300,10.306666749896426,,
2020-01-07,10.369999885559082,10.479999542236328,10.369999885559082,10.40999984741211,10.40999984741211,71800,10.287272800098766,,
2020-01-08,10.399999618530272,10.54599952697754,10.359999656677246,10.479999542236328,10.479999542236328,56700,10.271515210469564,,
2020-01-09,10.579999923706056,10.699999809265137,10.579999923706056,10.579999923706056,10.579999923706056,94400,10.260909138303814,,
2020-01-10,10.5,10.579999923706056,10.3100004196167,10.34000015258789,10.34000015258789,86100,10.236666708281547,,
2020-01-13,10.399999618530272,10.56999969482422,10.350000381469728,10.56999969482422,10.56999969482422,230400,10.233939430930398,,
2020-01-14,10.5600004196167,10.78499984741211,10.460000038146973,10.630000114440918,10.630000114440918,78900,10.23303034811309,,
2020-01-15,10.640000343322754,11.329999923706056,10.630000114440918,11.25,11.25,253800,10.253939426306522,,
2020-01-16,11.5,12.119999885559082,11.43000030517578,12.010000228881836,12.010000228881836,646000,10.298787926182602,,
2020-01-17,12.130000114440918,12.800000190734863,11.859999656677246,12.18000030517578,12.18000030517578,463000,10.35121218363444,,
2020-01-21,11.670000076293944,11.989999771118164,11.449999809265137,11.5,11.5,221900,10.392727331681685,,
2020-01-22,11.720000267028809,12.074999809265137,11.56999969482422,11.710000038146973,11.710000038146973,190600,10.440303080009691,,
2020-01-23,11.460000038146973,11.460000038146973,11.130000114440918,11.199999809265137,11.199999809265137,136700,10.470606110312723,,
2020-01-24,11.220000267028809,11.468999862670898,10.880000114440918,11.050000190734863,11.050000190734863,109100,10.494242465857303,,
2020-01-27,10.68000030517578,10.859999656677246,10.5,10.829999923706056,10.829999923706056,125700,10.510000026587283,,
2020-01-28,10.859999656677246,11.0600004196167,10.84000015258789,10.960000038146973,10.960000038146973,69800,10.53606062224417,,
2020-01-29,10.979999542236328,11.600000381469728,10.979999542236328,11.5600004196167,11.5600004196167,127200,10.580000039302941,,
2020-01-30,11.279999732971191,12.229999542236328,11.100000381469728,11.109999656677246,11.109999656677246,646900,10.610000032367129,,
2020-01-31,11.18000030517578,11.31999969482422,11.010000228881836,11.109999656677246,11.109999656677246,87700,10.641212145487467,,
2020-02-03,11.15999984741211,11.277000427246094,10.899999618530272,10.90999984741211,10.90999984741211,121600,10.664242455453584,,
2020-02-04,11.1899995803833,11.34000015258789,11.010000228881836,11.020000457763672,11.020000457763672,128700,10.693636402939305,,
2020-02-05,11.09000015258789,11.237000465393066,10.850000381469728,11.109999656677246,11.109999656677246,116700,10.724242441581957,,
2020-02-06,11.210000038146973,11.220000267028809,11.119999885559082,11.210000038146973,11.210000038146973,71000,10.760303034926906,,
2020-02-07,11.109999656677246,11.399999618530272,11.109999656677246,11.359999656677246,11.359999656677246,44600,10.798484831145316,,
2020-02-10,11.600000381469728,11.645999908447266,11.420000076293944,11.609999656677246,11.609999656677246,97200,10.847272699529475,,
2020-02-11,11.600000381469728,13.390000343322754,11.59000015258789,13.369999885559082,13.369999885559082,1160900,10.951818148295084,,
2020-02-12,13.399999618530272,13.449999809265137,12.800000190734863,12.81999969482422,12.81999969482422,230700,11.037878758979566,,
2020-02-13,12.699999809265137,12.760000228881836,12.510000228881836,12.649999618530272,12.649999618530272,97000,11.119999972256748,,
2020-02-14,12.75,13.1899995803833,12.699999809265137,12.779999732971191,12.779999732971191,166200,11.20636359128085,,
2020-02-18,12.899999618530272,13.390000343322754,12.859999656677246,13.18000030517578,13.18000030517578,163200,11.303636319709547,,
2020-02-19,13.399999618530272,13.789999961853027,13.31999969482422,13.40999984741211,13.40999984741211,288300,11.397272687969785,,
2020-02-20,13.43000030517578,14.199999809265137,12.739999771118164,12.75,12.75,485800,11.459999951449307,,
2020-02-21,13.010000228881836,13.220000267028809,12.609999656677246,12.739999771118164,12.739999771118164,242600,11.537878730080344,,
2020-02-24,12.130000114440918,12.59000015258789,12.0,12.0,12.0,302700,11.587878718520656,,
2020-02-25,12.279999732971191,12.539999961853027,12.119999885559082,12.199999809265137,12.199999809265137,163800,11.642121141607111,,
2020-02-26,12.260000228881836,12.642999649047852,12.260000228881836,12.300000190734863,12.300000190734863,94300,11.697272676410098,,
2020-02-27,12.130000114440918,12.279999732971191,11.779999732971191,12.199999809265137,12.199999809265137,321000,11.7463635820331,,
2020-02-28,11.869999885559082,12.039999961853027,11.510000228881836,11.56999969482422,11.56999969482422,219100,11.783636295434201,,
2020-03-02,12.0,12.199999809265137,12.0,12.199999809265137,12.199999809265137,179400,11.833030238296047,,
2020-03-03,12.220000267028809,12.402999877929688,12.0,12.09000015258789,12.09000015258789,120400,11.87727266369444,,
2020-03-04,12.359999656677246,12.399999618530272,12.199999809265137,12.380000114440918,12.380000114440918,89000,11.91151509140477,,
2020-03-05,12.3100004196167,12.756999969482422,12.149999618530272,12.619999885559082,12.619999885559082,164600,11.929999929485898,,
2020-03-06,12.329999923706056,13.359999656677246,12.329999923706056,13.0,13.0,301700,11.954848405086633,,
2020-03-09,12.399999618530272,12.399999618530272,10.789999961853027,10.81999969482422,10.81999969482422,594300,11.934242335232822,,
2020-03-10,11.59000015258789,11.84000015258789,11.130000114440918,11.739999771118164,11.739999771118164,285900,11.93515141805013,,
2020-03-11,11.329999923706056,11.75,11.170000076293944,11.520000457763672,11.520000457763672,157400,11.94484840739857,,
2020-03-12,10.880000114440918,10.989999771118164,10.399999618530272,10.420000076293944,10.420000076293944,329200,11.925757494839756,,
2020-03-13,11.390000343322754,11.390000343322754,10.399999618530272,10.5,10.5,332900,11.915757497151693,,
2020-03-16,9.789999961853027,10.989999771118164,9.510000228881836,10.84000015258789,10.84000015258789,289000,11.912121136983236,,
2020-03-17,10.899999618530272,11.529999732971191,10.609999656677246,11.359999656677246,11.359999656677246,230900,11.906060507803252,,
2020-03-18,10.210000038146973,10.800000190734863,8.829999923706055,8.890000343322754,8.890000343322754,830300,11.838787801337965,,
2020-03-19,8.899999618530273,9.270000457763672,8.4399995803833,8.770000457763672,8.770000457763672,409200,11.76787873470422,,
2020-03-20,9.010000228881836,9.199999809265137,8.510000228881836,8.670000076293945,8.670000076293945,245300,11.699999953761246,,
2020-03-23,8.789999961853027,8.8100004196167,8.15999984741211,8.34000015258789,8.34000015258789,314300,11.618787823301373,,
2020-03-24,8.710000038146973,9.06999969482422,8.699999809265137,8.899999618530273,8.899999618530273,357800,11.551818125175707,,
2020-03-25,8.979999542236328,9.699999809265137,8.979999542236328,9.5,9.5,248900,11.499999942201557,,
2020-03-26,9.369999885559082,9.989999771118164,9.369999885559082,9.800000190734863,9.800000190734863,200600,11.452727231112393,10.934269669350613,
2020-03-27,9.300000190734863,9.59000015258789,9.253000259399414,9.43000030517578,9.43000030517578,94600,11.386666644703258,10.916067423445455,
2020-03-30,9.399999618530272,9.399999618530272,9.010000228881836,9.239999771118164,9.239999771118164,79200,11.261515126083836,10.896292139974873,
2020-03-31,9.210000038146973,9.739999771118164,9.210000038146973,9.470000267028809,9.470000267028809,63800,11.159999991908219,10.879887645164233,
2020-04-01,9.3100004196167,9.899999618530272,9.300000190734863,9.899999618530272,9.899999618530272,207000,11.076666658574885,10.865955052750834,
2020-04-02,9.84000015258789,10.140000343322754,9.800000190734863,10.140000343322754,10.140000343322754,101200,10.996666677070387,10.86011236169365,
2020-04-03,9.93000030517578,10.539999961853027,9.93000030517578,10.539999961853027,10.539999961853027,148400,10.916666666666666,10.85876404837276,
2020-04-06,10.68000030517578,10.880000114440918,10.539999961853027,10.800000190734863,10.800000190734863,126200,10.837575767979477,10.86146067501454,
2020-04-07,11.1899995803833,11.1899995803833,10.539999961853027,10.539999961853027,10.539999961853027,151000,10.770606069853812,10.861573037136807,
2020-04-08,10.399999618530272,10.6899995803833,10.329999923706056,10.619999885559082,10.619999885559082,45600,10.706363649079293,10.863483150353593,
2020-04-09,10.800000190734863,10.859999656677246,10.40999984741211,10.600000381469728,10.600000381469728,74300,10.66393941821474,10.86876405223032,
2020-04-13,10.529999732971191,10.75,10.380000114440918,10.420000076293944,10.420000076293944,68800,10.610000032367129,10.871910116645727,
