,Open,Adj Close,High,Low
Mean,0.07284315541329715,0.07284233010585497,0.0730875471933023,0.07256929978590942
Variance,0.00010798568418111506,0.00010795045909094624,9.737393999923674e-05,0.00010721603956041205
Skewness,-0.7924164957459308,-0.7965061014212186,-0.7269280371549104,-1.1626469784925149
Kurtosis,2.123050879561937,2.1450394373397357,1.7866363864838215,5.888307302547169
Shape,5.0738769581128895e-06,1.0145788248489266e-05,4.818145442944572e-06,9.737971471968555e-06
Location,-2047.9935623008882,-1023.9937716172487,-2047.9847941037176,-1023.9803676358546
Scale,2048.066405429939,1024.0666138946467,2048.057881627139,1024.0530272223584
