,Open,Adj Close,High,Low
Mean,212.19411133303709,212.3145742203158,214.27739796682556,210.20790475424076
Variance,6489.668503928273,6464.10608914855,5903.789753506628,6126.3611005892135
Skewness,0.0745181537430531,0.08062868574275697,0.07008709670041731,-0.014734310719409578
Kurtosis,-0.269688861297257,-0.3025402733324096,-0.4799793338730196,-0.40424828359395093
Shape,0.06506638770620304,0.06112101989471133,0.046917841724375124,0.00910371607850816
Location,-1005.4665269258229,-1086.4551058913883,-1415.611532520198,-8318.260178859045
Scale,1216.0735320735323,1297.093928299835,1628.351793042025,8528.603192986346
