Date,ETSY_Open,ETSY_Adj Close,ETSY_Volume,ETSY_High,ETSY_Low,ETSY_MA_5,ETSY_MA_20,ETSY_MA_250,ETSY_realVolatility20,ETSY_realVolatility60,ETSY_realVolatility250,ETSY_avgVolume_20,ETSY_avgVolume_60,ETSY_avgVolume_250,ETSY_log1DayRet,ETSY_logMA5_20,ETSY_logMA20_250,ETSY_logMA5_250,ETSY_log1DayRange,ETSY_HL_20_realVol_20,ETSY_HL_5_realVol_20,ETSY_logD2,ETSY_logD5
2019-11-18,7.219385619169088,8.30647897809066,12805.405289124232,7.689353051141239,6.701468380238033,,,,,,,,,,0.14026595507686776,,,,-0.012189317902783565,,,,
2019-11-19,8.358470949530059,8.853598566246,-372620.8460046365,8.194239302359271,8.707109898573691,,,,,,,,,,0.05754848443389012,,,,-0.6677317147262203,,,,
2019-11-20,6.848534893800014,6.109263224398987,-1754924.3326001684,6.095616379950066,6.963442999777563,,,,,,,,,,-0.11422856457310288,,,,-0.14176333101633953,,,0.7871909923548868,
2019-11-21,7.455580045761998,8.864542120959698,769461.9545367276,8.462535179682945,7.807773028780296,,,,,,,,,,0.1730965365277826,,,,-0.42348323768686846,,,-4.515004606640032,
2019-11-22,9.634703559695332,8.371810686010882,-405608.3962897821,8.39986536506941,9.60916201894819,8.101138715141245,,,,,,,,,-0.14050134279349202,,,,0.19003891281508897,,0.33871248702340556,0.8164913738799392,
2019-11-25,7.52882667761893,11.052035015308306,2717901.679916598,11.608029472139158,8.04837155466285,8.650249922584774,,,,,,,,,0.38387536532356764,,,,1.2696644496503993,,0.7555101402812259,0.7827560909465776,1.0099836180976638
2019-11-26,11.410794586680694,4.810594832519776,2850545.781210996,9.016673780261897,7.434023893722177,7.84164917583953,,,,,,,,,-0.8637390586718015,,,,0.45910058558400696,,0.6503743786388755,1.2701020184347267,1.3969879141620964
2019-11-27,6.897169253437681,7.158284840203152,-2864073.5997717404,5.699979790278739,8.268790601853013,8.051453499000363,,,,,,,,,0.037159330517415365,,,,0.943443072587749,,0.6593263753223911,1.3593727485244513,0.047857935306876084
2019-11-29,6.494636663110157,6.500865025406746,-1766448.4277329762,5.281361543772597,6.596402357902001,7.578718079889772,,,,,,,,,0.0009585413357267281,,,,0.2738677025088422,,0.4628663924714463,0.5248883936038564,0.8602184978085706
2019-12-02,7.0592940118005885,9.47220961981388,616359.2976773682,9.23069713036994,8.171030879747377,7.798797866650372,,,,,,,,,0.294017160190534,,,,0.057954000642576435,,0.49659570004879433,0.8389451215926258,0.09567278115014473
2019-12-03,9.793378199713104,10.647097285311638,427391.8155250373,10.922640087568723,10.622198918967932,7.717810320651038,,,,,,,,,0.08358083624998167,,,,-1.202503322540712,,0.8013518513467144,1.4222000326820652,-0.9040219767914639
2019-12-04,10.68891792202239,5.460610800623272,1960998.746992996,9.20492360800501,7.158990190455377,7.847813514271738,,,,,,,,,-0.671646844783225,,,,0.7158541242577937,,0.8370372569394355,1.3891898698831362,-0.43075835008113067
2019-12-05,5.327583040027939,8.298962414685619,-1621395.0392062976,6.024257440811674,6.707969709402676,8.075949029168232,,,,,,,,,0.44323282478653825,,,,-0.3802181098164815,,0.7287205575122546,0.8536213409576047,0.131622449423441
2019-12-06,6.79231557815298,3.715529680539042,962296.025250156,6.263661352462265,4.568614033455788,7.51888196019469,,,,,,,,,-0.6032706642579011,,,,0.527710657260727,,0.7695858296597479,0.5568010417281825,1.0243682772139708
2019-12-09,2.1434225538464986,4.61718836735146,-552372.008652064,2.032077090769235,2.8523267352038038,6.547877709702206,,,,,,,,,0.7673820656351586,,,,-0.19814654062523965,,0.7686073159305082,1.3033947140984679,1.5800134791718987
2019-12-10,4.934628836731932,8.236023203241402,-1103517.2382386504,7.616376191052446,6.049059338832002,6.065662893288159,,,,,,,,,0.5122401467882125,,,,0.4493651460098214,,0.481723834439558,1.5086211743223097,0.8800723254255419
2019-12-11,11.000616932533994,11.772098909168117,6263762.108512458,14.546478260921354,12.1861337689815,7.327960514997128,,,,,,,,,0.06778087640443965,,,,0.8588075795457204,,0.5209403087350186,1.9677989100394986,1.842371482115658
2019-12-12,12.714212539260544,14.254415452181142,801135.749522795,12.210513480163236,10.675448802152276,8.519051122496233,,,,,,,,,0.11434624969131989,,,,0.4285725156635105,,0.38306905747939496,1.7948201553692098,1.7843072767390133
2019-12-13,9.092030542996405,9.002359359396948,1080010.702143849,10.144040147811566,9.931934101396225,9.576417058267813,,,,,,,,,-0.009911571286395691,,,,-1.550668910437624,,0.9443199772431722,1.0187532904252177,1.665218761651723
2019-12-16,10.801489998978,12.77434004104905,-962397.8854767778,11.975661756257232,10.634628292961466,11.20784739300733,8.413915421125289,,2.7816448551843274,,,352965.57463025063,,,0.16775438708097323,0.2867272600855554,,,0.2934405579745984,0.7006996283423682,0.9444374034124174,0.3920930399455691,2.098895048444651
2019-12-17,12.556483959837024,9.812694951813334,-1792119.5815987452,10.891104823964127,13.214835584968768,11.523181742721718,8.489226219811423,,2.7989191632457393,,,262719.3252858572,,,-0.24656023173436536,0.30556295409546363,,,0.8431739807312992,0.7196882313551419,0.9962817232909505,-0.2103068054938468,0.45531613702626633
2019-12-18,10.006710418101695,7.887197715971979,-338921.87139326613,10.004518180276564,9.695589649235444,10.74620150408249,8.440906177297723,,2.800638984868301,,,264404.27401642565,,,-0.2380150070643539,0.24146267385110565,,,-1.1746453199653704,0.757467125701357,1.060178146425034,1.5866077410636739,1.357097550599442
2019-12-19,9.25360691893701,10.55306787277646,-321596.335998673,8.696494315121704,7.08565330466741,10.005931988201555,8.663096409716596,,2.782135623544552,,,336070.67384650046,,,0.1314031985769358,0.14410590418879962,,,0.47675640935215635,0.7591866317975708,1.0678750537386172,-0.30060127247522417,1.308696963991494
2019-12-20,8.836886869626724,9.153351729121075,151244.1594422427,9.216258791855978,10.44337525696318,10.03613046214638,8.677536890124664,,2.783985152734294,,,305159.7840917762,,,0.03518547085030819,0.14545390785285683,,,0.2046670798120664,0.7474241296776263,0.768640976442093,0.23598396967913113,-1.8905259750722743
2019-12-23,10.194002911700233,12.578981767038812,-640421.4987308318,11.225313680856011,9.762459126668787,9.997058807344333,8.88789544417606,,2.9155091861206204,,,293419.1289697237,,,0.21022770983284617,0.1176006419053529,,,0.38038970095590546,0.748845528239489,0.7742634819100929,0.7060209045592348,-1.6329201035776941
2019-12-24,13.66460317988043,2.764224168997295,2736455.7584938337,11.735174627855102,6.21637315093065,8.587364650781124,8.47350490186051,,3.1696350598885434,,,294346.8328985855,,,-1.5980487740713227,0.013347671290156881,,,1.7081607129686607,0.7877201360462521,1.024996536997872,1.8545977270060867,1.9528106830568894
2019-12-26,3.0295108922250265,4.615508457572453,1716016.9964268869,2.272422230995076,5.029667070831188,7.933026799101219,8.463750583113143,,3.1817776006337235,,,237620.39365938003,,,0.42102085209113144,-0.06475775421901146,,,1.0142319347130622,0.806669588969784,0.6116204472876061,2.0748652500956637,1.1853064443037764
2019-12-27,5.377100014252321,3.826202619931912,-142000.20668223267,4.548104610220065,3.3605005947188715,6.5876537485323095,8.29714647209958,,3.337174482503345,,,373724.06331385544,,,-0.34027636973463093,-0.23071440411730026,,,0.17193784509170898,0.7891910194114522,0.6598105484894756,0.06013363159186369,1.9061092480482231
2019-12-30,3.123951171660302,3.988453556912951,-1598827.7335555537,2.2253181947031706,4.640659515698204,5.554674114090684,8.171525898674892,,3.4536063076690198,,,382105.09802272654,,,0.2443049742673115,-0.386015903895999,,,0.8818406108632184,0.8039623505291562,0.6006208671870508,-0.4667211813219952,1.6418853874127142
2019-12-31,3.656995652795388,7.95572590349262,-947776.1631637332,6.406101240888219,5.394679285151824,4.630022941381446,8.09570171285883,,3.440167830907802,,,303898.32498067146,,,0.7772499584199855,-0.5587714450710604,,,0.0113572176903308,0.8045402479060169,0.6864291211929074,1.418161972601379,1.531099189255703
2020-01-02,8.617340966595798,3.2204216852222274,329194.7974196705,6.549546418818075,5.07830717678349,4.721262444626433,7.724367932854358,,3.549360949513806,,,298988.4740754031,,,-0.9842642554098688,-0.49230376753017,,,0.3861050674395902,0.731500317859662,0.43856781385812244,-0.26392404709825285,-0.7848294136338856
2020-01-03,1.4110988471250892,6.799889752212792,860331.9016361726,3.968669829083247,1.556050788925667,5.158138703554501,7.791331880433835,,3.5168891756029,,,243955.13180756196,,,1.572537674063904,-0.4124360203122086,,,0.8807128960841742,0.7373099307340224,0.4013929643087925,0.144824022557249,0.7813326281024218
2020-01-06,6.878111815174229,7.572878856264815,-1080812.6760404385,8.456762329832102,9.422781578726251,5.907473950821081,7.755027702512796,,3.5151203699817906,,,270984.2499658549,,,0.09622912439851666,-0.2721230482758064,,,-0.03457151857668833,0.724197533115354,0.4472685702511866,1.4707405525296766,1.3208691099755532
2020-01-07,8.442973967941796,9.800877126229018,-110137.68478270248,8.336376195928409,10.007173162774322,7.069958664684295,8.059295074797294,,3.4088255116759965,,,217362.564464212,,,0.1491372719363579,-0.13097145967906274,,,0.513300738248951,0.7239954838075673,0.3782167162613309,1.0989413591905413,1.7599976214620434
2020-01-08,8.95598143754836,5.546720436627112,-994070.4076709304,7.565165486149446,7.881439764221618,6.588157571311193,8.105771678261075,,3.3654863357443063,,,195277.64451326866,,,-0.47911478532547735,-0.20730263084726716,,,-1.151145473279309,0.7888499564256122,0.7816454420509632,0.7061415960754296,0.8792139929807233
2020-01-09,5.943172879211957,9.455166792181425,222937.36459674407,7.701842051345302,7.009949128500793,7.835106592703032,8.166728857708076,,3.3789834457370915,,,261600.3746550384,,,0.4643181970732723,-0.04145396368319824,,,-0.36832407111111276,0.8006884591485491,0.7899374673891691,-1.0621540393928914,1.8301376972954182
2020-01-10,9.247015171968329,6.606326569027644,-133818.60240265308,6.911999335207767,8.074412712820397,7.7963939560660025,7.908440240701054,,3.2850134607253416,,,-58278.660890717176,,,-0.3362730543777639,-0.014269260583952566,,,0.1504983418214685,0.7873709163588632,0.6303996655026817,0.05789726586650093,-1.6421512917223742
2020-01-13,7.636065151022564,6.371585367843338,998550.0194476348,10.452905793990311,7.442652739727805,7.5561352583817065,7.514298736484163,,2.938120830828035,,,-48407.94739447519,,,-0.18103411894425211,0.005552146591657585,,,1.1020241464105573,0.8115417714679293,0.8586683167447782,1.126091721566823,0.18339888328721296
2020-01-14,6.024040443504433,4.846623990070484,-503942.76107876655,3.050261758212045,3.5175717360491348,6.56528463115,7.30651196801784,,2.974073793252925,,,-127605.62055560597,,,-0.21747582615568345,-0.10697013826311533,,,-0.7607624774020837,0.735635528618066,0.875418137538139,0.5651448055408852,1.6002464270888601
