Date,AXTA_Open,AXTA_Adj Close,AXTA_Volume,AXTA_High,AXTA_Low,AXTA_MA_5,AXTA_MA_20,AXTA_MA_250,AXTA_realVolatility20,AXTA_realVolatility60,AXTA_realVolatility250,AXTA_avgVolume_20,AXTA_avgVolume_60,AXTA_avgVolume_250,AXTA_log1DayRet,AXTA_logMA5_20,AXTA_logMA20_250,AXTA_logMA5_250,AXTA_log1DayRange,AXTA_HL_20_realVol_20,AXTA_HL_5_realVol_20,AXTA_logD2,AXTA_logD5
2019-11-18,1.0898417809277987,0.6657573783426862,-1343295.7945652944,0.5162862817189744,0.6605261181114574,,,,,,,,,,-0.4928625021896125,,,,-1.9362778343605758,,,,
2019-11-19,1.1265795945132862,0.9110325449887496,306729.5054382258,0.8930271491769997,1.3224721728418525,,,,,,,,,,-0.21236279275799813,,,,-0.8452615465309454,,,,
2019-11-20,-0.0849252909429285,-0.2110486189029998,-420962.0197339749,-0.3276507287197034,0.0029015715749309,,,,,,,,,,0.9103165883527802,,,,-1.1069903862352817,,,-0.13146952288740987,
2019-11-21,0.1866144547490762,-0.4461509284243927,2095194.756618498,-0.0825956733089068,-0.6847854536978435,,,,,,,,,,,,,,-0.5071826335385887,,,0.30541157688145965,
2019-11-22,0.0524891627749788,1.6477031861090286,-801572.0318498248,1.2226300184058534,0.6440068043093028,0.5134587124226144,,,,,,,,,3.4465308637764926,,,,-0.5471037660963848,,0.5829530581566957,0.6199051898809443,
2019-11-25,0.9709380009800288,0.0850679986255258,-1224432.1773030336,0.3711067674082571,0.866263236877808,0.3973208364791823,,,,,,,,,-2.43481169505928,,,,-0.7028814664240199,,0.2442001530304,-0.6325810507131093,-0.5435392955312152
2019-11-26,-0.2626451280892059,0.0857162718102806,561959.415715897,-0.2943408184385312,-0.2158289147696592,0.2322575818434885,,,,,,,,,,,,,-2.5445050265959086,,0.8514406854250811,0.4459586738527917,-0.19198860468322623
2019-11-27,0.7765763255614129,1.259385284698947,-355032.2385298591,1.057297528386176,1.0973334888803858,0.5263443625638778,,,,,,,,,0.48348407950561756,,,,-3.2179772163825264,,1.281742442297001,0.16068694560195657,0.385557529754139
2019-11-29,1.3670916602077376,1.1077326184517506,-763796.9145562176,1.176293320896148,1.4871909413870252,0.8371210719391066,,,,,,,,,-0.21037036746835094,,,,-1.168291615562423,,1.1835528632094623,0.021777486410417903,0.4407573114773496
2019-12-02,1.062337298826968,1.1078308339056502,-947898.314192634,0.8918997672621725,0.9897876399182994,0.7291466014984309,,,,,,,,,0.041932420113349855,,,,-2.323932611928525,,1.0318408466130626,-1.8868103074285616,-0.6164225521756681
