Date,GT_Open,GT_Adj Close,GT_Volume,GT_High,GT_Low,GT_MA_5,GT_MA_20,GT_MA_250,GT_realVolatility20,GT_realVolatility60,GT_realVolatility250,GT_avgVolume_20,GT_avgVolume_60,GT_avgVolume_250,GT_log1DayRet,GT_logMA5_20,GT_logMA20_250,GT_logMA5_250,GT_log1DayRange,GT_HL_20_realVol_20,GT_HL_5_realVol_20,GT_logD2,GT_logD5
2019-12-04,0.9242387257153002,0.8288364311450884,688282.1856569485,0.7664527087981918,0.8124576642921806,0.3986642018318573,,,,,,,,,-0.10894757239931867,,,,-3.07900616016511,,1.5254631196537676,-0.8913320133639732,-0.07441402964896125
2019-12-05,0.9186482512241244,0.9630995566481452,4364156.270072786,1.1962654198623826,1.1016415911817852,0.6111987952221292,,,,,,,,,0.04725349080116428,,,,-2.3578459458417216,,1.562662946923773,-1.2089638150087927,0.060787400991994464
2019-12-06,0.1816754303611052,-0.1902840112452875,7752562.261883329,-0.1348879941263385,-0.5162788130009828,0.5369944838563099,,,,,,,,,,,,,-0.9639306582748176,,0.7769666040496344,0.018939943909864476,-0.9914951134020752
2019-12-09,-0.1223010458547007,-0.370711772438602,-2004450.9200910348,-0.2858095578103512,-0.0827586402529636,0.3791066667285606,,,,,,,,,1.108939272764972,,,,-1.5942985059859323,,0.802184040400859,0.2880405050222119,-0.23643260388215523
2019-12-10,-0.3775796285075552,-0.3063563280751555,-997374.2723613932,-0.1500919701394663,-0.1864144016046065,0.1849167752068377,,,,,,,,,-0.20903258757303123,,,,-3.3153197818636957,,0.9895677519521247,-2.153541861174746,-0.02948086394193998
2019-12-11,-0.0085925971089766,-0.2983435355853228,-1401228.2279469557,-0.0322590216993745,-0.1667231691928137,-0.040519218139244514,,,,,,,,,3.547344595239228,,,,-2.0064576768611135,,0.8781913466489407,-2.625987793351287,0.11971890884895113
2019-12-12,-0.2579659534761358,-0.0869999067517168,-879507.557676801,-0.3642067849311274,-0.1948198912997929,-0.2505391108192169,,,,,,,,,-1.0869205661082453,,,,-1.775569869111924,,0.8652722962096637,-1.5170573774722593,0.04888488673059611
2019-12-13,-0.0819399573238541,0.5377230841339591,2042913.660501726,0.3691604552816772,0.2163493727653005,-0.1049376917433676,,,,,,,,,,,,,-1.8785528753224192,,0.688257674595497,-0.1790469804129799,-0.317444484432883
2019-12-16,0.6149932810686582,0.8011509336392777,1497728.6353684496,0.6404672494628052,0.727639487956786,0.12943484947220835,0.21157544956787952,,0.43602801772656463,,,332353.9449777404,,,0.2644380181718561,-0.49140400874965684,,,-2.439869364651099,1.1458902412896188,0.6300457289011522,-0.11861368511027043,0.15859453930806694
2019-12-17,0.5278331210255738,0.2526351849959489,-1197683.221078027,0.2331215559726827,0.3148717369846263,0.24123315208642926,0.204431269056782,,0.4340214749579969,,,365765.25441570766,,,-0.7368336835155417,0.16553207551008353,,,-2.5040872549938484,1.1263757408249462,0.3315328042461786,-1.2549577282364437,-0.5816209882837856
2019-12-18,0.3503862030560247,-0.0602545353316061,138201.00779057434,0.3928804201022018,0.1807403016727349,0.2888509521371726,0.16988898268210367,,0.4257316351259631,,,465032.1728761864,,,,0.5307656378466948,,,-1.5505082866440707,1.1510082413424303,0.4214067063819836,-0.14918995744928407,-1.4351107245669106
2019-12-19,-0.1375737712064877,-0.3259206292235568,2020991.505943428,-0.3244930128339955,-0.3156883761755606,0.24106680764280455,0.14823845990172033,,0.439868976442,,,586477.1203537681,,,0.862493591986271,0.4862519125100771,,,-4.732476803253391,1.2122089415709238,1.2451898831169101,-0.5472202560697974,-1.4316234872156894
2019-12-20,-0.4341653785350825,0.2334618752944788,-184046.2370401397,-0.1073445290437105,-0.3200803946661126,0.18021456587490853,0.17117037971223106,,0.43124766580572954,,,396568.2469109526,,,,0.05148874058267018,,,-1.5477039502931114,1.2371214730322877,1.3020081901001006,-1.22514056686668,-1.1898687069073894
2019-12-23,0.2289377663614251,0.1171754731012013,-2996956.7614541347,0.0204921891737663,0.3794816288813667,0.04341947376729323,0.15020325773735493,,0.42265829560746976,,,259244.72314922424,,,-0.6697776226446814,-1.2410813836405572,,,-1.0244623067827792,1.1968693981184897,1.4755774999464821,-0.8139685971937204,-0.3798332384094814
2019-12-24,0.5158725852618016,0.8489540397254443,3976921.119290696,0.7228589566995822,0.6748454912630981,0.16268324471319232,0.2004599796689987,,0.4435519082157043,,,507117.2298206131,,,0.49814524304434055,-0.2088095979623978,,,-3.0362737774886566,1.2007944952292091,1.5151801320126053,-0.48533306385139,-0.5169797638166644
2019-12-26,0.637411227038851,0.4460216527360661,-1486676.9092063894,0.6202340459644118,0.5588719217085467,0.26393848232672673,0.227733604539128,,0.4409024615137514,,,430073.5866678127,,,-0.35704751605521295,0.14753950980542224,,,-2.7909625029678637,1.1684057782434,1.4457200947753965,-1.1121651766510052,-0.680672932382924
2019-12-27,0.6130470233116565,0.5270212758282531,-942449.5212164829,0.5272642215586689,0.7069878961250566,0.43452686333708873,0.2590633388457014,,0.43867724701923166,,,450239.19318429736,,,-0.15120072381028296,0.5171851853269296,,,-1.7163347489264997,1.1617797260561118,0.8563757179607349,-1.1334125630138052,-0.15906384043137853
2019-12-30,0.3839802686036266,0.3934290520245858,1825563.8458462304,0.3611638959046273,0.4916841329895911,0.4665202986831101,0.2696979141677402,,0.43925619817916306,,,489447.6963698484,,,0.02430958436822825,0.5479990358412056,,,-2.0362269907940345,0.8754913771097326,0.8154616905288139,-2.9451798400179543,-1.8327866302303448
2019-12-31,0.3714238765417041,0.4504629391802464,-1454571.5081699763,0.2965789939520871,0.2277305778974403,0.5331777918989191,0.2712846954667453,,0.43987976946645835,,,494040.2249060004,,,0.19293187289941963,0.675686130605205,,,-2.6758480598143493,0.880891613418005,0.5523690217732821,-2.5697022581966684,-1.0987498998989655
2020-01-02,0.801689869857781,1.30184293815132,2379103.20946337,1.311906046863604,1.0093721391580557,0.6237555715840942,0.30314718589763834,,0.49008293720549617,,,657073.9282788101,,,0.4848143471293682,0.7215401298215902,,,-1.1955619162044444,0.9058889598299946,0.6664940359962788,-0.09605518251052993,-0.7921084409176252
2020-01-03,1.4423091432235386,1.243512384279212,-277280.34630478546,1.2681157533243257,1.3182413505460504,0.7832537178927235,0.3238809835543445,,0.5212729428454499,,,608795.8016807234,,,-0.1483054574996994,0.8830805629724434,,,-2.993223478778508,0.9017568646608969,0.7238743843571508,-0.23186970733779297,-0.22628506628014436
2020-01-06,1.1152884869718056,0.3246890933094333,-339992.12528200913,0.9282245966218312,0.5763031030554986,0.7427872813889594,0.29196046038740897,,0.499146957095732,,,373588.38191298366,,,-1.2340002946482829,0.9337913233402626,,,-1.0443471578999495,0.9373056979971883,0.8666557011791416,-0.02311117276284663,-1.597844464322806
2020-01-07,0.0588330345814451,0.2944761826143187,247956.47799066268,0.0239048131740551,0.2952221732799973,0.722996707506906,0.31619847008038926,,0.48609631853331103,,,-1641.9072816496016,,,1.6104946160894447,0.8270345819078143,,,-1.3044660727689963,0.9176837938786303,0.9170183592266375,-0.05230833392920051,-2.31311160876617
2020-01-08,0.3373007993004968,0.7469221645124176,-1754703.440049657,0.5750418135113096,0.5173214109718209,0.7822885525733403,0.3720801669279402,,0.46683282963963213,,,10845.466720419296,,,0.7949858704971846,0.7431143319943689,,,-2.852144571097171,0.9201079718091998,0.9594687338402977,-0.8621978159795526,-1.215845589960044
2020-01-09,0.8717378032586662,1.1153295083339885,604314.4591590576,0.981816974165504,1.0073945882258537,0.744985866609874,0.4431644587483975,,0.46632995437687846,,,90929.90329644184,,,0.2464164690473559,0.5194243073433538,,,-3.666037760819314,0.9450649982370566,1.139438665691993,-0.19741083869390613,-1.6792520327464395
2020-01-10,1.3122408486592878,1.0961899733824572,685267.7488122382,1.163666475675476,1.2860648039835851,0.715521384430523,0.5128911341967864,,0.4537087480076231,,,195254.70213440154,,,-0.17989574046406626,0.33294787733521686,,,-2.100474566610665,0.9440830723326674,1.0864814123384452,-1.0519162903912296,-1.9151318225055454
2020-01-13,0.947442522413735,1.098925200432812,696903.384138803,1.0106319049950985,0.9567529607751872,0.8703686058551987,0.5721873895560129,,0.44864865400917076,,,274075.24922518176,,,0.14832161785035405,0.4194502649623733,,,-2.92101552265959,0.9489492265676628,0.8980728828178373,-4.11021130174452,-0.2558784039470583
2020-01-14,1.4955516437809877,1.8608745066669945,5087883.278555197,2.15476336784552,1.617495691806612,1.1836482706657339,0.6383449606826647,,0.5329370898615866,,,426323.7301278553,,,0.21855141082966043,0.6174778746664163,,,-0.6212588430441892,1.0175417435674403,1.1540363202884316,-0.2682919049969224,0.44877892285780857
2020-01-15,1.8971100021180745,1.872389320759786,751589.3611372989,1.6366732928065968,1.9535320283120523,1.4087417019152075,0.69190688003869,,0.5997981681128189,,,389016.7664162977,,,-0.013116349758485702,0.7110007948034236,,,-1.14929923374744,1.0446053296004167,1.246665249806116,-0.256875996176788,0.11819819946162406
2020-01-16,1.201616504081838,0.7881773620550634,-272035.1113305576,1.0506854707498512,0.8882035728054456,1.3433112726594225,0.7186839888916458,,0.591045777879294,,,435299.1719036711,,,-0.42169987272208787,0.6254711974480626,,,-1.8171886806826774,1.0444435297739512,0.8845280170636217,0.07017617274759196,-1.1173299371532157
2020-01-17,0.8842601082817056,0.6467310099731032,1441146.308910431,0.6431116271763653,0.4441779972792696,1.2534194799775518,0.7540332661568813,,0.5624573760703313,,,500446.43695966405,,,-0.3128208010973012,0.5081941927722211,,,-1.614784027992224,1.0426354176551869,0.8588486765108109,0.20347809621142765,-0.7997107230992817
2020-01-21,-0.2891553298126652,-0.1697173502304263,-1093550.2236741958,0.1156617079093527,0.0310836221446955,0.9996909698449041,0.7618434301065378,,0.5475592979151188,,,344719.35047878284,,,-0.5328296095080244,0.2717051387941936,,,-2.4700800794396254,0.8521134337010852,0.6971473192594199,-0.04301741071971833,0.2379474710892104
2020-01-22,0.9567249522643326,1.1755864815952997,-89991.24067399558,0.8116033609631428,0.7883726189404001,0.8626333648305652,0.8089496604215787,,0.5401860701078358,,,349422.10029709,,,0.2060064913837705,0.06425307216819068,,,-3.7622787902759316,0.9269006587065677,1.0123865261491618,-0.6370400949966896,-0.37791605453734767
2020-01-23,0.4426697742923817,0.4174770711626552,1481461.3707321994,0.4699022731146911,0.6630457562566505,0.5716509149111391,0.8239647403246515,,0.5238726756640502,,,573343.0069064067,,,-0.05859443817054124,-0.36559922166476727,,,-1.644321930320181,0.8975490634647383,0.9072493079884161,-0.5323993020793415,0.37494558924952487
2020-01-24,1.117609546614152,0.6486662209181553,-1926892.190128608,0.8836287650644525,0.8040963998435675,0.5437486866837574,0.813950349384287,,0.5252822985958296,,,278152.3414354416,,,-0.544029063072263,-0.4034122011940813,,,-2.531591230471852,0.8788295732294908,0.8754339100171196,-0.6407060499019958,-1.9696108161290353
2020-01-27,0.427197089864352,0.2806811404833293,-1382181.8821734777,0.2682900937401635,0.4436700586825211,0.4705387127858026,0.8056833237716502,,0.5326273517216944,,,283377.09278708714,,,-0.42002618184490337,-0.5378125310174701,,,-1.7408004305262743,0.8695502964392541,0.8484073121986645,-1.9892650207322786,-1.004985699426159
2020-01-28,0.1074163338452862,0.3708449399779896,-953922.517122359,0.2152085402110692,0.3299905445530235,0.5786511708274857,0.7978745069791371,,0.5380451140790069,,,282803.44299179333,,,1.2390717689678648,-0.32125149798890407,,,-2.1647205639874567,0.8651003305401347,0.8557430186827051,-1.2807772463397504,-0.6151454030141457
2020-01-29,0.5914919272433545,0.3994811780149518,2331973.875669972,0.4965158885640175,0.5458865813139386,0.4234301101114163,0.7981771132786554,,0.5378073240394918,,,308123.9444829804,,,-0.39248138514358083,-0.633942048067387,,,-3.0083982950107195,0.8874481843508489,0.5662891430200256,-2.1303135561308943,-0.25346706751525805
2020-01-30,0.378400892227658,0.4709292701293126,-637101.7676323093,0.2903506079510434,0.3216884790626295,0.43412054990474774,0.7992004298261086,,0.5371299312800686,,,348997.43150986376,,,0.2187537180925615,-0.6102895048662553,,,-3.462927973155845,0.9278765212686827,0.6786252647195767,-2.3017421468597563,-2.928967501727636
2020-01-31,0.65758572633802,0.7603030967906008,-1060005.901460149,0.6203435652809475,0.7484180470697588,0.45644792507923687,0.7721234377580728,,0.5239457052934949,,,177041.97596368782,,,0.145142027526722,-0.5256698114902919,,,-2.055143295319175,0.8981766626718742,0.7196297355614648,-1.0193707421520726,-2.1925038546499884
2020-02-03,0.3883509486728966,0.3381186481977698,265971.26309477165,0.4019971426151629,0.4052059378052712,0.46793542662212495,0.7268537509540006,,0.5201734866170109,,,204204.55643366565,,,-0.13851257363506841,-0.4403949803255942,,,-5.741859742478544,1.1834696936860352,1.492639208731113,-2.018831060714119,-2.857057744556068
2020-02-04,0.2883173645015899,0.7229315889044106,1132518.3200557688,0.5710778332847948,0.4227486725996048,0.5383527564074091,0.7467658757337494,,0.5115187800554315,,,277830.07870055456,,,0.9192527630275935,-0.32723769028936334,,,-1.9083214160918707,1.1472227424764918,1.5443269266669775,-3.2868466861197634,-1.043877971954079
2020-02-05,0.7852350411937872,-0.090420341981372,27316438.96470207,0.5101276946519571,0.1359366085757587,0.4403724524081444,0.727521049503965,,0.5360815587270049,,,1631254.203036125,,,,-0.5020220810595161,,,-0.9829886867080856,1.165876820617808,1.8534339607367833,-0.847373552833807,-0.71355088767591
2020-02-06,0.0999820146843539,1.194781879764209,-11344776.02344194,0.8033618534196592,0.5231612155831291,0.5851429743351236,0.7499140352665545,,0.5461931737774688,,,1151750.5738665108,,,2.4807286036553795,-0.24810236237266603,,,-1.2722493687201866,1.1877169155515317,1.9240667867989294,-0.7510935240907012,-0.32316748517355764
2020-02-07,1.0363159137989817,0.7298625810744133,-4402815.062967766,0.6881670194465528,0.9849640923131258,0.5790548711918861,0.7306406889035757,,0.5393786402596464,,,901394.0977601695,,,-0.3505710411167086,-0.23252456327926502,,,-1.214706630046935,1.1691191085643111,1.9962215297539863,-0.1981059701155399,-3.4919808040760714
2020-02-10,0.6208561624021556,0.3254965434378469,-2625716.1964426767,0.736388535029028,0.5721064987801148,0.5765304502399016,0.6921060174063453,,0.5394185034232746,,,735844.900497424,,,-0.645747590210349,-0.18271099076340794,,,-1.806170594980864,1.172407399470459,0.4003480134309642,-0.1400838574089274,-4.3723056560666285
2020-02-11,0.7202047881964404,0.7291851351627097,-2469808.985946374,0.5938585149413633,0.8432173614537124,0.5777811594915614,0.6736190141428401,,0.5310125254928041,,,577509.281993165,,,0.01239205784732734,-0.15346950999412387,,,-1.3888622693263872,1.17249423529501,0.30298633838679234,-7.297180843521248,-5.074606574817239
2020-02-12,0.88794682028501,0.8028638861026209,-1111940.9935381426,0.782120310305281,0.7902353111130855,0.7564380051083599,0.6207184831146215,,0.4535631477599545,,,267518.0683884981,,,-0.1007266612750824,0.19774292941363092,,,-4.814040978470969,1.2622119747819447,1.5351696429138162,-0.7394689740683298,-0.1128504642188656
2020-02-13,0.5018537984339124,0.4980559959879933,-1592739.5326199625,0.4742944175922652,0.622378530945574,0.6170928283531169,0.5520018168760318,,0.3450856222256392,0.506759345295347,,150301.623700635,290557.44503155764,,-0.0075963266476847474,0.1114681260145586,,,-1.9099748331900195,1.2360289835889147,1.4745843296828365,-1.4647786806208605,-0.36136322566802326
2020-02-14,0.4757387854432355,0.5870273983267964,-1641167.091469294,0.449158117440664,0.5167709567904604,0.5885257918035934,0.5419443186896185,,0.34074396040446187,0.5067882692543815,,81845.0246936982,294303.15033769235,,0.21020256038748744,0.08245748896697806,,,-2.6939573827578616,1.2310941750790012,1.3651013735042048,-1.5332341590057892,-1.9460638816382432
2020-02-18,0.6190506157441247,0.3049400953112569,276393.3082249742,0.4674091051120799,0.2892473012801009,0.5844145021782754,0.524854772956526,,0.34376952072818256,0.5069828981099405,,23607.374659425357,329695.32816509187,,-0.7080716910248431,0.10748889368428341,,,-1.7250631312976894,1.2275897835001528,1.376179995201011,-1.6444647486770954,-3.884580609808106
2020-02-19,0.2828886971267197,1.1536002410904285,1714720.510924406,0.9300612191510522,0.5066830242963167,0.6692975233638192,0.5910206525225689,,0.33012789716678714,0.5118124425210862,,164020.91138935546,365072.4607406354,,1.4055894516103655,0.12437772791963174,,,-0.8594894217144555,1.2756667538632445,1.498569384061463,-0.5681496229080193,-0.857043279266607
2020-02-20,1.2031020387601838,0.611821901476997,491679.8720120117,0.8643583255534937,0.9877619020303464,0.6310891264386944,0.5628324235166537,,0.300309322954666,0.5030331463023168,,193104.46702365583,313031.6047438995,,-0.6762173031251683,0.11446516424170992,,,-2.09229518513625,1.2311633371961792,0.6654132075278046,-1.181292601727806,-1.6552620602973966
2020-02-21,0.6140618573930583,0.9186786329758974,-2477438.118406604,0.7143842576491402,0.7757372014863329,0.7152136538362752,0.5878925016073159,,0.3083458666110836,0.5057312107428994,,-4840.507433284353,275915.7408741155,,0.40284070110379644,0.19603720382224404,,,-2.791112124670107,1.2281275706921486,0.7885215384112207,-1.4485034029803507,-0.8660191964582914
2020-02-24,1.094879672799994,1.5158019532786904,3856148.1962615135,1.4663754016256698,1.2407871734848,0.900968564826654,0.6312492882253427,,0.371780395160768,0.5138025763897521,,284311.5118862217,356527.02771409205,,0.325300171630906,0.35576951476997365,,,-1.4890439409463092,1.2402140573701843,0.7166308912480549,-0.1009479854244785,-0.0738892445896846
2020-02-25,1.0966627378046532,0.8238516613028146,-1750079.1964106783,0.904693203116942,1.066334462785341,1.0047508780249657,0.6584078142663169,,0.36459339424837595,0.5078579814119238,,265916.64617436164,326455.7752097538,,-0.28603648152325895,0.4226703893408232,,,-1.8223758457534853,1.2385631848005865,0.7156996854641651,-2.355701398867393,-0.6560218034146487
2020-02-26,0.9080782581202912,0.7174952939956434,-1887816.8532980976,0.7962439256020586,0.8219622964458821,0.9175298886060086,0.6757403319671995,,0.3583903428897672,0.5006684335232765,,219221.92936557476,317421.52184722177,,-0.23556417352334819,0.30587627759602637,,,-3.660549723616436,1.2770601291891284,0.8654397704531275,-0.2252624705349788,-0.8298723602519086
2020-02-27,0.6995852181756508,0.7648559649910815,-1041063.1939115688,0.6987068558718299,0.7110946101311848,0.9481367013088254,0.6940090713160061,,0.35283637618405295,0.4984958697090872,,50570.075886497696,282713.90557977546,,0.08919992108641747,0.3120136600701928,,,-4.391046854058985,1.3507329650897135,1.218775878747188,-2.830290781605882,-1.87709474502276
2020-02-28,1.0281242409096976,0.8023292746135446,-321284.7587003533,0.9610326104983812,0.995563451717131,0.9248668296363549,0.7105790715402176,,0.3495752331805524,0.49875713650831827,,66360.9263330955,303132.8609163199,,-0.24797220517173618,0.26356952784919374,,,-3.365902405909135,1.346898768330708,1.2409987623525554,-2.467059101615286,-2.15115790396883
2020-03-02,0.5062102688072692,0.6449926541121203,192027.72390658452,0.6123419843622084,0.6872429421453807,0.7507049698030409,0.7048135494062936,,0.34966286800483226,0.49871632542696004,,128962.6076014322,321026.17061464326,,0.24228679378489276,0.06307942587526923,,,-2.5915886010484357,1.3450254807452855,0.9900194556739313,-2.121403261448893,-0.13833227080121396
2020-03-03,0.6548874537385352,0.7674147084320921,-1073988.8518732446,0.7410706827047919,0.7491305400588546,0.7394175792288964,0.7262783524180098,,0.3389812371098792,0.4982876374286861,,61964.60185303136,291654.98665580683,,0.15856394968931983,0.01792947433353172,,,-4.8208594206273245,1.2369516509064742,0.8737636903172964,-3.3548511677519492,-2.874631142279876
2020-03-04,0.74828157727171,0.7590992810977575,-1246188.2943472725,0.6225923095239994,0.7439981512744911,0.7477383766493192,0.7280867370276771,,0.33905890736239136,0.4964073483485985,,-56970.72886712069,198149.2439154725,,0.014353226635308225,0.026632967586672454,,,-2.1086162816586818,1.2337381980957607,1.151946243941558,-2.1706219432955676,-3.179559272506823
2020-03-05,0.7799521463079557,1.1707374587168111,695790.3769631279,1.1242914848709322,0.6978503857455411,0.8289146753944652,0.7911446270625861,,0.29296288463366527,0.4912665504489392,,-1388003.1582540679,80536.37916680245,,0.4061565689132374,0.046636433261513885,,,-0.8522810244587816,1.2419031480972043,1.4752606504411212,-0.9080181683672143,-0.9016940493628658
2020-03-06,1.082877642177321,0.8272607984313192,-1590338.721972852,0.9394331765296906,1.201673036450849,0.83390098015802,0.7727685729959417,,0.2774266657476496,0.47473149505728657,,-900281.2931806134,87438.24913543885,,-0.26925726004854833,0.07613505082431928,,,-1.338495698149518,1.2388679153093491,1.5401127628389488,-2.685875135359654,-3.6916222594568744
2020-03-09,0.9706656240919288,1.0172335696646044,301940.08805478644,0.8915281616909327,0.8758948675229128,0.9083491632685169,0.7871371224254513,,0.2824832224816359,0.46096096023650673,,-665043.5356294857,109093.48847570851,,0.0468599884663306,0.14322637814875672,,,-4.158352397445078,1.2668297721602972,1.7487515054397291,-1.8740293764308376,-0.988214011873
2020-03-10,0.7253857021530923,0.3848885767925267,291055.19662868,0.6003157952220546,0.5716427229855059,0.8318439369406038,0.7901067240931854,,0.2776455660221149,0.4452152371220634,,-519204.9659759179,137298.21221863577,,-0.6337496348891903,0.05147681730856049,,,-3.5517968462458334,1.274158057450764,1.416470154921676,-0.8156036208927908,-0.9609583100371798
2020-03-11,0.6494407676305274,-0.1028732390213091,2795297.666922352,0.6529177924635992,0.0174831120034966,0.6594494329167905,0.7485038053839843,,0.34210954416191036,0.44567416435963375,,-255949.6333324816,198544.96596195496,,,-0.12667099352216996,,,-0.4534459781198118,1.3373777724028686,1.6724322676385914,0.11342404565819751,-0.14853188803881662
2020-03-12,-0.1832648490952984,0.0738531075768333,612229.904514878,-0.2966553474469622,-0.080204829056341,0.4400725626887949,0.712053266457695,,0.3734170501732918,0.4518954028057403,,-169741.08842983056,174700.2366955075,,,-0.48121309253715105,,,-1.5303933101299505,1.2464391237502197,1.5734755728664525,-1.1678483243809281,0.09247375289157395
2020-03-13,0.0501032807434791,0.408028353041991,-1097827.4709129613,0.2477909340767734,0.4220982260681252,0.3562260736109293,0.7075518843103948,,0.376660998024718,0.4526198702624764,,-144995.4853444805,131440.968257484,,2.09725017489101,-0.6862453940093497,,,-1.746935491465785,1.2504106239979835,1.527064794513778,-0.67157828645666,-0.8693297506179976
2020-03-16,0.5722334109156577,0.7670269052250349,-1207809.7327135876,0.6044982859853949,0.7248182158004779,0.3061847407230154,0.7165518596553068,,0.37577903477089475,0.4498192803998878,,-123327.61740669518,131272.193063558,,0.29297491008538035,-0.8502619761560427,,,-2.117601002099569,1.2499736783756743,1.1209757249526024,-0.3664745209777082,-1.3854680448549515
2020-03-17,0.6837735072931883,0.5966217893260675,78835.49426733842,0.4767637673885412,0.4834407978270914,0.34853138322972355,0.7311359443560473,,0.36445293127509326,0.43989982161891766,,-133205.50810457696,130282.76783817072,,-0.13634333918066738,-0.7408711343955194,,,-5.009081935400282,1.3702427248870814,1.7027741169580344,-1.6681617116997598,-1.552428228245471
2020-03-18,0.5223373022603806,0.7807248138522498,-916214.3813438718,0.6807649017822222,0.7072792881727894,0.5252509938044353,0.7124921729941385,,0.35099287839048227,0.4201931083941517,,-264752.2527179908,81329.33638338238,,0.40190918461261294,-0.30489269502791433,,,-3.630067810634527,1.331156343522754,1.479470993535714,-4.2905121127488295,-0.12375301106744081
2020-03-19,0.9809947706296188,1.073848470201196,-315161.8823933189,1.1614300533683355,1.0289425072127845,0.7252500663293078,0.7355935014303483,,0.35912865715355446,0.41877375687682755,,-305094.3404382573,79144.07562749607,,0.09043704701828024,-0.014161143852845585,,,-2.0212666292521773,1.3328894673799365,1.3869912922263061,-0.7397636790155534,-4.637386390043733e-06
2020-03-20,1.2439697496981932,1.0756497368549445,304985.0872334307,1.2163239319847792,1.2837306438736371,0.8587743430918984,0.7434420566243007,,0.3650076089239235,0.4143264968878414,,-165973.18015625566,134176.43977228884,,-0.1453827916821092,0.14421536065037313,,,-2.6970106831011846,1.332614943194325,1.2466570164007909,-1.2210344533284543,-0.4040340568312311
2020-03-23,1.0708408622658467,0.6463718638400673,-955072.809942178,0.935644463633226,0.6931580035429876,0.8346433348149048,0.6999705521523695,,0.31676555461504485,0.41407019442857596,,-406534.2304664402,51976.54095174093,,-0.5048244926359948,0.17596622385990465,,,-1.4168094048428426,1.3360713230038137,1.4123929899294085,-0.8498557140648956,-2.114819702579203
2020-03-24,0.5046111005165921,0.7883699462588529,633127.8892220585,0.5888949514920192,0.7367647924512397,0.8729929662014619,0.6981964664001714,,0.31613395655788307,0.41265644206114377,,-287373.8761848034,87306.6209255484,,0.44617942002614347,0.22342696511980709,,,-1.911422845141916,1.333263701205729,0.8557412100444747,-1.2472986579837777,-1.65157245060477
2020-03-25,0.7032338624934162,0.7130472952367723,-1926191.7983183493,0.687026524216841,0.7379141687675865,0.8594574624783664,0.6979740664622278,,0.3161212296127626,0.41187422178021443,,-289292.62343581597,70910.91630718394,,0.01385825087909559,0.20811938458331708,,,-2.978135124562713,1.3151529252769902,0.6286895735464271,-2.707918738793182,-2.6930012278391895
