Date,AAPL_Open,AAPL_Adj Close,AAPL_Volume,AAPL_High,AAPL_Low,AAPL_MA_5,AAPL_MA_20,AAPL_MA_250,AAPL_realVolatility20,AAPL_realVolatility60,AAPL_realVolatility250,AAPL_avgVolume_20,AAPL_avgVolume_60,AAPL_avgVolume_250,AAPL_log1DayRet,AAPL_logMA5_20,AAPL_logMA20_250,AAPL_logMA5_250,AAPL_log1DayRange,AAPL_HL_20_realVol_20,AAPL_HL_5_realVol_20,AAPL_logD2,AAPL_logD5
2019-11-18,4.441831347835574,5.571667528399239,-36564265.86599271,5.03370184858057,4.824383065020783,,,,,,,,,,0.2266276287350185,,,,-1.5638969088852923,,,,
2019-11-19,7.152878269573506,8.08593102972005,45534322.1200894,8.062285163625049,7.47414466307692,,,,,,,,,,0.12261081070289924,,,,-0.5307894131162584,,,,
2019-11-20,6.156212146619225,5.474482377301676,-44776030.87154855,5.558443665404283,6.4010924517713335,,,,,,,,,,-0.1173639488723472,,,,-0.1712050313186066,,,-2.331137345671714,
2019-11-21,6.64402706854537,5.759398072637879,8243214.965561271,5.693327516075698,6.004526203081127,,,,,,,,,,-0.14288529790759497,,,,-1.167323705821025,,,0.8443791581520138,
2019-11-22,5.025153199754854,4.29198997076017,59500441.67331222,4.900936350140015,4.059334263613195,5.836693795763803,,,,,,,,,-0.15770545295684466,,,,-0.1724479577636229,,0.6223029566576963,0.16762441983395115,
2019-11-25,3.319475190155032,3.092558151391799,-54969565.97757931,3.5126237140022667,4.465642452449053,5.340871920362315,,,,,,,,,-0.07080806606391704,,,,-0.04812071293279773,,0.45613093357851003,0.9808942213685168,0.9078993735026606
2019-11-26,3.609161094900237,1.6755483760295815,31732208.415849864,2.950947778561755,1.5986735509724357,4.058795389624221,,,,,,,,,-0.7673348612839438,,,,0.30178778811052326,,0.5474760431179416,0.961815224674085,1.8579189655143893
2019-11-27,3.248374224135418,4.725250377860213,-50415087.9108998,3.739402245814709,4.668932358869753,3.9089489897359284,,,,,,,,,0.3747659171121619,,,,-0.07307607529856444,,0.5528052448497757,0.4902303249874342,-0.2887065978434495
2019-11-29,4.2137093247112105,3.814116454934521,-13293456.206848174,4.766841638603651,4.7956947875974265,3.5198926661952568,,,,,,,,,-0.09963429427354,,,,-3.5455361414203814,,1.5966109752613433,0.7601364830646816,0.6654067571822494
2019-12-02,4.364921726362525,5.783772879999653,-8972340.283367455,4.63995076019247,4.914642613720275,3.8182492480431534,,,,,,,,,0.2814559601161671,,,,-1.2921053422077828,,1.5812550781491184,0.056874069883063066,0.3999719880042576
2019-12-03,5.320680115017439,4.85537874922148,-16201304.509324685,4.763103516557528,5.266903040453236,4.17081336760909,,,,,,,,,-0.09151402545272463,,,,-0.6855768600904572,,1.516610881658696,0.04043372166758686,0.566915138640416
2019-12-04,5.508471918520733,3.4591400971480155,-15162585.174793318,4.802481531970756,4.327696276665058,4.5275317118327765,,,,,,,,,-0.4652672245940859,,,,-0.7448926712661108,,1.3442891093681637,0.8435620837055218,0.5786291520909984
2019-12-05,4.833777623143305,6.117619015687694,14997644.42754741,5.498922545703593,5.797880878375459,4.806005439398272,,,,,,,,,0.23554469253702573,,,,-1.207451070914835,,1.1775372453666841,0.23288813147044296,0.3310063528774949
2019-12-06,5.986392116970862,6.536157157663062,50308186.929968745,6.131344486438351,6.154676280897554,5.3504135799439805,,,,,,,,,0.08786048923855996,,,,-3.7579382795242395,,1.2701866356578282,1.123960640853311,1.0013818573608781
2019-12-09,4.3007342974664695,4.369488082881034,83281059.51570226,6.457118743889822,4.750572921704972,5.067556620520257,,,,,,,,,0.015860083766993365,,,,0.5344713405627862,,1.5826722462613247,0.5585471787797891,0.34662395958303377
2019-12-10,5.257158967561601,5.616611652066084,-58720752.3489953,4.31246233035499,4.914962862006227,5.219803201089178,,,,,,,,,0.06613781260121139,,,,-0.506666731209023,,1.5983713722953392,-0.08387574666044613,-0.27281591952767875
2019-12-11,6.342562232079935,6.148469544627211,-1157564.2830785215,6.514367238150314,6.8124903002596255,5.757669090585017,,,,,,,,,-0.03107962804275117,,,,-1.2102489176229245,,1.5833461162473514,0.5760409880257928,0.9892918865092752
2019-12-12,6.827052977809679,6.180835369851593,-5615944.657993212,6.153691252206471,6.812529718840047,5.770312361417797,,,,,,,,,-0.09943966299878403,,,,-0.41727689344336594,,1.624991563681377,-0.5723044433936804,-2.7611922428879767
2019-12-13,6.575774067323962,6.319002650794396,-28472516.53939931,6.08982702317774,6.715942894662263,5.726881460044064,,,,,,,,,-0.03983091271779401,,,,-0.46821982679251334,,0.6215197152007614,-1.7688258300387933,-1.5271461655831737
2019-12-16,6.514001799126795,7.461919744906872,5331133.75067912,6.91975896510084,6.589949956253129,6.345367792449231,5.266966864194112,,1.518479282608207,,,-1769660.141555503,,,0.13585873652131153,0.18627041592851534,,,-1.1092415531359896,1.0958858566067482,0.38402645959823045,0.24770688729918278,1.1289577270697158
2019-12-17,6.550119578278988,7.526569950599168,12480896.156662002,7.744493247216035,6.747794152580546,6.727359452155848,5.364711985304107,,1.5998632958344057,,,682597.9595772326,,,0.13895611447699668,0.22634002122445035,,,-0.003306365371245688,1.10105802478794,0.5074077505080019,0.18860783981943083,0.6470814085914383
2019-12-18,8.423637446014737,5.669247939084912,22808143.17364688,7.270976957857137,7.039163988677828,6.631515131047388,5.243877830772351,,1.4694678582690275,,,-453710.9877448933,,,-0.3959852653501119,0.23477203596679794,,,-1.4618243997740243,1.108123682615927,0.5845017943290799,0.5837071359401438,-0.7355921465063309
2019-12-19,5.544963982908527,4.813878441381398,51827297.9892803,5.615485124258164,4.392161407398518,6.35812374535335,5.2108476339763365,,1.471434693423903,,,4376455.455296549,,,-0.14138703738468367,0.1989907890426132,,,0.2015715124897988,1.1233549931611115,0.7093905068658708,0.9979413188509375,0.3125870491768018
2019-12-20,3.879459625177312,5.612414711277069,-11428312.74311985,4.225637082243253,4.646000629597936,6.216806157449883,5.203498465908297,,1.4689156296148431,,,3392879.0698624933,,,0.3692851846694853,0.1779251140891397,,,-0.8666353531710681,1.1207764066060264,0.717679753693245,-2.86763412768188,-0.3473076125337403
2019-12-23,3.698903480839298,4.9339604721022,10965501.491309153,4.432435116252357,4.578936635336952,5.7112143028889495,5.235596990975398,,1.4548963808058417,,,966132.0607623399,,,0.2881055875479849,0.08695078734956418,,,-1.9207194814006543,1.1351532886346396,0.9132102380685511,-2.119580180400843,0.9274123657136467
