Date,KDP_Open,KDP_Adj Close,KDP_Volume,KDP_High,KDP_Low,KDP_MA_5,KDP_MA_20,KDP_MA_250,KDP_realVolatility20,KDP_realVolatility60,KDP_realVolatility250,KDP_avgVolume_20,KDP_avgVolume_60,KDP_avgVolume_250,KDP_log1DayRet,KDP_logMA5_20,KDP_logMA20_250,KDP_logMA5_250,KDP_log1DayRange,KDP_HL_20_realVol_20,KDP_HL_5_realVol_20,KDP_logD2,KDP_logD5
2019-11-18,2.105778384887006,1.4787983253299402,-1477885.0798784466,1.5515858150320092,1.9851516680002632,,,,,,,,,,-0.3534553621989619,,,,-0.8357115843373201,,,,
2019-11-19,1.8772072320923137,2.671595039457926,193117.6666999061,2.6971869438258373,2.0651282185648867,,,,,,,,,,0.3528905295731375,,,,-0.45877296943535506,,,,
2019-11-20,2.3231004171384377,1.5131900986811857,-1210487.5633045374,1.7530166452596738,2.27205460901979,,,,,,,,,,-0.4286826097487416,,,,-0.6557782505913945,,,-3.3699378899690497,
2019-11-21,2.1155987092900226,1.627302241880468,901673.6023678436,1.6024147339963548,1.856241176103243,,,,,,,,,,-0.2624142727655118,,,,-1.371104544310397,,,0.04333990758928085,
2019-11-22,1.978145461029591,1.0154369792533977,1795008.467514702,1.8602315376961125,1.2190236898205242,1.6612645369205836,,,,,,,,,-0.6668407286674509,,,,-0.44440161896482683,,0.3808375278478328,-0.6976510690001353,
2019-11-25,0.6191007045712311,1.181281424770905,-1577507.3019602993,0.7948588060619848,1.2174293664941835,1.6017611568087766,,,,,,,,,0.6460871328529908,,,,-0.8613988391888996,,0.38239970075284296,-0.8073896529177739,-1.212284247008201
2019-11-26,0.9574023871988152,0.9554963576062684,211128.8405221053,0.7529392791877356,0.985331661874362,1.2585414204384449,,,,,,,,,-0.0019928187297021424,,,,-1.4593280312772365,,0.4434065339811983,-2.814400845990755,0.5400535063188724
2019-11-27,1.414126239140387,1.987921904997588,-313780.0107555203,1.9728781722367472,1.764759508302845,1.3534877817017255,,,,,,,,,0.3405779827388143,,,,-1.569646862271673,,0.47472226830243275,-0.2148772115553392,-0.7450052526856802
2019-11-29,2.0405348069712304,1.2919470208048374,-814037.8441415364,1.533803045690224,1.829111391902888,1.2864167374865993,,,,,,,,,-0.457061534827491,,,,-1.219735227127893,,0.4610224518486132,-1.0893037581844416,-1.0925649475233525
2019-12-02,1.5408686083826917,1.501565627620714,569302.9462007661,1.3949066058571589,1.5068419140662854,1.3836424671600625,,,,,,,,,-0.025837973311753925,,,,-2.1898341798408882,,0.4900845146944232,-0.7208138426319126,-0.7212819815360514
