Date,AXP_Open,AXP_Adj Close,AXP_Volume,AXP_High,AXP_Low,AXP_MA_5,AXP_MA_20,AXP_MA_250,AXP_realVolatility20,AXP_realVolatility60,AXP_realVolatility250,AXP_avgVolume_20,AXP_avgVolume_60,AXP_avgVolume_250,AXP_log1DayRet,AXP_logMA5_20,AXP_logMA20_250,AXP_logMA5_250,AXP_log1DayRange,AXP_HL_20_realVol_20,AXP_HL_5_realVol_20,AXP_logD2,AXP_logD5
2019-11-18,5.636896631910133,2.391742763909946,-1917533.609110203,2.82294194547022,1.947747170135216,,,,,,,,,,-0.857311381367746,,,,-0.13330881701345007,,,,
2019-11-19,3.608546078825981,1.9387962046251344,2772847.5449568992,3.2546127693506435,1.7062482101153194,,,,,,,,,,-0.6212376755747898,,,,0.4371992508229593,,,,
2019-11-20,-3.7816975586162087,-1.3956590425525022,2952829.194474188,-3.283589258943969,-2.3323068051734808,,,,,,,,,,-0.9968062627521849,,,,-0.04994425341529413,,,1.3316802448129288,
2019-11-21,0.6356279779024163,-1.2889923302956705,-1085156.8157369455,-1.0799753404022354,0.21079143551583,,,,,,,,,,,,,,0.25523644172439486,,,1.1717972386338495,
2019-11-22,2.9770839316554927,6.287451465032753,768161.6479743281,4.032649773286586,5.114948870018971,1.5866678121439322,,,,,,,,,0.7476115411131155,,,,0.07908757173706193,,0.2310827638826027,2.039024479172043,
2019-11-25,1.9230075494831735,0.8169715805792279,-1541608.4765022444,0.8417956080310063,1.9967316609121253,1.2717135754777886,,,,,,,,,-0.8560413623071159,,,,0.14404497697013996,,0.18434076887828027,0.7447732772282496,0.45410998129843216
2019-11-26,-1.482857801366599,-0.2994165863909046,723950.9298959756,-0.9469304973742112,-0.6396268869562292,0.8240710172745807,,,,,,,,,-1.5998905825276997,,,,-1.1799190610765047,,0.5860682801303222,1.885077977793073,0.8056776862527816
2019-11-27,3.5141363834271004,2.1547109763162453,-1856569.4263666067,1.9821338284739127,3.625795062759352,1.5341450210483303,,,,,,,,,-0.4891372036169813,,,,0.49692621353015326,,0.6563002187228599,0.2909811712386079,1.2670518287229386
2019-11-29,2.3433688545423337,2.056457784644543,-88838.35085221007,3.060520046735647,2.622008867985798,2.203235044036373,,,,,,,,,-0.13060459474087552,,,,-0.8243699743366943,,0.7099092948148887,0.8569119413775714,1.2076012480371145
2019-12-02,3.4100279493730667,2.9201347829447144,3172634.671970212,2.6837624469543897,2.325343075510993,1.5297717076187651,,,,,,,,,-0.15509071380129494,,,,-1.026051549555736,,0.7500740003600186,-0.2673256029617373,1.214116190430276
2019-12-03,2.4183707856958705,4.522684379226334,236049.58185826987,3.07752683284361,3.630343176076323,2.2709142673481866,,,,,,,,,0.6260116223742387,,,,-0.5927294425070982,,0.6648844734687076,0.9026892880235083,1.3098756285426087
2019-12-04,6.826775677690492,6.635874769433158,-75116.98906202149,6.771695516968514,7.106950013130053,3.657972538512999,,,,,,,,,-0.028361979030701676,,,,-1.0928653455410358,,0.6476442752150071,1.312577847160223,1.9366230652597956
2019-12-05,9.088635708230283,12.53471765245532,2466239.971455748,12.327826617566004,9.816230639620464,5.733973873740814,,,,,,,,,0.32147739680044096,,,,0.9209183988652067,,0.8304206420253457,2.0809445707191854,2.339881520910857
2019-12-06,8.570618296940538,3.6874072991126994,-1427317.482289137,6.109649765252897,7.287537830039504,6.060163776634445,,,,,,,,,-0.8434162945484822,,,,0.16372305931101636,,0.8578944573529091,1.0812855337777414,0.48916236943089547
2019-12-09,1.2181034017712804,2.073656707943641,-2190914.190942394,0.8018577331138133,2.3418065025522665,5.890868161634231,,,,,,,,,0.5320185139764683,,,,0.43174914927378527,,0.8064211229206142,2.347659882222837,-0.1666709785109776
2019-12-10,1.4308927534944118,1.6202404010636189,-737862.8205028321,1.4280526167058625,1.7650658354471176,5.310379366001688,,,,,,,,,0.12427598133439614,,,,-1.087633124647547,,0.9152043340235727,0.7261790215372835,1.0655531331677088
2019-12-11,4.715533256204374,3.1682164243182385,-988572.568528906,4.086583615795199,4.409221928762804,4.616847696978704,,,,,,,,,-0.39769322013097097,,,,-1.1312233572690125,,0.9253679946811433,0.09035219690776222,1.2434795376623868
2019-12-12,3.637909035754248,0.7266917607935071,-297122.27448591683,2.83239031148122,1.5786373386632846,2.255242518646341,,,,,,,,,-1.610661955128803,,,,0.22614143143212273,,0.7642818689908475,-0.11255450795711137,2.4687794605777498
2019-12-13,1.6597572225460269,4.76698731921244,-394411.7046623496,2.965520579973713,3.8948227229729966,2.471158522666289,,,,,,,,,1.0550431759057257,,,,-0.07332135838547157,,0.7367761574912385,0.4692351433449479,0.07657209522845634
2019-12-16,6.02317948799368,6.522664000250508,-1001326.9192044428,5.621873138446986,6.309207476323124,3.3609599811276625,3.0920669156311478,,3.2242922156354554,,,-25481.904283029427,,,0.07966760743609566,0.08338686980951604,,,-0.3749344415669348,0.6476188608431632,0.6058127110344949,1.7571632348432737,1.4926809909115402
2019-12-17,3.7445445147311887,1.131754876918876,1423807.1453222083,2.6222870632995097,2.790815470868516,3.2632628762987137,3.0290675212815943,,3.250895718204838,,,141585.13343859115,,,-1.1965305681588407,0.07447275372514778,,,-1.7806509524855876,0.7348242026252813,0.819008378404419,1.2906730545513831,-0.716445441214233
