Date,TGT_Open,TGT_Adj Close,TGT_Volume,TGT_High,TGT_Low,TGT_MA_5,TGT_MA_20,TGT_MA_250,TGT_realVolatility20,TGT_realVolatility60,TGT_realVolatility250,TGT_avgVolume_20,TGT_avgVolume_60,TGT_avgVolume_250,TGT_log1DayRet,TGT_logMA5_20,TGT_logMA20_250,TGT_logMA5_250,TGT_log1DayRange,TGT_HL_20_realVol_20,TGT_HL_5_realVol_20,TGT_logD2,TGT_logD5
2019-11-18,8.926571488244633,7.040739516814568,-3388384.9828876317,7.117045043541253,8.55321212489919,,,,,,,,,,-0.2373191796250112,,,,0.3619778157782414,,,,
2019-11-19,11.680054579408264,9.858112396934686,338118.0826776293,11.113499265871624,10.304134426324495,,,,,,,,,,-0.16958794046938414,,,,-0.21150548762831425,,,,
2019-11-20,9.288522013101655,5.8877392490642535,-886125.6600358346,7.686152503419223,7.718806173895587,,,,,,,,,,-0.4559073504766292,,,,-3.421798010700307,,,0.14236747350746295,
2019-11-21,6.569448288726136,9.087400027709734,1263375.980204979,8.311775204957527,8.7848514073915,,,,,,,,,,0.32445898707001436,,,,-0.7484987989545725,,,-0.2604400369887765,
2019-11-22,10.861067384929015,11.382126543940714,2206206.8527322435,11.773437388477234,9.572758760238912,8.65122354689279,,,,,,,,,0.046859682438272675,,,,0.7887657801790444,,1.6567225158562446,1.703727079341464,
2019-11-25,10.416242082191005,4.930040295279753,-1047170.1941380976,7.808199171480965,8.588479869427076,8.229083702585829,,,,,,,,,-0.7480191650679886,,,,-0.24810155487419477,,1.5848126189930196,1.4248801930744162,0.7470192772058781
2019-11-26,4.775214285857686,4.320401287599992,-969398.30448783,3.6327029897241374,5.167599976054547,7.121541480718889,,,,,,,,,-0.10009056095508274,,,,0.42846326890472197,,1.664837956915948,1.9546893922380268,1.711581258226455
2019-11-27,6.282081925549903,5.318031666394404,-1969397.3218788288,5.814941353404748,6.76054987509896,7.007599964184919,,,,,,,,,-0.16659819497642753,,,,-0.05592662042694765,,0.5969169738186492,-0.9467721790013909,-0.5626320626495743
2019-11-29,-0.9774301889363812,2.8097059151318007,12533924.295538314,3.0060847216808924,0.7165815466614589,5.752061141669333,,,,,,,,,,,,,0.828334839888209,,0.4873304001803551,0.4125700563922619,1.8370027335273926
2019-12-02,6.603993528174925,7.914855110060941,-4378700.348576501,7.56387814107778,6.983772067680292,5.0586068548933785,,,,,,,,,0.18106684135276888,,,,-0.5445443069950431,,0.547174656309916,0.9542889456435294,1.2433679543449263
