Date,WOOF_Open,WOOF_Adj Close,WOOF_Volume,WOOF_High,WOOF_Low,WOOF_MA_5,WOOF_MA_20,WOOF_MA_250,WOOF_realVolatility20,WOOF_realVolatility60,WOOF_realVolatility250,WOOF_avgVolume_20,WOOF_avgVolume_60,WOOF_avgVolume_250,WOOF_log1DayRet,WOOF_logMA5_20,WOOF_logMA20_250,WOOF_logMA5_250,WOOF_log1DayRange,WOOF_HL_20_realVol_20,WOOF_HL_5_realVol_20,WOOF_logD2,WOOF_logD5
2021-01-14,0.8163521998457774,2.4867411090348064,785363.1278879973,2.283628846379342,1.1694028970197223,,,,,,,,,,1.1138824613886307,,,,0.10815994801172954,,,,
2021-01-15,2.582466759678409,2.154834447618871,1627926.9838039214,2.292478176142182,2.2874929189696367,,,,,,,,,,-0.1810311524014273,,,,-5.301270287622086,,,,
2021-01-19,2.5750902258961545,1.0549702626222377,720578.4228296364,2.5026296300433266,1.7230512815718717,,,,,,,,,,-0.8923719932419742,,,,-0.24900208434669233,,,0.35891203227842455,
2021-01-20,0.8722364176267341,1.7198060503602155,-2193870.60211584,0.6709871097421178,1.4716280217951585,,,,,,,,,,0.6789062937371095,,,,-0.22234273198931742,,,-0.8323439689697878,
2021-01-21,1.653683001103257,5.778970034604836,39652180.18812763,6.053013923126645,1.0072157083366164,2.6390643808481933,,,,,,,,,1.2512205497905824,,,,1.6185558602773902,,2.6254745483414736,1.552655850067248,
2021-01-22,3.3103513540966034,0.9649205801855594,3677650.995973222,2.259999590676543,3.259534903949401,2.334700275078344,,,,,,,,,-1.2327638143852884,,,,-0.00046479472747787393,,2.616419991258683,-0.2811892363728885,0.4199073345163523
2021-01-25,1.658263737547994,-0.8325358188401211,-9389304.185219849,0.2001753803017898,0.2655374089265407,1.7372262217865455,,,,,,,,,,,,,-2.7278137912016622,,1.5550060114316626,1.888811442357305,1.0943934908616597
2021-01-26,-0.1603788890067754,0.7253031632557025,-7763195.7374280095,-0.290062506046663,0.7723263380084884,1.6712928019132385,,,,,,,,,,,,,0.06051999898379968,,1.5644827226915525,-1.4287117236888627,-1.1096719234908778
2021-01-27,0.4677110647767541,0.1079890865510986,-1644934.8141157292,-0.0267944127328831,0.6764080832776749,1.348929409151415,,,,,,,,,-1.4658205507371709,,,,-0.3521103831144005,,1.5648961686152534,-0.0613171495802699,0.4773620916134777
2021-01-28,0.3333934071291615,0.1527916556447799,-4221789.451516172,0.0447369762695935,0.4821799100125243,0.22369373335940387,,,,,,,,,-0.7802479298769117,,,,-0.8268090188511493,,1.150308603294936,-0.5577224431253248,1.7274304157435019
2021-01-29,0.4477679633522857,0.5531737245655286,-1865277.009489527,0.2143621756496596,0.4820435031836467,0.14134436223539773,,,,,,,,,0.21139694220004102,,,,-1.317958082349215,,1.0788310963091312,-0.8092661659837459,-0.8873465465776369
2021-02-01,0.609913549296131,0.97410510839636,-1656285.8392051049,0.6166395455668692,0.8702919229951647,0.502672547682694,,,,,,,,,0.4682019873264408,,,,-1.3717905421440728,,0.6184015815674939,-0.19685044854354625,0.5914692797648801
2021-02-02,1.1284713637134107,0.928998325546841,-2332718.0786563577,0.868148352970092,1.202764551732033,0.5434115801409216,,,,,,,,,-0.19451228401789927,,,,-1.0947710792822414,,0.417670874807234,-0.9786327311828652,-1.5911307052157895
2021-02-03,0.9082402678054732,1.4470815490233129,403930.2077618411,1.0932576267019485,1.1655626691768737,0.8112300726353645,,,,,,,,,0.46579512663228245,,,,-2.626861408474503,,0.6933760257916506,-0.7487097001303604,0.2919921177022679
2021-02-04,1.491884547290983,0.8111796471771502,-1010792.836715528,1.038552431940314,0.9762555846489906,0.9429076709418386,,,,,,,,,-0.6093058538469579,,,,-2.7758444597449268,,0.797188355450578,-2.138608460319608,-0.4179608686489572
2021-02-05,0.7915733145323092,1.0653344207350877,-739727.3236286878,1.3146855680233678,1.219819084094917,1.0453398101757503,,,,,,,,,0.2970215365703767,,,,-2.3552848082600453,,0.7624170317281146,-0.9629968574048781,-0.6691168434801134
2021-02-08,1.0591442876506534,1.2588369731865647,-1262747.0625688282,1.0820321087785096,1.3885581247987382,1.1022861831337913,,,,,,,,,0.17272695124862597,,,,-1.182452646228519,,0.8075723202712245,-0.8037272365507638,-1.2562073668649212
2021-02-09,1.3715127118046126,0.5295702200122285,196878.0815279507,0.9241219972029208,0.2185283891761003,1.0224005620268688,,,,,,,,,-0.9516038069291289,,,,-0.34871583324949296,,1.0506166379845416,-0.6240611387308146,-0.9177214910856144
2021-02-10,0.409266621488328,0.6549183784277712,-1137454.3819384177,0.128759466876307,0.8070320713863257,0.8639679279077604,,,,,,,,,0.4701437848462566,,,,-0.3882060003021465,,1.1159367438180616,-0.5043158670199579,-0.23298788490841446
2021-02-11,0.6414493987610914,0.4615378947181927,-444868.384922602,0.480777384246176,0.3629508401864996,0.794039577415969,1.1499263406413511,,1.3087759485732628,,,570077.1150195774,,,-0.32916613874539463,-0.37031986207275097,,,-2.1385417015717967,1.4994170597263654,0.9441131609018579,-2.687772314788375,-1.0508462131014318
