Date,OTLY_Open,OTLY_Adj Close,OTLY_Volume,OTLY_High,OTLY_Low,OTLY_MA_5,OTLY_MA_20,OTLY_MA_250,OTLY_realVolatility20,OTLY_realVolatility60,OTLY_realVolatility250,OTLY_avgVolume_20,OTLY_avgVolume_60,OTLY_avgVolume_250,OTLY_log1DayRet,OTLY_logMA5_20,OTLY_logMA20_250,OTLY_logMA5_250,OTLY_log1DayRange,OTLY_HL_20_realVol_20,OTLY_HL_5_realVol_20,OTLY_logD2,OTLY_logD5
2021-05-20,-0.3095747772399235,0.0387296563726078,-2681321.14827908,-0.5094600258694282,0.1437215793550308,,,,,,,,,,,,,,-0.42590007929818713,,,,
2021-05-21,0.1640428002519591,0.297437229650983,-1487534.086279758,-0.0337341302162812,0.2263760810107697,,,,,,,,,,0.5950758390320946,,,,-1.3466498484475018,,,,
2021-05-24,0.1112916201593439,0.4785879048121622,-1133769.6755101143,0.2142082832546439,0.5418924330907551,,,,,,,,,,1.458685938261793,,,,-1.1157050923564675,,,-0.8213027666127374,
2021-05-25,0.7799165767615843,0.980435442304124,-426382.2803810453,0.7464564689609112,0.7896957922146992,,,,,,,,,,0.2288098407675229,,,,-3.1410049372635793,,,-0.3812630363208603,
2021-05-26,0.9118183128490926,0.3585749486088474,-175716.8101919014,0.6760341820587392,0.6986144371614618,0.4307530363497449,,,,,,,,,-0.9333030520007392,,,,-3.7906794225953635,,1.4307843269130378,-2.1201555736672986,
2021-05-27,0.2040317089281185,0.2542960201688355,-262920.5678205362,0.0659315964597482,0.0997469379485274,0.4738663091089904,,,,,,,,,0.22022360447594266,,,,-3.386840689269594,,1.2342950781029474,-0.32001324108628904,-1.5344864641953109
2021-05-28,0.3735356771939973,0.7445945622525993,-148061.87981564738,0.4891997637195882,0.5696848288680645,0.5632977756293137,,,,,,,,,0.6898263372210496,,,,-2.5196836378756005,,1.0436850448071557,-0.9518670982596399,-0.8048447717968014
2021-06-01,0.6506242235164663,0.4939388575739318,-471063.9615796185,0.7635916014988293,0.8398081851589865,0.5663679661816676,,,,,,,,,-0.27552050649149323,,,,-2.5741762066328397,,0.541460873735359,-1.4286056415548514,-4.176577737704483
2021-06-02,0.3871751172956639,0.1978578676709759,-358091.58791696874,0.2421690745339102,0.1908366022513341,0.409852451255038,,,,,,,,,-0.6713281572763414,,,,-2.9694317390933476,,0.5422604869784602,-0.603787955191654,-0.24516222457019618
2021-06-03,-0.1715957948619717,0.2216825149714107,570878.584874795,0.146292652983444,0.1432274608596238,0.38247396452755067,,,,,,,,,,,,,-5.787645028419741,,1.3538874771015852,-1.3010112204614805,-1.9885598174814858
2021-06-04,0.4318297745164727,0.5152867538137489,-333893.16342700506,0.3886119959824476,0.6179009042738226,0.4346721112565334,,,,,,,,,0.17669207910937978,,,,-1.4727724623276022,,1.6198298809313174,-1.1475014663894867,-1.343270375565894
2021-06-07,0.617075726884817,0.2067677246865251,-289966.8532130122,0.3791710694995007,0.1846344041224181,0.3271067437433185,,,,,,,,,-1.0933956901123913,,,,-1.6371346227534327,,1.7378572077768235,-4.205401921799118,-0.6202186338895341
2021-06-08,0.0769356854962239,-0.5399062766346727,1646161.7297515578,-0.0307229825631409,-0.3395278067139085,0.12033771690159756,,,,,,,,,,,,,-1.1750458387036469,,1.9056136384542546,0.05372371744125277,0.033284991376422324
2021-06-09,-0.445818749823923,0.3008275882033331,1031951.5366134802,-0.2210680407383858,-0.006753671354085,0.140931661008069,,,,,,,,,,,,,-1.5403113260939747,,1.944701956402999,-2.363823853488954,-2.2733203093857517
2021-06-10,0.3246650503667592,-0.1644677271409111,-915154.383213738,0.074775467559947,0.1131213901229024,0.06370161258560465,,,,,,,,,,,,,-3.2611070785175023,,0.8253712493801911,-0.9796604709869198,-0.9515287569767156
2021-06-11,-0.1476745808386805,0.3939496115681518,340911.1520605781,0.2043945323069103,0.2423174847562741,0.03943418413648523,,,,,,,,,,,,,-3.2721987446746676,,1.0093918410559164,-2.3738445666609875,-2.1091823083721866
2021-06-14,0.5167672616367067,-0.0261401357736339,192453.31424952345,0.1794936733967436,0.0209340305566154,-0.007147387955546572,,,,,,,,,,,,,-1.841624460924892,,0.9859109013650207,-1.9781305564693947,-1.4571123522957263
2021-06-15,-0.0206746674431759,1.0130450276605565,3122606.9404371195,0.6138694366184083,0.3178069353919159,0.30344287290349925,,,,,,,,,,,,,-1.2171846941554858,,0.9748844974962104,-0.47949587263166443,0.4401571877800494
