Date,ZTS_Open,ZTS_Adj Close,ZTS_Volume,ZTS_High,ZTS_Low,ZTS_MA_5,ZTS_MA_20,ZTS_MA_250,ZTS_realVolatility20,ZTS_realVolatility60,ZTS_realVolatility250,ZTS_avgVolume_20,ZTS_avgVolume_60,ZTS_avgVolume_250,ZTS_log1DayRet,ZTS_logMA5_20,ZTS_logMA20_250,ZTS_logMA5_250,ZTS_log1DayRange,ZTS_HL_20_realVol_20,ZTS_HL_5_realVol_20,ZTS_logD2,ZTS_logD5
2019-11-18,10.491542469811634,3.84073553121803,914983.1548629656,7.588215796443322,5.896325926441733,,,,,,,,,,-1.0049055606800121,,,,0.5258461704141301,,,,
2019-11-19,7.805227970501136,10.88378902509534,-279231.5687704142,8.273075434699194,9.37768142784391,,,,,,,,,,0.3324806749788633,,,,0.09948870409463495,,,,
2019-11-20,7.153491082471732,4.976338215406869,-282486.7623259735,5.324975266050231,7.34113987745387,,,,,,,,,,-0.3629061783657004,,,,0.7011969993577034,,,0.12716350928845355,
2019-11-21,7.361668654709462,10.196140713911989,-313605.01397114946,8.545115795054599,8.497195555166797,,,,,,,,,,0.3257226608786198,,,,-3.038217319181597,,,-0.3744777473491791,
2019-11-22,11.993304156041503,11.743041982761042,-248420.68512861617,11.318453423025304,12.626751392502811,8.328009093678654,,,,,,,,,-0.021087613551422673,,,,0.2687270325022329,,1.5544003931935337,1.9120140802248238,
2019-11-25,8.698511551354272,6.498756222048556,289880.8242324544,7.020749954866901,8.748012350423593,8.859613231844758,,,,,,,,,-0.2915411168347279,,,,0.5465377248303711,,1.5571358974160865,1.3076256755917794,0.9775817446213748
2019-11-26,5.677120295042926,4.887227598352695,301731.48198123346,4.610632912060439,5.085727985665713,7.66030094649623,,,,,,,,,-0.14981892445479605,,,,-0.7442403400173547,,1.5508308749518294,1.9250971074762946,1.7911862094031425
2019-11-27,7.687259544842377,7.347103295094868,-483476.5065790366,7.607317701385142,8.669117203403673,8.13445396243383,,,,,,,,,-0.045258227891477015,,,,0.05996511216989562,,1.4550581599531733,-0.16446544267146018,0.8632127214861351
2019-11-29,7.2528830969511375,4.988696159443975,1133464.1710019002,6.384957598438092,5.829438358722086,7.092965051540228,,,,,,,,,-0.3742244734339117,,,,-0.5878520355499232,,0.5550298520930071,-2.288006271423596,1.650089246850607
2019-12-02,5.714946251435848,8.246953214735285,-768372.1973528238,7.018419963886075,5.995065508066091,6.393747297935076,,,,,,,,,0.36675893245161406,,,,0.023085913584410075,,0.525260337721432,-0.10552728551823888,1.2516448487826506
2019-12-03,8.90697549804348,8.867239414167585,16164.490545445122,8.753147564086206,9.985742830537305,6.867443936358882,,,,,,,,,-0.004471212964578897,,,,0.2091219192425903,,0.4275037912653672,1.3554596333227518,0.8622497469321829
2019-12-04,9.421723721938704,3.660696872115338,888747.856347058,7.996178437739218,5.173625191651908,6.6221377911114105,,,,,,,,,-0.9453645256859285,,,,1.0376418817308124,,0.5831015531009295,1.5230640796506825,0.20418963636947413
