Date,SHOP_Open,SHOP_Adj Close,SHOP_Volume,SHOP_High,SHOP_Low,SHOP_MA_5,SHOP_MA_20,SHOP_MA_250,SHOP_realVolatility20,SHOP_realVolatility60,SHOP_realVolatility250,SHOP_avgVolume_20,SHOP_avgVolume_60,SHOP_avgVolume_250,SHOP_log1DayRet,SHOP_logMA5_20,SHOP_logMA20_250,SHOP_logMA5_250,SHOP_log1DayRange,SHOP_HL_20_realVol_20,SHOP_HL_5_realVol_20,SHOP_logD2,SHOP_logD5
2019-11-18,3.594142668292932,5.976107683819645,2766885.7056042776,4.961710256813934,4.067564285279424,,,,,,,,,,0.5084639832337012,,,,-0.11188623801583232,,,,
2019-11-19,7.4497614563100285,9.127536179795928,8449674.986786652,8.696969723924337,7.736088402221483,,,,,,,,,,0.20311378577136754,,,,-0.03990437222392949,,,,
2019-11-20,6.478996665685735,6.310363518995956,-5393423.596430592,5.8228617860168015,6.855238529539836,,,,,,,,,,-0.026372377956356823,,,,0.031863661993942874,,,-1.0958486056317145,
2019-11-21,7.844870338251379,8.306361994211443,9303669.64257121,7.936395556499967,7.847207594340944,,,,,,,,,,0.05716186841320667,,,,-2.4170092018773754,,,-0.19702002932355053,
2019-11-22,9.145011406869884,12.74917629179872,29480561.02395559,12.348367405078918,9.72130286169974,8.493909133724339,,,,,,,,,0.3322581357765634,,,,0.9658670796361395,,1.2546221816519234,1.8623441710720743,
2019-11-25,11.335316392177944,12.8169903091693,23308717.28479162,13.88776217397752,11.7119491404882,9.862085658794268,,,,,,,,,0.12284846223345525,,,,0.7774024031924934,,1.3498916563101433,1.5064364597661997,1.9229167621034793
2019-11-26,14.520292700636077,5.139506704227557,58611027.2484553,12.146237150288924,5.803713635590299,9.064479763680595,,,,,,,,,-1.0385900647181736,,,,1.8472767199654876,,1.6203422181307277,2.0294197527406115,1.3832972431375667
2019-11-27,7.293344704953533,10.357902595396476,-25385929.485675484,6.711244219594015,10.85136274616208,9.8739875789607,,,,,,,,,0.3507875160887647,,,,1.4207244170332165,,1.692929257405806,0.8997904331032968,1.398109060976544
2019-11-29,8.995309552774863,7.518771621992748,-8484048.16547218,7.695051751542934,8.926441879933094,9.716469504516962,,,,,,,,,-0.17930050420220695,,,,0.20814371688833927,,0.6251018845981428,0.8667915818950501,-0.23877715649364153
2019-12-02,7.080340550800209,9.350681699689574,9162228.464157771,8.38479375511222,7.231475717610536,9.036770586095132,,,,,,,,,0.2781272427562167,,,,0.14264303803180153,,0.7472644556619666,0.007194949866101034,1.223332566545131
2019-12-03,10.749465947179864,6.3647051501946095,-8171791.721190609,8.484887609049608,8.60557073622548,7.746313554300192,,,,,,,,,-0.5240881666854674,,,,-2.1145869520681697,,1.5421992313598203,0.14329176763858031,1.864434356275562
2019-12-04,5.655932287872147,7.013886904248743,-4878036.707244635,5.232968081207503,6.082039738064935,8.121189594304429,,,,,,,,,0.21518707051212124,,,,-0.1636116947513192,,1.2775982386310374,0.8487802448725629,0.628278044786677
2019-12-05,6.642310626551065,7.188959342503146,-14326809.654033247,6.5082750912221385,7.327988887430621,7.487400943725764,,,,,,,,,0.07908653558916105,,,,-0.1988000286626872,,0.9614160952552817,-0.19327631083329877,1.1533981736040946
2019-12-06,5.187770874821538,5.835753977840064,-6279082.454314895,6.232224878756185,6.782210427879178,7.150797414895227,,,,,,,,,0.1176993727891957,,,,-0.5978632754226262,,0.8938643909604834,0.16393091961775186,0.5205883989045667
2019-12-09,4.58916830163291,4.064764145432065,-3461686.556118563,4.220789247437075,3.570276653720057,6.093613904043726,,,,,,,,,-0.12134308924022195,,,,-0.42999462116007325,,0.8098302550672318,1.139176713082779,1.66504621906037
2019-12-10,5.626632165022222,9.40096234603601,-268206.0068109296,8.073095203861278,6.909496911268192,6.700865343212006,,,,,,,,,0.5133009926015849,,,,0.1515171802891617,,0.28490438875517937,1.271222500460032,1.11062557130802
2019-12-11,10.324409209276844,9.963392010957556,23051616.195104487,11.188507739894732,10.458168956155887,7.290766364553768,,,,,,,,,-0.035593340802377596,,,,-0.31424676518142597,,0.28172960281377035,1.774719758699031,1.0816373958406815
2019-12-12,8.044238691702745,12.773519852376488,29148039.671987608,11.956233448758203,8.64145769596864,8.407678466528436,,,,,,,,,0.46241812181940334,,,,1.198389975132391,,0.724598287396505,1.2156713605008702,1.7200057382651999
2019-12-13,11.901583283421417,8.66387036892877,-5725424.549388714,9.369536693421466,12.15719868028394,8.973301744746177,,,,,,,,,-0.31750989274249847,,,,1.0252032469767218,,0.7519703019699301,0.2619962290806111,1.0396109038665877
2019-12-16,7.683071787419891,6.833544247641648,-2871260.622849971,6.735536202293773,8.153293731771996,9.527057765188093,8.287837847262823,,2.5453279142225713,,,5401836.035194235,,,-0.11717597700381646,0.13934681545482516,,,0.3490764187624528,1.039990893171937,0.6263347441489479,1.7817050264191234,1.0184068268820796
2019-12-17,7.668078704088217,11.214333435056538,-3262515.9058467373,10.24443590030586,7.922587945881347,9.889731982992199,8.549749134824669,,2.5643663345043772,,,5100365.954621685,,,0.38012664198303214,0.14559510390681468,,,0.8423634006944293,1.052227295033383,0.6112255308269904,0.9362749372439478,0.5951875931340108
2019-12-18,13.469612326182116,8.172564303820351,-106370.34776970744,10.361454366596512,10.5125797541169,9.53156644156476,8.50200054102589,,2.5619313357869684,,,4672563.687893866,,,-0.49965348157002304,0.11430758011130165,,,-1.8896454058129974,1.145497092049029,1.267281435487346,0.29193804507236565,0.582677919197754
2019-12-19,8.18003303451021,9.08522672216464,7411043.3274622,8.631117661869077,7.023049529561646,8.79390781552239,8.640743701184324,,2.5116385705108226,,,5312787.034088505,,,0.10495346814085407,0.017570532410033986,,,0.4750335406971101,1.1495751568784072,1.1779471505013595,0.7557025081366018,1.3051637846973718
2019-12-20,8.114275137163844,8.14508560093104,-10754372.414874775,7.106296526042435,8.798663085485622,8.690150861922843,8.632679881520303,,2.5130271449233703,,,4309884.931216207,,,0.0037898784757282875,0.006635311758398422,,,0.5261278804173101,0.9929915861792636,1.1052489729075181,-3.5943440147321564,-0.6562661870369205
2019-12-23,8.219955201196896,9.007324264509684,-1969077.2669942824,8.943851472670573,9.649405132132207,9.12490686529645,8.44558728015585,,2.322493511174171,,,2737403.0166687127,,,0.09147329446526538,0.07736360327263625,,,-0.348772451812442,0.9838660231475825,1.1037727790486669,-2.552297777758986,0.7764675953859712
2019-12-24,9.2844352739397,5.182703582005495,5241074.006651774,7.5574771763813615,6.524216310366192,7.918580894686242,8.063872943797659,,2.1897930084038872,,,1834020.8527617208,,,-0.5830125244808232,-0.018181945419584636,,,0.032719690701051615,0.9727139540772417,0.9881495607891745,1.0859936808329604,1.797017264938704
