Date,STM_Open,STM_Adj Close,STM_Volume,STM_High,STM_Low,STM_MA_5,STM_MA_20,STM_MA_250,STM_realVolatility20,STM_realVolatility60,STM_realVolatility250,STM_avgVolume_20,STM_avgVolume_60,STM_avgVolume_250,STM_log1DayRet,STM_logMA5_20,STM_logMA20_250,STM_logMA5_250,STM_log1DayRange,STM_HL_20_realVol_20,STM_HL_5_realVol_20,STM_logD2,STM_logD5
2019-11-18,0.9148228697028528,1.8339927823499276,-468178.2925792481,1.0522844728240983,1.5272336781412967,,,,,,,,,,0.6955202558283891,,,,-0.7445474168398953,,,,
2019-11-19,2.459485223069283,2.403767233720832,1033824.7464061142,2.556564239302798,2.788198150529107,,,,,,,,,,-0.022914881721846022,,,,-1.4625971224720509,,,,
2019-11-20,0.6187913287249955,0.2026934238554627,-100664.8004115424,0.2872795655215086,0.4134243355133264,,,,,,,,,,-1.1160734953652132,,,,-2.0703250634004187,,,0.48937684971199796,
2019-11-21,1.0419723685490734,1.0503435399293046,-758335.3396980409,0.794593842482648,0.9450859716724588,,,,,,,,,,0.008001866270138592,,,,-1.8938444939029022,,,0.302637451528067,
2019-11-22,1.8441187065229947,1.8069509473940144,-326556.81141217845,1.690275669669585,1.9422826355902425,1.459549585449908,,,,,,,,,-0.020360632171447006,,,,-1.3782985493104705,,0.5164326442392454,0.4726610473919254,
2019-11-25,0.802390381614245,0.8861236909280645,230870.86501419195,1.0923976141718654,1.240605287773629,1.2699757671655356,,,,,,,,,0.09926129731993467,,,,-1.909140788771257,,0.3037808897642833,-1.8065492061925998,-0.0535388754797531
2019-11-26,0.4952255690885927,-0.1226073289992157,-93668.46425760211,0.3698128004897079,-0.116996734064326,0.764700854621526,,,,,,,,,,,,,-0.7198823318772647,,0.5537856923252931,0.6572911043864104,0.9267852958808571
2019-11-27,2.0105826538261447,2.39331240354673,680258.3486129364,1.90212963307712,2.114556661104009,1.2028246505597795,,,,,,,,,0.17425379172754263,,,,-1.549156747112617,,0.4867821157312259,0.41024613583810376,0.7841841430219282
2019-11-29,1.918560657152362,1.9556985438227024,12780.89503332437,2.402953524728666,2.3159055852622377,1.383895651338459,,,,,,,,,0.019172193862393022,,,,-2.441296283738177,,0.6382965911835771,0.7315530776205069,-0.09942814270430807
2019-12-02,2.8886372108205336,2.9782219158882963,209528.7734824016,2.5014387539041074,2.543432231810751,1.6181498450373155,,,,,,,,,0.030541612357918586,,,,-3.170240960694242,,0.9227105202508042,-0.5362981234724346,0.15808945707345173
