Date,NOW_Open,NOW_Adj Close,NOW_Volume,NOW_High,NOW_Low,NOW_MA_5,NOW_MA_20,NOW_MA_250,NOW_realVolatility20,NOW_realVolatility60,NOW_realVolatility250,NOW_avgVolume_20,NOW_avgVolume_60,NOW_avgVolume_250,NOW_log1DayRet,NOW_logMA5_20,NOW_logMA20_250,NOW_logMA5_250,NOW_log1DayRange,NOW_HL_20_realVol_20,NOW_HL_5_realVol_20,NOW_logD2,NOW_logD5
2019-12-03,27.70212586489848,26.500367179135026,-491133.37473507936,25.44165965981,31.69867664512526,20.18973013466654,,,,,,,,,-0.044350567561081494,,,,1.8337035516226203,,1.1129634718239227,2.1393097925253635,0.8269597929334545
2019-12-04,27.95499775158052,10.19548050905604,802633.5510811808,25.681950793294103,14.339003036370826,20.63733970187851,,,,,,,,,-1.008651459298074,,,,2.4285962078114967,,1.117185663785849,2.6138312794522567,0.8056039841295105
2019-12-05,12.81345896597307,41.28230052332208,1542424.0043492883,33.098696400522016,23.5351353698847,23.966335034776556,,,,,,,,,1.1699377491295802,,,,2.2579601504495996,,1.1661475500591512,2.6934057150971538,2.8121084690728804
2019-12-06,43.28451922128872,58.71806071564703,2744507.969261016,59.1628600030144,46.88567240771869,32.10858839758832,,,,,,,,,0.3049523104773797,,,,2.5077428733047937,,1.2323299835973862,3.882029260868678,3.7065048800375817
2019-12-09,45.01654050569957,28.974239285329304,-1344384.8490044568,34.28487278390912,41.71367489631888,33.1340896424979,,,,,,,,,-0.4406228543196267,,,,2.005364622637582,,0.28379333272489443,2.510254432909944,1.634619424917412
2019-12-10,29.19020129908199,44.93447918793282,-123320.90338666084,38.04644218583695,32.7962180189642,36.820912044257454,,,,,,,,,0.4313723296919452,,,,1.6582707741439326,,0.3455568880947451,2.6234781394869326,2.9142028617599016
2019-12-11,52.056709441181965,52.07119636332146,459426.4776764652,53.06765238215084,51.3524523810552,45.19605521511054,,,,,,,,,0.0002782524457979726,,,,0.5395296925331275,,0.7683555220298806,3.1397008806253757,3.734706085026346
2019-12-12,53.70416214218349,35.842471992595904,-290378.10980127635,44.77418714183324,47.58292569365085,44.10808950896531,,,,,,,,,-0.4043569470786146,,,,1.0327354686097139,,0.7786134580077301,2.207395697382078,1.6937475402839826
2019-12-13,36.82773521718963,51.09787129005849,339251.5012770635,45.88251651914592,43.58135005185565,42.5840516238476,,,,,,,,,0.3274916029280309,,,,0.8334161540645163,,0.6033749835562289,-0.027037158797589837,2.030801228390695
2019-12-16,50.63438975890418,36.67669088611274,-434518.5026422984,40.80501076151416,45.8974173903099,44.124541944004285,30.25632283141935,,14.027724164468424,,,77519.58656428703,,,-0.32248955738337265,0.3773109524713041,,,1.6277505339081695,0.7844238724737848,0.49309110055841526,-0.18125944881018102,2.041538667896524
2019-12-17,32.386736626311006,42.01277422717334,-653049.913825908,38.5283951796734,33.442295783009854,43.540200951852384,31.26728855557898,,14.114041018058465,,,57010.548125598594,,,0.26022474470493634,0.3311122141510245,,,1.6265112099988068,0.7640910767489478,0.48485481164775507,2.2066353856529397,1.0721673365534148
2019-12-18,42.77585532141714,19.28397207523659,1499625.774506406,32.66466393710073,28.326005027739427,36.98275609423541,30.397760219224228,,14.297877743534016,,,123368.7070896958,,,-0.7966995269404941,0.1960828238026257,,,1.4675652933001861,0.7327054481421204,0.3638993254868267,2.8560516594969734,3.490038936101894
2019-12-19,19.19057359077135,21.99983644237517,198997.15601378636,18.380525652634677,16.75651211384573,34.214228984191266,30.491481711009705,,14.232995490597,,,166028.95924347994,,,0.13661581923318442,0.11519425327064213,,,0.4849005783974378,0.7584334033975046,0.5200726180353833,2.996378953651245,2.62775336198929
2019-12-20,18.89511745423596,31.57147550511561,-311747.05910095293,24.52677746175772,23.340705065104885,30.30894982720269,31.253173119965293,,13.837814199959343,,,150112.07092666463,,,0.5133504861122503,-0.030677868130346734,,,0.17064734142147145,0.8088863792607767,0.6945997421831398,2.508582764608873,2.9717671802356076
2019-12-23,30.17467414955928,31.53026658476577,164566.69053175184,28.213832819427974,35.95330730641666,29.279664966933296,31.567688813820364,,13.76524321280734,,,157460.23175382003,,,0.04394496024104038,-0.07524084494384509,,,2.04633378955872,0.8199675560492485,0.7956744544860149,2.2544898522603942,1.638302163112476
2019-12-24,40.344239258969,33.90943611860689,-624817.402734512,36.65829210292756,40.59950420969844,27.65899734522001,32.05246011899909,,13.662980366947506,,,138401.79007808742,,,-0.1737552879938885,-0.14742286289338608,,,1.3714883173103622,0.8093264522795864,0.7658437038511375,0.8492790166681482,2.0922760889521936
2019-12-26,30.53107291165236,38.902786658509,-281042.22580214404,39.59881205513668,34.17801818913077,31.58276026187449,33.599727818274744,,12.492817930513246,,,78981.26968186672,,,0.24232093553039516,-0.06190655590271517,,,1.6902422744686982,0.779567665507338,0.7977757930122233,1.997759584490055,2.9764890335184733
2019-12-27,45.0972321339637,41.0607456800098,-427265.6474042613,39.32620058471582,43.24602643141552,35.39494210940141,34.42089890933364,,12.412207829050244,,,109129.95453350522,,,-0.09376830070633986,0.027905025322164573,,,1.366047225953148,0.7696712509503041,0.7053407634929885,1.967295495375973,2.9476396010564967
2019-12-30,37.39214272334789,29.16651888649721,-717218.521316367,33.79576414553435,34.464798003365814,34.913950785677734,34.97888515857909,,11.874683051219193,,,91403.74088222541,,,-0.24843915680401765,-0.0018581129441007922,,,-0.40192061052098155,0.8657085725342514,0.9458733569636494,2.2758578585949993,0.8775318653985305
2019-12-31,33.18491131014514,34.7700207818539,-401858.29363411904,33.19712135501891,35.7697693859875,35.56190162509536,35.52504954463271,,11.58335183978062,,,82534.91606544612,,,0.04666024970890405,0.0010368171136208991,,,0.9449357306928852,0.7691512389104643,0.8241164056813214,1.839076310201738,1.1754974618300804
2020-01-02,39.5161092593068,24.898559541964172,397342.3567460757,33.96559231376534,27.9905085639634,33.75972630976682,35.44495916277417,,11.654355105625124,,,126958.70263950387,,,-0.46189846603984214,-0.04871248442022997,,,1.7875981144225954,0.7677706345891372,0.8901138249711344,1.4511358077458338,2.198432356193467
2020-01-03,17.03166076439402,17.996828596152085,2144368.1413311213,14.04067591259195,1.9170885635117827,29.578534697295435,35.83502656712896,,10.868868875488573,,,194045.4321520009,,,0.05512154342135673,-0.19187689170437103,,,2.4951529227436877,0.7727183938945829,1.0809848828381459,2.81978190868679,3.040034193098598
2020-01-06,16.42330212213551,29.75134677705685,-1144075.487465114,30.812620213723875,31.892304679328333,27.316654916704845,35.25847887981571,,10.870539916717707,,,59720.457561280775,,,0.594173213316044,-0.2552094495491331,,,0.07666883697129595,0.7952358531763746,1.1910964669939348,1.5795532275276594,2.4256341413198075
2020-01-07,33.07641765153343,37.35129663283982,113807.44935113308,29.660637898941104,36.95629949524803,28.953610465973366,34.19014067567535,,9.39318089558057,,,-71814.56843421338,,,0.12154705590808354,-0.1662424080762375,,,1.987279869611223,0.7602266943510056,0.9533845596086776,2.9629232991098085,2.1022760566783263
2020-01-08,32.36853061910443,27.35065194678117,-586033.2228365126,28.10301124612056,34.39701061035947,27.46973669895882,34.108961308747936,,9.447489993508603,,,-33896.98712581617,,,-0.16844630785427891,-0.21647522972134164,,,1.8395966976315512,0.7523115784482542,0.916171468939317,0.8757582080680761,2.0040939909025943
2020-01-09,29.0751022704153,37.63505059707751,422547.7698042998,32.72091751388132,24.80869584236001,30.017034909981486,33.743989879205174,,9.14337166246252,,,-6603.55346626814,,,0.2580535970334122,-0.11703727296741984,,,2.0684086110565163,0.7699196344074554,0.9360819556636945,-1.259647739402391,2.5444711848217905
2020-01-10,34.01745985035711,27.77514393137289,-461056.668199926,30.145963919913072,32.42375318803883,31.97269797702565,32.529187257607745,,8.139084967479777,,,-52627.71076008769,,,-0.2027324002579235,-0.01725540536788334,,,0.8232053533384353,0.7586190224636509,0.8747025877062812,-0.8568621554073022,2.280167213096546
2020-01-13,26.471331071498756,17.533810607122632,494500.8557142279,25.7471724120785,20.9331486063885,29.529190743038804,31.61375418833408,,8.753262516936374,,,-13383.762484312485,,,-0.41193124937183856,-0.06821299420957652,,,1.5715332844442076,0.7594311058740661,0.5035365964931411,3.000781504204747,2.502872310659875
2020-01-14,11.86451230809024,36.32988893751247,581681.9737220618,27.85902298753996,19.00314693342133,29.324909203973334,30.87535507070678,,7.565430142980724,,,-1262.2388620625716,,,1.1190890035450993,-0.05152099681176721,,,2.1810811996126667,0.7760323374358756,0.5412650661993671,2.1464861004872637,0.02118176930068309
2020-01-15,36.16672047664844,26.81185130039177,-598925.3366272016,25.46106113877852,30.87283042107677,29.217149074695453,30.382113091420734,,7.4884814860232884,,,-9482.58056130773,,,-0.2992953696741198,-0.039098216133658985,,,1.688576078634535,0.7772499518164292,0.5354848773514131,2.227650392315745,-0.6184096347632757
2020-01-16,34.015314519218805,29.606469775296038,-18977.473154527837,35.39177107109839,37.14548734305856,27.611432910339158,29.761797868826868,,6.970249821677341,,,22221.041472261277,,,-0.1388179393041619,-0.07499569756615071,,,0.5617371202953121,0.7946161530317036,0.6618380536274346,1.9055968290394982,2.083007777816429
2020-01-17,31.854624883961264,41.12650570892475,291276.0156156316,38.32304400929286,38.33166565718858,30.281705265849535,30.853924550511277,,6.953303668072896,,,-38196.446472277436,,,0.2554702416341625,-0.01872021265821253,,,-4.753479041379901,1.5697112733325835,2.858190355990554,2.661283796346886,2.591618385453148
2020-01-21,31.47332342147189,7.586257216714557,1068578.3613336778,25.249715501882008,13.814133008155297,28.29219458776792,30.13324558922825,,8.495268372617652,,,5282.613793717139,,,-1.4228019620648449,-0.06304310987667174,,,2.4367297657249614,1.5964475813679737,2.9817286560741847,3.091960784226213,2.2973266305232487
2020-01-22,23.65003973579354,29.003801385396315,-787810.3196672627,22.57246422875949,26.68937000964468,26.826977077344687,30.004861883242278,,8.49179046625411,,,-18520.54923459835,,,0.20406210855405738,-0.11195144271519074,,,1.415101857144594,1.5826094812171376,2.88698744811532,2.495080084755591,1.9914416151610177
2020-01-23,16.56987732865366,33.56301939613138,-350119.93190108496,26.766404778332173,23.250189825107043,28.177210696492608,30.106499523810562,,8.52311600517586,,,-44254.88035624019,,,0.7058384194476728,-0.06622755956882401,,,1.2573851136837773,1.56912456929778,2.840067874326661,3.2572023760476663,1.9097155411334863
2020-01-24,43.32260182612981,35.48573159565808,124630.24120972073,35.32316574469263,38.13868429496483,29.353063060565017,30.18531429766312,,8.567306884722374,,,-6782.498159028555,,,-0.19954379214663145,-0.027958620522660533,,,1.0351464543153037,1.5680935737468904,2.8636236648972133,1.869018337963117,1.7714312132748808
2020-01-27,33.58239367639408,33.60692021976814,-149531.71642434062,35.51175177095638,40.27721022637195,27.849145962733694,29.920520975726085,,8.363098615315787,,,-206.97269013838377,,,0.0007300727761968606,-0.07174226495289951,,,1.5613937455767375,1.5658193581341375,0.537336756436355,-3.1258221974195766,2.0175110153197324
2020-01-28,33.585605505202125,31.55189319173678,-305034.4380716942,28.832418088061672,32.197728489673864,32.64227315773814,29.44507835131243,,7.95686663270851,,,5904.587776489969,,,-0.06246397432897729,0.10308139365322236,,,1.2135202030065584,1.564811667372246,0.2005968552828867,1.3696156423365382,3.1766209699194907
2020-01-29,35.32788790581645,29.14486335866036,825487.9610063646,32.6182475587342,33.51230260412967,32.67048555239095,29.443995574920585,,7.956908007715757,,,83039.91189262655,,,-0.19239399453593287,0.1039820839262098,,,-0.1119879336733692,1.551554745064513,0.6450497158965148,1.4956098393419148,-1.9585559584721846
2020-01-30,22.495050876887035,31.93775037536153,-355694.7901589381,25.720656208891285,24.845880799552447,32.345431748236976,29.302382054595967,,7.881979769131044,,,85348.08706638559,,,0.35049338348668996,0.09880398611862513,,,-0.13378810061252688,1.5759326598640135,0.7860861649334865,-0.9522879685901738,0.4856733533225902
2020-01-31,37.82047957850728,28.197818589712146,16360.049907849403,33.89938143171213,32.71067807430899,30.887849147047792,29.46734500698336,,7.81923622852075,,,66298.97172447428,,,-0.29360612372545314,0.04708017377129649,,,0.1728630974331458,1.5775197024481415,0.7922660572624539,-0.05440891241693299,1.986217223270874
2020-02-03,24.28397786918725,20.41188765620427,-207861.18849883185,26.122462624482296,21.59161194696065,28.248842634335016,29.588097959985976,,7.649580601982352,,,-51312.49476702338,,,-0.17369932655937784,-0.046319696464238544,,,1.510909709397443,1.5423749516373673,0.7761593235826931,2.4445934424071267,2.579840437823699
2020-02-04,18.936623725342827,32.876000234366245,-244232.04957337468,23.92649960763754,21.840453025034837,28.51366404286091,29.744330632851444,,7.6849170887780165,,,-6320.322872436412,,,0.5516451051451304,-0.0422551343881665,,,0.7352706873947791,1.530404058137573,0.6962713276473521,1.5429094969622439,0.2807383021542508
2020-02-05,33.314277171152014,27.59167649689698,585086.1700782409,26.86886225559124,29.419691158105596,28.203026670508233,29.256349626054305,,7.483689427191936,,,17243.613163918977,,,-0.18847189793996985,-0.03666733042559259,,,0.9364183661593931,1.5109420290325852,0.6465862343131002,1.971269973253394,0.4403088600212751
2020-02-06,28.872918065406,22.17351651544078,-360134.5309330014,26.7664712778722,21.667301018010505,26.250179898524085,28.99749285448728,,7.6409604179845205,,,28538.547759094537,,,-0.26400543761920786,-0.0995365306643735,,,1.6290778323493862,1.5047760748880665,0.5947687648977533,2.370475837795486,2.278726103485259
2020-02-07,21.56874971237488,35.148117849617904,255995.2525571715,29.79708443139572,32.48402455772799,27.640239750505238,28.873146217114304,,7.512147315215689,,,20210.921896738124,,,0.48832557605280563,-0.04363929360465023,,,0.9884030466654297,1.4794253604676664,0.3882656584263778,2.0224003588281887,1.9387847176289355
2020-02-10,34.95593911298948,42.08014279343968,151737.59564940748,39.55057127879269,38.168594532136126,31.973890777952317,29.588396160217645,,8.0629180049942,,,50850.6350892048,,,0.18548757585872325,0.07753739371721968,,,0.32351489934036326,1.4838647302253534,0.47371592888623215,2.991052655099226,3.075848292566435
2020-02-11,46.1642459705788,32.46489049614661,-297950.6008619475,40.54053906305495,41.6958908883737,31.89166883030839,30.334950154668842,,7.563821847330944,,,11228.062260396026,,,-0.3520463887613179,0.05004429225661695,,,0.14440490825492847,1.479673772906473,0.5912325033287822,0.9870203063816311,-0.8888950971573663
2020-02-12,35.041360482116204,33.89753497256038,282056.55846096296,35.352734290257104,34.89145200146976,33.15284052544107,30.213332456421238,,7.481463127761858,,,-3753.2085026589193,,,-0.033186794790042703,0.09284510097527893,,,-0.7737450832864895,1.4756824081882918,0.9064051194647347,2.102010904315768,1.8414791180647139
2020-02-13,30.607716290208828,27.25033509638837,-329585.5386940553,29.65497140557392,31.908168091004317,34.16820424163059,30.235256646221064,,7.471606555937778,9.970430022420107,,9713.781393998399,25916.92913232589,,-0.11618632536762583,0.12228682902098878,,,0.8123499569874535,1.4542604563764574,0.6917527329983274,1.6514538306972537,1.624684801812439
2020-02-14,31.23990495234125,42.16199627060939,76721.22253617679,35.98326459466915,35.89561964554798,35.57097992582889,30.863032970986733,,7.929435066052431,10.022810722015286,,14498.71617853363,31243.43525879783,,0.29982297051609924,0.14197101107099339,,,-2.434461294818148,1.5998189035544297,1.2813393825375516,2.11196455044931,1.9478908178054921
2020-02-18,41.80736475023917,36.56698283910208,-86623.36472327728,36.96073013119877,33.08277669615836,34.468347934961365,30.6350568274956,,7.680459066199139,10.021721008579613,,-4396.252838411814,26925.335926335516,,-0.13392678916658285,0.11789645059898869,,,1.3553075492807087,1.0547824942935466,1.4901587358791557,2.2318028797374163,1.7071379532148712
2020-02-19,34.22793544280165,30.65195037669764,40802.914954459295,30.843420735500388,35.79427221597234,34.10575991107157,31.788341485494755,,5.443254588214231,9.926414590162368,,-55785.02515737274,38508.849293274776,,-0.11034584227940607,0.07036667976191595,,,1.5995595780444594,0.9974406751276615,1.6969197465860906,2.443220210033553,0.5949499027931581
2020-02-20,31.677425549965733,10.144429511213843,159496.7942134079,31.194065951574142,13.138313883054764,29.355138818802267,30.845372891785633,,7.276034404077683,10.109901448376922,,-8419.669463339204,41057.284076242344,,-1.1386795612348353,-0.04951913333072371,,,2.893464308169264,1.1051639300402072,1.98632273846084,3.274217938174974,3.1677132782000172
2020-02-21,6.571929488364958,31.65177644278424,248991.0422145408,16.8474062042514,13.460841764712711,30.23542708808144,30.749810744118275,,7.250970526764945,10.085053829433795,,21535.879242442083,44913.74354667395,,1.571986803730172,-0.01686952032665436,,,1.2198159678510603,1.1042621984790673,1.992983222484619,-0.00017394904165927709,1.481932066008353
2020-02-24,41.50469854595013,38.537469844167504,489603.6805095519,35.602379030696056,44.47724237110083,29.51052180279306,30.902397656543748,,7.386716137592158,10.095841554039945,,39784.551207433644,57134.61437549749,,-0.07417562809691587,-0.04608690392152662,,,2.183222936978674,1.1496556271415617,0.6900050457621227,3.346144056436556,1.287723638790814
2020-02-25,25.927629124680838,23.22773737603859,-376345.4124895538,23.228847488406476,22.565360484160465,26.842672710180363,30.383438514357266,,7.549512103269772,9.688163135421865,,28443.866404172983,35739.38779863377,,-0.10996202059723653,-0.12390478773891961,,,-0.41024601206935024,1.1645793839322922,1.2395514466009632,2.1310894123738233,2.5907104768985447
2020-02-26,27.36142904621136,34.49656280826201,-442589.6962346602,31.2678660028094,32.91573643908407,27.611595196493237,30.530671995183525,,7.602030470166346,9.656781440178229,,21566.103496024683,45533.54860200662,,0.23172536771648997,-0.10049601716923708,,,0.49948380963129424,1.1587024310237188,1.3123259223925914,1.3964691806115914,1.346672799844471
2020-02-27,36.83536154671543,58.40052428198175,1818666.2077397965,60.47337680084485,42.883316584309966,37.26281415064682,31.9934550413496,,9.814168045887016,10.100438620178128,,71225.01583269627,81889.55620251606,,0.46086657183467283,0.1524645377911562,,,2.8673339820827133,1.243079776042691,1.30430765232622,3.5602726843457257,3.8765221363003377
2020-02-28,54.39830411260834,31.688566914618438,-661693.5749712873,37.08939231442986,45.15284063842279,37.270172245013654,31.98099586831244,,9.814400652975625,10.041888981237104,,55925.07659207882,74602.69324130351,,-0.5403770283014602,0.15305148775789443,,,2.0873412967855334,1.2538750223108879,1.352455833092409,1.0324710237848513,-3.3025163848811476
2020-03-02,34.798099383084946,38.12912834974759,-842062.0958335502,32.98634551137212,38.36110680927448,37.18850394612967,32.47756135631421,,9.864029016625883,10.040875473460927,,13003.969305008835,68753.88122299565,,0.09141574378840843,0.13545024873169215,,,1.6817141633350028,1.2521354731049266,1.3017040652623824,3.0092108250011362,-0.8956514585366582
2020-03-03,36.04745410585883,24.60139074314668,60248.641744422726,37.848722310298285,30.230275392020644,37.463234619551294,32.687036510661336,,9.636166209869364,9.664566561091345,,26409.460817171563,56380.79940071635,,-0.3820332644258898,0.1363814795962252,,,2.0305725324261523,1.2687418085776323,0.8623693529461983,1.9582869779178782,0.31747388184705766
2020-03-04,13.719538564557354,23.144633976443515,-362320.57525034295,17.11284723065097,17.65906804139911,35.19284885318759,32.2004681977652,,9.868997308515434,9.675336501657045,,20505.03453332315,24635.056407389162,,0.5229419705785238,0.08886191163693641,,,-0.6047319697014228,1.3188737668980688,1.3129904241258281,2.7070159580107624,2.429387670618437
2020-03-05,32.92899910781642,35.13172398063978,-215302.84541680373,30.91195299769896,35.82186977184767,30.5390887929192,32.57747057195233,,9.827602731067444,9.04669399581702,,-19514.416241429084,-24695.12383724117,,0.06475083800040139,-0.06461349987898,,,1.5912569913875603,1.3265870663640178,1.1175649922011153,2.354259972130719,3.147113420391782
2020-03-06,34.97588804505665,32.80170529536872,-103151.5225561118,35.92965496987284,36.47837357226683,30.761716469069256,33.10888001094874,,9.517888517274624,9.038430068956844,,-6665.265822584601,-4007.901729768755,,-0.0641784063303412,-0.07353057961331556,,,-0.6001695328237837,1.3627107942905083,1.3085886310295058,2.2676904261625643,0.10718339587693429
2020-03-09,39.56779724608009,42.033648641784055,1120049.6408402503,36.46971455058974,39.92733137234421,31.54262052747655,33.45315655055704,,9.71796034522212,8.976003231573749,,36537.45359156934,16714.940674013098,,0.060454869088518964,-0.05880648443082863,,,1.2405795719120714,1.365002257890545,1.2494792075874843,1.931800309105411,1.3621349311967192
2020-03-10,25.034531628560785,21.76343970782625,1413172.6067525651,25.649932544623084,18.81557681061099,30.975030320412465,32.437321396276374,,9.82992873339742,8.67647763967309,,99609.20414672722,32610.709491948095,,-0.14002465263803424,-0.04612824844117238,,,1.9219622058958807,1.3771178059115554,1.2218884021475096,2.401367925929372,1.0430823253544912
2020-03-11,32.75028822883621,34.96227560871023,-567422.952430496,29.166575933191893,32.52842795832305,33.338558646865806,32.56219065190455,,9.846146096902368,8.66978406143411,,86135.5865682998,27993.29544812777,,0.06535787752825742,0.023562825105474416,,,1.2124920200770195,1.364260264741158,0.9793319287753821,1.9560546665797374,2.4695934685735974
2020-03-12,37.710174284304,32.60358830397337,10977.75241481536,34.7984669624654,33.00428379132518,32.83293151153252,32.4974933184752,,9.841159860721385,8.28140578118365,,72581.64626599241,22522.066300423634,,-0.1455075799701468,0.010269063508787828,,,0.5845498605093901,1.302758528346482,0.9492256051375193,2.3832567040491974,0.9274821444118598
2020-03-13,27.5008991538316,29.618688668697985,-597008.2207795779,29.63685503201833,33.771776525023824,32.19632818619838,32.61591099709069,,9.788808089781849,8.252303574824458,,59210.51216171628,19813.904331468977,,0.07418683539886849,-0.012947822138174392,,,1.4194683423233494,1.3031058252501027,0.4799065853360858,1.6758971390876116,1.1578293718712125
2020-03-16,32.01766160820972,27.542532554469062,-379911.4787172414,28.526672359473597,33.19287524617778,29.29810496873538,31.88493781128367,,9.582109155137376,8.137966939889276,,36378.87709904538,24366.211583280085,,-0.1505562275979804,-0.08461089226225872,,,1.5403456545879557,1.001067600741788,0.492952094862496,1.62157510768289,2.673535778025764
2020-03-17,28.663209674024813,23.147034864994453,1000504.9860248144,27.562592082251623,21.684390023685808,29.57482400016902,31.213940412578285,,9.706059294214228,8.059925356932215,,90735.29463644997,16047.531775253561,,-0.21374771880364213,-0.05394134424152711,,,1.7712509427998855,1.0062417332966704,0.4509669388005255,1.8674316869323249,0.32468529790721823
2020-03-18,23.425874431435147,26.813866018619592,680145.2970405866,27.98555903425938,24.35175088424097,27.94514208215089,31.02203619467438,,9.755571770257353,7.99350304329935,,122702.41374075634,24066.667459033564,,0.13507798606072646,-0.10445441988562579,,,1.2902811755199504,1.004360403740307,0.4482847130165664,-0.3165390784433259,2.0978227658898643
2020-03-19,24.672003088745495,34.45374089265863,713784.2907583974,28.02876033152711,24.37842854423729,28.315172599887944,32.23750176374662,,8.443644249534021,8.005761671060059,,150416.7885680058,41158.85662335608,,0.3339484580377439,-0.12973263066626492,,,1.294818064090536,0.9337618516196314,0.20063192920997136,2.4253960034698316,0.6152681160593265
2020-03-20,29.96213967410665,13.51548267454234,-584177.0930348751,23.95767706341269,21.946606006260996,25.094531401056816,31.330687075334527,,9.426536181059367,8.318361320811562,,108758.38180553501,28679.793563912284,,-0.7960986807144338,-0.22194808506062297,,,0.6986674444038153,0.9416245397142279,0.3999208684571294,2.5876424747626356,2.7790183822384353
2020-03-23,19.19586366871829,27.034108594217912,-138269.23881069687,22.4188795904343,28.641066879553705,24.992846609006584,30.755519012837045,,9.31393581187976,8.321161679099804,,77364.73583952259,36788.92962930921,,0.34240452809966504,-0.20747980995631238,,,1.8281214991345027,0.925619082674373,0.4564407961061849,2.004129500485166,-0.6764396120378849
2020-03-24,26.187137631570863,37.11192276016749,42029.59428529465,33.00821644527207,30.637350190835548,27.785824188041193,31.44972828204349,,9.240461505583454,8.294095512704644,,98283.486178265,42173.45996409985,,0.34866992605557173,-0.12386437407944231,,,0.8632553965662534,0.8499241449379396,0.44053531768820536,3.161095856824047,2.6365461718083876
2020-03-25,36.29325897041656,28.798840229266943,-406275.46259346977,32.506870715367086,36.13632349250372,28.182819030170663,31.16484215309374,,9.22940738416885,8.181895773926506,,100099.19786032452,42523.29637761305,,-0.23129690421757423,-0.10057806734650755,,,1.2890818868127203,0.8308166394598296,0.44047081196121884,0.5679986306939108,0.6856059219375521
2020-03-26,29.751647876361915,35.41881600254288,546448.246216302,32.46117959033944,34.39721769501915,28.375834052147514,30.01575673912179,,6.760423605966082,8.205955701152067,,36488.29978414981,63584.40916982419,,0.1743586831659435,-0.05618459913950916,,,0.6606436708299657,0.7548246116956281,0.4926783818342051,0.5265651594172545,-0.03554934659511922
2020-03-27,33.926359313274304,26.968091845822187,553789.6589763737,29.784664730216942,30.107892413483967,31.066355886403482,29.77973298568198,,6.781317378941766,8.198706226386083,,97262.46148153285,79511.87504666575,,-0.22953788944661535,0.042297368330810346,,,-1.129398302330539,0.8850495970608725,1.117424223658335,0.6047248359570172,2.599173077663866
2020-03-30,27.37801859572579,27.809329556426174,39879.32561370451,28.73623079918343,26.708044920514624,31.221400078845136,29.26374304601591,,6.49932877852793,8.174452135323842,,141359.53255389558,73554.15786112622,,0.015631109557323115,0.06475444859552562,,,0.7071417376770959,0.8739948946435283,0.9321841813083511,2.0293956855119086,-0.25460717773885244
2020-03-31,25.73964248108632,44.2097150527718,885236.0746206259,39.83393988781745,29.13065836896419,32.640958537366,30.244159261497167,,7.200162454218853,8.200604452455373,,182608.90419770573,52568.62341595129,,0.5409122500578945,0.07626481304880711,,,2.3705503784549116,0.8984570544105376,1.2702726307716752,2.8473264143387413,1.9597837909903235
