Date,SIX_Open,SIX_Adj Close,SIX_Volume,SIX_High,SIX_Low,SIX_MA_5,SIX_MA_20,SIX_MA_250,SIX_realVolatility20,SIX_realVolatility60,SIX_realVolatility250,SIX_avgVolume_20,SIX_avgVolume_60,SIX_avgVolume_250,SIX_log1DayRet,SIX_logMA5_20,SIX_logMA20_250,SIX_logMA5_250,SIX_log1DayRange,SIX_HL_20_realVol_20,SIX_HL_5_realVol_20,SIX_logD2,SIX_logD5
2019-11-18,0.9829972456341628,-0.5114363131844541,-1585836.1402700548,-0.1218147247114824,-0.563355209506053,,,,,,,,,,,,,,-0.8174855648532053,,,,
2019-11-19,0.2602525472991814,0.7352254297773477,419311.3695230009,0.1807670522504079,0.7846928032236811,,,,,,,,,,1.0385246640275843,,,,-0.5043040174558895,,,,
2019-11-20,-1.1030476502893922,0.6464321064950251,1204158.7787974696,-0.2504167899897691,-0.2848752964703962,,,,,,,,,,,,,,-3.36799938948824,,,0.14658074547494854,
2019-11-21,0.7177869758053426,-0.463151899300291,-405352.4904389656,-0.1217766048033084,0.1942859127978913,,,,,,,,,,,,,,-1.1518152444529521,,,0.18096841594303062,
2019-11-22,0.7093253931706727,0.611405664765833,1787233.4468519506,0.6215624927865129,1.045480161046802,0.20369499771069216,,,,,,,,,-0.1485536932417368,,,,-0.858216021236684,,1.156689233533819,-3.351652024745645,
2019-11-25,-0.8100678773386267,0.4195754713329691,1429249.733390084,0.6987542380069023,-0.3476146994913485,0.3898973546141768,,,,,,,,,,,,,0.0453260161676576,,1.3085178602799448,-0.12473887958207813,-0.07148334387172926
2019-11-26,0.1659453922384983,-0.4179756544965993,-2165287.791931108,-0.671150000125829,-0.0004315144633579,0.15925713775938738,,,,,,,,,,,,,-0.3994057745111148,,1.3225727244606633,0.028957960862249263,0.14254162701228465
2019-11-27,0.2244155186984091,0.2123137822710106,-342693.39293646254,-0.3794166317351628,0.3450680529339234,0.07243347291458449,,,,,,,,,-0.05543404221927371,,,,-0.3222946566179394,,0.47045490389452843,-1.5737730857757328,-0.8344381455794354
2019-11-29,0.3691270440030951,1.0387808462820676,-248806.30351268267,1.2705108458634875,0.727978137448881,0.3728200220310562,,,,,,,,,1.0346621638304438,,,,-0.6115069033765212,,0.3371876109592251,0.37621238955291336,0.4067527757631163
2019-12-02,1.0023681978507533,0.5315587397964769,-1305117.245019547,0.1316430808047304,0.6422155788453843,0.356850637037185,,,,,,,,,-0.6343069683756484,,,,-0.6722226376687384,,0.2841107750243726,-1.1417965789460942,-2.527643915152115
2019-12-03,0.7049388585532501,2.1687972843497363,3115666.851450947,2.5027186403352566,1.1694410464606495,0.7066949996405384,,,,,,,,,1.1238169724444915,,,,0.28764026698389983,,0.3813788847090554,0.12223217958098186,0.5591710107605852
2019-12-04,3.65660565740802,2.5768363497353466,742903.0035176137,2.38863319729891,2.4112386858055768,1.3056574004869277,,,,,,,,,-0.34997287561168616,,,,-3.7895625479109376,,1.5933451913542824,0.715533530862843,1.0968814597248295
2019-12-05,2.6500892201548165,3.884520581452213,1854806.2373078812,3.414366250200125,3.7091576711677607,2.040098760323168,,,,,,,,,0.3824062663329715,,,,-1.2214872202856686,,1.5446870500127592,0.5398347392890085,1.3007927890322575
2019-12-06,3.4738249021295147,1.401435896657592,1861999.9606254268,2.71717314313711,1.2229661084610868,2.112629770398273,,,,,,,,,-0.9077589126868942,,,,0.4015956545367179,,1.7000466552410303,0.16160890066320502,-1.014303170961884
2019-12-09,0.1998195404456133,1.691768006850598,-451657.8831844125,0.8616796168412897,1.0639133558614162,2.344671623809097,,,,,,,,,2.1361147575146244,,,,-1.5983311266707454,,1.7060092625906111,0.7851576379914601,0.1486003914805381
2019-12-10,0.7711871587784671,2.006937117994452,-5459.507846681401,1.5321144318985631,1.2590457671422914,2.31229959053804,,,,,,,,,0.9564339247662524,,,,-1.2980319961690996,,1.498848339526821,-0.5016986989194138,-1.821022487142441
2019-12-11,3.151599974751747,-0.0213559733255355,70335.0807100553,1.9687635611338516,1.2064649711610524,1.7926611259258638,,,,,,,,,,,,,-0.2714169496907882,,0.8345989597194075,0.5383185927744126,0.9548159428606672
2019-12-12,-0.0765283287283224,0.792075060631042,-1390995.6204828806,0.1034035658468557,1.215540635746919,1.1741720217616298,,,,,,,,,,,,,0.10628345253058923,,0.8761816630917372,0.19463053731291866,1.1289622085799942
2019-12-13,0.8427613546099657,0.8591681840916596,491707.5593921375,1.037882682662822,1.2726027859445423,1.0657184792484433,,,,,,,,,0.019280866073248783,,,,-1.4493615245665998,,0.7673971226226282,-0.12723791540043672,-0.6119954648645518
2019-12-16,1.1973867175967,3.1063796487290904,165043.55100008426,2.3031493392679145,1.4509556543497464,1.3486408076241418,1.063464516545279,,1.1975721652377094,,,262060.4598471928,,,0.95331650126925,0.23756528579922495,,,-0.15994144827214607,1.0854900754272354,0.70853157949911,0.839109248500779,0.34685503538830015
2019-12-17,2.3482870242901512,1.1361704167794515,-1875490.2159940335,1.29814006596947,2.069307595261357,1.1744874673811416,1.1458448530434742,,1.1387584618832851,,,247577.75606099385,,,-0.7260228127079692,0.024689626621358776,,,-0.25984964070616917,1.0943766690788577,0.6022979471084592,-1.283729712582546,-0.13838118965582452
2019-12-18,1.536736589639787,-0.1534006521088304,-660718.9340237388,1.1168415381772403,0.3774909420813248,1.1480785316244826,1.1014135489491654,,1.1724601578222194,,,193576.24088365684,,,,0.04149530355554807,,,-0.3019830509197581,1.098713022697631,0.6007326642199804,1.181659800726642,-2.024614938034698
