Date,MT_Open,MT_Adj Close,MT_Volume,MT_High,MT_Low,MT_MA_5,MT_MA_20,MT_MA_250,MT_realVolatility20,MT_realVolatility60,MT_realVolatility250,MT_avgVolume_20,MT_avgVolume_60,MT_avgVolume_250,MT_log1DayRet,MT_logMA5_20,MT_logMA20_250,MT_logMA5_250,MT_log1DayRange,MT_HL_20_realVol_20,MT_HL_5_realVol_20,MT_logD2,MT_logD5
2019-11-18,0.6833846006899282,0.4299541306392953,-1520438.2437587064,0.5074412537914856,0.5071338385801001,,,,,,,,,,-0.46337927598419987,,,,-8.087311244071211,,,,
2019-11-19,0.4016874046267311,0.3718785908844833,-777895.6181016878,0.4831543275345824,0.49306084007838,,,,,,,,,,-0.07710675328673988,,,,-4.61456290541185,,,,
2019-11-20,-0.3822234357743186,-0.4704522660731429,915313.8211463856,-0.5471513149514031,-0.3840970224809226,,,,,,,,,,0.20768915224440915,,,,-1.813672050994098,,,-0.1049090656739977,
2019-11-21,-0.2108448558082969,-0.2070406348199807,31586.005509625425,-0.2790412304115044,-0.2289388774241842,,,,,,,,,,-0.01820750501682959,,,,-2.9936873061794027,,,-0.5465923176964164,
2019-11-22,0.3872984564929904,0.5613629753282341,-51601.58823455079,0.4350927523507106,0.3881694597897125,0.1371405591917778,,,,,,,,,0.3711721099322309,,,,-3.059241083724622,,2.4339726054096125,0.031319621381821795,
2019-11-25,0.0751821711805948,0.0606624063260143,-1075668.6684729669,0.2324922397459756,0.2026768083621366,0.06328221432912162,,,,,,,,,-0.21458994693478678,,,,-3.512729187826882,,1.0103295848874827,-1.3178769682439477,-0.9961683664911957
2019-11-26,-0.0671155276796371,-0.1297386783212575,-140389.47397405747,-0.1910759259586711,-0.0853263631239755,-0.037041239512026536,,,,,,,,,0.6591068323700516,,,,-2.2466815950151635,,0.6825932475818948,-0.36946835510876,-0.6899178620149544
2019-11-27,0.2753437400885392,0.4481110424558849,-622759.6820103712,0.3708960591512031,0.290467724018745,0.14667142219377902,,,,,,,,,0.48702078325654,,,,-2.5203887378644083,,0.49368657819366635,-0.9481719908974325,-0.08494445070439137
2019-11-29,0.5917889880506912,0.6162124883943338,1460117.478892852,0.852497873791175,0.6933954251347627,0.31132204683664194,,,,,,,,,0.04044172050357107,,,,-1.8382069530817065,,0.6612855091894365,-0.29309514108775403,-0.19449156397116574
2019-12-02,0.629726281731692,0.438161338006334,-1043552.88200786,0.3395796427070161,0.4146927300834626,0.2866817193722619,,,,,,,,,-0.36269805736860616,,,,-2.588760469396648,,0.6179612178224375,-4.610212431815519,-2.0939329380205405
