Date,FIS_Open,FIS_Adj Close,FIS_Volume,FIS_High,FIS_Low,FIS_MA_5,FIS_MA_20,FIS_MA_250,FIS_realVolatility20,FIS_realVolatility60,FIS_realVolatility250,FIS_avgVolume_20,FIS_avgVolume_60,FIS_avgVolume_250,FIS_log1DayRet,FIS_logMA5_20,FIS_logMA20_250,FIS_logMA5_250,FIS_log1DayRange,FIS_HL_20_realVol_20,FIS_HL_5_realVol_20,FIS_logD2,FIS_logD5
2019-11-18,5.976132589520816,5.648696377209646,56034.2821615967,3.948736598052477,5.019087601039075,,,,,,,,,,-0.056348845747113435,,,,0.06798663485479152,,,,
2019-11-19,5.34664222068011,6.232770430433206,1600949.621869063,5.798770105631334,3.763589129816325,,,,,,,,,,0.1533521842687619,,,,0.7105847465448047,,,,
2019-11-20,4.283835887299631,2.790132438470451,-634858.5278688483,2.3764441680416724,4.752348055063109,,,,,,,,,,-0.42875977987250474,,,,0.8653779490919065,,,1.05031937940568,
2019-11-21,6.341386590014409,7.045604950555642,510175.1401606421,6.133052551276464,7.503802614174134,,,,,,,,,,0.10530656156760715,,,,0.31535808118760816,,,-0.20722773243669484,
2019-11-22,9.611829417269902,10.724930472832838,-847764.8140454185,10.88533294870652,10.966728117633096,6.488426933900357,,,,,,,,,0.1095764112075952,,,,-2.50843935753127,,1.377483340217467,2.0712579011481367,
2019-11-25,7.981621102701041,3.3428345832654287,98445.46628330136,6.042605862020196,6.555899728117836,6.027254575111513,,,,,,,,,-0.8703224118425495,,,,-0.6669067594236907,,1.3928880803499941,1.309081287394575,0.8354544868089155
2019-11-26,1.735936731449755,0.4257938055477694,-579694.0197332315,1.3262843300060752,1.671485269690976,4.8658592501344256,,,,,,,,,-1.405347244982808,,,,-1.0636285976302744,,1.3082529738148783,2.332060073012418,1.7590600610478067
2019-11-27,4.63047259731799,7.822971816831753,-881009.6622674374,6.986196353908099,7.217161027642888,5.872427125806686,,,,,,,,,0.5244055743488971,,,,-1.4654905077099802,,1.0376603998617306,1.4996536784502117,1.615984313587633
2019-11-29,8.089774754281834,4.92228521112078,-1319603.1744307207,6.3573074664925,7.205569375560927,5.447763177919714,,,,,,,,,-0.49682799172131165,,,,-0.16456583584260936,,0.887972080094751,1.5032974050113292,0.752980778745482
2019-12-02,6.078695282321746,9.544932966995065,1089822.718543274,8.524903774271507,7.502155538249809,5.211763676752159,,,,,,,,,0.4512203530867705,,,,0.02249335308542709,,0.6169968795230967,0.543463844870267,0.16551232477853753
2019-12-03,10.394149327992949,9.301491404495778,-253999.78647318576,9.15784005748337,9.447335997748056,6.403495040998228,,,,,,,,,-0.11106832985565841,,,,-1.2396140053327467,,0.6678919993982438,1.4768674735741483,1.7848450901132455
2019-12-04,11.38472223747408,9.328692711774394,899077.3463054644,11.36486231291785,9.09092030480636,8.184074822243554,,,,,,,,,-0.1991774135778647,,,,0.8215148928534184,,0.9442084653006981,-1.5313651967488702,2.18637694350366
2019-12-05,12.682771199037433,12.976067820614034,1718948.6263416782,15.118306495512911,15.13202100128524,9.21469402300001,,,,,,,,,0.02286225002810004,,,,-4.289301190799349,,1.9958547612206714,1.3014378651015472,1.6395976998308506
2019-12-06,10.37965403505268,7.95693276846454,-1235836.6014513252,7.942833817378528,9.554915046722217,9.821623534468761,,,,,,,,,-0.26580395222342384,,,,0.47752603322660003,,2.0795288248808252,0.3160945455618806,1.1100952916871727
2019-12-09,5.239128505862496,5.827036978857919,-1186270.7798651154,5.839705099093152,6.979454852653305,9.078044336841334,,,,,,,,,0.10635346543779385,,,,0.13080872388866877,,2.0913099167205886,1.9669768009111084,1.313157913689312
2019-12-10,6.5485037890440765,6.193223400991073,-543396.0250978791,5.653919193789434,6.977989249943718,8.456390736140392,,,,,,,,,-0.05578089994870787,,,,0.2807103686182348,,2.1252617817356216,0.5674191863424615,1.134065659001659
