Date,CL_Open,CL_Adj Close,CL_Volume,CL_High,CL_Low,CL_MA_5,CL_MA_20,CL_MA_250,CL_realVolatility20,CL_realVolatility60,CL_realVolatility250,CL_avgVolume_20,CL_avgVolume_60,CL_avgVolume_250,CL_log1DayRet,CL_logMA5_20,CL_logMA20_250,CL_logMA5_250,CL_log1DayRange,CL_HL_20_realVol_20,CL_HL_5_realVol_20,CL_logD2,CL_logD5
2019-11-18,3.949960985848733,3.701062392618155,-915859.5306193248,3.434060120449331,4.429182023529577,,,,,,,,,,-0.06508579028854186,,,,-0.0048900336694356625,,,,
2019-11-19,5.954117223532229,7.13054822436029,996474.666886121,7.61118530612584,5.888691088296667,,,,,,,,,,0.18030517068443758,,,,0.5437733670519568,,,,
2019-11-20,5.973523314064224,5.045214846496144,-1219032.0409480212,4.894249930305584,6.203685192597717,,,,,,,,,,-0.1688966842589543,,,,0.26959594677690246,,,0.2957636686128599,
2019-11-21,5.998476100040868,4.994011719353189,-384762.3569885995,5.266545340980578,5.477437777754503,,,,,,,,,,-0.18326591510081577,,,,-1.556407053809847,,,0.7591860623154859,
2019-11-22,5.213826250743175,5.6695078919753925,-111774.53586809104,5.4070182014365145,4.968273170803144,5.308069014960634,,,,,,,,,0.08378833107949163,,,,-0.8238368304579515,,0.8624697977154483,-0.4711353966861628,
2019-11-25,5.293079255914712,3.8968292385576646,-724393.6530924789,4.676316845445619,5.501505244357631,5.347222384148536,,,,,,,,,-0.30623695978192755,,,,-0.19214355640057124,,0.8496428193302571,0.0927455127605461,-1.6308308893746555
2019-11-26,3.62842248170616,2.831016760447099,-460204.2144407586,3.168457758220825,3.2277066533307845,4.487316091365898,,,,,,,,,-0.24816204933825636,,,,-2.8260081470739413,,1.2182072952752905,1.0432726192722723,1.4585060548820863
2019-11-27,3.920779244616554,4.104305739673059,13213.345188143196,3.8824032194592704,4.324820613599613,4.2991342700012805,,,,,,,,,0.04574618212579762,,,,-0.8155015118698465,,1.0083266480797444,-1.572737193361036,-0.06090873617356889
2019-11-29,4.010670700859201,3.998369204593672,442492.698925246,3.910639769846412,4.443070527596291,4.100005767049377,,,,,,,,,-0.003071905268157203,,,,-0.6303024222480959,,1.0212886882675798,0.15473831640355148,-0.004367006749250237
2019-12-02,3.842651049755069,4.133947220870667,-321609.7941077193,4.344334942460861,4.274617211287492,3.792893632828432,,,,,,,,,0.07307018815402042,,,,-2.663300600836731,,1.2267007424103193,-3.5185805068741183,0.4288955723973597
2019-12-03,5.198816340098091,3.703407641990438,-753837.9719178819,4.271857573847655,4.588916186181493,3.7542093135149868,,,,,,,,,-0.3391775926461572,,,,-1.1486686252440232,,1.0478253149925918,-1.220910227391836,-1.642883034321294
2019-12-04,4.683333998687267,3.915361850571138,-331091.7117071594,4.223276930768385,3.9849992814362167,3.9710783315397946,,,,,,,,,-0.17910249729802943,,,,-1.4343186914198474,,0.8024003051544144,-1.5205786300010706,0.08097620117813384
2019-12-05,3.147789896998809,3.0250504545186487,1416111.9843302048,3.114086254040494,2.560395734771234,3.7552272745089126,,,,,,,,,-0.03977281606323407,,,,-0.5911493778043042,,0.8441396698949389,-0.3880813045857762,0.07627125250368781
2019-12-06,2.991357339350621,3.557006637181402,3077018.784808736,3.605513285423129,3.714310735263979,3.666954761026459,,,,,,,,,0.17319211487068073,,,,-2.2182673837977678,,0.8308387339173735,-1.0262305683300894,-0.8178885929869609
2019-12-09,3.967746770164567,2.007696693183192,-955794.7446730942,3.9704476749068434,2.892060605587752,3.241704655488964,,,,,,,,,-0.6812102281744458,,,,0.07546647048744812,,0.8658244012560685,0.017204904502164088,0.7543601129054345
2019-12-10,2.346480032950353,3.716276573809729,509939.9472033279,2.7935233423977905,3.087166667377097,3.244278441852822,,,,,,,,,0.45980589908436703,,,,-1.2253894284849531,,0.8683896173541787,-1.8371548016068482,-4.352939258542678
2019-12-11,3.9931857062623735,3.5359702500101022,-2198486.037256228,3.646852771940303,4.375296954262097,3.168400121740615,,,,,,,,,-0.12160160367281447,,,,-0.3168442762936045,,0.8973130159792823,0.42413870405747267,-0.9691863604689467
