Date,SWBI_Open,SWBI_Adj Close,SWBI_Volume,SWBI_High,SWBI_Low,SWBI_MA_5,SWBI_MA_20,SWBI_MA_250,SWBI_realVolatility20,SWBI_realVolatility60,SWBI_realVolatility250,SWBI_avgVolume_20,SWBI_avgVolume_60,SWBI_avgVolume_250,SWBI_log1DayRet,SWBI_logMA5_20,SWBI_logMA20_250,SWBI_logMA5_250,SWBI_log1DayRange,SWBI_HL_20_realVol_20,SWBI_HL_5_realVol_20,SWBI_logD2,SWBI_logD5
2019-11-18,0.5090955414421225,0.562277121112607,436944.6527342856,0.5325888922424067,0.6109477125516172,,,,,,,,,,0.09935912328114298,,,,-2.5464567407765166,,,,
2019-11-19,0.7581448886284505,0.2572015932881202,-679592.7646173297,0.482554204969662,0.5525794152646197,,,,,,,,,,-1.081014326236002,,,,-2.6588999546993426,,,,
2019-11-20,0.1081224726032274,0.4893119753494845,68466.50128653401,0.4347757826879412,0.2219966042793792,,,,,,,,,,1.5097356822368204,,,,-1.5475003721262894,,,-2.6177734071515135,
2019-11-21,0.5728833418753299,0.4078392959874204,-602757.3792305153,0.3404193000672828,0.562363263486116,,,,,,,,,,-0.33980888971814965,,,,-1.5053303460046816,,,-1.8928776450197058,
2019-11-22,0.5218932601530089,0.6725050720397445,306733.49154412234,0.6659123769016517,0.4479139850131419,0.47782701155547536,,,,,,,,,0.253546569006339,,,,-1.5232675928784676,,0.5915951962310051,-1.6972145092738096,
2019-11-25,0.594017174688009,0.5438283268130313,-267325.0111878555,0.75941190699759,0.8047447164521726,0.4741372526955602,,,,,,,,,-0.08827461122072111,,,,-3.09372423812988,,0.7558931687545496,-1.9951810521929683,-3.9927562602474738
2019-11-26,0.5716097570283001,0.557502324608298,-495798.8805005608,0.4293346047575479,0.5759795864012069,0.5341973989595957,,,,,,,,,-0.02498984256208511,,,,-1.9197407040987855,,0.6792846176019359,-2.1627992601960346,-1.2029708686971905
2019-11-27,0.7536724310825242,0.5316449695060124,-46276.97074778634,0.5568593495754195,0.7465682810949819,0.5426639977909014,,,,,,,,,-0.34898191606424095,,,,-1.6622643208112764,,0.6654372672400508,-4.407684413712024,-3.162188493274275
2019-11-29,0.6289938099730055,0.9357871960305983,538992.3064003704,0.9512746868037194,0.727779219517906,0.6482535777995369,,,,,,,,,0.39726668036882506,,,,-1.4983641457345553,,0.6665834340629889,-0.972107739096288,-0.6387576743051387
2019-12-02,1.0025333645790253,0.6788582985945695,-8012.133529422805,0.8335740281685142,0.8873931442828651,0.6495242231105018,,,,,,,,,-0.38987302554161407,,,,-2.922126556814318,,0.7379627238424982,-1.915872525913494,-5.058792476256145
2019-12-03,0.8130493317475134,0.7379002608855991,257938.10273002344,0.6978815856007134,0.847419336182953,0.6883386099250155,,,,,,,,,-0.09698311874747634,,,,-1.9002064057714672,,0.5546458886343489,-1.6200594460111815,-1.6395263944574914
2019-12-04,0.8141567258961508,0.5219559575420654,-297002.0195452828,0.8277409695222646,0.7248120970285177,0.681229336511769,,,,,,,,,-0.4445696736271482,,,,-2.2737170876108554,,0.5673897116118065,-1.8521316986884067,-3.3369173201846127
2019-12-05,0.5101833281049339,0.6359221352637565,-163429.13288481312,0.6482532293982715,0.6749002267173347,0.7020847696633178,,,,,,,,,0.22030599901647593,,,,-3.6250788056726058,,0.8429838388692156,-2.2829969433843784,-2.260702869440932
2019-12-06,0.5947955736613402,0.33962852749828,-63155.37037330202,0.3519823080174618,0.4976427244966048,0.5828530359568541,,,,,,,,,-0.5603653186890931,,,,-1.9264772809410455,,0.7381599176348009,-1.7019511421118865,-0.5172484249780125
2019-12-09,0.2974552621724715,0.381819236277507,-278190.1688677559,0.2527546702941512,0.2409262682571835,0.5234452234934416,,,,,,,,,0.24968345872306646,,,,-4.437251687294983,,1.1407997180540963,-1.3700159798810774,-1.2138916258747505
2019-12-10,0.4065998931004113,0.3264633134727477,-250092.0554661384,0.3617090254952071,0.457369135411052,0.44115783401087133,,,,,,,,,-0.2195120589037258,,,,-2.346953891704461,,1.0644625021367349,-4.330177229004424,-0.888099496819561
