Date,TOST_Open,TOST_Adj Close,TOST_Volume,TOST_High,TOST_Low,TOST_MA_5,TOST_MA_20,TOST_MA_250,TOST_realVolatility20,TOST_realVolatility60,TOST_realVolatility250,TOST_avgVolume_20,TOST_avgVolume_60,TOST_avgVolume_250,TOST_log1DayRet,TOST_logMA5_20,TOST_logMA20_250,TOST_logMA5_250,TOST_log1DayRange,TOST_HL_20_realVol_20,TOST_HL_5_realVol_20,TOST_logD2,TOST_logD5
2021-09-22,3.079758832565048,1.56076611657911,-1228617.4034187892,1.566064636276682,2.3650703624444738,,,,,,,,,,-0.6796744917221972,,,,-0.2243871665734679,,,,
2021-09-23,1.6203331301817734,1.3352495171402303,-275453.16041994,1.1667717944361726,1.8251536495164693,,,,,,,,,,-0.19351358540611502,,,,-0.41797018911158695,,,,
2021-09-24,2.3252428620044725,2.013736654370497,2045579.7865545184,1.8300491759681956,1.6732344556340202,,,,,,,,,,-0.14383246212551223,,,,-1.85269029579001,,,-0.7919281936022727,
2021-09-27,-3.480769324659569,-3.480820432782977,8727953.841157133,-3.375449539758222,-3.292131103286712,,,,,,,,,,1.4682888589938195e-05,,,,-2.485085428109774,,,1.5719582323867565,
2021-09-28,-2.4334981159277724,-2.3628482472062817,3031393.107761482,-3.516227685725614,-2.863571617651477,-0.18678327837988426,,,,,,,,,-0.029462000320431482,,,,-0.42670498359746034,,1.020839993750047,1.4762687174256506,
2021-09-29,-1.6763596289708342,-1.9201942390449425,-1212772.797903114,-1.615141345258035,-1.801421720969996,-0.8829753495046948,,,,,,,,,0.13580179229191888,,,,-1.6805023439494389,,0.9177349604777794,0.4450871469618425,1.2473082199750358
2021-09-30,-1.7138586397211508,-2.4540295642882413,-916052.263810292,-1.070992177941786,-1.679423679779383,-1.6408311657903891,,,,,,,,,0.358984050737257,,,,-0.496870941769137,,0.8976761036579042,-2.394905259445283,1.332175785019047
2021-10-01,-1.2903705456993837,-3.107906331003893,643874.1681008395,-2.4992906150572214,-2.5385671542565245,-2.665159762865267,,,,,,,,,0.8790198721666894,,,,-3.237127905301483,,1.2290510865477395,0.1720288447338132,1.633475283156377
2021-10-04,-4.169560472948364,0.4290679347933448,-124728.18964445358,-1.361751026192909,-2.5362806737229864,-1.8831820893500026,,,,,,,,,,,,,0.1608677674802974,,1.3513578942860616,1.0588652367044722,1.3635088230977122
2021-10-05,1.322282100853467,-0.0765276384462438,-1887296.1267009203,-0.6926974177238705,0.1855550916039607,-1.4259179675979952,,,,,,,,,,,,,-0.1298211306494698,,1.3961000423723868,1.1090175300792067,0.8269438043400916
2021-10-06,0.0498911365360488,0.0914091786669324,175643.62033703737,0.1718031794139882,0.7743395104051576,-1.02359728405562,,,,,,,,,0.6055025340175362,,,,-0.506607315035042,,1.3675875168443439,-1.085719490744849,0.6989321243159567
2021-10-07,0.2079419401134199,-0.9295631677935496,-234106.30835844344,-0.2548253507402265,-0.0956338182534182,-0.7187040047566818,,,,,,,,,,,,,-1.8376471948833137,,1.4136903633571307,-0.15895408013361356,0.4216444448908013
